run_id,data_scenario_id,placement,sample_scenario,analytical_role,family_id,inferential_family,family_n,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,model_name,formula,engine,observations,log_likelihood,aic,converged,positive_definite_hessian,singular,max_gradient,warnings,error,status
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,1,interdaily_stability,Interdaily stability,participant,gaussian,logit,odds_ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered,lm,154,-86.53640372525686,193.07280745051372,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered,lm,154,-64.90306779364556,149.80613558729112,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered,lm,154,-67.22242155333058,154.44484310666115,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered,lm,154,-68.04637993247889,156.09275986495777,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site,,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,2,intradaily_variability,Intradaily variability,participant,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered,lm,154,-67.35529851613633,154.71059703227266,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-451.01163956444873,924.0232791288975,TRUE,TRUE,FALSE,2.460183168295771e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-449.6515406073665,921.303081214733,TRUE,TRUE,FALSE,5.683773451892193e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-451.4292868143611,924.8585736287222,TRUE,TRUE,FALSE,2.9366447051870637e-5,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,3,daily_geometric_mean_medi,Mean melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-451.2347865951623,924.4695731903246,TRUE,TRUE,FALSE,1.9445565158093814e-5,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-876.7548563847809,1775.5097127695617,TRUE,TRUE,FALSE,8.758433978073299e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-876.05548851553306,1774.1109770310661,TRUE,TRUE,FALSE,1.9542767404345796e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-877.7620033596005,1777.524006719201,TRUE,TRUE,FALSE,2.0111201592953876e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-877.5925574789372,1777.1851149578745,TRUE,TRUE,FALSE,2.04295247385744e-6,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-64.67789900496237,151.35579800992474,TRUE,TRUE,FALSE,6.838263288955204e-7,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-64.3090358537902,150.6180717075804,TRUE,TRUE,FALSE,6.771472271793755e-7,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-64.6771439830845,151.354287966169,TRUE,TRUE,FALSE,6.865263912914088e-7,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),lmerMod,897,-64.8867651257263,151.7735302514526,TRUE,TRUE,FALSE,6.988898348936345e-7,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),glmmTMB,897,-1272.7720805588133,2569.5441611176266,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,final_full,response_value ~ site + leba_centered + (1 | participant_key),glmmTMB,897,-1276.0629337086013,2576.1258674172027,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,final_full,response_value ~ site + leba_centered + (1 | participant_key),glmmTMB,897,-1276.8709180364522,2577.7418360729043,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,final_full,response_value ~ site + leba_centered + (1 | participant_key),glmmTMB,897,-1273.5259227676313,2571.0518455352626,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,comparison_reduced,response_value ~ site + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,final_full,response_value ~ site + leba_centered + (1 | participant_key),glmmTMB,839,-1675.6254400180023,3375.2508800360047,TRUE,TRUE,FALSE,,,,FITTED
alternative_preprocessing__chest__all_available,alternative_preprocessing,chest,all_available,supporting_sensitivity,,FALSE,,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,comparison_full,response_value ~ site + leba_centered + (1 | participant_key),,,,,FALSE,FALSE,,,,Not an inferential family,NOT_FITTED
