placement,data_scenario_id,model_implementation_id,scenario,metric_order,metric_id,analysis_unit,model_question,exclusion_reason,rows
chest,main,hypothesis_models,paired_common_sample,1,interdaily_stability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,main,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,latitude_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,main,hypothesis_models,paired_common_sample,2,intradaily_variability,participant,site_and_photoperiod,paired_common_sample_participant_metric_requires_minute_level_is_iv_recomputation,
chest,main,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,latitude_and_photoperiod,metric_not_estimable:insufficient_state_support,30
chest,main,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,7,duration_above_250_wake,participant_day,site_and_photoperiod,metric_not_estimable:insufficient_state_support,30
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:insufficient_state_support,92
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,metric_not_estimable:no_state_window,10
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_state_support,1
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:insufficient_state_support,92
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,metric_not_estimable:no_state_window,10
chest,main,hypothesis_models,paired_common_sample,8,duration_below_10_pre_sleep,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_state_support,1
chest,main,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,latitude_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,9,duration_below_1_sleep_environment,participant_day,site_and_photoperiod,metric_not_estimable:incomplete_state_domain,35
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:insufficient_relevance_support,32
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,4
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,7
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:insufficient_relevance_support,32
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,4
chest,main,hypothesis_models,paired_common_sample,13,mean_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,7
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:insufficient_relevance_support,43
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,4
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,6
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:insufficient_relevance_support,43
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,4
chest,main,hypothesis_models,paired_common_sample,14,first_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,6
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:insufficient_relevance_support,74
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,11
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,7
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:insufficient_relevance_support,74
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,metric_not_estimable:no_threshold_event,27
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:insufficient_relevance_support,11
chest,main,hypothesis_models,paired_common_sample,15,last_timing_above_250,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:no_threshold_event,7
chest,main,hypothesis_models,paired_common_sample,16,dose_time_sensitive_corrected_medi,participant_day,latitude_and_photoperiod,metric_not_estimable:low_relevance_coverage,40
chest,main,hypothesis_models,paired_common_sample,16,dose_time_sensitive_corrected_medi,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:low_relevance_coverage,5
chest,main,hypothesis_models,paired_common_sample,16,dose_time_sensitive_corrected_medi,participant_day,site_and_photoperiod,metric_not_estimable:low_relevance_coverage,40
chest,main,hypothesis_models,paired_common_sample,16,dose_time_sensitive_corrected_medi,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:low_relevance_coverage,5
chest,main,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,metric_not_estimable:below_viable_ratio_fraction,141
chest,main,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,latitude_and_photoperiod,paired_other_placement:metric_not_estimable:below_viable_ratio_fraction,13
chest,main,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,metric_not_estimable:below_viable_ratio_fraction,141
chest,main,hypothesis_models,paired_common_sample,17,mder_mean_of_viable_ratios,participant_day,site_and_photoperiod,paired_other_placement:metric_not_estimable:below_viable_ratio_fraction,13
