"path","mime","width","height","sha256","extension_matches_mime","role"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_narrow_left.png","image/jpeg",693,979,"89eb8a57441f7d827d6775bec63165439261d8b3a34b835e13a6f96bb4700143",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_narrow_right.png","image/jpeg",693,979,"5dbfee2e96d00bc0ea4b92835ba2998b74aae74b385a9caf39bcd7c0d862d3bd",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_physical_width_proof_final.png","image/jpeg",1585,991,"766bb2b7fc4481e8d7e054b17a879bfab507fff4030bb7e26e935c8239d3bfdc",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_01_physical_width_proof.png","image/jpeg",1585,991,"766bb2b7fc4481e8d7e054b17a879bfab507fff4030bb7e26e935c8239d3bfdc",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_desktop_left.png","image/jpeg",1425,990,"0138fd6ac0b9277a4628c457e9a5fdd73567124e9f6aad882b48421173d87d07",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_desktop_right.png","image/jpeg",1425,990,"03145bea24dcf98a1e41aad6a0e9ed58c574c5fa0a107515aa7bce0316985794",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_narrow_left.png","image/jpeg",693,979,"7bb7e0d1cd5d2f16a20a732cd18e0ed4fe02cd029d0f0fa3c2c738d86f63207c",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_narrow_right_final.png","image/jpeg",693,979,"fece321c31f454cfaf80b57692ccb7c1ce07dc7366125c8b380a6d7020645a43",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_narrow_right.png","image/jpeg",693,979,"178a670105432ad6841ebdd19285bc909d192ce52ab4b7cfe5da63d83b9801c7",FALSE,"Intermediate scroll position; final suffix supersedes for right-edge verdict"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_02_physical_width_proof.png","image/jpeg",1600,1000,"f47833bff61a1fec039cb8f3bbeffca51c53723cc93664b805e1be63812e028e",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_desktop_left.png","image/jpeg",1425,990,"81540c1815f7a6db0c69a0ad28a1bd4154d23b537f60620a04fb44dc99699767",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_desktop_right.png","image/jpeg",1425,990,"4739ad4407a457fbfd2e91409c7f89e11781a68704eb00ff268d5adb866f3826",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_narrow_left.png","image/jpeg",693,979,"dfdef8445da7ea3269f12a008b2d66191cbd4ea0549edf210ee909cdc2def99e",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_narrow_right_final.png","image/jpeg",693,979,"21dbc5be4d00d348f532fe72ece361840dc741bb244e97f1c72adad76a52a19e",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_narrow_right.png","image/jpeg",693,979,"20703882debd9686ec48d7edec9bd57987197e07e9403945f7da2fb813584e10",FALSE,"Intermediate scroll position; final suffix supersedes for right-edge verdict"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s2_03_physical_width_proof.png","image/jpeg",1600,1000,"5f1a60545641600365040506c4366dd9914281d16224432be97b1edfcbb7cd4b",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_03_desktop.png","image/jpeg",1440,1000,"af7983af9c5eb03f87e7482929fb868ff669a3e90f92b9b107928f4ab624f9a1",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_03_narrow_left.png","image/jpeg",708,1000,"daad45aaec1250697dae6f4478d2913a9cbdd89984d7b6e8e88e1bfa24b898ea",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_03_narrow_right.png","image/jpeg",708,1000,"a896a639df6f3d19a3be91992e57ac73a404cd66ca811372240e03b8b05f00f6",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_03_physical_width_proof.png","image/jpeg",1600,1000,"10739ade1261d03ddd319ec066d78292994f0890ef6be060c1561818049d6594",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_04_desktop.png","image/jpeg",1440,1000,"1c6039ff809fbcad03756584aa67ad60962b6d72ba4857ed3873b6601b2fa78d",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_04_narrow_left.png","image/jpeg",708,1000,"fb63caa3e62be1e28a07d3635d63f10ecc3e690a7c9fa639ab3358e2361133d7",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_04_narrow_right.png","image/jpeg",708,1000,"df97883aaf38bf08bbcd86ac19c6057764eb60015d963230077b8ba1ce8e69f2",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/s7_04_physical_width_proof.png","image/jpeg",1600,1000,"61306a3fb258a7e87ed74041e4b47a8703ba25396f4929dea35110ed84c83c70",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_clip_fullpage_probe.jpeg","image/jpeg",1321,588,"04dc4e0493becfe796e3e2c8a79afdecb2c6f675695da7cc393e12dc25e25603",TRUE,"Rejected clipped output; not a table-only capture"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_desktop.png","image/jpeg",1440,1000,"9ea7b74003f8b9083bfde9aa4730e1ba0b11a8edad9b05bd03efb82a489eb9b3",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_narrow_left.png","image/jpeg",693,979,"a2cc556a19ea44fcc0937fb7cbbdaf4578ac23786f55020486a37c2f57453c5c",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_narrow_right.png","image/jpeg",693,979,"0bf83697ba899e40a435b84982f64ecd27c8f1b58f3686efef23a4d86be5ce80",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_physical_width_proof.png","image/jpeg",1600,1000,"9b35e1061f6f35aafcc706338eafbf8813b829d1ad73108b1d2454a6a934cf18",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/table_layout_visual_corrections_2026_09_14/attempt_02/visual_session_01/table2_unscaled_capture_probe.png","image/jpeg",2200,1250,"9a1b0b80609efb8974875693fc5744d95e2b3d5ad9e5ad47d71636a4c5aa2b7d",FALSE,"Actual visual evidence; consult viewport_cases.csv for selected final cases"
