run_id,scenario_id,placement,working_power,activity_code,activity,display_order,model_order,standardized_mean_lx,mean_conf_low_lx,mean_conf_high_lx,ratio_to_home,ratio_conf_low,ratio_conf_high,difference_from_home_lx,difference_conf_low_lx,difference_conf_high_lx,statistic,denominator_df,p_raw,inferential_role,unique_participant_hours,long_rows,effective_weighted_hours,participants,participant_days,sites,family_id,family_n,p_adjusted,primary_ratio,primary_conf_low,primary_conf_high,primary_p_adjusted,ratio_relative_change_percent,direction_concordant,primary_ratio_inside_sensitivity_interval,stability
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,202.1578896980839,177.22459750689637,230.59898536709812,2.711178234643799,2.1939566565714204,3.3503339266023393,127.59330109417608,101.4571257340635,153.72947645428866,9.325283771935263,125,5.095483288109275e-16,NAMED_VERSUS_HOME,3624,3624,3495.6666666666674,124,511,9,H04-F2,4,6.793977717479033e-16,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16,0.22457598101564002,TRUE,TRUE,stable
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,outdoors,Outdoors,5,5,870.772474165586,681.9631042861608,1111.855900999428,11.678096673894213,8.46853448177233,16.10407824616631,796.2078855616782,583.1850099271438,1009.2307611962125,15.13617213291352,125,4.8033076361367334e-30,NAMED_VERSUS_HOME,1422,1422,1232.7500000000002,121,480,9,H04-F2,4,1.9213230544546934e-29,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29,0.8634617478034512,TRUE,TRUE,stable
retain_coselected_other__near_eye,retain_coselected_other,Near-eye,1.539919,other,Other/unspecified activity,6,6,236.26435081539583,107.97194459095847,516.9939624380429,3.1685865266480344,1.3656755912828744,7.351629216294507,161.699762211488,-26.31489910112873,349.71442352410475,,125,,DISPLAY_ONLY,458,458,423.4166666666667,75,177,9,,,,2.9699999864180078,1.228264319323886,7.181597462815288,,6.686415526537881,,TRUE,not_in_claim_family
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,sleeping,Sleeping,1,2,7.670643630719556,4.146311418861232,14.190630602864442,0.08765579989998983,0.04889867661126225,0.15713184463436783,-79.83803964490299,-97.28706026555605,-62.38901902424994,-8.241478941556151,149,8.098960758430025e-14,NAMED_VERSUS_HOME,7155,7155,7038.666666666668,150,868,8,H04-F2,4,1.0798614344573367e-13,0.08771558774641125,0.04899591641037831,0.15703399175668084,9.84202387576802e-14,-0.0681610281108469,TRUE,TRUE,stable
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,home,At home,2,1,87.50868327562254,70.94633320880534,107.9374972924294,1,1,1,0,0,0,,149,,REFERENCE,6170,6170,5874.583333333333,150,859,8,,,,1,1,1,,0,,TRUE,not_in_claim_family
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,568.1324321961115,438.63587078499904,735.8597005197502,6.4922978032555685,4.752976217575571,8.868113122530453,480.62374892048894,334.83018344616585,626.417314394812,11.853185554589226,149,3.008764121983035e-23,NAMED_VERSUS_HOME,1056,1056,875.0833333333331,135,460,8,H04-F2,4,6.01752824396607e-23,6.5765015275228365,4.821707490569932,8.96992868731611,2.5743919107477722e-23,-1.2803726101921042,TRUE,TRUE,stable
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,working_indoor,Working in the office/from home,4,4,210.23835235468306,184.10550012479814,240.08063187058647,2.4024856103994146,1.9044851970328576,3.0307072573568905,122.72966907906051,91.51223255115903,153.947105606962,7.4560560511602265,149,6.77965182620095e-12,NAMED_VERSUS_HOME,4403,4403,4234.999999999999,148,609,8,H04-F2,4,6.77965182620095e-12,2.3987258056335685,1.902647300544223,3.0241471916348357,6.5595873671389436e-12,0.15674174834889865,TRUE,TRUE,stable
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,outdoors,Outdoors,5,5,1210.0052169905266,943.4210375611763,1551.9185674819666,13.827258869607514,10.078223005759531,18.97091260412437,1122.496533714904,821.8496550411771,1423.1434123886308,16.411172936803997,149,3.222056872726271e-35,NAMED_VERSUS_HOME,1656,1656,1415.9166666666667,143,553,8,H04-F2,4,1.2888227490905084e-34,13.73858650042917,10.025930844473958,18.826058343880177,1.1209460277988522e-34,0.645425707918168,TRUE,TRUE,stable
retain_coselected_other__chest,retain_coselected_other,Chest,1.539919,other,Other/unspecified activity,6,6,339.52311861154027,196.55947224685346,586.4685469186356,3.8798791834423803,2.1356775663460517,7.048565155771431,252.0144353359177,64.44744588737723,439.5814247844582,,149,,DISPLAY_ONLY,750,750,688.7500000000001,96,253,8,,,,3.6051637671719456,1.8897972928405087,6.877566095246982,,7.620053734367072,,TRUE,not_in_claim_family
exclude_other_only__near_eye,exclude_other_only,Near-eye,1.539919,sleeping,Sleeping,1,2,7.010984068668123,4.148957934328926,11.847287533193235,0.09337191880881952,0.057802109386641536,0.15083039900366765,-68.07566037550596,-83.08465155545512,-53.0666691955568,-9.785587818907887,125,3.906267361133593e-17,NAMED_VERSUS_HOME,5906,5906,5819.666666666668,126,714,9,H04-F2,4,7.812534722267186e-17,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,0.29600793405053505,TRUE,TRUE,stable
exclude_other_only__near_eye,exclude_other_only,Near-eye,1.539919,home,At home,2,1,75.08664444417408,60.58043542194443,93.06641879704169,1,1,1,0,0,0,,125,,REFERENCE,5105,5105,4889.166666666667,126,709,9,,,,1,1,1,,0,,TRUE,not_in_claim_family
exclude_other_only__near_eye,exclude_other_only,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,334.333542667774,263.71156959824526,423.868084070317,4.4526366192372135,3.2071095435825234,6.181882032263065,259.24689822359994,177.4795951920656,341.01420125513425,9.008160564553009,125,2.956428270437376e-15,NAMED_VERSUS_HOME,818,818,679.4999999999998,111,369,9,H04-F2,4,2.956428270437376e-15,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15,0.1468185337218486,TRUE,TRUE,stable
exclude_other_only__near_eye,exclude_other_only,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,202.28717246393836,177.36153411003804,230.71575439840095,2.6940499733522674,2.182362163516973,3.3257107276928393,127.20052801976428,101.14863967411759,153.25241636541097,9.311730925198946,125,5.494262720338964e-16,NAMED_VERSUS_HOME,3624,3624,3498.0000000000005,124,511,9,H04-F2,4,7.325683627118619e-16,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16,-0.40860729823170017,TRUE,TRUE,stable
exclude_other_only__near_eye,exclude_other_only,Near-eye,1.539919,outdoors,Outdoors,5,5,869.5817379968809,684.3351644681778,1104.9737589406582,11.581044064945575,8.42837586940003,15.912980592280872,794.4950935527067,585.9424253307748,1003.0477617746387,15.255293382477594,125,2.5367320711014724e-30,NAMED_VERSUS_HOME,1422,1422,1248.6666666666667,121,480,9,H04-F2,4,1.014692828440589e-29,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29,0.02522051863991237,TRUE,TRUE,stable
exclude_other_only__chest,exclude_other_only,Chest,1.539919,sleeping,Sleeping,1,2,7.637219140409318,4.144000239232349,14.075075490207785,0.08684721308039405,0.048541445350337886,0.15538141407606162,-80.30134410789643,-97.90820353393048,-62.69448468186238,-8.300371806210574,149,5.773146950574683e-14,NAMED_VERSUS_HOME,7155,7155,7039.666666666668,150,868,8,H04-F2,4,7.697529267432911e-14,0.08771558774641125,0.04899591641037831,0.15703399175668084,9.84202387576802e-14,-0.9899889954881336,TRUE,TRUE,stable
exclude_other_only__chest,exclude_other_only,Chest,1.539919,home,At home,2,1,87.93856324830574,71.26877650684143,108.50741776707676,1,1,1,0,0,0,,149,,REFERENCE,6170,6170,5887.000000000001,150,859,8,,,,1,1,1,,0,,TRUE,not_in_claim_family
exclude_other_only__chest,exclude_other_only,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,579.3665508494211,446.6947164037395,751.4429607440613,6.588310400449753,4.8150054247556895,9.014700940835755,491.4279876011153,341.90900008898575,640.9469751132449,11.880898324651639,149,2.5377784283157236e-23,NAMED_VERSUS_HOME,1056,1056,891.9999999999998,135,460,8,H04-F2,4,5.075556856631447e-23,6.5765015275228365,4.821707490569932,8.96992868731611,2.5743919107477722e-23,0.1795616237219244,TRUE,TRUE,stable
exclude_other_only__chest,exclude_other_only,Chest,1.539919,working_indoor,Working in the office/from home,4,4,209.51400857698601,183.5446767479903,239.1576839369056,2.382504339824117,1.8878963964126243,3.0066940855795337,121.57544532868027,90.40910839133856,152.74178226602197,7.3724165841827975,149,1.0748737242280947e-11,NAMED_VERSUS_HOME,4403,4403,4242.833333333333,148,609,8,H04-F2,4,1.0748737242280947e-11,2.3987258056335685,1.902647300544223,3.0241471916348357,6.5595873671389436e-12,-0.6762534413626842,TRUE,TRUE,stable
exclude_other_only__chest,exclude_other_only,Chest,1.539919,outdoors,Outdoors,5,5,1216.2322646158823,947.105326487519,1561.8335998368718,13.83047686578294,10.070891138059388,18.99356151434045,1128.2937013675764,824.6211150769702,1431.9662876581826,16.362934401658222,149,4.276518268431601e-35,NAMED_VERSUS_HOME,1656,1656,1435.5000000000002,143,553,8,H04-F2,4,1.7106073073726403e-34,13.73858650042917,10.025930844473958,18.826058343880177,1.1209460277988522e-34,0.668848759302132,TRUE,TRUE,stable
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,sleeping,Sleeping,1,2,7.031079544890162,4.191506313976523,11.794346915744557,0.09095359551979616,0.05630965220274186,0.14691187415247212,-70.27295120516234,-85.50173139250015,-55.044171017824546,-9.895572956458276,125,2.109906565150641e-17,NAMED_VERSUS_HOME,5906,5906,5906,126,714,9,H04-F2,4,4.219813130301282e-17,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,-2.301648565647274,TRUE,TRUE,stable
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,home,At home,2,1,77.3040307500525,62.672509204113204,95.35142674346385,1,1,1,0,0,0,,125,,REFERENCE,5105,5105,5105,126,709,9,,,,1,1,1,,0,,TRUE,not_in_claim_family
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,336.2907202960815,266.8806176869339,423.75294818119767,4.350235259832853,3.1748868328108415,5.960699644572347,258.98668954602897,179.28792137027312,338.6854577217848,9.238590757356448,125,8.248543183510446e-16,NAMED_VERSUS_HOME,818,818,818,111,369,9,H04-F2,4,8.248543183510446e-16,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15,-2.1563495068877114,TRUE,TRUE,stable
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,207.26555328781882,181.6287612594112,236.52096332006292,2.6811739475522502,2.1780569781789456,3.3005076584558952,129.9615225377663,103.1417855342124,156.78125954132022,9.392291106695295,125,3.509811022491186e-16,NAMED_VERSUS_HOME,3624,3624,3624,124,511,9,H04-F2,4,4.679748029988248e-16,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16,-0.8845974819965408,TRUE,TRUE,stable
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,outdoors,Outdoors,5,5,809.3324436109369,643.0579991529547,1018.6001964738031,10.46947275269197,7.78136772671758,14.086194557161274,732.0284128608844,546.6870800269166,917.3697456948521,15.663656852635409,125,2.876719248855612e-31,NAMED_VERSUS_HOME,1422,1422,1422,121,480,9,H04-F2,4,1.1506876995422448e-30,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29,-9.575396231183596,TRUE,TRUE,stable
unweighted_long__near_eye,unweighted_long_rows,Near-eye,1.539919,other,Other/unspecified activity,6,6,221.99389409817448,97.41710954156646,505.87919564420963,2.8716988227424824,1.192402557162903,6.915998358945085,144.68986334812197,-41.20024975926003,330.579976455504,,125,,DISPLAY_ONLY,391,391,391,72,159,9,,,,2.9699999864180078,1.228264319323886,7.181597462815288,,-3.30980350589436,,TRUE,not_in_claim_family
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,sleeping,Sleeping,1,2,7.762677570667349,4.245304901202918,14.194307468720877,0.08509937240541586,0.047998937480472646,0.1508763227673919,-83.45629797812671,-101.35859160965194,-65.55400434660149,-8.502309598380432,149,1.7974268702063006e-14,NAMED_VERSUS_HOME,7155,7155,7155,150,868,8,H04-F2,4,2.3965691602750673e-14,0.08771558774641125,0.04899591641037831,0.15703399175668084,9.84202387576802e-14,-2.9826116522857493,TRUE,TRUE,stable
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,home,At home,2,1,91.21897554879406,74.20866140802559,112.12844083550051,1,1,1,0,0,0,,149,,REFERENCE,6170,6170,6170,150,859,8,,,,1,1,1,,0,,TRUE,not_in_claim_family
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,582.6284519424041,452.8186725832611,749.6508725584536,6.387140925856481,4.7188091612737395,8.645310249363614,491.4094763936101,345.9738921707902,636.8450606164299,12.10349748856406,149,6.464483580889793e-24,NAMED_VERSUS_HOME,1056,1056,1056,135,460,8,H04-F2,4,1.2928967161779586e-23,6.5765015275228365,4.821707490569932,8.96992868731611,2.5743919107477722e-23,-2.879351595584312,TRUE,TRUE,stable
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,working_indoor,Working in the office/from home,4,4,215.8681155740546,189.1147615978565,246.4061659056739,2.3664825687346633,1.8871133072013406,2.9676224139558287,124.64914002526054,93.09453798383853,156.20374206668254,7.5197657092223285,149,4.765497517588315e-12,NAMED_VERSUS_HOME,4403,4403,4403,148,609,8,H04-F2,4,4.765497517588315e-12,2.3987258056335685,1.902647300544223,3.0241471916348357,6.5595873671389436e-12,-1.34418184951276,TRUE,TRUE,stable
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,outdoors,Outdoors,5,5,1113.0334822460763,876.0792022116974,1414.077094255081,12.201775733062274,8.999082110322634,16.544279651495437,1021.8145066972822,756.076303036766,1287.5527103577983,16.235878980550673,149,9.025110813225149e-35,NAMED_VERSUS_HOME,1656,1656,1656,143,553,8,H04-F2,4,3.6100443252900596e-34,13.73858650042917,10.025930844473958,18.826058343880177,1.1209460277988522e-34,-11.186090849439923,TRUE,TRUE,stable
unweighted_long__chest,unweighted_long_rows,Chest,1.539919,other,Other/unspecified activity,6,6,313.6436217789043,173.61587717983218,566.6090168740376,3.4383593971753474,1.814688066828158,6.514792024178519,222.42464623011023,34.75075952111746,410.098532939103,,149,,DISPLAY_ONLY,631,631,631,94,232,8,,,,3.6051637671719456,1.8897972928405087,6.877566095246982,,-4.626818107834452,,TRUE,not_in_claim_family
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,sleeping,Sleeping,1,2,7.005672201547853,4.122293705323515,11.90585788008247,0.09390787123102518,0.05773144596412591,0.15275363594084762,-67.59587194711055,-82.47202892235427,-52.71971497186683,-9.62257785811093,125,9.718287767744285e-17,NAMED_VERSUS_HOME,5794,5794,5708.666666666668,126,700,9,H04-F2,4,1.943657553548857e-16,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,0.8717044504718441,TRUE,TRUE,stable
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,home,At home,2,1,74.6015441486584,60.23404410438216,92.39609380568446,1,1,1,0,0,0,,125,,REFERENCE,5026,5026,4817.333333333334,126,697,9,,,,1,1,1,,0,,TRUE,not_in_claim_family
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,road_vehicle,On the road with public transport/car,3,3,330.9303364803352,262.58521853743645,417.06417525316436,4.435971671322121,3.2122163674383204,6.125939979710976,256.3287923316768,177.35653074892608,335.3010539144276,9.134218631867382,125,1.4716133290683944e-15,NAMED_VERSUS_HOME,805,805,670.1666666666664,111,362,9,H04-F2,4,1.4716133290683944e-15,4.4461089073317925,3.2176281587084157,6.143619909079273,1.4959291077299754e-15,-0.228002422364304,TRUE,TRUE,stable
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,working_indoor,Working in the office/from home,4,4,203.52599324685735,178.19446350935928,232.4585686409061,2.728174001885154,2.208385999199608,3.370304551495807,128.92444909819895,102.43322008702782,155.41567810937008,9.397302247269732,125,3.413255416798669e-16,NAMED_VERSUS_HOME,3566,3566,3445.166666666667,124,502,9,H04-F2,4,4.551007222398225e-16,2.705103222544284,2.1898615793784257,3.341573510183464,6.964659906546797e-16,0.8528613307099864,TRUE,TRUE,stable
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,outdoors,Outdoors,5,5,841.4235902049883,658.5551285786763,1075.0712088166044,11.27890313541345,8.135054545434395,15.637713948634188,766.8220460563299,559.8721196351596,973.7719724775002,14.675636616174499,125,5.749266242453715e-29,NAMED_VERSUS_HOME,1390,1390,1220.6666666666667,121,470,9,H04-F2,4,2.299706496981486e-28,11.578124002023491,8.418261497185657,15.924066441871432,1.3049155477299975e-29,-2.584363982953941,TRUE,TRUE,stable
gap_timing_unaware__near_eye,gap_timing_unaware,Near-eye,1.539919,other,Other/unspecified activity,6,6,225.0404651888437,97.34219077478089,520.2596178422118,3.0165657796627623,1.2319661137381017,7.386298211905906,150.4389210401853,-41.2030125800633,342.08085466043394,,125,,DISPLAY_ONLY,380,380,380,72,157,9,,,,2.9699999864180078,1.228264319323886,7.181597462815288,,1.5678718335926822,,TRUE,not_in_claim_family
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,sleeping,Sleeping,1,2,7.696600452857501,4.144748825545509,14.29221914867899,0.08824931121969516,0.04902478213824414,0.15885722671422656,-79.5176831090498,-96.95081134354918,-62.08455487455042,-8.160296892056557,149,1.2897026289255307e-13,NAMED_VERSUS_HOME,7032,7032,6917.666666666668,150,853,8,H04-F2,4,1.719603505234041e-13,0.08771558774641125,0.04899591641037831,0.15703399175668084,9.84202387576802e-14,0.6084704976576427,TRUE,TRUE,stable
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,home,At home,2,1,87.2142835619073,70.68060072300162,107.61554343639644,1,1,1,0,0,0,,149,,REFERENCE,6084,6084,5808.166666666668,150,846,8,,,,1,1,1,,0,,TRUE,not_in_claim_family
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,road_vehicle,On the road with public transport/car,3,3,574.2927975296315,443.64140749131974,743.420726120709,6.584847963831307,4.818894886657638,8.99795984901587,487.0785139677242,339.96222924798917,634.1947986874592,11.928300034657386,149,1.8966460003420405e-23,NAMED_VERSUS_HOME,1042,1042,881.6666666666664,135,452,8,H04-F2,4,3.793292000684081e-23,6.5765015275228365,4.821707490569932,8.96992868731611,2.5743919107477722e-23,0.12691301406289046,TRUE,TRUE,stable
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,working_indoor,Working in the office/from home,4,4,211.1268279811891,184.60834581883623,241.4546173180136,2.4207826901579144,1.916433764034548,3.0578614001410096,123.91254441928182,92.30812270840813,155.5169661301555,7.477694054119719,149,6.015491897693254e-12,NAMED_VERSUS_HOME,4348,4348,4193,148,600,8,H04-F2,4,6.015491897693254e-12,2.3987258056335685,1.902647300544223,3.0241471916348357,6.5595873671389436e-12,0.9195250441940361,TRUE,TRUE,stable
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,outdoors,Outdoors,5,5,1178.085531029106,919.3666389530426,1509.6104857585747,13.507942540087093,9.832616733042927,18.557065389634765,1090.8712474671988,799.0236883528718,1382.7188065815258,16.198213835357684,149,1.126544408725091e-34,NAMED_VERSUS_HOME,1623,1623,1406.5000000000002,143,542,8,H04-F2,4,4.506177634900364e-34,13.73858650042917,10.025930844473958,18.826058343880177,1.1209460277988522e-34,-1.678804150156732,TRUE,TRUE,stable
gap_timing_unaware__chest,gap_timing_unaware,Chest,1.539919,other,Other/unspecified activity,6,6,315.997254733191,172.52217863880983,578.7908881441081,3.6232282354172725,1.8873103217726068,6.955815741841032,228.78297117128375,35.595036913772816,421.9709054287947,,149,,DISPLAY_ONLY,620,620,620,94,230,8,,,,3.6051637671719456,1.8897972928405087,6.877566095246982,,0.5010720569705862,,TRUE,not_in_claim_family
paired_common__near_eye,paired_common_sample,Near-eye,1.539919,sleeping,Sleeping,1,2,8.198433573296791,4.738849251669265,14.183678248908986,0.09674375381160139,0.058536798423417136,0.15988838053390378,-76.54536900089735,-95.06054734834024,-58.03019065345446,-9.21410603171379,109,2.6513186812123144e-15,NAMED_VERSUS_HOME,5157,5157,5078.666666666668,110,618,8,H04-F2,4,5.302637362424629e-15,0.09309634623764494,0.057593379137075684,0.15048482677447444,7.869908265731146e-17,3.9178847735289013,TRUE,TRUE,stable
