run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,site,estimate_model,standard_error,conf_low_model,conf_high_model,participants,observed_participant_weight,equal_site_weight,weighting,predictor,estimate_practical,conf_low_practical,conf_high_practical,site_display_order,site_display_name,site_color_hex
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,,0.0039497326485548,0.0991552753766925,-0.1921103445645055,0.2000098098616151,,,,equal_site,age,0.0039497326485548,-0.1921103445645055,0.2000098098616151,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,,-0.01746274507878318,0.07370911792909089,-0.16320804503970776,0.1282825548821414,,,,observed_participant,age,-0.01746274507878318,-0.16320804503970776,0.1282825548821414,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,RISE,-0.16358682494039878,0.07083762395393872,-0.30365430969334395,-0.0235193401874536,16,0.1038961038961039,0.125,site_specific,age,-0.16358682494039878,-0.30365430969334395,-0.0235193401874536,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,THUAS,-0.05257510389235467,0.08140662008394027,-0.2135407021288283,0.108390494344119,15,0.0974025974025974,0.125,site_specific,age,-0.05257510389235467,-0.2135407021288283,0.108390494344119,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,BAUA,-0.11507479518695908,0.06600130235682368,-0.24557940411554388,0.01542981374162574,20,0.12987012987012986,0.125,site_specific,age,-0.11507479518695908,-0.24557940411554388,0.01542981374162574,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,TUM,0.5372489354332809,0.4742443122742112,-0.40047602301298,1.4749738938795418,10,0.06493506493506493,0.125,site_specific,age,0.5372489354332809,-0.40047602301298,1.4749738938795418,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,FUSPCEU,0.07590277623479237,0.07528811691399717,-0.07296468401184546,0.2247702364814302,22,0.14285714285714285,0.125,site_specific,age,0.07590277623479237,-0.07296468401184546,0.2247702364814302,6,Madrid (ES),#CC6677
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,IZTECH,-0.3941645284248351,0.33139940262616596,-1.0494417410633976,0.2611126842137274,17,0.11038961038961038,0.125,site_specific,age,-0.3941645284248351,-1.0494417410633976,0.2611126842137274,7,Izmir (TR),#332288
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,UCR,0.02162435172035569,0.06787682291275099,-0.11258873064660983,0.1558374340873212,39,0.2532467532467532,0.125,site_specific,age,0.02162435172035569,-0.11258873064660983,0.1558374340873212,8,San José (CR),#44AA99
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,KNUST,0.12222305024455712,0.5179027114675523,-0.9018278155659538,1.146273916055068,15,0.0974025974025974,0.125,site_specific,age,0.12222305024455712,-0.9018278155659538,1.146273916055068,9,Kumasi (GH),#AA4499
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.09310456181760143,0.07343212139672237,-0.2370288750635503,0.05081975142834742,,,,equal_site,age,0.8070407017334367,0.5793901730632628,1.1241383173809574,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.04241197770623207,0.05457962689407763,-0.14938608070825793,0.06456212529579378,,,,observed_participant,age,0.9069597674936036,0.7089472452092206,1.1602781806554552,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,RISE,0.14917883562845927,0.05215712460100866,0.0469527498733143,0.25140492138360426,16,0.1038961038961039,0.125,site_specific,age,1.4098692408561726,1.1141733077966711,1.7840413716634358,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,THUAS,-0.01948605657846257,0.06007100174018789,-0.1372230565044737,0.09825094334754857,15,0.0974025974025974,0.125,site_specific,age,0.9561233917429786,0.7290829522718987,1.2538654722201936,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,BAUA,0.0249836128128211,0.04923964546250702,-0.07152431890521373,0.12149154453085594,20,0.12987012987012986,0.125,site_specific,age,1.0592137572239655,0.8481558874898818,1.3227919537443458,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,TUM,-0.7096174526737293,0.35084136615345357,-1.397253894621328,-0.02198101072613068,10,0.06493506493506493,0.125,site_specific,age,0.19515628726845569,0.04006324338334272,0.9506463592072322,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,FUSPCEU,0.18112565198382716,0.05652737381331849,0.07033403516909037,0.29191726879856394,22,0.14285714285714285,0.125,site_specific,age,1.5174893506249167,1.1758015684294132,1.9584715576931755,6,Madrid (ES),#CC6677
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,IZTECH,-0.5152309560238346,0.24188166881685536,-0.989310315425316,-0.04115159662235318,17,0.11038961038961038,0.125,site_specific,age,0.30532969505997415,0.10249193313286316,0.909595709982024,7,Izmir (TR),#332288
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,UCR,0.02422920985217089,0.05050068475083091,-0.07475031345406878,0.12320873315841056,39,0.2532467532467532,0.125,site_specific,age,1.0573754184864712,0.8418790194252146,1.32803259117061,8,San José (CR),#44AA99
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,KNUST,0.11998066045793654,0.38601838082415496,-0.6366014633278739,0.876562784243747,15,0.0974025974025974,0.125,site_specific,age,1.3181980366500512,0.23088649805195463,7.525975223709446,9,Kumasi (GH),#AA4499
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.07552867897504234,0.10281129690928548,-0.27703511812109605,0.12597776017101134,,,,equal_site,age,0.8403715106790389,0.528402522118657,1.3365270724472087,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.00716097975578474,0.07640725971128386,-0.15691645694729936,0.14259449743572986,,,,observed_participant,age,0.983646430363212,0.6967605335515479,1.3886554323540872,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,RISE,0.2750487927406793,0.0728624155803291,0.1322410823766442,0.41785650310471434,16,0.1038961038961039,0.125,site_specific,age,1.883860728293668,1.3559419040261529,2.617318067292873,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,THUAS,8.8028840915641e-4,0.08399132686768417,-0.16373968726523588,0.1655002640835487,15,0.0974025974025974,0.125,site_specific,age,1.0020289945978935,0.6858992259269096,1.4638624276882624,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,BAUA,0.06436944694075067,0.06908496668948914,-0.07103459964379732,0.19977349352529863,20,0.12987012987012986,0.125,site_specific,age,1.159763527774396,0.8491128246911548,1.5840668062515058,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,TUM,-0.8612506470573871,0.4910957377328316,-1.823780605974865,0.10127931186009063,10,0.06493506493506493,0.125,site_specific,age,0.1376414860805437,0.01500442627799446,1.2626393265196394,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,FUSPCEU,0.2110683262930843,0.07956080511709235,0.05513201368257331,0.3670046389035953,22,0.14285714285714285,0.125,site_specific,age,1.625804518747198,1.1353558804596071,2.328116125235365,6,Madrid (ES),#CC6677
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,IZTECH,-0.6227327321336049,0.336606744257728,-1.282469827832036,0.03700436356482639,17,0.11038961038961038,0.125,site_specific,age,0.2383786016663733,0.0521831356683104,1.0889410343909938,7,Izmir (TR),#332288
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,UCR,0.11772868800410335,0.07082771867729531,-0.02109108971053033,0.256548465718737,39,0.2532467532467532,0.125,site_specific,age,1.3113803988718074,0.9525963437880984,1.805296190521308,8,San José (CR),#44AA99
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,KNUST,0.21065840500287925,0.5417827967553464,-0.8512163640809833,1.2725331740867418,15,0.0974025974025974,0.125,site_specific,age,1.6242706805618556,0.1408586870246211,18.729801473101375,9,Kumasi (GH),#AA4499
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.12751928366290408,0.05615656862314651,-0.23758413565962325,-0.0174544316661849,,,,equal_site,age,0.7455567668764169,0.5786498759295413,0.9606066047146252,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,,-0.09809930171992688,0.04174217462924285,-0.17991246062962443,-0.01628614281022933,,,,observed_participant,age,0.7978122461144864,0.660826635326872,0.963194196516308,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,RISE,-0.01779872343624168,0.03995849024766385,-0.09611592519825778,0.06051847832577441,16,0.1038961038961039,0.125,site_specific,age,0.9598453749450688,0.8014641019168467,1.149525152280653,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,THUAS,-0.03725405219193412,0.04598942507785547,-0.127391669014234,0.05288356463036575,15,0.0974025974025974,0.125,site_specific,age,0.9177955503242308,0.7457758761419613,1.1294930543376989,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,BAUA,-0.02721947343404868,0.03758354532637062,-0.10088186868506374,0.04644292181696638,20,0.12987012987012986,0.125,site_specific,age,0.9392485354846626,0.7927169260311306,1.112866122118653,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,TUM,-0.4938744311386527,0.26837207496549575,-1.0198740325273077,0.03212517025000228,10,0.06493506493506493,0.125,site_specific,age,0.32071964967680827,0.09552696225841112,1.0767755119289135,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,FUSPCEU,0.05299727161234968,0.0430451013200737,-0.03136957668587228,0.13736411991057165,22,0.14285714285714285,0.125,site_specific,age,1.1297888169276809,0.9303158566866988,1.3720316188104142,6,Madrid (ES),#CC6677
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,IZTECH,-0.44541994537156193,0.18584865950995028,-0.8096766245861118,-0.08116326615701208,17,0.11038961038961038,0.125,site_specific,age,0.3585750392521602,0.1549970296309638,0.8295388568465997,7,Izmir (TR),#332288
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,UCR,-0.06669147920626473,0.03856539666272363,-0.1422782677147042,0.00889530930217476,39,0.2532467532467532,0.125,site_specific,age,0.8576468972648258,0.72064558830672,1.0206934064722473,8,San José (CR),#44AA99
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,KNUST,0.01510656386312158,0.29461866250821833,-0.5623354038263473,0.5925485315525905,15,0.0974025974025974,0.125,site_specific,age,1.0353961931227469,0.2739457682953593,3.913348555825227,9,Kumasi (GH),#AA4499
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,,-0.05395524862403262,0.1619251627798613,-0.3713227358633463,0.26341223861528107,,,,equal_site,age,0.9474745063409185,0.6898212755646468,1.3013630805039416,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,,0.07580653254999375,0.1214149766296172,-0.16216244882782824,0.3137755139278158,,,,observed_participant,age,1.0787538502107057,0.8503030625842218,1.3685824743564965,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,RISE,0.41684964438234434,0.11252850339155931,0.1962978305006948,0.6374014582639939,16,0.1038961038961039,0.125,site_specific,age,1.517174380093977,1.2168892781117948,1.8915591919629655,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,THUAS,0.12295142883929966,0.12953656751815895,-0.13093557817723284,0.37683843585583215,15,0.0974025974025974,0.125,site_specific,age,1.1308294939124917,0.8772742881793747,1.4576687833359971,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,BAUA,0.23903724399507348,0.10572064153446024,0.03182859416506214,0.4462458938250848,20,0.12987012987012986,0.125,site_specific,age,1.270025836539011,1.0323405409468287,1.5624356125714631,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,TUM,-1.4587854532117757,0.7490761694868429,-2.9269477670832087,0.00937686065965714,10,0.06493506493506493,0.125,site_specific,age,0.23251850790934783,0.05356026732269535,1.0094209611511833,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,FUSPCEU,0.23886080672643445,0.1346275001675812,-0.0250042449306847,0.5027258583835537,22,0.14285714285714285,0.125,site_specific,age,1.26980177641617,0.9753057719141472,1.6532215822173917,6,Madrid (ES),#CC6677
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,IZTECH,-0.5257024504317408,0.5472700056603496,-1.598331951345057,0.5469270504815754,17,0.11038961038961038,0.125,site_specific,age,0.591139971959086,0.20223357224322583,1.727934994035068,7,Izmir (TR),#332288
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,UCR,0.35926049878936683,0.11103325186408387,0.1416393240493977,0.576881673529336,39,0.2532467532467532,0.125,site_specific,age,1.4322698575431712,1.1521610168173404,1.7804776544977976,8,San José (CR),#44AA99
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,KNUST,0.17588629191873667,0.8641648347506308,-1.5178456608985065,1.8696182447359797,15,0.0974025974025974,0.125,site_specific,age,1.1923024765155332,0.21918357442719083,6.4858199307142925,9,Kumasi (GH),#AA4499
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,,-0.03439854737758025,0.13569629792561555,-0.3003584041472039,0.2315613093920434,,,,equal_site,age,0.9661863568540072,0.7405527559337763,1.2605666087809393,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,,0.05113453336164217,0.1024139889531613,-0.14959319649963684,0.25186226322292116,,,,observed_participant,age,1.052464475343112,0.8610581866712054,1.286418837896979,,,
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,RISE,0.24864940363239563,0.0943310751482091,0.06376389371896451,0.43353491354582674,16,0.1045751633986928,0.125,site_specific,age,1.2822923871991538,1.065840717362942,1.5427012118068608,1,Borås (SE),#88CCEE
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,THUAS,0.01570470268711625,0.10828960954389116,-0.19653903191881528,0.22794843729304776,14,0.0915032679738562,0.125,site_specific,age,1.015828669634856,0.8215692632446349,1.2560205599425582,2,Delft (NL),#117733
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,BAUA,0.19107290272588484,0.09074852669594276,0.01320905875176547,0.3689367467000042,20,0.13071895424836602,0.125,site_specific,age,1.210547701091687,1.0132966837578763,1.446196124104287,3,Dortmund (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,TUM,-1.301618876628135,0.6171911739503626,-2.5112913491468407,-0.09194640410942911,10,0.06535947712418301,0.125,site_specific,age,0.27209095461163324,0.08116336130107615,0.912154035942918,5,Munich (DE),#DDCC77
gap_timing_unaware__chest__all_available,gap_timing_unaware,chest,all_available,gap_timing_unaware_chest,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,duration-based,participant_day,tweedie_log,identity,ratio,h,FUSPCEU,0.19354245490928756,0.10693398288874265,-0.01604430027607037,0.40312921009464553,22,0.1437908496732026,0.125,site_specific,age,1.213540906226951,0.984083723908986,1.496500242109819,6,Madrid (ES),#CC6677
