"source","line","kind","label","content"
"notebooks/descriptives.qmd",373,"heading","##","## Light exposure in recommendation contexts"
"notebooks/descriptives.qmd",400,"heading","##","## Exact comparison with the earlier render"
"notebooks/descriptives.qmd",450,"heading","###","### Stand-alone visual exports"
"notebooks/descriptives.qmd",485,"heading","##","## Reproducibility and output contract"
"notebooks/preparation/01_import_state_alignment.qmd",589,"heading","##","## Purpose and position in the analysis chain"
"notebooks/preparation/01_import_state_alignment.qmd",630,"heading","##","## 1. Establish the exact source files"
"notebooks/preparation/01_import_state_alignment.qmd",681,"heading","##","## 2. Preserve actual time and local clock time"
"notebooks/preparation/01_import_state_alignment.qmd",728,"heading","##","## 3. Prepare sleep and wear periods"
"notebooks/preparation/01_import_state_alignment.qmd",799,"heading","##","## 4. Align measurement context without losing rows"
"notebooks/preparation/01_import_state_alignment.qmd",826,"heading","##","## 5. Apply the melEDI operating limit"
"notebooks/preparation/01_import_state_alignment.qmd",869,"heading","##","## 6. Stored sample after import and alignment"
"notebooks/preparation/01_import_state_alignment.qmd",925,"heading","##","## 7. Checks that had to pass"
"notebooks/preparation/01_import_state_alignment.qmd",963,"heading","##","## Production scripts and why the operations are separate"
"notebooks/preparation/01_import_state_alignment.qmd",983,"heading","##","## Exact artifacts passed to Preparation 02"
"notebooks/preparation/01_import_state_alignment.qmd",1010,"heading","##","## Render environment"
"notebooks/preparation/01_import_state_alignment.qmd",606,"callout","callout-note","::: {.callout-note appearance=""simple"" title=""What is calculated during this render?""}"
"notebooks/preparation/02_coverage_sample_flow.qmd",468,"heading","##","## Purpose and position in the analysis chain"
"notebooks/preparation/02_coverage_sample_flow.qmd",516,"heading","##","## 1. The decisions applied"
"notebooks/preparation/02_coverage_sample_flow.qmd",542,"heading","##","## 2. Overall input and retained coverage"
"notebooks/preparation/02_coverage_sample_flow.qmd",568,"heading","##","## 3. Coverage by site"
"notebooks/preparation/02_coverage_sample_flow.qmd",626,"heading","##","## 4. Why measurements were unavailable"
"notebooks/preparation/02_coverage_sample_flow.qmd",673,"heading","##","## 5. Sample flow through each branch"
"notebooks/preparation/02_coverage_sample_flow.qmd",711,"heading","##","## 6. Checks that passed"
"notebooks/preparation/02_coverage_sample_flow.qmd",742,"heading","##","## Production scripts and execution order"
"notebooks/preparation/02_coverage_sample_flow.qmd",757,"heading","##","## Exact artifacts passed forward"
"notebooks/preparation/02_coverage_sample_flow.qmd",779,"heading","##","## Render environment"
"notebooks/preparation/02_coverage_sample_flow.qmd",492,"callout","callout-note","::: {.callout-note appearance=""simple"" title=""What is calculated during this render?""}"
"notebooks/preparation/03_reference_profiles.qmd",803,"heading","##","## Purpose and position in the preparation chain"
"notebooks/preparation/03_reference_profiles.qmd",853,"heading","##","## What the production step did"
"notebooks/preparation/03_reference_profiles.qmd",900,"heading","##","## What the pooled profiles look like"
"notebooks/preparation/03_reference_profiles.qmd",974,"heading","##","## Exact inputs and clock handling"
"notebooks/preparation/03_reference_profiles.qmd",1029,"heading","##","## Support for the intensity profiles"
"notebooks/preparation/03_reference_profiles.qmd",1062,"heading","##","## Probability of exceeding 250 lx by time of day"
"notebooks/preparation/03_reference_profiles.qmd",1100,"heading","##","## How Preparation 04 may use each map"
"notebooks/preparation/03_reference_profiles.qmd",1140,"heading","##","## What is verified for the current artifacts"
"notebooks/preparation/03_reference_profiles.qmd",1184,"heading","##","## Producing scripts in execution order"
"notebooks/preparation/03_reference_profiles.qmd",1209,"heading","##","## Artifacts passed to metric derivation"
"notebooks/preparation/03_reference_profiles.qmd",1250,"heading","##","## Handoff to Preparation 04"
"notebooks/preparation/03_reference_profiles.qmd",828,"callout","callout-note","::: {.callout-note appearance=""simple"" title=""What is calculated during this render?""}"
"notebooks/preparation/03_reference_profiles.qmd",1168,"callout","callout-note","::: {.callout-note appearance=""simple"" title=""Version-specific independent verification""}"
"notebooks/preparation/04_metric_derivation.qmd",1549,"heading","##","## Purpose and position in the preparation chain"
"notebooks/preparation/04_metric_derivation.qmd",1600,"heading","##","## Exact inputs"
"notebooks/preparation/04_metric_derivation.qmd",1627,"heading","##","## Production sequence and stored hand-offs"
"notebooks/preparation/04_metric_derivation.qmd",1651,"heading","##","## Scientific rules applied during production"
"notebooks/preparation/04_metric_derivation.qmd",1664,"heading","###","### Source-verified zeros after geometric means"
"notebooks/preparation/04_metric_derivation.qmd",1726,"heading","##","## Cohort and time-grid outputs"
"notebooks/preparation/04_metric_derivation.qmd",1762,"heading","###","### Diary-period support"
"notebooks/preparation/04_metric_derivation.qmd",1803,"heading","###","### MDER from viable one-minute channel pairs"
"notebooks/preparation/04_metric_derivation.qmd",1940,"heading","###","### Thirty-minute and hourly values"
"notebooks/preparation/04_metric_derivation.qmd",1976,"heading","##","## Which metric values are available?"
"notebooks/preparation/04_metric_derivation.qmd",2006,"heading","##","## Gaps and daylight-saving changes"
"notebooks/preparation/04_metric_derivation.qmd",2068,"heading","##","## Exact artifacts passed forward"
"notebooks/preparation/04_metric_derivation.qmd",2105,"heading","##","## Current file checks and version-specific verification"
"notebooks/preparation/04_metric_derivation.qmd",1581,"callout","callout-note","::: {.callout-note title=""What is calculated during this render?""}"
"notebooks/preparation/04_metric_derivation.qmd",1592,"callout","callout-important","::: {.callout-important title=""Interpret the full-day metrics as a hybrid measurement""}"
"notebooks/preparation/05_model_input_acquisition.qmd",687,"heading","##","## Purpose and position in the preparation chain"
"notebooks/preparation/05_model_input_acquisition.qmd",723,"heading","##","## Exact inputs that fix the acquisition"
"notebooks/preparation/05_model_input_acquisition.qmd",747,"heading","##","## Fixed source releases by site"
"notebooks/preparation/05_model_input_acquisition.qmd",772,"heading","###","### Corrected TUM exercise source"
"notebooks/preparation/05_model_input_acquisition.qmd",796,"heading","##","## What the acquired objects contain"
"notebooks/preparation/05_model_input_acquisition.qmd",834,"heading","##","## How files were obtained in the recorded run"
"notebooks/preparation/05_model_input_acquisition.qmd",856,"heading","##","## Production sequence"
"notebooks/preparation/05_model_input_acquisition.qmd",881,"heading","##","## Exact stored artifacts passed to Preparation 06"
"notebooks/preparation/05_model_input_acquisition.qmd",908,"heading","##","## Checks tied to the current stored files"
"notebooks/preparation/05_model_input_acquisition.qmd",938,"heading","###","### Stored independent verification"
"notebooks/preparation/05_model_input_acquisition.qmd",713,"callout","callout-note","::: {.callout-note title=""What is calculated during this render?""}"
"notebooks/preparation/06_model_ready_datasets.qmd",1548,"heading","##","## Purpose and position in the analysis chain"
"notebooks/preparation/06_model_ready_datasets.qmd",1629,"heading","##","## 1. Standardize participant, questionnaire, and diary structures"
"notebooks/preparation/06_model_ready_datasets.qmd",1693,"heading","##","## 2. Keep the prepared-data comparison separate"
"notebooks/preparation/06_model_ready_datasets.qmd",1746,"heading","##","## 3. Add site and daylight context"
"notebooks/preparation/06_model_ready_datasets.qmd",1798,"heading","##","## 4. Preserve time of day and actual elapsed time"
"notebooks/preparation/06_model_ready_datasets.qmd",1833,"heading","##","## 5. Combine checked data without choosing a hypothesis sample"
"notebooks/preparation/06_model_ready_datasets.qmd",1931,"heading","###","### Current MDER in the shared inputs"
"notebooks/preparation/06_model_ready_datasets.qmd",2029,"heading","###","### Source-verified L10 zeros in the shared inputs"
"notebooks/preparation/06_model_ready_datasets.qmd",2125,"heading","##","## 6. Store the first hypothesis-specific inputs"
"notebooks/preparation/06_model_ready_datasets.qmd",2215,"heading","##","## 7. Describe composition before hypothesis fitting"
"notebooks/preparation/06_model_ready_datasets.qmd",2280,"heading","##","## 8. Verify provenance and hand off stored artifacts"
"notebooks/preparation/06_model_ready_datasets.qmd",1579,"callout","callout-note","::: {.callout-note appearance=""simple"" title=""What is calculated during this render?""}"
"notebooks/preparation/07_example_days.qmd",492,"heading","##","## Purpose and position in the preparation chain"
"notebooks/preparation/07_example_days.qmd",534,"heading","##","## Exact inputs"
"notebooks/preparation/07_example_days.qmd",571,"heading","##","## How the example days were produced"
"notebooks/preparation/07_example_days.qmd",622,"heading","###","### Eligibility and selection rules"
"notebooks/preparation/07_example_days.qmd",683,"heading","##","## Selected participant-days"
"notebooks/preparation/07_example_days.qmd",807,"heading","##","## One-minute profiles"
"notebooks/preparation/07_example_days.qmd",854,"heading","###","### How to read the profiles"
"notebooks/preparation/07_example_days.qmd",868,"heading","##","## Checks on the current stored bundle"
"notebooks/preparation/07_example_days.qmd",900,"heading","##","## Stored display artifacts and analytical handoff"
"notebooks/preparation/07_example_days.qmd",510,"callout","callout-note","::: {.callout-note title=""What is calculated during this render?""}"
"notebooks/hypotheses/H01.qmd",1065,"heading","##","## Hypothesis and analytical question"
"notebooks/hypotheses/H01.qmd",1113,"heading","###","### Deviations from the preregistered specification"
"notebooks/hypotheses/H01.qmd",1140,"heading","##","## What was analysed"
"notebooks/hypotheses/H01.qmd",1175,"heading","##","## Statistical models"
"notebooks/hypotheses/H01.qmd",1192,"heading","###","### Participant-level formula objects"
"notebooks/hypotheses/H01.qmd",1211,"heading","###","### Participant-day formula objects"
"notebooks/hypotheses/H01.qmd",1230,"heading","###","### Preregistered-scope sensitivity formula objects"
"notebooks/hypotheses/H01.qmd",1290,"heading","##","## Results overview"
"notebooks/hypotheses/H01.qmd",1313,"heading","###","### Matched near-eye and chest comparison"
"notebooks/hypotheses/H01.qmd",1331,"heading","##","## Primary near-eye results"
"notebooks/hypotheses/H01.qmd",1333,"heading","###","### Publication summary"
"notebooks/hypotheses/H01.qmd",1342,"heading","###","### Model-level tests"
"notebooks/hypotheses/H01.qmd",1351,"heading","###","### Photoperiod and latitude effects"
"notebooks/hypotheses/H01.qmd",1360,"heading","###","### Hierarchical site contrasts"
"notebooks/hypotheses/H01.qmd",1380,"heading","###","### Variation represented"
"notebooks/hypotheses/H01.qmd",1396,"heading","##","## Complementary chest results"
"notebooks/hypotheses/H01.qmd",1402,"heading","###","### Model-level tests"
"notebooks/hypotheses/H01.qmd",1411,"heading","###","### Photoperiod and latitude effects"
"notebooks/hypotheses/H01.qmd",1420,"heading","###","### Hierarchical site contrasts"
"notebooks/hypotheses/H01.qmd",1433,"heading","###","### Variation represented"
"notebooks/hypotheses/H01.qmd",1451,"heading","##","## Exact fitted samples"
"notebooks/hypotheses/H01.qmd",1462,"heading","###","### Primary near eye"
"notebooks/hypotheses/H01.qmd",1471,"heading","###","### Primary chest"
"notebooks/hypotheses/H01.qmd",1480,"heading","###","### Primary near eye — matched"
"notebooks/hypotheses/H01.qmd",1489,"heading","###","### Primary chest — matched"
"notebooks/hypotheses/H01.qmd",1498,"heading","###","### Gap-timing-unaware near eye"
"notebooks/hypotheses/H01.qmd",1509,"heading","###","### Gap-timing-unaware chest"
"notebooks/hypotheses/H01.qmd",1520,"heading","###","### Gap-timing-unaware near eye — matched"
"notebooks/hypotheses/H01.qmd",1531,"heading","###","### Gap-timing-unaware chest — matched"
"notebooks/hypotheses/H01.qmd",1544,"heading","##","## Model diagnostics"
"notebooks/hypotheses/H01.qmd",1604,"heading","###","### Representative review examples"
"notebooks/hypotheses/H01.qmd",1622,"heading","####","#### Mean melEDI"
"notebooks/hypotheses/H01.qmd",1628,"heading","####","#### Time below 10 lx melEDI before sleep"
"notebooks/hypotheses/H01.qmd",1634,"heading","####","#### Time above 250 lx melEDI during wake"
"notebooks/hypotheses/H01.qmd",1640,"heading","####","#### Time below 1 lx melEDI during sleep"
"notebooks/hypotheses/H01.qmd",1648,"heading","##","## Sensitivity analyses"
"notebooks/hypotheses/H01.qmd",1679,"heading","###","### Same-model scenario and paired/common-sample results"
"notebooks/hypotheses/H01.qmd",1700,"heading","###","### Paired near-eye and chest estimands"
"notebooks/hypotheses/H01.qmd",1753,"heading","###","### Darkest-10-hour midpoint clock cut"
"notebooks/hypotheses/H01.qmd",1832,"heading","###","### Exactly identified continuous periods"
"notebooks/hypotheses/H01.qmd",1868,"heading","###","### Preregistered photoperiod scope"
"notebooks/hypotheses/H01.qmd",1907,"heading","###","### Marginalization, participant influence, and latitude leverage"
"notebooks/hypotheses/H01.qmd",1975,"heading","##","## Interpretation"
"notebooks/hypotheses/H01.qmd",2048,"heading","##","## Limitations"
"notebooks/hypotheses/H01.qmd",2068,"heading","##","## Figure and table source data"
"notebooks/hypotheses/H01.qmd",1083,"callout","callout-note","::: {.callout-note title=""Answer in brief""}"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",240,"heading","##","## Purpose"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",252,"heading","##","## Analysis map"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",277,"heading","##","## What is calculated when this page opens"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",301,"heading","##","## 1. Data entering the analysis"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",303,"heading","###","### Verified inputs"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",355,"heading","###","### What these files contain"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",370,"heading","###","### Why prepared records did not enter every model frame"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",438,"heading","##","## 2. The 17-metric response package"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",496,"heading","###","### Construct-specific rules"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",519,"heading","##","## 3. Model-frame and sample construction"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",521,"heading","###","### Eight analysis scenarios"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",594,"heading","###","### Exact primary fitted samples"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",648,"heading","####","#### Near eye"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",673,"heading","####","#### Chest"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",742,"heading","###","### Retention from prepared rows to fitted rows"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",805,"heading","###","### Site-specific support"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",863,"heading","##","## 4. Model construction"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",865,"heading","###","### Exact formula set"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",902,"heading","###","### Central settings"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",929,"heading","##","## 5. Estimands, uncertainty, and multiplicity"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",982,"heading","##","## 6. Bootstrap, diagnostics, and influence"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",984,"heading","###","### Production joint refits"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1062,"heading","###","### Diagnostic and influence chain"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1092,"heading","##","## 7. Sensitivity branches"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1119,"heading","##","## 8. Code map and execution order"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1121,"heading","###","### Reusable modules"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1143,"heading","###","### Executable entry points"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1176,"heading","###","### Commands"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1201,"heading","##","## 9. Output provenance and file identities"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1247,"heading","##","## 10. How to examine or reproduce H01"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1274,"heading","##","## Environment"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",214,"callout","callout-note","::: {.callout-note title=""About this analysis record""}"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",230,"callout","callout-note","::: {.callout-note title=""Bounded darkest-10-hour mean amendment""}"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1266,"callout","callout-tip","::: {.callout-tip title=""Reader takeaway""}"
"notebooks/hypotheses/H02.qmd",736,"heading","##","## Question"
"notebooks/hypotheses/H02.qmd",769,"heading","##","## What was analysed"
"notebooks/hypotheses/H02.qmd",785,"heading","###","### Deviations from preregistration"
"notebooks/hypotheses/H02.qmd",829,"heading","##","## Model"
"notebooks/hypotheses/H02.qmd",864,"heading","###","### Quantities used to compare sites and people"
"notebooks/hypotheses/H02.qmd",897,"heading","##","## Primary near-eye result"
"notebooks/hypotheses/H02.qmd",927,"heading","###","### Fitted-curve dispersion"
"notebooks/hypotheses/H02.qmd",953,"heading","###","### Relative contribution to fitted-model performance"
"notebooks/hypotheses/H02.qmd",1001,"heading","###","### Daily profiles"
"notebooks/hypotheses/H02.qmd",1046,"heading","###","### Model assessment"
"notebooks/hypotheses/H02.qmd",1097,"heading","##","## Complementary chest result"
"notebooks/hypotheses/H02.qmd",1130,"heading","###","### Fitted-curve dispersion"
"notebooks/hypotheses/H02.qmd",1155,"heading","###","### Relative contribution to fitted-model performance"
"notebooks/hypotheses/H02.qmd",1196,"heading","###","### Daily profiles"
"notebooks/hypotheses/H02.qmd",1229,"heading","###","### Model assessment"
"notebooks/hypotheses/H02.qmd",1270,"heading","##","## Direct comparison of near-eye and chest patterns"
"notebooks/hypotheses/H02.qmd",1369,"heading","##","## Sensitivity to other analytical choices"
"notebooks/hypotheses/H02.qmd",1416,"heading","##","## Interpretation"
"notebooks/hypotheses/H02.qmd",728,"callout","callout-note","::: {.callout-note title=""How this result was produced""}"
"notebooks/hypotheses/H02.qmd",755,"callout","callout-tip","::: {.callout-tip title=""Answer in brief""}"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",176,"heading","##","## Purpose"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",188,"heading","##","## Analysis map"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",214,"heading","##","## What is calculated when this page opens"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",237,"heading","##","## 1. Data entering the analysis"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",239,"heading","###","### Verifying the source files"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",317,"heading","###","### What the source data already contain"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",375,"heading","##","## 2. H02-specific model frames"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",377,"heading","###","### Code and purpose"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",448,"heading","###","### Primary fitted samples by site"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",538,"heading","###","### Why the response was transformed"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",652,"heading","###","### Clock support and participant-day completeness"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",775,"heading","##","## 3. Model construction"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",777,"heading","###","### Exact selected formula"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",802,"heading","###","### Model settings"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",834,"heading","###","### What `run_h02_analysis.R` does"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",951,"heading","##","## 4. Ordering and residual dependence"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",953,"heading","###","### Why local time and true time are both needed"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",999,"heading","###","### What the AR step contributed"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1061,"heading","##","## 5. From fitted models to reported quantities"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1063,"heading","###","### Site curves and pointwise intervals"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1081,"heading","###","### Fitted-curve variation"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1095,"heading","###","### Conditional Shapley/general dominance"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1114,"heading","##","## 6. Diagnostics and influence"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1156,"heading","##","## 7. Sensitivity branches"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1191,"heading","##","## 8. Code map and execution order"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1193,"heading","###","### Reusable function modules"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1216,"heading","###","### Executable entry points"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1251,"heading","###","### Commands"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1277,"heading","##","## 9. Output provenance and file identities"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1328,"heading","##","## 10. How to examine or reproduce H02"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1357,"heading","##","## Environment"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",161,"callout","callout-note","::: {.callout-note title=""About this analysis record""}"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1349,"callout","callout-tip","::: {.callout-tip title=""Reader takeaway""}"
"notebooks/hypotheses/H03.qmd",339,"heading","##","## Question"
"notebooks/hypotheses/H03.qmd",383,"heading","##","## What was analysed"
"notebooks/hypotheses/H03.qmd",453,"heading","###","### Model specification and operational clarifications"
"notebooks/hypotheses/H03.qmd",504,"heading","##","## Category summaries from the heterogeneity model"
"notebooks/hypotheses/H03.qmd",596,"heading","###","### Omnibus tests"
"notebooks/hypotheses/H03.qmd",636,"heading","###","### Site-specific context"
"notebooks/hypotheses/H03.qmd",854,"heading","###","### Descriptive fixed-effect R²"
"notebooks/hypotheses/H03.qmd",929,"heading","##","## Model assessment"
"notebooks/hypotheses/H03.qmd",1005,"heading","##","## Sensitivity analyses"
"notebooks/hypotheses/H03.qmd",1098,"heading","###","### Common-sample placement comparison"
"notebooks/hypotheses/H03.qmd",1122,"heading","##","## Exploratory time-of-day context"
"notebooks/hypotheses/H03.qmd",1181,"heading","###","### R² and variance allocation"
"notebooks/hypotheses/H03.qmd",1267,"heading","###","### Temporal model assessment"
"notebooks/hypotheses/H03.qmd",1359,"heading","##","## Exploratory linear latitude replacement"
"notebooks/hypotheses/H03.qmd",1471,"heading","##","## Interpretation"
"notebooks/hypotheses/H03.qmd",349,"callout","callout-note","::: {.callout-note title=""Answer in brief""}"
"notebooks/hypotheses/H03.qmd",1124,"callout","callout-note","::: {.callout-note title=""Exploratory analysis""}"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",221,"heading","##","## Purpose"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",236,"heading","##","## Analysis map"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",265,"heading","##","## What is calculated when this page opens"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",288,"heading","##","## 1. Verified inputs"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",290,"heading","###","### File identity"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",355,"heading","###","### Schema, keys, missingness, and category overlap"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",399,"heading","###","### Outcome definition and exact zeros"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",495,"heading","##","## 2. Model frames and support"
