"path","sha256","bytes","role","observed_sha256","observed_bytes","status"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_endpoint_contract_prerender.csv","0eb6a8847409e37123917d9db58066c2259dfa0a9e1837bf31b116a5e5044488",1009,"order 57a fail-closed evidence","0eb6a8847409e37123917d9db58066c2259dfa0a9e1837bf31b116a5e5044488",1009,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_prohibited_call_audit_prerender.csv","be7b6f1efba3de8ee93dfc22433cdd0f1425cd72ee72accb52df8524854e2ba5",854,"order 57a fail-closed evidence","be7b6f1efba3de8ee93dfc22433cdd0f1425cd72ee72accb52df8524854e2ba5",854,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_reader_targets_prerender.csv","9b0ecfecc0832455ffe09f967a3bb0b6882727657652d21966815d4b402f0b5a",3475,"order 57a fail-closed evidence","9b0ecfecc0832455ffe09f967a3bb0b6882727657652d21966815d4b402f0b5a",3475,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_reverse_proof_prerender.csv","ee4b0b8998260bb553b279acbab47468e564cc50891dd6de3578c5ddfd4c801c",703,"order 57a fail-closed evidence","ee4b0b8998260bb553b279acbab47468e564cc50891dd6de3578c5ddfd4c801c",703,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_side_support_reconciliation_postfailure.csv","001c88fa0757c8c3477f1da55001e6851952c3dc62aac83568570ab9d03b0656",4090,"order 57a fail-closed evidence","001c88fa0757c8c3477f1da55001e6851952c3dc62aac83568570ab9d03b0656",4090,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_side_support_tree_postfailure.csv","09f7c7391880afaf7df7c9794b301ae49853508d2f2ad7c816923b4259555c2d",3948,"order 57a fail-closed evidence","09f7c7391880afaf7df7c9794b301ae49853508d2f2ad7c816923b4259555c2d",3948,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/source_side_support_tree_prerender.csv","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"order 57a fail-closed evidence","b9cb8600dd0531665c6467220249a4333036ca4c0812ca8a13386c57a20dee05",3948,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/stopped_acceptance_manifest_audit_prerender.csv","292f025e86963f562934c449591a093c7c49bef2a00b90d96d73ee0f11e20429",8109,"order 57a fail-closed evidence","292f025e86963f562934c449591a093c7c49bef2a00b90d96d73ee0f11e20429",8109,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/verify_order57a_h09_companion_failure.R","2d357cc0fbf3305071c1e825911a7583165354adb3682063a2eabde66e8bc5e6",17133,"new order-specific fail-closed verifier","2d357cc0fbf3305071c1e825911a7583165354adb3682063a2eabde66e8bc5e6",17133,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/verify_order57a_preflight.R","391b613a0e6bd12f4c534d7fccaec0d48bba00f9686fee15ee17077d77a6f68b",43023,"order 57a fail-closed evidence","391b613a0e6bd12f4c534d7fccaec0d48bba00f9686fee15ee17077d77a6f68b",43023,"PASS"
"audit/hypotheses/H09/report018_order57a_companion_retry/versions_prerender.csv","3ffcf8d1b9ea0e7e423a15ef222d57b35a733a0f9ef18f5a858d15896c90aa65",168,"order 57a fail-closed evidence","3ffcf8d1b9ea0e7e423a15ef222d57b35a733a0f9ef18f5a858d15896c90aa65",168,"PASS"
