"inventory_id","scope_root","kind","path","locator","status","sha256","bytes","observation","proposed_disposition"
"OCC-001","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","568-570","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Main Work-day and Free-day orientation uses Wake beside Figure 1.","Translate only the displayed Wake label to Daytime; preserve all values."
"OCC-002","brown","figure_caption","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-adherence-levels","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Caption says Brown-recommendation adherence by state and day type.","Use recommendation adherence and explicitly define the three Brown et al. recommendation windows."
"OCC-003","brown","figure_alt","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-adherence-levels","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Alt text uses Wake.","Use Daytime; preserve six values and interval meaning."
"OCC-004","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","657-660","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Figure 2 orientation says every site and state.","Use every site and recommendation window; preserve seven-diamond meaning."
"OCC-005","brown","figure_caption","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-site-workday-adherence","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Uses Brown adherence and state-specific site-average language.","Use recommendation adherence and window-specific site-average language; define windows."
"OCC-006","brown","figure_alt","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-site-workday-adherence","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Uses Wake and state-oriented reference language.","Use Daytime and window-specific language; preserve nine, seven, and 20 counts."
"OCC-007","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","670-686","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Figure 3 orientation and localization use state-specific and Wake display language.","Use window-specific and Daytime for display localization; preserve values, sites, intervals, and FDR decisions."
"OCC-008","brown","figure_caption","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-site-free-work-contrasts","affected_pending_BA_M_postimage","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"BA-M labels are already translated, but caption uses Brown adherence and state-specific language.","Retain the pending BA-M repair, use recommendation adherence, define windows, and preserve both test families."
"OCC-009","brown","figure_alt","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-site-free-work-contrasts","affected_pending_BA_M_postimage","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"BA-M labels are absent, but Wake and state-average display language remain.","Use Daytime and window-specific language; preserve markers and three localization sites."
"OCC-010","brown","figure_caption","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-coverage-sensitivity","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Caption does not define the recommendation windows.","Append the exact window-definition sentence."
"OCC-011","brown","figure_alt","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-main-coverage-sensitivity","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Alt text uses Wake.","Use Daytime; preserve six intervals and directions."
"OCC-012","brown","heading","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","1069","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Heading says participant profiles across states.","Use participant profiles across recommendation windows."
"OCC-013","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","1071-1075","affected_with_internal_state","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Profile method uses internal Wake and state language.","Name the source-data Wake state and its Daytime display label; preserve internal deduplication identity."
"OCC-014","brown","figure_caption","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-participant-state-raincloud","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Caption says Brown states.","Use recommendation windows, define all three labels, and preserve profile qualifications."
"OCC-015","brown","figure_alt","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","fig-participant-state-raincloud","affected","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Alt text uses Wake and states.","Use Daytime and recommendation windows; preserve 139 participants and all distribution summaries."
"OCC-016","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","1081-1084","affected_but_context_preserved","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Interpretation says states and contains genuine behavioral context.","Use windows for category language while preserving behavioral context exactly."
"OCC-017","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","methods and cross-state model","protected_internal_state","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Other Wake occurrences identify the analytical state, predictor, cycle anchor, sample, or model contrast.","Do not globally replace; preserve except for the explicitly enumerated display-oriented rows."
"OCC-018","brown","qmd_prose","audit/analyses/brown_adherence/13_cross_state_association_results_amendment.qmd","959-994 and 1081-1084","protected_genuine_context","ea8f639a5b58ef591bf4716928ef32db4de68b30e157e2670867a5c0ee2d9c05",55601,"Context distinguishes chest from near-eye evidence or explains behavioral interpretation.","Preserve context; the prohibition applies only to category names."
"BUILD-001","brown","builder","audit/analyses/brown_adherence/stage3/01_build_stage3_displays.R","adherence plot","affected","3581bbd46ae28250aff77f2f33e15e2d4fc39e1c27411a9f8bbfe01d46264d2a",20971,"Internal Wake factor drives the current axis and state-oriented title.","Add display-only labels and update title/note; do not execute this broad source-writing builder."
"BUILD-002","brown","builder","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/01_build_displays.R","Work-day and coverage plots","affected","5844db97e0f133eb2a4bfa850d9b13f48243efcf18a6290cda5b96ab0772fd67",15960,"Internal Wake factor drives two current display axes and state-oriented notes.","Add one display mapping for both plots; do not execute this source-copying builder."
"BUILD-003","brown","builder","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/00_build_ba_m6_display.R","Figure 3 plot","affected_pending_BA_M_postimage","7d65e028764d522635438b10cd0573315a32ace1753b8c53762b074164bd05fd",17867,"Already contains plain-language marker legend; Wake facet and state-specific note remain.","Add display-only window mapping and preserve all BA-M provenance internals; do not execute broad builder."
"BUILD-004","brown","builder","audit/analyses/brown_adherence/stage3_cross_state_association/01_build_stage3_outputs.R","raincloud plot","affected","10b2582474c5808dcfd1c6d25d2b08a0136e202e0d39bfa8bcd280c898b71429",20678,"Internal order Sleep, Wake, Pre-sleep drives axis labels and Brown state title.","Map only displayed labels and title; preserve internal state order, seeds, profiles, colors, and audit values."
"SOURCE-001","brown","frozen_source_csv","audit/analyses/brown_adherence/stage3/source_data/figure_adherence_levels_source.csv","6 rows by 17 columns","protected","9ced51f1d81f9709275fe0bb32c8a73b8ee6a38ff221f0ee2e865cdd294b1ac6",1880,"Accepted site-average adherence source.","Read-only candidate input; preserve all rows, values, labels, and order."
"SOURCE-002","brown","frozen_source_csv","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/source_data/main_site_workday_adherence_forest_source.csv","27 rows by 13 columns","protected","517610bebbb45fc069e58ce24ee18365fbf0764d69ce4d947f3ba28eb2d64d1c",6387,"Accepted Work-day site display source.","Read-only candidate input; preserve nine sites by three states and seven FDR markers."
"SOURCE-003","brown","frozen_source_csv","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/source_data/main_site_free_work_forest_with_ba_m6_source.csv","27 rows by 36 columns","protected","4c2d18282cd222930f91edac6606fd0a98ee313c975728a0cfe372ded565c1fc",19620,"Accepted paired zero-test and site-average-departure source.","Read-only candidate input; preserve 27 rows, five diamonds, three asterisks, all p-values and intervals."
"SOURCE-004","brown","frozen_source_csv","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/source_data/main_coverage_sensitivity_forest_source.csv","6 rows by 11 columns","protected","f977b2beeaa055f82e93fea19dc339b8c7902bca080c91ea88124815c97665fa",1158,"Accepted two-sample coverage display source.","Read-only candidate input; preserve all six rows and both sample definitions."
"SOURCE-005","brown","frozen_source_csv","audit/analyses/brown_adherence/stage3_cross_state_association/source_data/figure_participant_state_profiles.csv","417 rows by 7 columns","protected","c1123760a7916fe11ab502a3ee8a34fce23baf3924a45d85b90ab22a67caae85",32973,"Accepted anonymous 139-profile display source.","Read-only candidate input; preserve 417 points, keys, state values, seeds, and geometry columns."
"ASSET-001","brown","png","audit/analyses/brown_adherence/stage3/figures/adherence_levels.png","1680 by 1000; 200 dpi","affected","94e1de12e9dfc9d8c696ebf49b4fb3c0d59b4ca89af323f9c30670d7ed099d1f",67087,"Axis contains Wake.","Candidate-first text-only refresh; promote once after complete QA."
"ASSET-002","brown","svg","audit/analyses/brown_adherence/stage3/figures/adherence_levels.svg","paired vector","affected","6dbcb16c7969386b76dd6093105a2a919a210290610a7c7872527dcc635ae2c5",7800,"Contains one Wake, one Pre-sleep, and one Sleep text node.","Candidate-first text-only refresh; preserve non-text structure."
"ASSET-003","brown","png","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_site_workday_adherence_forest.png","2640 by 3360; 300 dpi","affected","c0b68cfefb7e5b4686ed1849c0ed9a11c950abfcd677321d8037958aeab718a5",329059,"Facet strip contains Wake and notes use state language.","Candidate-first text-only refresh; promote once after complete QA."
"ASSET-004","brown","svg","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_site_workday_adherence_forest.svg","paired vector","affected","23d2953af30adf6321af56da031a4a158e4f700a9d3de0167bfa03d3eeba7c92",29355,"Contains one Wake, one Pre-sleep, and one Sleep facet label.","Candidate-first text-only refresh; preserve non-text structure."
"ASSET-005","brown","png","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/figures/main_site_free_work_forest_with_ba_m6.png","2640 by 3360; 300 dpi","affected_pending_BA_M_postimage","2467061413fc1da4834eb92072598f5af46526631e573401bbe3fa874eb4695a",348627,"Pending repair removed reader-facing BA-M labels; facet still contains Wake.","Use this pending asset as baseline, retain its reader-label repair, and change only window text."
"ASSET-006","brown","svg","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/site_free_work_vs_equal_site_inference_amendment/figures/main_site_free_work_forest_with_ba_m6.svg","paired vector","affected_pending_BA_M_postimage","8e5eee7e55b3e99953de87f6f00698c28903f5445db1bf01e15c662851123e8d",32073,"Pending repair removed reader-facing BA-M labels; one Wake facet remains.","Use as structural baseline and retain all five accepted text changes from the pending package."
"ASSET-007","brown","png","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_coverage_sensitivity_guides.png","1680 by 919; 200 dpi","affected","64e81f96b1ec04d54dfdaf59b819a110dfd0ccf08c4538dcd54daf6334700643",49485,"Y axis contains Wake.","Candidate-first axis-text refresh; promote once after complete QA."
"ASSET-008","brown","svg","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/figures/main_coverage_sensitivity_guides.svg","paired vector","affected","ad18eca0aa3d1bd05b845ae4b1cfd4d2756a17aa205fb8de4c6a11a3de7ced67",7768,"Contains Sleep, Pre-sleep, and Wake axis labels.","Candidate-first axis-text refresh; preserve non-text structure."
"ASSET-009","brown","png","audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.png","2944 by 1888; 320 dpi","affected","f3a61b69e89b0933302694ccca4ea5ed5c4d1bb2e67d169f3e1542a644843228",1832424,"X axis contains Wake and the title Brown state.","Candidate-first axis-text refresh; preserve all profiles, density shapes, pair lines, summaries, colors, and seeds."
"ASSET-010","brown","svg","audit/analyses/brown_adherence/stage3_cross_state_association/figures/participant_state_raincloud.svg","paired vector","affected","48bf8f999bd3422ed1c6aef9209259cc4a4e96d1999d0a9563800f89682766fc",108573,"Contains Sleep, Wake, Pre-sleep, and Brown state text.","Candidate-first axis-text refresh; preserve anonymity and non-text structure."
"DEP-001","brown","pending_verifier","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/02_verify_ba_m_reader_label_repair.R","whole file","historical_pending_evidence","cc396bd7a0d38fbc7c6361e428436e67e4253cd0f27590fcf309e469380b2b08",26368,"Directly verifies the pending Stage 3 and Stage 4 QMDs and Figure 3 assets.","Preserve byte-identical; a new consolidated verifier must supersede it without rewriting history."
"DEP-002","brown","pending_manifest","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/ba_m_reader_label_repair_final_manifest.csv","38 rows; excludes itself","historical_pending_evidence","eec6b7c03da8769b32d828b5eae8f8cec6819dc27ac9e6d6a8824c5d37eb16e1",7305,"Seals the pending BA-M repair and current postimages.","Preserve byte-identical; classify its postimages as the baseline in a new non-circular current manifest."
"DEP-003","brown","pending_handoff","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/owner_handoff.md","whole file","historical_pending_evidence","9724e6efbb10a71f35c831469dbab72a666b851bb24b1b02adb86f64bcd117ba",1038,"Owner PASS handoff for pending BA-M repair.","Preserve byte-identical; create a new consolidated handoff after implementation."
"DEP-004","brown","pending_completion","audit/analyses/brown_adherence/language_harmonization/ba_m_reader_label_repair/completion_record.md","whole file","historical_pending_evidence","8a33fa9eee353e4debad4ab4f1b03ee76e08f80774b66af95db9a20526af8e43",4453,"Records 60 of 60 checks and display-only BA-M repair.","Preserve and require the new verifier to reproduce its accepted BA-M contract."
"DEP-005","brown","historical_manifest","audit/analyses/brown_adherence/stage3/stage3_display_manifest.csv","whole file","historical_frozen","a0e3030c5bed2795cae42b8923a5cf2dc0a770f28ab00f28c24bfb80160878cf",6997,"Pins original Stage 3 builder and adherence asset identities.","Do not reseal; preserve as historical evidence."
"DEP-006","brown","historical_manifest","audit/analyses/brown_adherence/stage3_cross_state_association/stage3_display_manifest.csv","whole file","historical_frozen","f935243c1a2d000eea142115abd33c9073554ddf62815ae5835482cce4503b75",4322,"Pins cross-state Stage 3 display identities, including raincloud.","Do not reseal; preserve as historical evidence."
"DEP-007","brown","historical_manifest","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/integrated_stage3_final_manifest.csv","whole file","historical_frozen","db7ede8e45280a2c6b38050031b6a6f7ef2334b9ba095f8059410541d74e4d4f",25971,"Historical integrated report seal.","Do not reseal; new current evidence must classify exact transitions."
"DEP-008","brown","historical_manifest","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/workday_site_and_coverage_guides_amendment/final_manifest.csv","whole file","historical_frozen","e54b2ebfcbacefe07d7b17f213c485dec5fb77eea0263fcd759b2f112db8a842",49776,"Historical Work-day and coverage amendment seal.","Do not reseal; preserve every row."
"DEP-009","brown","historical_manifest","audit/analyses/brown_adherence/language_harmonization/stage3_render/order50_final_manifest.csv","whole file","historical_frozen","37b728618d875a16939c382c243dea7ff29d8dc72fd945ac16a16082c755e8f4",16282,"Historical accepted Stage 3 language render seal.","Do not reseal; preserve as render history."
"DEP-010","brown","historical_handoff","audit/analyses/brown_adherence/stage3_cross_state_association/integrated_report_amendment/integrated_stage3_handoff.md","whole file","historical_frozen","dba0eb267dc0b0c8b9dc3d90957f85f0f4d4bce8e9447ec2cc4f1abd09c4a8b7",7519,"Historical integrated Stage 3 handoff.","Do not edit; create a new bounded current handoff."
