"path","observed_path","role","sha256","bytes","r_version","observed_sha256","observed_bytes","status"
"project:renv.lock","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/renv.lock","project identity at fail-closed stop","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"4.6.1","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",603493,"PASS"
"project:scripts/report_harmonization/check_report018_h09_order57a_stop_and_downstream_replay.R","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/scripts/report_harmonization/check_report018_h09_order57a_stop_and_downstream_replay.R","project identity at fail-closed stop","1c0320da38f205dafbddaa718fb709e1b6eb77c9fe939b7ce5aeddd0662f07a5",38322,"4.6.1","1c0320da38f205dafbddaa718fb709e1b6eb77c9fe939b7ce5aeddd0662f07a5",38322,"PASS"
"working:build_baseline_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/build_baseline_audit_pre.csv","external fail-closed working evidence","e1e4205bdb4dfda54f4a63ddde7764047db1d8404f8ba48334150974dde2a3c0",208838,"4.6.1","e1e4205bdb4dfda54f4a63ddde7764047db1d8404f8ba48334150974dde2a3c0",208838,"PASS"
"working:build_fail_closed_manifest.R","/private/tmp/h09-order57b-working.J2KttI/build_fail_closed_manifest.R","external fail-closed working evidence","0f020b0f5a72ea573a91af962946039caaa08f6af111cc7f4aa3f0299383c635",3316,"4.6.1","0f020b0f5a72ea573a91af962946039caaa08f6af111cc7f4aa3f0299383c635",3316,"PASS"
"working:build_inventory_prerender.csv","/private/tmp/h09-order57b-working.J2KttI/build_inventory_prerender.csv","external fail-closed working evidence","8d9b48912d08d538145a6fcc5e7a71d498d523eda0b2cf1e76fe91fe74e223d3",156836,"4.6.1","8d9b48912d08d538145a6fcc5e7a71d498d523eda0b2cf1e76fe91fe74e223d3",156836,"PASS"
"working:compare_replacement.R","/private/tmp/h09-order57b-working.J2KttI/compare_replacement.R","external fail-closed working evidence","85e56394abd23349414155d7ab703899c61b2a10750b3115243879069d90bbc1",1849,"4.6.1","85e56394abd23349414155d7ab703899c61b2a10750b3115243879069d90bbc1",1849,"PASS"
"working:dispatch_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/dispatch_audit_pre.csv","external fail-closed working evidence","15a79f8630c7d745fe0f996013033e3287e2bd7d6f0081b906209af5cfb6815f",9967,"4.6.1","15a79f8630c7d745fe0f996013033e3287e2bd7d6f0081b906209af5cfb6815f",9967,"PASS"
"working:dispatch_preedit_audit.csv","/private/tmp/h09-order57b-working.J2KttI/dispatch_preedit_audit.csv","external fail-closed working evidence","230d5efab567660788eb6feb4a729ca35a293f3a74d5c320cd9fc4e8e899f8b1",9225,"4.6.1","230d5efab567660788eb6feb4a729ca35a293f3a74d5c320cd9fc4e8e899f8b1",9225,"PASS"
"working:execution_gate.csv","/private/tmp/h09-order57b-working.J2KttI/execution_gate.csv","external fail-closed working evidence","5631a7c7e3a0c6fe7da2615054c7d830790c1e10b1ee32b721ee778c84f3a906",1145,"4.6.1","5631a7c7e3a0c6fe7da2615054c7d830790c1e10b1ee32b721ee778c84f3a906",1145,"PASS"
"working:H09_analysis_preparation.pre.R","/private/tmp/h09-order57b-working.J2KttI/H09_analysis_preparation.pre.R","external fail-closed working evidence","da25d40fc6318a09decb2a7604a6dfa96f0d4fab79211432584ae64728d5150c",32436,"4.6.1","da25d40fc6318a09decb2a7604a6dfa96f0d4fab79211432584ae64728d5150c",32436,"PASS"
"working:H09_analysis_preparation.reversed.pre.qmd","/private/tmp/h09-order57b-working.J2KttI/H09_analysis_preparation.reversed.pre.qmd","external fail-closed working evidence","286c391fb228268804ba199d38bd5341509b3a66d434e30aa09fc1007a19443e",48400,"4.6.1","286c391fb228268804ba199d38bd5341509b3a66d434e30aa09fc1007a19443e",48400,"PASS"
"working:helper_inventory_pre.csv","/private/tmp/h09-order57b-working.J2KttI/helper_inventory_pre.csv","external fail-closed working evidence","e364d09936177bb35407ec8f591d0e2d1a25228f6b308ee58f2eb67057acbece",90394,"4.6.1","e364d09936177bb35407ec8f591d0e2d1a25228f6b308ee58f2eb67057acbece",90394,"PASS"
"working:independent_acceptance_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/independent_acceptance_audit_pre.csv","external fail-closed working evidence","51082a8a677d86d875c046cc48457397f49068b33ce85d41fc171360a4e6ec27",9711,"4.6.1","51082a8a677d86d875c046cc48457397f49068b33ce85d41fc171360a4e6ec27",9711,"PASS"
"working:ORDER57B_FAIL_CLOSED.md","/private/tmp/h09-order57b-working.J2KttI/ORDER57B_FAIL_CLOSED.md","external fail-closed working evidence","4e745700f8939559bb04bdc9cf2cede0439d779361e4904c39c9e260c260b33c",5555,"4.6.1","4e745700f8939559bb04bdc9cf2cede0439d779361e4904c39c9e260c260b33c",5555,"PASS"
"working:owner_stop_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/owner_stop_audit_pre.csv","external fail-closed working evidence","c3149baf5331ef46fa8b28d3cf51ea6a45953274426ad8a5353cbd121d8fe45e",17376,"4.6.1","c3149baf5331ef46fa8b28d3cf51ea6a45953274426ad8a5353cbd121d8fe45e",17376,"PASS"
"working:owner_stop_checks_pre.csv","/private/tmp/h09-order57b-working.J2KttI/owner_stop_checks_pre.csv","external fail-closed working evidence","1d212cbc0daa7887a73b2706b99198db49f417ef31f8d3296621294baa13947c",1997,"4.6.1","1d212cbc0daa7887a73b2706b99198db49f417ef31f8d3296621294baa13947c",1997,"PASS"
"working:pre_render_verifier_console.log","/private/tmp/h09-order57b-working.J2KttI/pre_render_verifier_console.log","external fail-closed working evidence","b88cd7d07d4a380333138b1bc4a4b0bcf27114ea8e92fcd66690c4a8aa1fe19b",183,"4.6.1","b88cd7d07d4a380333138b1bc4a4b0bcf27114ea8e92fcd66690c4a8aa1fe19b",183,"PASS"
"working:preedit_independent_checker_console.log","/private/tmp/h09-order57b-working.J2KttI/preedit_independent_checker_console.log","external fail-closed working evidence","e78030d3edab7e7410a05b210ae12d4ff95d2cb4a302ed07e512b6c0d48ab81a",217,"4.6.1","e78030d3edab7e7410a05b210ae12d4ff95d2cb4a302ed07e512b6c0d48ab81a",217,"PASS"
"working:protected_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/protected_audit_pre.csv","external fail-closed working evidence","eccc0c1a2030fc53292c6f402120a935c6f6db30ed02dde02d19da6351a9aa4b",157788,"4.6.1","eccc0c1a2030fc53292c6f402120a935c6f6db30ed02dde02d19da6351a9aa4b",157788,"PASS"
"working:semantic_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/semantic_audit_pre.csv","external fail-closed working evidence","1768628081e368b7b9a8fee4f4ff1c6c8fa8f9ee158811512ecac52dcc380f66",267,"4.6.1","1768628081e368b7b9a8fee4f4ff1c6c8fa8f9ee158811512ecac52dcc380f66",267,"PASS"
"working:semantic_probe_audit/001__build__nathealth__audit__hypotheses__H09__H09_analysis_preparation.html_gt_semantic_ledger.csv","/private/tmp/h09-order57b-working.J2KttI/semantic_probe_audit/001__build__nathealth__audit__hypotheses__H09__H09_analysis_preparation.html_gt_semantic_ledger.csv","external fail-closed working evidence","7497ffe05045760d7d37fc1e8ee704851de17daaf8f37eb67d38cbff0f15dea4",147454,"4.6.1","7497ffe05045760d7d37fc1e8ee704851de17daaf8f37eb67d38cbff0f15dea4",147454,"PASS"
"working:semantic_probe_audit/gt_html_semantic_post_render_summary.csv","/private/tmp/h09-order57b-working.J2KttI/semantic_probe_audit/gt_html_semantic_post_render_summary.csv","external fail-closed working evidence","bfb3d5c05ad0326959cc413866e925a35c3a7628c68e8067e5d91a1472a418dd",498,"4.6.1","bfb3d5c05ad0326959cc413866e925a35c3a7628c68e8067e5d91a1472a418dd",498,"PASS"
"working:semantic_probe_root/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","/private/tmp/h09-order57b-working.J2KttI/semantic_probe_root/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","external fail-closed working evidence","78f161c381de07c7bb5083d72735d074d89d560bab9bfb3210e8fb516665ad3d",618429,"4.6.1","78f161c381de07c7bb5083d72735d074d89d560bab9bfb3210e8fb516665ad3d",618429,"PASS"
"working:semantic_probe_root/_quarto-nathealth.yml","/private/tmp/h09-order57b-working.J2KttI/semantic_probe_root/_quarto-nathealth.yml","external fail-closed working evidence","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"4.6.1","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",7480,"PASS"
"working:semantic_probe_root/scripts/report_harmonization/repair_gt_html_semantics.R","/private/tmp/h09-order57b-working.J2KttI/semantic_probe_root/scripts/report_harmonization/repair_gt_html_semantics.R","external fail-closed working evidence","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"4.6.1","7c949930fec862a4ce783c28d0256d36cb45de7c017bd9fcbb7cb910599463d1",17747,"PASS"
"working:source_execution_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/source_execution_audit_pre.csv","external fail-closed working evidence","25114d44abc145c723e720224ea496d312e83dbc65520c6e44a68986a1224c72",240,"4.6.1","25114d44abc145c723e720224ea496d312e83dbc65520c6e44a68986a1224c72",240,"PASS"
"working:source_link_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/source_link_audit_pre.csv","external fail-closed working evidence","577e8b172f78e2f296a44c1318892317e82a33e1aea6bbdc058168529a9c0957",1885,"4.6.1","577e8b172f78e2f296a44c1318892317e82a33e1aea6bbdc058168529a9c0957",1885,"PASS"
"working:source_reverse_proof_pre.csv","/private/tmp/h09-order57b-working.J2KttI/source_reverse_proof_pre.csv","external fail-closed working evidence","69faa759ad1403b5267b5070a2390f710470faa34d5e1153fa0387ed164fd610",261,"4.6.1","69faa759ad1403b5267b5070a2390f710470faa34d5e1153fa0387ed164fd610",261,"PASS"
"working:source_side_support_audit_pre.csv","/private/tmp/h09-order57b-working.J2KttI/source_side_support_audit_pre.csv","external fail-closed working evidence","161ca1691cd3da72b07f9566fcfc04473ecdbcd55e48b41a6f489bd3ae77deaa",4037,"4.6.1","161ca1691cd3da72b07f9566fcfc04473ecdbcd55e48b41a6f489bd3ae77deaa",4037,"PASS"
"working:transition_authority_pre.csv","/private/tmp/h09-order57b-working.J2KttI/transition_authority_pre.csv","external fail-closed working evidence","889db9c250d6c8ed8ef47d59e2922cae96c895b88a99db8ed5bb2fdfc26174db",7138,"4.6.1","889db9c250d6c8ed8ef47d59e2922cae96c895b88a99db8ed5bb2fdfc26174db",7138,"PASS"
"working:verify_dispatch_preedit.R","/private/tmp/h09-order57b-working.J2KttI/verify_dispatch_preedit.R","external fail-closed working evidence","b5c0906d378aa9d65bf242cc8338b5bd3546669147a572012d91e99fa872cead",1980,"4.6.1","b5c0906d378aa9d65bf242cc8338b5bd3546669147a572012d91e99fa872cead",1980,"PASS"
"working:verify_order57b_h09_companion.R","/private/tmp/h09-order57b-working.J2KttI/verify_order57b_h09_companion.R","external fail-closed working evidence","a6c418c70216227dd335e7de850c119db13f7bfda7f0340f88c7d81f0ecc99fa",37584,"4.6.1","a6c418c70216227dd335e7de850c119db13f7bfda7f0340f88c7d81f0ecc99fa",37584,"PASS"
