"source","line","text","target","target_kind"
"notebooks/preparation/01_import_state_alignment.qmd",602,"`source_audit.csv`","../../artifacts/02_aligned/source_audit.csv","other"
"notebooks/preparation/01_import_state_alignment.qmd",753,"`state_interval_audit.csv`","../../artifacts/02_aligned/state_interval_audit.csv","other"
"notebooks/preparation/03_reference_profiles.qmd",806,"Preparation 02","02_coverage_sample_flow.qmd","dynamic_qmd"
"notebooks/preparation/03_reference_profiles.qmd",816,"near-eye Rule A one-minute records","../../artifacts/03_coverage/light_glasses_coverage.rds","other"
"notebooks/preparation/03_reference_profiles.qmd",817,"chest Rule A one-minute records","../../artifacts/03_coverage/light_chest_coverage.rds","other"
"notebooks/preparation/03_reference_profiles.qmd",818,"the stored Rule A settings","../../artifacts/03_coverage/coverage_settings.csv","other"
"notebooks/preparation/03_reference_profiles.qmd",820,"the current Preparation 03 artifact manifest","../../artifacts/12_manifests/reference_profile_artifacts.csv","other"
"notebooks/preparation/03_reference_profiles.qmd",826,"Preparation 04","04_metric_derivation.qmd","dynamic_qmd"
"notebooks/preparation/03_reference_profiles.qmd",972,"Download the source data for @fig-pooled-reference-profiles","../../artifacts/04_reference_profiles/reference_profiles.csv","other"
"notebooks/preparation/03_reference_profiles.qmd",1133,"METRIC-010","../../audit/decisions/mder_mean_of_viable_ratios.md","other"
"notebooks/preparation/03_reference_profiles.qmd",1177,"PREP-002","../../audit/decisions/preparation03_version_specific_verification.md","other"
"notebooks/preparation/04_metric_derivation.qmd",1674,"METRIC-011","../../audit/decisions/l10_numerical_zero_normalization.md","other"
"notebooks/preparation/04_metric_derivation.qmd",1938,"Download the source data for @fig-mder-availability","../../artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","other"
"notebooks/preparation/04_metric_derivation.qmd",2203,"PREP-003","../../audit/decisions/preparation04_version_specific_verification.md","other"
"notebooks/preparation/05_model_input_acquisition.qmd",436,"DOI "", .data$doi, ""","https://doi.org/"", .data$doi, ""","external"
"notebooks/preparation/05_model_input_acquisition.qmd",505,""", pin$doi, ""","https://doi.org/"", pin$doi, ""","external"
"notebooks/preparation/05_model_input_acquisition.qmd",959,"Preparation 05 input-provenance finding","../../audit/findings/preparation05_input_provenance_gaps.md","other"
"notebooks/preparation/05_model_input_acquisition.qmd",961,"Preparation 06 normalization gate","../../audit/reconciliation/preparation06/normalization_gate.md","other"
"notebooks/preparation/06_model_ready_datasets.qmd",2039,"METRIC-011","../../audit/decisions/l10_numerical_zero_normalization.md","other"
"notebooks/preparation/06_model_ready_datasets.qmd",2273,"Download the source data for @fig-site-composition","../../artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv","other"
"notebooks/preparation/07_example_days.qmd",810,"figure source-data CSV","../../artifacts/11_source_data/prepared_day_showcase.csv","other"
"notebooks/preparation/07_example_days.qmd",812,"PNG","../../artifacts/10_figures/prepared_day_showcase.png","other"
"notebooks/preparation/07_example_days.qmd",813,"vector SVG","../../artifacts/10_figures/prepared_day_showcase.svg","other"
"notebooks/hypotheses/H01.qmd",1111,"How the H01 analysis was prepared","../../audit/hypotheses/H01/H01_analysis_preparation.html","internal_html"
"notebooks/hypotheses/H01.qmd",1309,"Benjamini–Hochberg support across the four 17-test families for the primary near-eye and complementary chest analyses. A check mark denotes BH-adjusted p below 0.050 and a dash denotes BH-adjusted p at least 0.050.","../../artifacts/10_figures/H01/stage3/H01_stage3_model_support.png","other"
"notebooks/hypotheses/H01.qmd",1311,"Source data for @fig-h01-model-support","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1327,"Paired/common-sample near-eye and chest photoperiod and latitude estimands. Near-eye estimates are on the horizontal axis and chest estimates are on the vertical axis. Dashed diagonal lines show identity; dotted horizontal and vertical lines show the null.","../../artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png","other"
"notebooks/hypotheses/H01.qmd",1329,"Source data for @fig-h01-paired-placement","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1362,"Primary near-eye site differences or ratios relative to the equally weighted overall site mean. Only metrics with a supported overall site test are shown. Panel A contains ratios and panel B contains differences. Every metric facet uses a symmetric scale around its null, placing 1 for ratios and 0 for differences at the same horizontal position. Filled circles with thicker 95% confidence intervals denote within-metric adjusted p below 0.050; open circles with thinner intervals denote adjusted p at least 0.050. Site labels give exact fitted observations as n.","../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png","other"
"notebooks/hypotheses/H01.qmd",1364,"Source data for @fig-h01-site-contrasts-near-eye","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1422,"Complementary chest site differences or ratios relative to the equally weighted overall site mean. Only metrics with a supported overall site test are shown. Panel A contains ratios and panel B contains differences. Every metric facet uses a symmetric scale around its null, placing 1 for ratios and 0 for differences at the same horizontal position. Filled circles with thicker 95% confidence intervals denote within-metric adjusted p below 0.050; open circles with thinner intervals denote adjusted p at least 0.050. Site labels give exact fitted observations as n.","../../artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png","other"
"notebooks/hypotheses/H01.qmd",1424,"Source data for @fig-h01-site-contrasts-chest","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1442,"Marginal R², conditional R², participant-associated share, and unrepresented share for near-eye and chest models. Points are estimates and horizontal lines are 95% intervals from 1,000 successful joint bootstrap refits.","../../artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png","other"
"notebooks/hypotheses/H01.qmd",1444,"Source data for @fig-h01-r2-intervals","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1447,"descriptive results","../descriptives.qmd","dynamic_qmd"
"notebooks/hypotheses/H01.qmd",1566,"Model diagnostic assessment for each primary near-eye and complementary chest metric. P denotes pass, R denotes review, and a dash denotes a non-applicable check.","../../artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png","other"
"notebooks/hypotheses/H01.qmd",1568,"Source data for @fig-h01-diagnostic-assessment","../../artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",1624,"Residual-versus-fitted and normal Q–Q diagnostics for the primary near-eye mean melEDI Gaussian model.","../../artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png","other"
"notebooks/hypotheses/H01.qmd",1626,"Source data for @fig-h01-diagnostic-mean-mel-edi","../../artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",1630,"Residual-versus-fitted and normal Q–Q diagnostics for the primary near-eye calendar-day cumulative time below 10 lx melEDI before sleep Gaussian model.","../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png","other"
"notebooks/hypotheses/H01.qmd",1632,"Source data for @fig-h01-diagnostic-pre-sleep","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",1636,"Residual-versus-fitted and Q–Q diagnostics for the primary near-eye time above 250 lx melEDI during wake Tweedie model.","../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png","other"
"notebooks/hypotheses/H01.qmd",1638,"Source data for @fig-h01-diagnostic-wake-250","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",1642,"Residual-versus-fitted and Q–Q diagnostics for the primary near-eye time below 1 lx melEDI during sleep Tweedie model.","../../artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png","other"
"notebooks/hypotheses/H01.qmd",1644,"Source data for @fig-h01-diagnostic-sleep-below-1","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",2073,"Model-support figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",2074,"Site-contrast figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",2075,"R² figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",2076,"Diagnostic figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",2077,"Matched placement figure source","../../artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv","other"
"notebooks/hypotheses/H01.qmd",2078,"Mean melEDI diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",2079,"Pre-sleep diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",2080,"Wake-time diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",2081,"Sleep-environment diagnostic source","../../artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv","other"
"notebooks/hypotheses/H01.qmd",2082,"Primary and complementary model results","../../artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","other"
"notebooks/hypotheses/H01.qmd",2083,"Primary publication summary","../../artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","other"
"notebooks/hypotheses/H01.qmd",2084,"Hierarchical site contrasts","../../artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","other"
"notebooks/hypotheses/H01.qmd",2085,"R² table source","../../artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","other"
"notebooks/hypotheses/H01.qmd",2086,"Detailed diagnostic source","../../artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","other"
"notebooks/hypotheses/H01.qmd",2087,"Exact fitted samples","../../artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","other"
"notebooks/hypotheses/H01.qmd",2088,"Figure display registry","../../artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","other"
"notebooks/hypotheses/H01.qmd",2089,"Reporting artifact manifest","../../artifacts/12_manifests/H01_stage3_reporting_artifacts.csv","other"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",219,"H01 results report","../../../notebooks/hypotheses/H01.html","internal_html"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",740,"Source data for @fig-h01-prep-sample-support","H01_analysis_preparation_files/source-data/H01_preparation_fitted_sample_support.csv","other"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",803,"Source data for @fig-h01-prep-model-frame-retention","H01_analysis_preparation_files/source-data/H01_preparation_model_frame_retention.csv","other"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",808,"`H01_exact_samples_by_site.csv`","../../../artifacts/09_tables/H01/H01_exact_samples_by_site.csv","other"
"audit/hypotheses/H01/H01_analysis_preparation.qmd",1257,"H01 results report","../../../notebooks/hypotheses/H01.html","internal_html"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",165,"H02 results report","../../../notebooks/hypotheses/H02.html","internal_html"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",635,"10","melEDI + 0.1~lx","other"
"audit/hypotheses/H02/H02_analysis_preparation.qmd",1152,"H02 results report","../../../notebooks/hypotheses/H02.html","internal_html"
"notebooks/hypotheses/H03.qmd",592,"Result source data","../../artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv","other"
"notebooks/hypotheses/H03.qmd",593,"figure source data","../../artifacts/11_source_data/H03/H03_reader_heterogeneity_category_figure_data.csv","other"
"notebooks/hypotheses/H03.qmd",850,"Site-context source data","../../artifacts/09_tables/H03/H03_site_context_estimands.csv","other"
"notebooks/hypotheses/H03.qmd",1119,"Common-sample source data","../../artifacts/09_tables/H03/H03_paired_placement_comparison.csv","other"
"notebooks/hypotheses/H03.qmd",1159,"Near-eye curve data","../../artifacts/11_source_data/H03/H03_reader_temporal_near_eye_curves.csv","other"
"notebooks/hypotheses/H03.qmd",1160,"ratio data","../../artifacts/11_source_data/H03/H03_reader_temporal_near_eye_ratios.csv","other"
"notebooks/hypotheses/H03.qmd",1161,"clock-time support","../../artifacts/11_source_data/H03/H03_reader_temporal_near_eye_support.csv","other"
"notebooks/hypotheses/H03.qmd",1176,"Chest curve data","../../artifacts/11_source_data/H03/H03_reader_temporal_chest_curves.csv","other"
"notebooks/hypotheses/H03.qmd",1177,"ratio data","../../artifacts/11_source_data/H03/H03_reader_temporal_chest_ratios.csv","other"
"notebooks/hypotheses/H03.qmd",1178,"clock-time support","../../artifacts/11_source_data/H03/H03_reader_temporal_chest_support.csv","other"
"notebooks/hypotheses/H03.qmd",1353,"Residual points","../../artifacts/11_source_data/H03/H03_reader_temporal_residual_points.csv","other"
"notebooks/hypotheses/H03.qmd",1354,"residual bins","../../artifacts/11_source_data/H03/H03_reader_temporal_residual_bins.csv","other"
"notebooks/hypotheses/H03.qmd",1355,"autocorrelations","../../artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv","other"
"notebooks/hypotheses/H03.qmd",1356,"zero calibration","../../artifacts/11_source_data/H03/H03_reader_temporal_zero_calibration.csv","other"
"notebooks/hypotheses/H03.qmd",1459,"Latitude result data","../../artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv","other"
"notebooks/hypotheses/H03.qmd",1460,"site latitudes","../../artifacts/11_source_data/H03/H03_reader_latitude_site_support.csv","other"
"notebooks/hypotheses/H03.qmd",1461,"leave-one-site-out fits","../../artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv","other"
"notebooks/hypotheses/H03.qmd",1462,"model diagnostics","../../artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",570,"source data","../../../artifacts/11_source_data/H03/H03_preparation_participant_day_support.csv","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1332,"the refit registry","../../../artifacts/08_diagnostics/H03/H03_influence_refit_registry.csv","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1334,"the category refits","../../../artifacts/09_tables/H03/H03_influence_category_refits.csv","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1336,"the site-context refits","../../../artifacts/09_tables/H03/H03_influence_site_context_refits.csv","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1529,"near-eye","../../../artifacts/10_figures/H03/H03_reader_temporal_near_eye.png","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1530,"chest","../../../artifacts/10_figures/H03/H03_reader_temporal_chest.png","other"
"audit/hypotheses/H03/H03_analysis_preparation.qmd",1726,"H03 results report","../../../notebooks/hypotheses/H03.html","internal_html"
"notebooks/hypotheses/H04.qmd",741,"Estimate data","../../artifacts/09_tables/H04/H04_reader_category_estimands.csv","other"
"notebooks/hypotheses/H04.qmd",742,"figure source data","../../artifacts/11_source_data/H04/H04_reader_heterogeneity_category_figure.csv","other"
"notebooks/hypotheses/H04.qmd",1037,"Site-estimate data","../../artifacts/09_tables/H04/H04_site_activity_estimands.csv","other"
"notebooks/hypotheses/H04.qmd",1038,"figure source data","../../artifacts/11_source_data/H04/H04_site_activity_figure.csv","other"
"notebooks/hypotheses/H04.qmd",1204,"Residual points","../../artifacts/11_source_data/H04/H04_reader_primary_residual_points.csv","other"
"notebooks/hypotheses/H04.qmd",1205,"residual bins","../../artifacts/11_source_data/H04/H04_reader_primary_residual_bins.csv","other"
"notebooks/hypotheses/H04.qmd",1206,"autocorrelations","../../artifacts/08_diagnostics/H04/H04_reader_primary_residual_acf.csv","other"
"notebooks/hypotheses/H04.qmd",1207,"zero calibration","../../artifacts/11_source_data/H04/H04_reader_primary_zero_calibration.csv","other"
"notebooks/hypotheses/H04.qmd",1323,"Common-sample estimates","../../artifacts/09_tables/H04/H04_paired_placement_estimands.csv","other"
"notebooks/hypotheses/H04.qmd",1324,"figure source data","../../artifacts/11_source_data/H04/H04_paired_placement_figure.csv","other"
"notebooks/hypotheses/H04.qmd",1438,"Near-eye curves","../../artifacts/11_source_data/H04/H04_reader_temporal_near_eye_curves.csv","other"
"notebooks/hypotheses/H04.qmd",1439,"near-eye activity/global ratios","../../artifacts/11_source_data/H04/H04_reader_temporal_near_eye_ratios.csv","other"
"notebooks/hypotheses/H04.qmd",1440,"near-eye global curve","../../artifacts/11_source_data/H04/H04_reader_temporal_near_eye_global.csv","other"
"notebooks/hypotheses/H04.qmd",1441,"near-eye support","../../artifacts/11_source_data/H04/H04_reader_temporal_near_eye_support.csv","other"
"notebooks/hypotheses/H04.qmd",1443,"chest curves","../../artifacts/11_source_data/H04/H04_reader_temporal_chest_curves.csv","other"
"notebooks/hypotheses/H04.qmd",1444,"ratios","../../artifacts/11_source_data/H04/H04_reader_temporal_chest_ratios.csv","other"
"notebooks/hypotheses/H04.qmd",1445,"global curve","../../artifacts/11_source_data/H04/H04_reader_temporal_chest_global.csv","other"
"notebooks/hypotheses/H04.qmd",1446,"support","../../artifacts/11_source_data/H04/H04_reader_temporal_chest_support.csv","other"
"notebooks/hypotheses/H04.qmd",1567,"Residual points","../../artifacts/11_source_data/H04/H04_reader_temporal_residual_points.csv","other"
"notebooks/hypotheses/H04.qmd",1568,"residual bins","../../artifacts/11_source_data/H04/H04_reader_temporal_residual_bins.csv","other"
"notebooks/hypotheses/H04.qmd",1569,"activity-run autocorrelations","../../artifacts/08_diagnostics/H04/H04_reader_temporal_residual_acf.csv","other"
"notebooks/hypotheses/H04.qmd",1570,"zero calibration","../../artifacts/11_source_data/H04/H04_reader_temporal_zero_calibration.csv","other"
"audit/hypotheses/H04/H04_analysis_preparation.qmd",241,"H04 results report","../../../notebooks/hypotheses/H04.html","internal_html"
"audit/hypotheses/H04/H04_analysis_preparation.qmd",1885,"near-eye","../../../artifacts/10_figures/H04/H04_temporal_near_eye.png","other"
"audit/hypotheses/H04/H04_analysis_preparation.qmd",1886,"chest","../../../artifacts/10_figures/H04/H04_temporal_chest.png","other"
"audit/hypotheses/H04/H04_analysis_preparation.qmd",2033,"H04 results report","../../../notebooks/hypotheses/H04.html","internal_html"
"notebooks/hypotheses/H05.qmd",838,"H05 analysis preparation and provenance","../../audit/hypotheses/H05/H05_analysis_preparation.html","internal_html"
"notebooks/hypotheses/H05.qmd",1129,"source data","../../artifacts/11_source_data/H05/H05_reader_near_eye_samples.csv","other"
"notebooks/hypotheses/H05.qmd",1187,"result source data","../../artifacts/11_source_data/H05/H05_reader_near_eye_results.csv","other"
"notebooks/hypotheses/H05.qmd",1188,"figure source data","../../artifacts/11_source_data/H05/H05_reader_near_eye_effect_figure_data.csv","other"
"notebooks/hypotheses/H05.qmd",1289,"here","../../artifacts/11_source_data/H05/H05_reader_near_eye_selected_diagnostics.csv","other"
"notebooks/hypotheses/H05.qmd",1291,"paired source data","../../artifacts/11_source_data/H05/H05_reader_near_eye_adequacy_figure_data.csv","other"
"notebooks/hypotheses/H05.qmd",1309,"source data","../../artifacts/11_source_data/H05/H05_reader_chest_samples.csv","other"
"notebooks/hypotheses/H05.qmd",1346,"result source data","../../artifacts/11_source_data/H05/H05_reader_chest_results.csv","other"
"notebooks/hypotheses/H05.qmd",1347,"figure source data","../../artifacts/11_source_data/H05/H05_reader_chest_effect_figure_data.csv","other"
"notebooks/hypotheses/H05.qmd",1397,"paired source data","../../artifacts/11_source_data/H05/H05_reader_chest_adequacy_figure_data.csv","other"
"notebooks/hypotheses/H05.qmd",1531,"upper-tail summary","../../artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","other"
"notebooks/hypotheses/H05.qmd",1532,"influence source data","../../artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","other"
"notebooks/hypotheses/H05.qmd",1533,"gap influence data","../../artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","other"
"notebooks/hypotheses/H05.qmd",1533,"exact paired/common MDER comparison","../../artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","other"
"notebooks/hypotheses/H05.qmd",1533,"gap-reseal reconciliation","../../artifacts/12_manifests/H05/H05_metric010_gap_reseal_reconciliation.csv","other"
"notebooks/hypotheses/H05.qmd",1607,"here","../../artifacts/11_source_data/H05/H05_paired_effect_comparison_data.csv","other"
"notebooks/hypotheses/H05.qmd",1738,"common-sample placement comparison","../../artifacts/09_tables/H05/H05_paired_placement_comparison.csv","other"
"notebooks/hypotheses/H05.qmd",1739,"random-site models","../../artifacts/09_tables/H05/H05_random_site_sensitivity.csv","other"
