"path","historical_sha256","historical_bytes","current_sha256","current_bytes","live_exact","accepted_display_transition","classification","scientific_scope","status"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.pdf","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.png","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_linearity_curve_data.csv","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_primary_diagnostic_plot_data.csv","f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,"f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_v0_observed_figure_data.csv","ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,"ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/11_source_data/H09/H09_v0_prediction_figure_data.csv","c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,"c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_score_audit.csv","357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,"357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_chronotype_value_audit.csv","b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,"b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_clock_support.csv","0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,"0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_target_summary.csv","eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,"eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_diagnostic_thresholds.csv","e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,"e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_fit_gates.csv","3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,"3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out.csv","f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,"f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_linearity_diagnostics.csv","86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,"86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence.csv","7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,"7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_residual_diagnostics.csv","f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,"f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_serial_diagnostics.csv","523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,"523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/08_diagnostics/H09/H09_site_support.csv","15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,"15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/07_models/H09/H09_model_bundles.rds","bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,"bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/07_models/H09/H09_model_fit_index.csv","cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,"cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/07_models/H09/H09_v0_model_objects.rds","b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,"b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_author_approvals.csv","a7788bb72fe19e68aa3f3116554ffc215299422596dc6863538fbfc069757070",1142,"a7788bb72fe19e68aa3f3116554ffc215299422596dc6863538fbfc069757070",1142,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_family_registry.csv","92862d3d769d0822916a4b94c10dc71c56b4feae9547e7ba8903b05bc9121f44",375,"92862d3d769d0822916a4b94c10dc71c56b4feae9547e7ba8903b05bc9121f44",375,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_formula_registry.csv","d315e77544ab99138dc72023360a0baac7d81ed3636a58fd76725ce3fefa233d",2898,"d315e77544ab99138dc72023360a0baac7d81ed3636a58fd76725ce3fefa233d",2898,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_gap_common_sample_audit.csv","53bc4d1d952ddf97a0805de4f8bd172f52e6b8b345003b2285d4003336c0d105",3963,"53bc4d1d952ddf97a0805de4f8bd172f52e6b8b345003b2285d4003336c0d105",3963,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_metric_display_audit.csv","03e8d9a248b4d70c240e78dbfa7b78461fc20ec889976202a09067395cb2bdbd",2320,"03e8d9a248b4d70c240e78dbfa7b78461fc20ec889976202a09067395cb2bdbd",2320,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_metric_registry.csv","3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,"3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_model_frame_by_site.csv","0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,"0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_model_frame_index.csv","5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,"5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_model_frames.rds","19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,"19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_non_estimable_targets.csv","21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,"21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_paired_sample_audit.csv","cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,"cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_predictor_registry.csv","359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,"359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/06_model_data/H09/H09_run_registry.csv","83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,"83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_family_audit.csv","895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,"895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_model_effects.csv","1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,"1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_model_results_master.csv","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_model_tests.csv","f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,"f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_paired_placement_effects.csv","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_v0_reproduction.csv","ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,"ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
"artifacts/09_tables/H09/H09_v0_to_stage2_comparison.csv","c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,"c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,TRUE,FALSE,"LIVE_EXACT","historical scientific identity remains live-exact","PASS"
