"table_index","table_endpoint","headers_index","token","match_count","matched_th","valid_scope","status"
4,"tbl-h09-prep-predictor-contract",9,"tbl-h09-prep-predictor-contract--gt-0003",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",10,"tbl-h09-prep-predictor-contract--gt-0004",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",11,"tbl-h09-prep-predictor-contract--gt-0005",1,TRUE,TRUE,"PASS"
4,"tbl-h09-prep-predictor-contract",12,"tbl-h09-prep-predictor-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",1,"tbl-h09-prep-metric-contract--gt-0007",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",1,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",2,"tbl-h09-prep-metric-contract--gt-0007",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",2,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",3,"tbl-h09-prep-metric-contract--gt-0007",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",3,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",4,"tbl-h09-prep-metric-contract--gt-0007",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",4,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",5,"tbl-h09-prep-metric-contract--gt-0007",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",5,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",6,"tbl-h09-prep-metric-contract--gt-0008",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",6,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",7,"tbl-h09-prep-metric-contract--gt-0008",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",7,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",8,"tbl-h09-prep-metric-contract--gt-0008",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",8,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",9,"tbl-h09-prep-metric-contract--gt-0008",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",9,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",10,"tbl-h09-prep-metric-contract--gt-0008",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",10,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",11,"tbl-h09-prep-metric-contract--gt-0009",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",11,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",12,"tbl-h09-prep-metric-contract--gt-0009",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",12,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",13,"tbl-h09-prep-metric-contract--gt-0009",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",13,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",14,"tbl-h09-prep-metric-contract--gt-0009",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",14,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",15,"tbl-h09-prep-metric-contract--gt-0009",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",15,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",16,"tbl-h09-prep-metric-contract--gt-0010",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",16,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",17,"tbl-h09-prep-metric-contract--gt-0010",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",17,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",18,"tbl-h09-prep-metric-contract--gt-0010",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",18,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",19,"tbl-h09-prep-metric-contract--gt-0010",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",19,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",20,"tbl-h09-prep-metric-contract--gt-0010",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",20,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",21,"tbl-h09-prep-metric-contract--gt-0011",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",21,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",22,"tbl-h09-prep-metric-contract--gt-0011",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",22,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",23,"tbl-h09-prep-metric-contract--gt-0011",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",23,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",24,"tbl-h09-prep-metric-contract--gt-0011",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",24,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",25,"tbl-h09-prep-metric-contract--gt-0011",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",25,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",26,"tbl-h09-prep-metric-contract--gt-0012",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",26,"tbl-h09-prep-metric-contract--gt-0002",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",27,"tbl-h09-prep-metric-contract--gt-0012",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",27,"tbl-h09-prep-metric-contract--gt-0003",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",28,"tbl-h09-prep-metric-contract--gt-0012",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",28,"tbl-h09-prep-metric-contract--gt-0004",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",29,"tbl-h09-prep-metric-contract--gt-0012",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",29,"tbl-h09-prep-metric-contract--gt-0005",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",30,"tbl-h09-prep-metric-contract--gt-0012",1,TRUE,TRUE,"PASS"
5,"tbl-h09-prep-metric-contract",30,"tbl-h09-prep-metric-contract--gt-0006",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",1,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",1,"tbl-h09-prep-primary-samples--gt-0001",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",2,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",2,"tbl-h09-prep-primary-samples--gt-0002",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",3,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",3,"tbl-h09-prep-primary-samples--gt-0003",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",4,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",4,"tbl-h09-prep-primary-samples--gt-0004",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",5,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",5,"tbl-h09-prep-primary-samples--gt-0005",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",6,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",6,"tbl-h09-prep-primary-samples--gt-0006",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",7,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",7,"tbl-h09-prep-primary-samples--gt-0007",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",8,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",8,"tbl-h09-prep-primary-samples--gt-0001",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",9,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",9,"tbl-h09-prep-primary-samples--gt-0002",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",10,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",10,"tbl-h09-prep-primary-samples--gt-0003",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",11,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",11,"tbl-h09-prep-primary-samples--gt-0004",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",12,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",12,"tbl-h09-prep-primary-samples--gt-0005",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",13,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",13,"tbl-h09-prep-primary-samples--gt-0006",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",14,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",14,"tbl-h09-prep-primary-samples--gt-0007",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",15,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",15,"tbl-h09-prep-primary-samples--gt-0001",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",16,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",16,"tbl-h09-prep-primary-samples--gt-0002",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",17,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",17,"tbl-h09-prep-primary-samples--gt-0003",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",18,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",18,"tbl-h09-prep-primary-samples--gt-0004",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",19,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",19,"tbl-h09-prep-primary-samples--gt-0005",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",20,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",20,"tbl-h09-prep-primary-samples--gt-0006",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",21,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",21,"tbl-h09-prep-primary-samples--gt-0007",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",22,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",22,"tbl-h09-prep-primary-samples--gt-0001",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",23,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",23,"tbl-h09-prep-primary-samples--gt-0002",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",24,"tbl-h09-prep-primary-samples--gt-0008",1,TRUE,TRUE,"PASS"
6,"tbl-h09-prep-primary-samples",24,"tbl-h09-prep-primary-samples--gt-0003",1,TRUE,TRUE,"PASS"
