"document","manuscript_role","label","caption","source_qmd","source_sha256","render_html","html_exists","html_sha256","anchor_count","rendered_table_count","rendered_gt_table_count","caption_count","figcaption_count","table_caption_count","rendered_caption","caption_matches_source","aria_describedby_count","caption_relation_valid","thead_count","tbody_count","column_header_count","body_row_count","semantic_core_present","unresolved_reference","render_contract_complete","targeted_render_accepted","visual_qa_status","integration_complete"
"H01","supplementary table","tbl-h01-samples-primary-near-eye","Exact fitted samples: primary dataset, near eye, all available.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 17: Exact fitted samples: primary dataset, near eye, all available.",TRUE,1,TRUE,1,1,8,17,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-primary-chest","Exact fitted samples: primary dataset, chest, all available.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 18: Exact fitted samples: primary dataset, chest, all available.",TRUE,1,TRUE,1,1,8,17,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-primary-near-eye-matched","Exact fitted samples: primary dataset, near eye, matched sample.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 19: Exact fitted samples: primary dataset, near eye, paired/common sample.",FALSE,1,TRUE,1,1,8,17,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-primary-chest-matched","Exact fitted samples: primary dataset, chest, matched sample.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 20: Exact fitted samples: primary dataset, chest, paired/common sample.",FALSE,1,TRUE,1,1,8,17,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-gap-near-eye","Exact fitted samples: gap-timing-unaware dataset, near eye, all available.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 21: Exact fitted samples: gap-timing-unaware dataset, near eye, all available.",TRUE,1,TRUE,1,1,8,17,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-gap-chest","Exact fitted samples: gap-timing-unaware dataset, chest, all available.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 22: Exact fitted samples: gap-timing-unaware dataset, chest, all available.",TRUE,1,TRUE,1,1,8,17,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-gap-near-eye-matched","Exact fitted samples: gap-timing-unaware dataset, near eye, matched sample.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 23: Exact fitted samples: gap-timing-unaware dataset, near eye, paired/common sample.",FALSE,1,TRUE,1,1,8,17,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-samples-gap-chest-matched","Exact fitted samples: gap-timing-unaware dataset, chest, matched sample.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 24: Exact fitted samples: gap-timing-unaware dataset, chest, paired/common sample.",FALSE,1,TRUE,1,1,8,17,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-diagnostic-assessment","Overall model-check assessment for each primary near-eye and complementary chest model.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 25: Overall diagnostic assessment for each primary near-eye and complementary chest model.",FALSE,1,TRUE,1,1,4,36,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-representative-diagnostics","Stored model-check values for four representative primary near-eye review signals.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 26: Stored diagnostic values for four representative primary near-eye review signals.",FALSE,1,TRUE,1,1,5,4,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-sensitivity-classification","Support-level sensitivity classification relative to the primary near-eye analysis.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 27: Support-level sensitivity classification relative to the primary near-eye analysis.",TRUE,1,TRUE,1,1,5,7,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-sensitivity-support","Supported metrics in each complete 17-test family across sensor position, dataset, and matched-sample analyses.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 28: Supported metrics in each complete 17-test family across placement, data, and common-sample analyses.",FALSE,1,TRUE,1,1,5,40,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-paired-placement","Matched-sample near-eye and chest estimands with component 95% CIs and exact samples.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 29: Matched paired/common-sample near-eye and chest estimands with component 95% confidence intervals and exact samples.",FALSE,1,TRUE,1,1,8,32,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-l10-noon-support","Primary strict-after-16:00 and noon-cut sensitivity for the darkest-10-hour midpoint.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 30: Primary strict-after-16:00 and noon-cut sensitivity for the darkest-10-hour midpoint.",TRUE,1,TRUE,1,1,5,18,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-l10-noon-effects","Photoperiod and latitude effects under the darkest-10-hour midpoint clock-cut sensitivity.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 31: Photoperiod and latitude effects under the darkest-10-hour midpoint clock-cut sensitivity.",TRUE,1,TRUE,1,1,4,6,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-period-sensitivity","Exactly identified continuous-period sensitivity for the longest period above 250 lx melEDI.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 32: Exactly identified continuous-period sensitivity for the longest period above 250 lx melEDI.",TRUE,1,TRUE,1,1,9,8,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-scope-sensitivity","Preregistered-scope sensitivity with raw and FDR-adjusted p-values.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 33: Preregistered-scope sensitivity with raw and BH-adjusted p-values.",FALSE,1,TRUE,1,1,5,57,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-marginalization","Site-average and observed-sample marginalization for primary and complementary models.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 34: Equal-site and observed-sample marginalization for primary and complementary models.",FALSE,1,TRUE,1,1,4,36,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-influence","Participant-deletion influence summary for primary and complementary models.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 35: Participant-deletion influence summary for primary and complementary models.",TRUE,1,TRUE,1,1,6,36,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-latitude-loo","Leave-one-site-out latitude sensitivity for primary and complementary models.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 36: Leave-one-site-out latitude sensitivity for primary and complementary models.",TRUE,1,TRUE,1,1,6,36,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-participant-formulas","Exact participant-level Wilkinson formulas used by the H01 implementation.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 3: Exact participant-level Wilkinson formulas used by the H01 implementation.",TRUE,1,TRUE,1,1,2,5,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-participant-day-formulas","Exact participant-day Wilkinson formulas used by the H01 implementation.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 4: Exact participant-day Wilkinson formulas used by the H01 implementation.",TRUE,1,TRUE,1,1,2,5,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-preregistered-scope-formulas","Exact Wilkinson formulas used in the preregistered-scope sensitivity.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 5: Exact Wilkinson formulas used in the preregistered-scope sensitivity.",TRUE,1,TRUE,1,1,3,10,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H01","supplementary table","tbl-h01-formula-manifest","Formula, engine, and estimation method recorded for every fitted and comparison model.","notebooks/hypotheses/H01.qmd","5a3f1a03c5c83fba24f59d85d5fb949dd73162d9df9f33fde1a14a17aadda7a9","_build/nathealth/notebooks/hypotheses/H01.html",TRUE,"53a216ff0ae82b2e9177671d6330862832c1c5f2a9e79251e0da0acb5671260f",1,1,1,1,1,0,"Table 6: Formula, engine, and estimation method recorded for every fitted and comparison model.",TRUE,1,TRUE,1,1,6,29,TRUE,FALSE,TRUE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
"H02","supplementary table","tbl-h02-model-deviations","H02 estimand and model changes relative to the registered analysis.","notebooks/hypotheses/H02.qmd","56f6ded2dae5420e36231958d0b1a50f5f938d0d9dd2172301b2340861a0ff20","_build/nathealth/notebooks/hypotheses/H02.html",TRUE,"df73f2f87d6d3bdc9acd44493a113e18b510884f0ecb8e2214b39dc3d71cb164",1,1,1,1,1,0,"Table 1: H02 estimand and model deviations from preregistration.",FALSE,1,TRUE,1,1,4,7,TRUE,FALSE,FALSE,FALSE,"pending serial Phase 4 targeted render and visual QA",FALSE
