"path","bytes","sha256","classification"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/200e85cb494e_200e85cb494e_brown_participant_state_raincloud.svg",108600,"200e85cb494e28865cafe677c860ec8a6e4eb426c86c78b37819a4bd19e08653","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/2b955196ce35_2b955196ce35_H06_stage3_site_specific_significance_screen.svg",29707,"2b955196ce35eae1c973201a00523e538a6535ac59c8abe240160611a74c8b83","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/2f9493540f12_2f9493540f12_figure4_exact_layout_replication.svg",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/3005cbcd8c8b_3005cbcd8c8b_H06_reader_temporal_day_type.svg",57982,"3005cbcd8c8b7a40339542fbe776853567d0ff56ae4d98fa6d2ebee6118110d3","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/4304aa487b3c_4304aa487b3c_descriptive_overview.svg",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/4ddf972fc4c8_4ddf972fc4c8_H01_stage3_model_support.svg",54914,"4ddf972fc4c8082594d13a3b446537ae8a525ca35077e0605967f9c4c0ce519e","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/58b7263ac915_58b7263ac915_latitude_photoperiod_diagnostic.svg",177168,"58b7263ac915e910c268d840f00cb1a036fcc7036ed7b1ef0a201bb4202117fa","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/61de5a9df7dd_61de5a9df7dd_time_series_to_metrics.svg",150676,"61de5a9df7dda373d27935a9905bde99c2857c52787dafaedbb11a240efa7bbe","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/62414031116e_main_site_free_work.svg",29691,"62414031116e794769d6f59ba4e5ac73fd2d44d698b54ff9ef1f0c3344c5c8b5","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/63c21b0d084b_63c21b0d084b_near_eye_metric_distributions.svg",6313499,"63c21b0d084b76e63e50d24f097ab3a881c7056ca4d73c7def5f7a064d1daf05","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/a3f9bdb969c0_a3f9bdb969c0_H09_primary_effects.svg",20707,"a3f9bdb969c075d33adf9a0e6e751a1f967d5111856fcd0db07cbc36575a745a","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/a510c6bc356b_a510c6bc356b_H03_manuscript_supplementary_figure_S7.svg",240560,"a510c6bc356bba1ed748d4f0f4a308669b218af36af0b06e0fc18f82014674b3","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/c937252509c5_c937252509c5_H09_observed_timing_patterns.svg",1245097,"c937252509c5de9448944358a9846842c973bac26b0f0fb4640728fcf8a908b3","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/e9d44034ace6_e9d44034ace6_H06_paired_placement_effects.svg",7423,"e9d44034ace69fc82f67079fdabb266827cc06e053f948bd47e90d6ce1a47e14","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/e9d7d6010040_e9d7d6010040_H05_reader_near_eye_effects.svg",66573,"e9d7d60100403aea3ac25282f9be33f981b182a09e74479cd160bdc296ae63b3","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/ecca6b953916_main_site_workday.svg",28784,"ecca6b95391659817dee792c9abd35acf3a7a93aaf184203ad0c284258708b86","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/ee82f8f1ef3f_ee82f8f1ef3f_H11_reader_primary_near_eye_curves.svg",25379,"ee82f8f1ef3f360a584a92712ea1e9e1e48341617d5d0e332743c72c956cdbfe","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/f0f77bbd8967_f0f77bbd8967_H08_near_eye_effects.svg",12850,"f0f77bbd896739941d8ae63bb24ed889528a410a963c2123b07ca3a825f7ddee","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/accepted_figures/f12465fd629c_f12465fd629c_H07_revised_smooth_derivative_pairs_near_eye.svg",1238493,"f12465fd629c44bbcc7f09a13fccd88b41eda9b80d1cba1310bbdab4ce52ba57","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s10_visual_sensitivity.html",15991,"01c20a54f0bd1607ada3bb4d0e633ae899415e8d24b14c81466384a9a33ea14e","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s11_chronotype.html",17001,"41b7d453130fb7855290d6adc1b65e076e57b4b8ac7137951126c3aa2f1f2406","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s12_age_sex.html",18775,"19f5b69e871bf59deaaa1b70511b7227e2e25aab91b36e1d6a5e1305677fc403","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s3_recommendation_windows.html",51816,"33ebc99f976acffb54082eb7afd4a6b44549b3f9de330dea998ce2f69c4ba6e6","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s6_photoperiod_classification.html",19611,"cc5f08ad52f4b30ee153c1591896015b04effaafa1410a0d878f88747995fa05","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s8_person_level_synthesis.html",37081,"0318acf46a1d5694eb8ab84dfc998d691c6d3006f479a43584da2f7c3440c3d2","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s9_light_behaviour_a.html",20226,"f2521c44238a4441744b3a8d0f1df596dd02ce256f41ac066c25d1650a303275","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table_s9_light_behaviour_b.html",17479,"d291179badceafd69b9637b847788479d683895c14e3f9a48d187968be602b09","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table1_participant_site.html",66646,"95781f53b177f06750c4503f8861fb605e4c9f293de5112131c523d8cc41e4ea","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/display_assets/table3_metric_context.html",1901204,"d50b25afae95a95d61641349116e504a2bbf06780b43a46b195ac468246e8dc2","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/manuscript_displays.css",5108,"6f52a9e883241dba64205419a7f50916f1fc26ff557b7d5117636803dae18a74","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/references_merged.bib",52502,"fa7454dedb2f84e5bf49fb9c590d1eadbaef2756dae05aa4bc2c2beceecc00a0","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/accepted_figures/012453debcd7_012453debcd7_H04_manuscript_figure3_selection_candidate.svg",226671,"012453debcd7994ab8b8437bd1b829a4935b26d97803963c6621ee2093bd72dd","generated_preimage"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/accepted_figures/2f9493540f12_2f9493540f12_figure4_exact_layout_replication.svg",2982460,"2f9493540f12c9c660d213ee619bc726f1e3a0e34ce52c0e59bdf6bd8102a5cd","generated_preimage"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/accepted_figures/4304aa487b3c_4304aa487b3c_descriptive_overview.svg",2463966,"4304aa487b3c7f6b27b533952315fc9b790d4d00334aeb519a97d28c50d98936","generated_preimage"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/render_docx_round1/ZaunerEtAl2026_NatHealth_phase3_brown.docx",3765960,"4790ebb3613c5f1a0ef5c86f84add9487134cd0c0f5fde9d4542cce5930df37d","generated_preimage"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/supplementary_information_outline.qmd",26762,"7eaa706556703ce9e78b93d927aae1ca83865174a7be2dca0799689eb4efaec9","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/supplementary_information_standalone.qmd",611,"1cd02407b2881bb505f77206e8d7f66f8b1ddcca98054aa0ce094da75eb62298","protected_input"
"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_production_2026_09_14/project/manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd",83688,"d33fe83296dac0b83dabffff30e5f21bb42143f40906615f94af4146329030eb","protected_input"
