"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target"
"artifacts/07_models/H07/fits/dose_common_corrected__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","3b2ce50ef724735d7937b0d9def00203de3bb4a0fd088bb399f261ee24e14245",677848,"2026-08-06T09:19:00.908037Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_corrected__near_eye/dose_time_sensitive_corrected_medi/registered_null.rds","h07_artifact_or_input","e6516802079bf3498271e3d1cd3f7f81166461a2f0542d0c6733cddc888a3de2",356648,"2026-08-06T09:18:58.096034Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","474cf67db97dd3df814b1b1535a6822c5e9b9cad5899729d01ddec0733c4eeca",683668,"2026-08-06T09:19:18.363879Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","0bee12eb6244e5b0695e11b0bb19d737831a1c122d5529bd08100d0b824056d7",735220,"2026-08-06T09:19:21.057379Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__chest/dose_time_sensitive_corrected_medi/registered_null.rds","h07_artifact_or_input","f949f94ccaf4fc9e5e655c567e646d9ec1cb2fcccec66fa7336a2129ba4f7a25",416696,"2026-08-06T09:19:16.007825Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","b9523a1df226fc024e41e4668eb2a080ffc0d6b3ce359ecee68120e317939548",622052,"2026-08-06T09:19:12.221401Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","d80e2e4d461e0f8068b7b2caf67471866a0a43ee8031bb6029e883bda52c98e1",677236,"2026-08-06T09:19:13.428474Z UTC",FALSE,""
"artifacts/07_models/H07/fits/dose_common_observed__near_eye/dose_time_sensitive_corrected_medi/registered_null.rds","h07_artifact_or_input","4ae06f8f54363034e195b1083928cd4e57f1e1ddc2b62b916f3dba711bc121a3",356516,"2026-08-06T09:19:10.625456Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__chest/longest_bout_above_250/adapted_photoperiod_linear.rds","h07_artifact_or_input","280b49bf49a4854d66f9a5235842c9634fc23567062ce7fddd0a60f8cc5451a5",733120,"2026-08-06T09:18:53.367524Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__chest/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","6547cb3fe2574f6d07a18e5fb55a08e81ba1a5e435f21b4a0ed3332259081110",797356,"2026-08-06T09:18:55.090532Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__chest/longest_bout_above_250/registered_null.rds","h07_artifact_or_input","e4496bcb61677ff904fe8f99fc29da3e62e2b839149c70a2d5ffa936a3942cd6",410524,"2026-08-06T09:18:52.268337Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__near_eye/longest_bout_above_250/adapted_photoperiod_linear.rds","h07_artifact_or_input","e5ab7596b7f7aee692c4e6f582de252d91df61bd177ac2225657af40b7c4d102",577264,"2026-08-06T09:18:49.023600Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__near_eye/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","aa8cc50d19c038ef80ce57c3e7474d0d971f7a63c1dd04c209b8aa147bba746c",633636,"2026-08-06T09:18:50.224116Z UTC",FALSE,""
"artifacts/07_models/H07/fits/exact_period__near_eye/longest_bout_above_250/registered_null.rds","h07_artifact_or_input","40207faa0881cc107fb5cb3195a0a5d9d14ce167f7566915395d2780f51ff506",337084,"2026-08-06T09:18:48.375703Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","591426de27f7803ddc5feda61994a086af7cd5deff942e2de808da042227c350",625888,"2026-08-06T09:11:37.210718Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","4e49250ca6b8bd720e5b6fdf966f673eb2c1259897cebced0a8b3667d8b42462",674692,"2026-08-06T09:11:39.537525Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/daily_geometric_mean_medi/registered_null.rds","h07_artifact_or_input","68915cee1a8c849c1df5c22cf12d0d91879a2a9c8d15a56114539779d685875e",404504,"2026-08-06T09:11:35.025566Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","75c095b60c491e2d78238920b81fa3cb8d2bd1210f3a06c6f17d3e3d434b124b",623380,"2026-08-06T09:13:00.793413Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","3ac7ba34add833befa321a4366d677a8762f378bc63037d3944cb66ccbc80114",670352,"2026-08-06T09:13:03.847478Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/dose_time_sensitive_corrected_medi/registered_null.rds","h07_artifact_or_input","6eb7586c5e4a8a1366bbd44710ab3619f9c64a7bc5a06630db5d11f7c5b81114",393664,"2026-08-06T09:12:58.329718Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_1000/adapted_photoperiod_linear.rds","h07_artifact_or_input","2d1e4f8285cc36ec4742c5196cbd896b96bd28567abe401d66e0bcb4f9364256",809124,"2026-08-06T09:12:07.327385Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_1000/adapted_photoperiod_smooth.rds","h07_artifact_or_input","0c7703667a696f60b96069c41eeb75500821e6cdf8d49774b6d1fcc35ed69f7e",879324,"2026-08-06T09:12:11.307455Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_1000/registered_null.rds","h07_artifact_or_input","b337e473d8604e432dc1dbaef30faabcf2235698b3d43b8e50ebf8bdcf5dc422",761040,"2026-08-06T09:12:03.625875Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_250_wake/adapted_photoperiod_linear.rds","h07_artifact_or_input","87db7f6dc719126437f2854a830cc47c35c658a7c6360effa2a0c535adc33e28",797804,"2026-08-06T09:12:20.548934Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_250_wake/adapted_photoperiod_smooth.rds","h07_artifact_or_input","b12c2e851df5f2bcbdf542ce86dc3c943ac14c606e121e77121773212e43b323",867368,"2026-08-06T09:12:27.833258Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_above_250_wake/registered_null.rds","h07_artifact_or_input","0d7ef69a62d16ab238ff9946bdf73042fd7ead2863821a42b11bf4a9266a3489",767304,"2026-08-06T09:12:16.924254Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_1_sleep_environment/adapted_photoperiod_linear.rds","h07_artifact_or_input","40deb1fd8eeaabdf173624634e6dc85395f249e7dabbff3c6454109e18451820",809336,"2026-08-06T09:12:44.054963Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","h07_artifact_or_input","74e2524ee8e97c21d6c6770ab5246a2cd2a220dfa3257700df707d6f760589c5",868608,"2026-08-06T09:12:49.623795Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_1_sleep_environment/registered_null.rds","h07_artifact_or_input","b3a1dc5c82a0e3fe96370383d56cb4d36e9bee5ea3828e7c474b04f8d536b5ad",750804,"2026-08-06T09:12:39.699449Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_10_pre_sleep/adapted_photoperiod_linear.rds","h07_artifact_or_input","38644decadec2ed44a3f5299677eef922c5fd88e466ab33cc3bedae2cae0717c",649888,"2026-08-06T09:12:31.594995Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","h07_artifact_or_input","8dce412e1681f705d5158cea2a5ad983ca61bde2cece51e1fa0aad6fcdb2c253",699444,"2026-08-06T09:12:33.724355Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/duration_below_10_pre_sleep/registered_null.rds","h07_artifact_or_input","7db095ec1c7997b6f320bdcbed132cba8a84407c0b568b28d8764f790279d57a",382524,"2026-08-06T09:12:29.748241Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/l10_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","a3cd719fe317b61fe84796fa07391e96b698fcfdae1f1837ec2cff568cc4c452",628072,"2026-08-12T00:36:08.172098Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/l10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","4d4f29280ddefc82963b3fa23d7eeeabe30e9619daa0b00bdf0ae3c2550ee8ae",673820,"2026-08-12T00:36:08.179253Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/l10_mean_medi/registered_null.rds","h07_artifact_or_input","fc5d5f93b9eb5afa86995873bbdc833daefbab960b3a7691332de534e9e9eb49",406900,"2026-08-12T00:36:08.189615Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/longest_bout_above_250/adapted_photoperiod_linear.rds","h07_artifact_or_input","7a282e397e73a6a98681f5ebbd1970dcb5dd3fc5bcca8eb3d2012f5ea789ee99",616040,"2026-08-06T09:12:53.928142Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","ed9c1ff4de9902cf1942ad05c87ae9a7893cdabc3a29d99b04ef1e9a71f27dde",659988,"2026-08-06T09:12:55.545436Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/longest_bout_above_250/registered_null.rds","h07_artifact_or_input","a85e84e02661281b9e4c9aeb9d697a763066fa90ba30b6b2c06c1826621a6e8c",388904,"2026-08-06T09:12:52.469886Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/m10_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","3f2c13ae356f4cfa27451ffd213d57271d24590d2809630a92c134a52f19e9f6",624920,"2026-08-06T09:11:45.138442Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/m10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","a629b3dc46cad5e490469485aaab25b58946975c32341b2f80ffe314a4a1fcfc",673560,"2026-08-06T09:11:47.909108Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__chest/m10_mean_medi/registered_null.rds","h07_artifact_or_input","5c4737cba2f4030e4945b84ac96e167bad74f8ca5cbb55a69be26250409c5e67",405760,"2026-08-06T09:11:43.048615Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/daily_geometric_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","27264ff8ac56deb59bc85adceaf7e012198d2bee610509eae1e7c8536afe4065",570220,"2026-08-06T09:10:10.882400Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","1d310a7449ba3875e9c54dced59717b76c854806ee9be59712af955ca9caeb66",619532,"2026-08-06T09:10:14.414272Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/daily_geometric_mean_medi/registered_null.rds","h07_artifact_or_input","41497b39d0f81bf65a19cb0b5a9a7d09be2302962adfac97c7d2ae5a780b9a16",362444,"2026-08-06T09:10:07.705189Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","7db6ec4fcbaa6f086af9a1e02a8bcb20fc0d62527453af834742f01211341029",562812,"2026-08-06T09:11:29.720547Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","f3c3e0fe26243bc5f3c26f2db9d9ae6a1a81b0637f9c4baa3fecd54b95e4e403",607660,"2026-08-06T09:11:31.616364Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/dose_time_sensitive_corrected_medi/registered_null.rds","h07_artifact_or_input","683a55cfcec3ef77c6a479790cd8e6c502b9b325096adaac811f62ae13e5ddfa",338840,"2026-08-06T09:11:28.099141Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_1000/adapted_photoperiod_linear.rds","h07_artifact_or_input","c8e3e63f4cf1c652caa1ccae97373b68eae9f63791dd4c4ff0f3380cea45bbdd",698636,"2026-08-06T09:10:38.564399Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_1000/adapted_photoperiod_smooth.rds","h07_artifact_or_input","dd5dbb381170d3864e8a95cbe7e4ed81fb1c60b2215036634bb0c29d79124968",765752,"2026-08-06T09:10:42.919994Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_1000/registered_null.rds","h07_artifact_or_input","6183bf659ff03bc13664e0cb1a79d2c285cc05ea27452fb3c9aad3ca8de6c578",650668,"2026-08-06T09:10:35.408869Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_250_wake/adapted_photoperiod_linear.rds","h07_artifact_or_input","420dbcd1a82ab073a37a90a8440c6fa029f8eb25c2ad7b1daf4e06425e08557c",688952,"2026-08-06T09:10:51.227429Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_250_wake/adapted_photoperiod_smooth.rds","h07_artifact_or_input","114c4c45a4eac660ba316a4a9192d3ba1e32531b847ad45e71cd8ec1bea294a7",747984,"2026-08-06T09:10:54.474149Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_above_250_wake/registered_null.rds","h07_artifact_or_input","ec1a117e321f8d486c1face77d5e070199efe7fa0ba8cc72fd691b69e12d71f6",656232,"2026-08-06T09:10:48.413021Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_1_sleep_environment/adapted_photoperiod_linear.rds","h07_artifact_or_input","b718aa9dfb381386f09878443f78a8b0e5b3d2ab194e1a06548aa38f85cb2773",698972,"2026-08-06T09:11:14.815375Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","h07_artifact_or_input","d2309d42ca71830eee8bf6beff4740ee272c228547f8d45df1abfd036c5c7c8d",758168,"2026-08-06T09:11:20.059897Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_1_sleep_environment/registered_null.rds","h07_artifact_or_input","1d9f73be5943ecab1810aeb60c1a80c9b30ad019cf2c8145ec16c2903de0a619",646072,"2026-08-06T09:11:12.412914Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_10_pre_sleep/adapted_photoperiod_linear.rds","h07_artifact_or_input","cb53f00dc529aae698387b48647275f41d2a0004c113e6b203300f9e2f6dd427",602692,"2026-08-06T09:11:01.742360Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","h07_artifact_or_input","d5da2808841e5a1cf6de8e54ea1321e42fb77f48bd752938d1ee4783ab18e549",696196,"2026-08-06T09:11:08.618310Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/duration_below_10_pre_sleep/registered_null.rds","h07_artifact_or_input","cc2b3834856faddd10145a284702f22cb09b2878fd34b31ca860b9062f5f394b",339992,"2026-08-06T09:10:56.454923Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/l10_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","db9b2395362f4bff4c2f057792acd9defbcacfdd3846d9d02814b8998a910d68",570948,"2026-08-12T00:36:08.196179Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/l10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","545035d79946fefe0812ec16469976d33e369f5b28a15872c9a1bbac06230bd1",621116,"2026-08-12T00:36:08.201213Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/l10_mean_medi/registered_null.rds","h07_artifact_or_input","93651d67e9635079906cb55aad628398b816a67660ed61f1b5fe9ef8c0c80692",362112,"2026-08-12T00:36:08.201907Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/longest_bout_above_250/adapted_photoperiod_linear.rds","h07_artifact_or_input","a1dea4a9b4bde919a29fe889caf2688a207d471bfabb5fe863de2396aa06d824",559720,"2026-08-06T09:11:24.030461Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","8fb03431224fdb835080f48ab5708c7755d97741ed9e974f1d1e1aaababa5ba5",613960,"2026-08-06T09:11:26.066233Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/longest_bout_above_250/registered_null.rds","h07_artifact_or_input","14aaf00f75578164ffb55ebd21a53db1fbe01b0539d61dcd97e28e9b5718edc8",339964,"2026-08-06T09:11:22.770448Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/m10_mean_medi/adapted_photoperiod_linear.rds","h07_artifact_or_input","5a353cc3cbade8c9aafb96268ebaf505e209f00e385bb17a139c99ffc864cfd5",569848,"2026-08-06T09:10:18.878307Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/m10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","24119ab2ac1d7219254afc209504897d5e1b68b13df770b57cbbd4e102d425f5",618296,"2026-08-06T09:10:21.619199Z UTC",FALSE,""
"artifacts/07_models/H07/fits/gap_timing_unaware__near_eye/m10_mean_medi/registered_null.rds","h07_artifact_or_input","c4f39593aaa1f9b1ea7b9535a904149c8a0afb3e1717f931fd1bfff14d0edb10",359812,"2026-08-06T09:10:17.163573Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","fb706e74edc20734943a4ff89ecb435e3e64c852d5fcd0e29be5bf54b0208559",522644,"2026-08-06T09:19:35.336085Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","aeabbd369edd5f6ead2cb3534083783cf51928a32d363c71a6b499e86d0a9116",573396,"2026-08-06T09:19:52.179603Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/duration_above_1000/adapted_photoperiod_smooth.rds","h07_artifact_or_input","ac491f30de16d2de5818b95d2dfcf9abb3fe5ebec57f51a605f92bc2b2bd0311",675936,"2026-08-06T09:20:12.246380Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/duration_above_250_wake/adapted_photoperiod_smooth.rds","h07_artifact_or_input","56c270448eeead895b233609a037e14141fbddf43ab9ef00663241d92e19af18",672248,"2026-08-06T09:20:47.673391Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","h07_artifact_or_input","4bb57673e9aa7509af409f93d3a92c7e6cf4d7713386b9d258b0ca63f2b325a5",666112,"2026-08-06T09:21:28.114306Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","h07_artifact_or_input","6388bbc6ee8feda494caf2c0db38bab1fcde48ebaee16217fae866d8f42b4441",589072,"2026-08-06T09:21:53.524478Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/l10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","59d8b77366ab07f5876caf896523abcda690016de8a06f7e7119bd1c83307180",523736,"2026-08-12T00:36:08.203065Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","b59b93bd3a97235212df012806c31dcf48b706bb203297e2fb5f7d2e2e8662dd",515476,"2026-08-06T09:22:24.640679Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_baua/m10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","cdbefd2ed0f89a7842804d8c9b605800d70b189ffc2f99c56878eb6e13385294",526820,"2026-08-06T09:22:40.060352Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","3838b94753344d25b8260c5ce17b905a071208b544607be5d48ed806ef3c257f",492672,"2026-08-06T09:19:39.797222Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","225abc5ac06e3639063290fd61529f2d698672ad1b2ab2044d0a26b9a3e725cc",548432,"2026-08-06T09:19:56.408277Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/duration_above_1000/adapted_photoperiod_smooth.rds","h07_artifact_or_input","090225bdfd76a134bf26620cd8d65bb5d1790a5d87f7a606c7df7ea7b6dc3e83",658940,"2026-08-06T09:20:20.197499Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/duration_above_250_wake/adapted_photoperiod_smooth.rds","h07_artifact_or_input","d25db8aef16127e973ed5b659b46901c545827213a5fbc42ece9a0c95e66626a",653212,"2026-08-06T09:20:57.994820Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/duration_below_1_sleep_environment/adapted_photoperiod_smooth.rds","h07_artifact_or_input","c3ee925a128e917ac962e14cedd4a73f05a15792ff9c0ec5732a64790f37175e",649380,"2026-08-06T09:21:35.803960Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/duration_below_10_pre_sleep/adapted_photoperiod_smooth.rds","h07_artifact_or_input","b4b21884eca45d3e7291062335bc5ec1ac43539aadc92a744e535c29a80b74ac",575684,"2026-08-06T09:21:56.498538Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/l10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","0b29d2f73de2cee14aa3d7a2ec5172b60d7d339b3f73bdccd5889d7f6d13d340",495844,"2026-08-12T00:36:08.213185Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/longest_bout_above_250/adapted_photoperiod_smooth.rds","h07_artifact_or_input","a7e0f55592865fb8eddf9f7f4847b791a9513359391bad44e907c8b80bd6a999",488156,"2026-08-06T09:22:28.545079Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_fuspceu/m10_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","89cb95d7366cb6b5064856fdd2a28bf5256620fc6e8436952eb376be298655f8",577284,"2026-08-06T09:22:44.691575Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_iztech/daily_geometric_mean_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","1e58b5cdfda8cc52826a12abf239b080a8ae32373ff108e64d015e65aafee112",533024,"2026-08-06T09:19:41.633891Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_iztech/dose_time_sensitive_corrected_medi/adapted_photoperiod_smooth.rds","h07_artifact_or_input","06055c822c616fd55233ce748c17186fafcab7bf2a03f1c486e7881b09b5fd96",592156,"2026-08-06T09:19:58.710478Z UTC",FALSE,""
"artifacts/07_models/H07/fits/loso__chest__omit_iztech/duration_above_1000/adapted_photoperiod_smooth.rds","h07_artifact_or_input","734723101097beaa54afb5f98809b9797d91eb82320d840261f688effb24a65e",707556,"2026-08-06T09:20:25.942191Z UTC",FALSE,""
