path,sha256,bytes,role,producer,r_version
artifacts/09_tables/H01/reporting/H01_reporting_r2_preview_long.csv,5886bb8f3309f42d9026372e024db0ed72848fa698e6229cea711db18c672949,55297,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_reporting_r2_preview_wide.csv,e7663984dfc92c2735805832124ebae316f113aac0fc544cca2f2861cc3fc54a,11081,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_reporting_scenario_support.csv,83c2c7d741852116450de59e34a6ecf15ee1dad0f9d02ffb0dda256928767c19,6621,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_reporting_site_followups.csv,88e5aa38ad18c0f9df4bbc42fda95c1531f73fc443ee6b923d8e66b309eaf4b8,18007,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_reporting_v0_new_r2.csv,a8d16fb3527f9e61fa62303a14f4c3941c9f8c0fc52d2b5b03c5b4259bbef47a,36995,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_reporting_v0_new_tests.csv,c6b0c18f2a68e90e4c97d00659d963db4be015f0b957b4c326453fa994f3f544,8479,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_submitted_table_s2_exact_render.csv,dd34ee1ff3ad4ecc829314d4c5720e49de94050ddf91d576c1f04116e390db5c,3702,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/reporting/H01_submitted_table_s3_exact_render.csv,17cd64e979d1ce36c4d1946e949e5ba2d750671a0a35350c6ea8cfa40f097256,2464,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/v0/H01_v0_exact_samples.csv,413be704ac8adaedc86975edeb8a241f43cf55c249571f8941e80dbfb7c99aa9,3761,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/09_tables/H01/v0/H01_v0_model_results.csv,06e496d4d7b4d98e5afd677ffe98b6795d79127cc037a63e43a8228f6c26c8a5,15059,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png,78f8e3d1ac7815c5c5ff1857da09a5733d1d3346708f6771be3e678e21644ff2,265064,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.svg,dca75a104718abb8d65b2be7b894a5b461528f8d5f6cefa5d90c1154d180e2ba,176996,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/11_source_data/descriptives/latitude_photoperiod.csv,cb0db01ffad971eb23b9f8fbfa4c84546cc94e98df0ad727400286d92387b5c8,78282,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/11_source_data/H01/reporting/H01_figure_s10_observed_photoperiod_source.csv,5d17eaf6ee3c1ecceca38a5d57153d1f38f0374efcf85218450990063569997f,106024,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
artifacts/11_source_data/H01/reporting/H01_figure_s10_theoretical_bounds_source.csv,073fa2fdae1e4a97c76409d2fc62136dddce0f4c16359b21d855cf7bf0b36f4a,3001,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
config/site_display_registry.csv,3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809,295,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
docs/RQ1.html,989a961ebcea5707dc68a9dd3379c7ed914fa0bdf81e7e69100be1d47ce49480,805529,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
manuscript/R0_NatMed/Supplements/FigureS10.png,056e217c682ac8ad43b9974f1601eb4c05e6c4373f74fb5e9fd33002149832f0,396472,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
manuscript/R0_NatMed/Supplements/TableS2.png,3eebff001c7031deb6c92dd259373e956524122a3c27d4e2f9222e1ff3cc5321,749431,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
manuscript/R0_NatMed/Supplements/TableS3.png,650f2bb26b2bedcd52acada6236fe799ee4e5fc74c2f38d8e68281785427a03f,297328,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
scripts/hypotheses/H01/build_h01_reporting_inputs.R,ec1b7d3e6947ad7d15661b6bb94fc24e99ad71981248a1a152f522dc981d9446,38207,H01 reporting input,scripts/hypotheses/H01/build_h01_reporting_inputs.R,4.6.1
