"check","pass","detail"
"table_2_a.html no active/fetched tag link",TRUE,""
"table_2_a.html no active/fetched tag base",TRUE,""
"table_2_a.html no active/fetched tag video",TRUE,""
"table_2_a.html no active/fetched tag audio",TRUE,""
"table_2_a.html no active/fetched tag source",TRUE,""
"table_2_a.html no event handlers",TRUE,""
"table_2_a.html no CSS network fetch",TRUE,""
"table_2_a.html only inline PNG resources",TRUE,""
"table_2_a.html CSP blocks automatic network",TRUE,""
"table_2_a.html instructions outside capture",TRUE,""
"identity tbl-main-primary-results.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/source/brown_assets/tbl-main-primary-results.html"
"identity table_2_b.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_2_b.html"
"table_2_b.html one table in rectangle",TRUE,""
"table_2_b.html fixed rectangle width",TRUE,""
"table_2_b.html row count",TRUE,""
"table_2_b.html exact repeated thead",TRUE,""
"table_2_b.html source styles exact",TRUE,""
"table_2_b.html source font declaration",TRUE,""
"table_2_b.html no capture font override",TRUE,""
"table_2_b.html whole mean-SD unit count",TRUE,""
"table_2_b.html exact source body row 0",TRUE,""
"table_2_b.html complete column span 0",TRUE,""
"table_2_b.html exact image tags 0",TRUE,""
"table_2_b.html exact source body row 1",TRUE,""
"table_2_b.html complete column span 1",TRUE,""
"table_2_b.html exact image tags 1",TRUE,""
"table_2_b.html exact source body row 2",TRUE,""
"table_2_b.html complete column span 2",TRUE,""
"table_2_b.html exact image tags 2",TRUE,""
"table_2_b.html exact source body row 3",TRUE,""
"table_2_b.html complete column span 3",TRUE,""
"table_2_b.html exact image tags 3",TRUE,""
"table_2_b.html exact source body row 4",TRUE,""
"table_2_b.html complete column span 4",TRUE,""
"table_2_b.html exact image tags 4",TRUE,""
"table_2_b.html exact source body row 5",TRUE,""
"table_2_b.html complete column span 5",TRUE,""
"table_2_b.html exact image tags 5",TRUE,""
"table_2_b.html notes exact and on specified part",TRUE,""
"table_2_b.html unique standalone IDs",TRUE,""
"table_2_b.html headers resolve inside table",TRUE,""
"table_2_b.html no active/fetched tag script",TRUE,""
"table_2_b.html no active/fetched tag iframe",TRUE,""
"table_2_b.html no active/fetched tag object",TRUE,""
"table_2_b.html no active/fetched tag embed",TRUE,""
"table_2_b.html no active/fetched tag form",TRUE,""
"table_2_b.html no active/fetched tag link",TRUE,""
"table_2_b.html no active/fetched tag base",TRUE,""
"table_2_b.html no active/fetched tag video",TRUE,""
"table_2_b.html no active/fetched tag audio",TRUE,""
"table_2_b.html no active/fetched tag source",TRUE,""
"table_2_b.html no event handlers",TRUE,""
"table_2_b.html no CSS network fetch",TRUE,""
"table_2_b.html only inline PNG resources",TRUE,""
"table_2_b.html CSP blocks automatic network",TRUE,""
"table_2_b.html instructions outside capture",TRUE,""
"identity tbl-near-eye-metrics.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html"
"identity table_s2_part_01.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_01.html"
"table_s2_part_01.html one table in rectangle",TRUE,""
"table_s2_part_01.html fixed rectangle width",TRUE,""
"table_s2_part_01.html row count",TRUE,""
"table_s2_part_01.html exact repeated thead",TRUE,""
"table_s2_part_01.html source styles exact",TRUE,""
"table_s2_part_01.html source font declaration",TRUE,""
"table_s2_part_01.html no capture font override",TRUE,""
"table_s2_part_01.html whole mean-SD unit count",TRUE,""
"table_s2_part_01.html exact fourteen column widths",TRUE,""
"table_s2_part_01.html whole-unit descendant nowrap protection",TRUE,""
"table_s2_part_01.html no numeric clipping",TRUE,""
"table_s2_part_01.html image width containment without resampling",TRUE,""
"table_s2_part_01.html exact source body row 0",TRUE,""
"table_s2_part_01.html complete column span 0",TRUE,""
"table_s2_part_01.html exact image tags 0",TRUE,""
"table_s2_part_01.html exact source body row 1",TRUE,""
"table_s2_part_01.html complete column span 1",TRUE,""
"table_s2_part_01.html exact image tags 1",TRUE,""
"table_s2_part_01.html PNG-only source image 1",TRUE,""
"table_s2_part_01.html PNG signature 1",TRUE,""
"table_s2_part_01.html exact source body row 2",TRUE,""
"table_s2_part_01.html complete column span 2",TRUE,""
"table_s2_part_01.html exact image tags 2",TRUE,""
"table_s2_part_01.html PNG-only source image 2",TRUE,""
"table_s2_part_01.html PNG signature 2",TRUE,""
"table_s2_part_01.html exact source body row 3",TRUE,""
"table_s2_part_01.html complete column span 3",TRUE,""
"table_s2_part_01.html exact image tags 3",TRUE,""
"table_s2_part_01.html PNG-only source image 3",TRUE,""
"table_s2_part_01.html PNG signature 3",TRUE,""
"table_s2_part_01.html exact source body row 4",TRUE,""
"table_s2_part_01.html complete column span 4",TRUE,""
"table_s2_part_01.html exact image tags 4",TRUE,""
"table_s2_part_01.html PNG-only source image 4",TRUE,""
"table_s2_part_01.html PNG signature 4",TRUE,""
"table_s2_part_01.html exact source body row 5",TRUE,""
"table_s2_part_01.html complete column span 5",TRUE,""
"table_s2_part_01.html exact image tags 5",TRUE,""
"table_s2_part_01.html PNG-only source image 5",TRUE,""
"table_s2_part_01.html PNG signature 5",TRUE,""
"table_s2_part_01.html exact source body row 6",TRUE,""
"table_s2_part_01.html complete column span 6",TRUE,""
"table_s2_part_01.html exact image tags 6",TRUE,""
"table_s2_part_01.html exact source body row 7",TRUE,""
"table_s2_part_01.html complete column span 7",TRUE,""
"table_s2_part_01.html exact image tags 7",TRUE,""
"table_s2_part_01.html PNG-only source image 7",TRUE,""
"table_s2_part_01.html PNG signature 7",TRUE,""
"table_s2_part_01.html exact source body row 8",TRUE,""
"table_s2_part_01.html complete column span 8",TRUE,""
"table_s2_part_01.html exact image tags 8",TRUE,""
"table_s2_part_01.html PNG-only source image 8",TRUE,""
"table_s2_part_01.html PNG signature 8",TRUE,""
"table_s2_part_01.html notes exact and on specified part",TRUE,""
"table_s2_part_01.html unique standalone IDs",TRUE,""
"table_s2_part_01.html headers resolve inside table",TRUE,""
"table_s2_part_01.html no active/fetched tag script",TRUE,""
"table_s2_part_01.html no active/fetched tag iframe",TRUE,""
"table_s2_part_01.html no active/fetched tag object",TRUE,""
"table_s2_part_01.html no active/fetched tag embed",TRUE,""
"table_s2_part_01.html no active/fetched tag form",TRUE,""
"table_s2_part_01.html no active/fetched tag link",TRUE,""
"table_s2_part_01.html no active/fetched tag base",TRUE,""
"table_s2_part_01.html no active/fetched tag video",TRUE,""
"table_s2_part_01.html no active/fetched tag audio",TRUE,""
"table_s2_part_01.html no active/fetched tag source",TRUE,""
"table_s2_part_01.html no event handlers",TRUE,""
"table_s2_part_01.html no CSS network fetch",TRUE,""
"table_s2_part_01.html only inline PNG resources",TRUE,""
"table_s2_part_01.html CSP blocks automatic network",TRUE,""
"table_s2_part_01.html instructions outside capture",TRUE,""
"identity tbl-near-eye-metrics.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html"
"identity table_s2_part_02.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_02.html"
"table_s2_part_02.html one table in rectangle",TRUE,""
"table_s2_part_02.html fixed rectangle width",TRUE,""
"table_s2_part_02.html row count",TRUE,""
"table_s2_part_02.html exact repeated thead",TRUE,""
"table_s2_part_02.html source styles exact",TRUE,""
"table_s2_part_02.html source font declaration",TRUE,""
"table_s2_part_02.html no capture font override",TRUE,""
"table_s2_part_02.html whole mean-SD unit count",TRUE,""
"table_s2_part_02.html exact fourteen column widths",TRUE,""
"table_s2_part_02.html whole-unit descendant nowrap protection",TRUE,""
"table_s2_part_02.html no numeric clipping",TRUE,""
"table_s2_part_02.html image width containment without resampling",TRUE,""
"table_s2_part_02.html exact source body row 9",TRUE,""
"table_s2_part_02.html complete column span 9",TRUE,""
"table_s2_part_02.html exact image tags 9",TRUE,""
"table_s2_part_02.html exact source body row 10",TRUE,""
"table_s2_part_02.html complete column span 10",TRUE,""
"table_s2_part_02.html exact image tags 10",TRUE,""
"table_s2_part_02.html PNG-only source image 10",TRUE,""
"table_s2_part_02.html PNG signature 10",TRUE,""
"table_s2_part_02.html exact source body row 11",TRUE,""
"table_s2_part_02.html complete column span 11",TRUE,""
"table_s2_part_02.html exact image tags 11",TRUE,""
"table_s2_part_02.html exact source body row 12",TRUE,""
"table_s2_part_02.html complete column span 12",TRUE,""
"table_s2_part_02.html exact image tags 12",TRUE,""
"table_s2_part_02.html PNG-only source image 12",TRUE,""
"table_s2_part_02.html PNG signature 12",TRUE,""
"table_s2_part_02.html exact source body row 13",TRUE,""
"table_s2_part_02.html complete column span 13",TRUE,""
"table_s2_part_02.html exact image tags 13",TRUE,""
"table_s2_part_02.html PNG-only source image 13",TRUE,""
"table_s2_part_02.html PNG signature 13",TRUE,""
"table_s2_part_02.html exact source body row 14",TRUE,""
"table_s2_part_02.html complete column span 14",TRUE,""
"table_s2_part_02.html exact image tags 14",TRUE,""
"table_s2_part_02.html PNG-only source image 14",TRUE,""
"table_s2_part_02.html PNG signature 14",TRUE,""
"table_s2_part_02.html exact source body row 15",TRUE,""
"table_s2_part_02.html complete column span 15",TRUE,""
"table_s2_part_02.html exact image tags 15",TRUE,""
"table_s2_part_02.html exact source body row 16",TRUE,""
"table_s2_part_02.html complete column span 16",TRUE,""
"table_s2_part_02.html exact image tags 16",TRUE,""
"table_s2_part_02.html PNG-only source image 16",TRUE,""
"table_s2_part_02.html PNG signature 16",TRUE,""
"table_s2_part_02.html notes exact and on specified part",TRUE,""
"table_s2_part_02.html unique standalone IDs",TRUE,""
"table_s2_part_02.html headers resolve inside table",TRUE,""
"table_s2_part_02.html no active/fetched tag script",TRUE,""
"table_s2_part_02.html no active/fetched tag iframe",TRUE,""
"table_s2_part_02.html no active/fetched tag object",TRUE,""
"table_s2_part_02.html no active/fetched tag embed",TRUE,""
"table_s2_part_02.html no active/fetched tag form",TRUE,""
"table_s2_part_02.html no active/fetched tag link",TRUE,""
"table_s2_part_02.html no active/fetched tag base",TRUE,""
"table_s2_part_02.html no active/fetched tag video",TRUE,""
"table_s2_part_02.html no active/fetched tag audio",TRUE,""
"table_s2_part_02.html no active/fetched tag source",TRUE,""
"table_s2_part_02.html no event handlers",TRUE,""
"table_s2_part_02.html no CSS network fetch",TRUE,""
"table_s2_part_02.html only inline PNG resources",TRUE,""
"table_s2_part_02.html CSP blocks automatic network",TRUE,""
"table_s2_part_02.html instructions outside capture",TRUE,""
"identity tbl-near-eye-metrics.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/figure_table_selection_assets/tbl-near-eye-metrics.html"
"identity table_s2_part_03.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s2_part_03.html"
"table_s2_part_03.html one table in rectangle",TRUE,""
"table_s2_part_03.html fixed rectangle width",TRUE,""
"table_s2_part_03.html row count",TRUE,""
"table_s2_part_03.html exact repeated thead",TRUE,""
"table_s2_part_03.html source styles exact",TRUE,""
"table_s2_part_03.html source font declaration",TRUE,""
"table_s2_part_03.html no capture font override",TRUE,""
"table_s2_part_03.html whole mean-SD unit count",TRUE,""
"table_s2_part_03.html exact fourteen column widths",TRUE,""
"table_s2_part_03.html whole-unit descendant nowrap protection",TRUE,""
"table_s2_part_03.html no numeric clipping",TRUE,""
"table_s2_part_03.html image width containment without resampling",TRUE,""
"table_s2_part_03.html exact source body row 17",TRUE,""
"table_s2_part_03.html complete column span 17",TRUE,""
"table_s2_part_03.html exact image tags 17",TRUE,""
"table_s2_part_03.html exact source body row 18",TRUE,""
"table_s2_part_03.html complete column span 18",TRUE,""
"table_s2_part_03.html exact image tags 18",TRUE,""
"table_s2_part_03.html PNG-only source image 18",TRUE,""
"table_s2_part_03.html PNG signature 18",TRUE,""
"table_s2_part_03.html exact source body row 19",TRUE,""
"table_s2_part_03.html complete column span 19",TRUE,""
"table_s2_part_03.html exact image tags 19",TRUE,""
"table_s2_part_03.html PNG-only source image 19",TRUE,""
"table_s2_part_03.html PNG signature 19",TRUE,""
"table_s2_part_03.html exact source body row 20",TRUE,""
"table_s2_part_03.html complete column span 20",TRUE,""
"table_s2_part_03.html exact image tags 20",TRUE,""
"table_s2_part_03.html PNG-only source image 20",TRUE,""
"table_s2_part_03.html PNG signature 20",TRUE,""
"table_s2_part_03.html exact source body row 21",TRUE,""
"table_s2_part_03.html complete column span 21",TRUE,""
"table_s2_part_03.html exact image tags 21",TRUE,""
"table_s2_part_03.html PNG-only source image 21",TRUE,""
"table_s2_part_03.html PNG signature 21",TRUE,""
"table_s2_part_03.html exact source body row 22",TRUE,""
"table_s2_part_03.html complete column span 22",TRUE,""
"table_s2_part_03.html exact image tags 22",TRUE,""
"table_s2_part_03.html PNG-only source image 22",TRUE,""
"table_s2_part_03.html PNG signature 22",TRUE,""
"table_s2_part_03.html notes exact and on specified part",TRUE,""
"table_s2_part_03.html unique standalone IDs",TRUE,""
"table_s2_part_03.html headers resolve inside table",TRUE,""
"table_s2_part_03.html no active/fetched tag script",TRUE,""
"table_s2_part_03.html no active/fetched tag iframe",TRUE,""
"table_s2_part_03.html no active/fetched tag object",TRUE,""
"table_s2_part_03.html no active/fetched tag embed",TRUE,""
"table_s2_part_03.html no active/fetched tag form",TRUE,""
"table_s2_part_03.html no active/fetched tag link",TRUE,""
"table_s2_part_03.html no active/fetched tag base",TRUE,""
"table_s2_part_03.html no active/fetched tag video",TRUE,""
"table_s2_part_03.html no active/fetched tag audio",TRUE,""
"table_s2_part_03.html no active/fetched tag source",TRUE,""
"table_s2_part_03.html no event handlers",TRUE,""
"table_s2_part_03.html no CSS network fetch",TRUE,""
"table_s2_part_03.html only inline PNG resources",TRUE,""
"table_s2_part_03.html CSP blocks automatic network",TRUE,""
"table_s2_part_03.html instructions outside capture",TRUE,""
"identity table_s6_geographic_associations.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s6_geographic_associations.html"
"identity table_s7_part_03.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s7_part_03.html"
"table_s7_part_03.html one table in rectangle",TRUE,""
"table_s7_part_03.html fixed rectangle width",TRUE,""
"table_s7_part_03.html row count",TRUE,""
"table_s7_part_03.html exact repeated thead",TRUE,""
"table_s7_part_03.html source styles exact",TRUE,""
"table_s7_part_03.html source font declaration",TRUE,""
"table_s7_part_03.html no capture font override",TRUE,""
"table_s7_part_03.html whole mean-SD unit count",TRUE,""
"table_s7_part_03.html exact source body row 13",TRUE,""
"table_s7_part_03.html complete column span 13",TRUE,""
"table_s7_part_03.html exact image tags 13",TRUE,""
"table_s7_part_03.html exact source body row 14",TRUE,""
"table_s7_part_03.html complete column span 14",TRUE,""
"table_s7_part_03.html exact image tags 14",TRUE,""
"table_s7_part_03.html exact source body row 15",TRUE,""
"table_s7_part_03.html complete column span 15",TRUE,""
"table_s7_part_03.html exact image tags 15",TRUE,""
"table_s7_part_03.html exact source body row 16",TRUE,""
"table_s7_part_03.html complete column span 16",TRUE,""
"table_s7_part_03.html exact image tags 16",TRUE,""
"table_s7_part_03.html exact source body row 17",TRUE,""
"table_s7_part_03.html complete column span 17",TRUE,""
"table_s7_part_03.html exact image tags 17",TRUE,""
"table_s7_part_03.html exact source body row 18",TRUE,""
"table_s7_part_03.html complete column span 18",TRUE,""
"table_s7_part_03.html exact image tags 18",TRUE,""
"table_s7_part_03.html notes exact and on specified part",TRUE,""
"table_s7_part_03.html unique standalone IDs",TRUE,""
"table_s7_part_03.html headers resolve inside table",TRUE,""
"table_s7_part_03.html no active/fetched tag script",TRUE,""
"table_s7_part_03.html no active/fetched tag iframe",TRUE,""
"table_s7_part_03.html no active/fetched tag object",TRUE,""
"table_s7_part_03.html no active/fetched tag embed",TRUE,""
"table_s7_part_03.html no active/fetched tag form",TRUE,""
"table_s7_part_03.html no active/fetched tag link",TRUE,""
"table_s7_part_03.html no active/fetched tag base",TRUE,""
"table_s7_part_03.html no active/fetched tag video",TRUE,""
"table_s7_part_03.html no active/fetched tag audio",TRUE,""
"table_s7_part_03.html no active/fetched tag source",TRUE,""
"table_s7_part_03.html no event handlers",TRUE,""
"table_s7_part_03.html no CSS network fetch",TRUE,""
"table_s7_part_03.html only inline PNG resources",TRUE,""
"table_s7_part_03.html CSP blocks automatic network",TRUE,""
"table_s7_part_03.html instructions outside capture",TRUE,""
"identity table_s6_geographic_associations.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/manuscript/R0_NatHealth/display_assets/table_s6_geographic_associations.html"
"identity table_s7_part_04.html",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/final_review_manual_table_sources_2026_09_13/attempt_02/table_s7_part_04.html"
"table_s7_part_04.html one table in rectangle",TRUE,""
"table_s7_part_04.html fixed rectangle width",TRUE,""
"table_s7_part_04.html row count",TRUE,""
"table_s7_part_04.html exact repeated thead",TRUE,""
"table_s7_part_04.html source styles exact",TRUE,""
"table_s7_part_04.html source font declaration",TRUE,""
"table_s7_part_04.html no capture font override",TRUE,""
"table_s7_part_04.html whole mean-SD unit count",TRUE,""
"table_s7_part_04.html exact source body row 19",TRUE,""
"table_s7_part_04.html complete column span 19",TRUE,""
"table_s7_part_04.html exact image tags 19",TRUE,""
"table_s7_part_04.html exact source body row 20",TRUE,""
"table_s7_part_04.html complete column span 20",TRUE,""
"table_s7_part_04.html exact image tags 20",TRUE,""
"table_s7_part_04.html exact source body row 21",TRUE,""
"table_s7_part_04.html complete column span 21",TRUE,""
"table_s7_part_04.html exact image tags 21",TRUE,""
"table_s7_part_04.html exact source body row 22",TRUE,""
"table_s7_part_04.html complete column span 22",TRUE,""
"table_s7_part_04.html exact image tags 22",TRUE,""
"table_s7_part_04.html notes exact and on specified part",TRUE,""
"table_s7_part_04.html unique standalone IDs",TRUE,""
"table_s7_part_04.html headers resolve inside table",TRUE,""
"table_s7_part_04.html no active/fetched tag script",TRUE,""
"table_s7_part_04.html no active/fetched tag iframe",TRUE,""
"table_s7_part_04.html no active/fetched tag object",TRUE,""
"table_s7_part_04.html no active/fetched tag embed",TRUE,""
"table_s7_part_04.html no active/fetched tag form",TRUE,""
"table_s7_part_04.html no active/fetched tag link",TRUE,""
"table_s7_part_04.html no active/fetched tag base",TRUE,""
"table_s7_part_04.html no active/fetched tag video",TRUE,""
"table_s7_part_04.html no active/fetched tag audio",TRUE,""
"table_s7_part_04.html no active/fetched tag source",TRUE,""
"table_s7_part_04.html no event handlers",TRUE,""
"table_s7_part_04.html no CSS network fetch",TRUE,""
"table_s7_part_04.html only inline PNG resources",TRUE,""
"table_s7_part_04.html CSP blocks automatic network",TRUE,""
"table_s7_part_04.html instructions outside capture",TRUE,""
"all_170_mean_SD_units_preserved",TRUE,""
"all_17_embedded_distribution_payloads_preserved",TRUE,""
"S2_source_rows_partition_once",TRUE,""
"S7_tail_source_rows_partition_once",TRUE,""
"accepted_package_all_84_members_unchanged",TRUE,""
"identity package_manifest.csv",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/package_manifest.csv"
"identity package_seal.json",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/brown_final_integration_2026_09_13/package_seal.json"
"unchanged live ZaunerEtAl2026_NatHealth_phase3_brown.qmd",TRUE,""
"unchanged live supplementary_information_outline.qmd",TRUE,""
"unchanged live _quarto.yml",TRUE,""
"unchanged live references_merged.bib",TRUE,""
"unchanged live manuscript_displays.css",TRUE,""
"identity Nature_Health_non_S5_preview_attempt1.docx",TRUE,"/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/audit/manuscript_nature_health/revision_2026_09_11/consolidated_display_repair_order72k/Nature_Health_non_S5_preview_attempt1.docx"
