"relative_path","role","sha256","bytes","modified_utc","is_symlink","symlink_target","current_exists","observed_sha256","observed_bytes","disposition"
"artifacts/06_model_data/H09/H09_metric_registry.csv","h09_protected","3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,"2026-08-10T08:03:56.211959Z UTC",FALSE,,TRUE,"3d42bee1dff468c59ab2dec47561002210cb2320dc83c9da582fcfbaf56f49ae",1815,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_METRIC-011_excluded_shared_drift.csv","h09_protected","91d9781466273385338432c7d86c68f35ae65ba828e547659d0cf69720b5b5b9",1266,"2026-08-11T23:55:47.437364Z UTC",FALSE,,TRUE,"91d9781466273385338432c7d86c68f35ae65ba828e547659d0cf69720b5b5b9",1266,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_METRIC-011_input_transition.csv","h09_protected","88dcd748ae57300a63f93caa76d94824836fbca622327744f8c053cd9186812b",2137,"2026-08-11T23:55:46.952048Z UTC",FALSE,,TRUE,"88dcd748ae57300a63f93caa76d94824836fbca622327744f8c053cd9186812b",2137,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_METRIC-011_l10_frame_identity.csv","h09_protected","3a378dc2782128d3aa63cbc66d5e8e63bf60acd26246e48ca9cef7ee709ad96a",983,"2026-08-11T23:55:47.110964Z UTC",FALSE,,TRUE,"3a378dc2782128d3aa63cbc66d5e8e63bf60acd26246e48ca9cef7ee709ad96a",983,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_model_frame_by_site.csv","h09_protected","0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,"2026-08-10T08:03:58.357478Z UTC",FALSE,,TRUE,"0539a468bd23dfaab9b90f3e715e486d4e910b57bef0e2ab52bd57c4311f706f",118647,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_model_frame_index.csv","h09_protected","5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,"2026-08-10T08:03:58.290662Z UTC",FALSE,,TRUE,"5a0fb42c30fa03d7f86c598d74455d7fca3bd8c3d4af957ae014f870e029fadb",39838,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_model_frames.rds","h09_protected","19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,"2026-08-10T08:03:59.773919Z UTC",FALSE,,TRUE,"19389e7f2f24b662d041f96bd62cf18deccae0f038328f6358a50b18fc6480d5",167812,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_non_estimable_targets.csv","h09_protected","21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,"2026-08-10T08:03:58.375359Z UTC",FALSE,,TRUE,"21008b6df7d70593bd3b60f8809164523be7133f58815005cbda4ba4243ff56d",3010,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_paired_sample_audit.csv","h09_protected","cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,"2026-08-10T08:03:58.475369Z UTC",FALSE,,TRUE,"cfde6b0d653bfbe24a8a8d46714e4f326cbfc7f9eec2a181944839a75ed73ca2",2352,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_predictor_registry.csv","h09_protected","359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,"2026-08-10T08:03:56.309210Z UTC",FALSE,,TRUE,"359e10349fa1776b2c3c3c65dcb5b82eeae5724b4621d519da5fa13e287eff01",357,"HISTORICAL_EXACT"
"artifacts/06_model_data/H09/H09_run_registry.csv","h09_protected","83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,"2026-08-10T08:03:56.401794Z UTC",FALSE,,TRUE,"83ad1810c1980d8d0bf90daeb8e731f2cd85b0a55103f49b3d1b2183e021a4c6",1364,"HISTORICAL_EXACT"
"artifacts/06_model_data/scenarios/manuscript_prepared_data/participant_day_metrics.rds","h09_protected","7561b5dd47cb5e23ca94ba59bd57648f11fe492f86af53a566c5c9cf42d932f1",88248,"2026-08-11T14:52:57.796534Z UTC",FALSE,,TRUE,"7561b5dd47cb5e23ca94ba59bd57648f11fe492f86af53a566c5c9cf42d932f1",88248,"HISTORICAL_EXACT"
"artifacts/07_models/H09/H09_model_bundles.rds","h09_protected","bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,"2026-08-10T08:04:17.660379Z UTC",FALSE,,TRUE,"bda193d6eadaac0503619b2066e5181cd72da20daefd92305577570005dc261b",5798864,"HISTORICAL_EXACT"
"artifacts/07_models/H09/H09_model_fit_index.csv","h09_protected","cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,"2026-08-10T08:04:09.120802Z UTC",FALSE,,TRUE,"cbd2b3c1890b939a55f7e103a467ad236522286ec5814a5a5757ec9400dd91a3",146552,"HISTORICAL_EXACT"
"artifacts/07_models/H09/H09_v0_model_objects.rds","h09_protected","b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,"2026-08-10T08:04:53.575916Z UTC",FALSE,,TRUE,"b7615e7f2ea507eca541176c903c22c6b45cdea778184536936bf5de91e5d62a",676628,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_chronotype_score_audit.csv","h09_protected","357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,"2026-08-10T08:03:56.771233Z UTC",FALSE,,TRUE,"357b3294e210ba4591e15a7b54e0c31671bdb6e61dc9b5ffae711fa4d3c31ce3",512,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_chronotype_value_audit.csv","h09_protected","b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,"2026-08-10T08:03:56.879124Z UTC",FALSE,,TRUE,"b5f35b00af20f198b75f15278e3e7d4ba58f4f97b123aeb88cea60f2d67cbb18",19422,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_clock_support.csv","h09_protected","0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,"2026-08-10T08:04:50.889177Z UTC",FALSE,,TRUE,"0f9cfd1624691e9bccd92afb5bfb831b2f34a13236f926bef8fc98e74956cce0",10982,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","h09_protected","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"2026-08-10T08:04:51.413157Z UTC",FALSE,,TRUE,"ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","h09_protected","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"2026-08-10T08:04:51.331629Z UTC",FALSE,,TRUE,"d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_diagnostic_target_summary.csv","h09_protected","eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,"2026-08-10T08:04:51.542263Z UTC",FALSE,,TRUE,"eaba3054164df505a8c2cf59e7fd1036e40b386446e2e60667062d9bc584048c",4681,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_diagnostic_thresholds.csv","h09_protected","e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,"2026-08-10T08:03:56.641567Z UTC",FALSE,,TRUE,"e0c6d8ad44b593d1aec06d8174837025394497dafee6a16b90709f457d52e08c",963,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_fit_gates.csv","h09_protected","3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,"2026-08-10T08:04:50.900473Z UTC",FALSE,,TRUE,"3b5b08f05ba82f474567f7eb3b7dd72d2e53c4167ee5589090d7fcd565832982",10815,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","h09_protected","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"2026-08-10T08:04:50.672318Z UTC",FALSE,,TRUE,"6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_leave_one_site_out.csv","h09_protected","f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,"2026-08-10T08:04:50.625529Z UTC",FALSE,,TRUE,"f388a465eda6405908910cf6b3b2a8d2698c6510ee183b2f30eb4e8938dc8cae",102390,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_linearity_diagnostics.csv","h09_protected","86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,"2026-08-10T08:04:49.898840Z UTC",FALSE,,TRUE,"86d562ca587de5f3be9fbf1d572aa7ff63f71c11f0abe7097f2fc1ab0180dc33",11059,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","h09_protected","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"2026-08-10T08:04:50.506163Z UTC",FALSE,,TRUE,"267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_participant_influence.csv","h09_protected","7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,"2026-08-10T08:04:50.410655Z UTC",FALSE,,TRUE,"7ce3fe65b3944b79c23c43b4642db52ddcc4c07020d619737e25daa84dcfa8fe",1777954,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_residual_diagnostics.csv","h09_protected","f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,"2026-08-10T08:04:49.671560Z UTC",FALSE,,TRUE,"f5add8ecf3419a3093babdfa7e11675e73c459a662397dbbbb5b9b8899821c3a",12646,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_serial_diagnostics.csv","h09_protected","523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,"2026-08-10T08:04:49.801843Z UTC",FALSE,,TRUE,"523201f4f306ea426c53ec3fec04bf496357edf5ded333b402b374c24955dfa5",10384,"HISTORICAL_EXACT"
"artifacts/08_diagnostics/H09/H09_site_support.csv","h09_protected","15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,"2026-08-10T08:04:50.902878Z UTC",FALSE,,TRUE,"15afc3501ae3d24558fe4e8e12e87fd028d855ce61c6b3a125f596fbe9135ef3",9759,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","h09_protected","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"2026-08-10T08:04:50.933625Z UTC",FALSE,,TRUE,"dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_family_audit.csv","h09_protected","895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,"2026-08-10T08:04:09.365810Z UTC",FALSE,,TRUE,"895701a1c286842bdda523375ae0790296fa7a64f748383d14bd58df3e3e2e22",5066,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","h09_protected","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"2026-08-10T08:04:51.214515Z UTC",FALSE,,TRUE,"71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","h09_protected","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"2026-08-10T08:04:51.103031Z UTC",FALSE,,TRUE,"057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","h09_protected","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"2026-08-10T08:04:50.819577Z UTC",FALSE,,TRUE,"4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_model_effects.csv","h09_protected","1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,"2026-08-10T08:04:09.297566Z UTC",FALSE,,TRUE,"1053329412e52364959f99c34f3a20587da06636190a136a2b78de35af535b66",77677,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_model_results_master.csv","h09_protected","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"2026-08-10T08:04:09.465237Z UTC",FALSE,,TRUE,"d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_model_tests.csv","h09_protected","f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,"2026-08-10T08:04:09.175729Z UTC",FALSE,,TRUE,"f593699dba8e60a67e55e13daf5eada7c93c0fa4359e4424a477453f2e5862b1",119460,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_paired_placement_effects.csv","h09_protected","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"2026-08-10T08:04:50.949615Z UTC",FALSE,,TRUE,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","h09_protected","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"2026-08-10T08:04:50.931529Z UTC",FALSE,,TRUE,"e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","h09_protected","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"2026-08-10T08:04:50.927489Z UTC",FALSE,,TRUE,"e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","h09_protected","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"2026-08-10T08:04:09.304653Z UTC",FALSE,,TRUE,"23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_v0_reproduction.csv","h09_protected","ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,"2026-08-10T08:04:52.400806Z UTC",FALSE,,TRUE,"ef566d10248780130b9abba0f807d502d143905b26ab62371fe7d387f26fd910",4138,"HISTORICAL_EXACT"
"artifacts/09_tables/H09/H09_v0_to_stage2_comparison.csv","h09_protected","c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,"2026-08-10T08:04:52.511853Z UTC",FALSE,,TRUE,"c5db7fb40298325503e6d387fc2f7cfd2e8206c7ede333d4613a0b844d534419",7769,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_diagnostics_chest.pdf","h09_protected","1f8dd115d2e249f23acaa7560c8df432418f129c97f733cea5177f675997f09c",696614,"2026-08-22T06:21:23.915033Z UTC",FALSE,,TRUE,"1f8dd115d2e249f23acaa7560c8df432418f129c97f733cea5177f675997f09c",696614,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_diagnostics_chest.png","h09_protected","dcced15b55b9f4abd912f1fbad0ccd3eaddcbabe820b41591350601df29f0f1a",2874977,"2026-08-22T06:21:23.914357Z UTC",FALSE,,TRUE,"dcced15b55b9f4abd912f1fbad0ccd3eaddcbabe820b41591350601df29f0f1a",2874977,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.pdf","h09_protected","e63794d0eaad64d0fe8fd65f31e9e4a8162a6dbf50f047a1af2caf18f78f3db5",628572,"2026-08-22T06:21:23.914844Z UTC",FALSE,,TRUE,"e63794d0eaad64d0fe8fd65f31e9e4a8162a6dbf50f047a1af2caf18f78f3db5",628572,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_diagnostics_near_eye.png","h09_protected","cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,"2026-08-22T06:21:23.913828Z UTC",FALSE,,TRUE,"cfb7136446dabf79334933f0677ba0db89b4a3052f1871ced3e90dbc3ed7d5b5",2795403,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_paired_placement_effects.pdf","h09_protected","e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,"2026-08-22T06:21:23.914603Z UTC",FALSE,,TRUE,"e3371426b6a2c7a3d2db32ce5641697fad1aec6592b86a80d316ec81d54a7ea2",16853,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_paired_placement_effects.png","h09_protected","ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,"2026-08-22T06:21:23.913342Z UTC",FALSE,,TRUE,"ae6fc387a28a840d57ad5088dc446f3ab902136cb9038a7f119ace2db7a6a4be",131504,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_primary_effects.pdf","h09_protected","69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,"2026-08-22T06:21:23.914502Z UTC",FALSE,,TRUE,"69275a6a3fbfa7bd0b47efa4f53cb61ccbe3c7a776f146148f58026f4329357f",17941,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_primary_effects.png","h09_protected","8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,"2026-08-22T06:21:23.913114Z UTC",FALSE,,TRUE,"8525b9dda4a635efe2d8410e6eeb6a99722c6bc0d225f09abe684a73595dc4dd",162887,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_v0_chest_recreation.pdf","h09_protected","8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"2026-08-10T08:04:57.036759Z UTC",FALSE,,TRUE,"8cf88beea0e452906ace63d601b3d38ca5895baf4c750d6f3eb1cec12982e224",189662,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_v0_chest_recreation.png","h09_protected","1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"2026-08-10T08:04:56.741006Z UTC",FALSE,,TRUE,"1ad09d57531df119e222bff5f54dba86ea1d526a1fa91e23447ccf06dbd320e2",1987878,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.pdf","h09_protected","0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"2026-08-10T08:04:56.166606Z UTC",FALSE,,TRUE,"0fcda9c826e8c7d5485db9481694124d0e892435ca006b2e616eb678183814d8",177726,"HISTORICAL_EXACT"
"artifacts/10_figures/H09/H09_v0_near_eye_recreation.png","h09_protected","45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"2026-08-10T08:04:55.860543Z UTC",FALSE,,TRUE,"45c02ab445ebfbf2ef8a6ab0563bd721d51f8e61ee0b4c4c121fa4bc5cec9ff6",1936975,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_linearity_curve_data.csv","h09_protected","8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"2026-08-10T08:04:49.995243Z UTC",FALSE,,TRUE,"8912611efb18135b870b0996876c75b84714fad998a5e7a53f5cfcbfad2dc0aa",1167014,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_paired_placement_effects_data.csv","h09_protected","ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"2026-08-10T08:04:50.978518Z UTC",FALSE,,TRUE,"ecc9fe09a1e823ec6b45b2b28239e56bf773a6d8a8c0bb458413e1e2e9b170b0",8394,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_primary_diagnostic_figure_data.csv","h09_protected","b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"2026-08-10T08:04:57.070204Z UTC",FALSE,,TRUE,"b3119775c6725295b54af0fea735d89b892f4e9dcea94c9ff564248e5345854a",9773267,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_primary_diagnostic_plot_data.csv","h09_protected","f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,"2026-08-10T08:04:49.727608Z UTC",FALSE,,TRUE,"f0fb02f9a4a71747765d22066e5c6cc2dca7f0a48d87133e63669c95b67ab0ec",9369552,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_primary_effects_data.csv","h09_protected","3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"2026-08-10T08:04:53.698242Z UTC",FALSE,,TRUE,"3972ae75c9aef8551cc85f50d7a438b35b7a55dca58d81f3630133132a25aaf6",6778,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_v0_observed_figure_data.csv","h09_protected","ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,"2026-08-10T08:04:55.056483Z UTC",FALSE,,TRUE,"ed2fa6028f7c77cbb0f2bcb2fe03bfdc5359e17567bc7803f0abcb770b298855",1719951,"HISTORICAL_EXACT"
"artifacts/11_source_data/H09/H09_v0_prediction_figure_data.csv","h09_protected","c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,"2026-08-10T08:04:55.124865Z UTC",FALSE,,TRUE,"c045602d6262e72700a5ecdba7ce713b4703b7573b8f2dc094cb77672137b0c9",176553,"HISTORICAL_EXACT"
"artifacts/12_manifests/H09/H09_execution_record.csv","h09_protected","2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,"2026-08-10T08:05:01.480637Z UTC",FALSE,,TRUE,"2eb09e7d6b425807ce85564c53a27f69f576ac21b3753b889a38b76a9387bc24",721,"HISTORICAL_EXACT"
