"path","role","artifact_class","artifact_type","sha256","bytes","producer","r_version","written_utc","live_exact","status"
"audit/hypotheses/H09/report018_order56_result_render/figure_final_size_typography_audit.csv","H09_audit_record","H09_audit_record","csv","56f768072d1b9d977d47ddb4f4ca4b068e8feeb650228da6345973b9fb16bd0a",3146,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/figure_final_size_typography_prerender.csv","H09_audit_record","H09_audit_record","csv","1a9b4c2aeddf2afc43b092fd029e82b5fac24c3d9697fe0e400236ab99e23ec8",3730,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/final_source_freeze_audit.csv","H09_audit_record","H09_audit_record","csv","afdeab3cf16ba5f8784f8a0238e2ae97469b113358c177fe308b2f2fe7ea5c6b",928,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/formula_table_audit.csv","H09_audit_record","H09_audit_record","csv","59b62c6ed4c27b00111bd451410d1c300ae3ddfc89b2d047a3b3ac5a1dbf4186",1211,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/gt_html_semantic_post_render_summary.csv","H09_audit_record","H09_audit_record","csv","cda034b5548934e3b986e9a461116b4b6d0f56aa11dbcca18878922ba6414546",454,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/historical_tests_prerender_audit.csv","H09_audit_record","H09_audit_record","csv","b1e0642fc2ea58ba6b3bf61c7ed357835b4656142679657a0f65f2b76979c1e3",416,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/loopback_exit_audit.csv","H09_audit_record","H09_audit_record","csv","6889665c5d712542998d41cde839212b401b19a3cc20cd929db7178bb93c25ca",333,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/loopback_exit_probe.csv","H09_audit_record","H09_audit_record","csv","c60ef7c21ede92be6e51a39c70d625e0b330ce8545c67e2110ef87e3859ce878",311,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/loopback_lifecycle.csv","H09_audit_record","H09_audit_record","csv","3863e79b6021cf45ebd02d8d42a60a11e6da8e8c16f4d69901d24cc57c91851f",387,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/nonvisual_status.csv","H09_audit_record","H09_audit_record","csv","5a9ed002f3cd62550a6b826235c3efe209e04db9a44fbd1b037c7e78fe6ce107",1814,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/order56_evidence_manifest.csv","H09_audit_record","H09_audit_record","csv","a9ed20cdafbc27a826574be3337e5a7769b1fff7f129bb0b12a347b490ba7ace",22521,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/phase4_manifest_prerender_audit.csv","H09_audit_record","H09_audit_record","csv","6dba07591dc563e2297015e1a60bf3af654aed6c0d3aafeebc57a7a21b870f78",475,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/phase4_manifest_transition.csv","H09_audit_record","H09_audit_record","csv","351a1bb303c09b07ccfdfb1f801923e69fbb5d0a9a286588a650ba6e75b6e0f6",439,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/postqa_rehash_reconciliation.csv","H09_audit_record","H09_audit_record","csv","51372a814142284b70cee0dd4f467f0056ae31d35e11d8294ada53f606d5f845",139,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/preflight_status.csv","H09_audit_record","H09_audit_record","csv","f1012d4f593a49d202af86a3df67190945aacc500e18c9502044641263366cf8",1034,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/process_probe_prerender.csv","H09_audit_record","H09_audit_record","csv","4e09f274b7c336c62b253d6c52a4750d756cece125d4236daab615950d114363",294,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_inventory_postqa.csv","H09_audit_record","H09_audit_record","csv","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd",34270,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_inventory_postrender.csv","H09_audit_record","H09_audit_record","csv","88ae07f53e39cfd90050da865005b406ae0e0f8b50986a8da2fad4d1b1d1dbcd",34270,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_inventory_prerender.csv","H09_audit_record","H09_audit_record","csv","32699d8e319e71fe7dff1f651662ce7fa48c97212eb4c7e2499c5eddcaff25ab",34270,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/protected_reconciliation_postrender.csv","H09_audit_record","H09_audit_record","csv","90b8f16e39127e795d2c94c8b4e5ba9b59cc4e1d94771a3b7d261ec77fb1d157",39077,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/reader_link_audit.csv","H09_audit_record","H09_audit_record","csv","798698334a1d76422bfc3c40e5456ccff7228f016dc95abed6b010f1fcae10c0",4789,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/reader_phrase_audit.csv","H09_audit_record","H09_audit_record","csv","485a8d0f3f63dfb3ff4d9a0c6b26147f435e70604e2444f9ac1848d09404a9f5",911,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/render_console.log","H09_audit_record","H09_audit_record","log","49669a0abd7b15cd69a80979cb646ab7cb6d7f3a38ce128bdae26b4ffaed6ffa",2636,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/render_console_classification.csv","H09_audit_record","H09_audit_record","csv","e2451c38b515f14cf641897331757408062e8139e1bf05b8caf15614ba849996",237,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/render_execution.csv","H09_audit_record","H09_audit_record","csv","77e7e8bd03c10705ee137c55aabf1ee5b446f3b27c9a2d74b0f2ba984ca68bd3",387,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/rendered_scientific_contract.csv","H09_audit_record","H09_audit_record","csv","3b308e95e64f3311ba91732e457bf9448212805001be82a43304f8f037278c77",404,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/scientific_contract_prerender.csv","H09_audit_record","H09_audit_record","csv","bb8c3f9456ffe98358d76fdecea39612b41c0475109c231a2ac0ac35e12b7882",1115,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/semantic_directory_prerender.csv","H09_audit_record","H09_audit_record","csv","5acf7ab1623cab12dc2a85e3a7818f807d66fb19d66697b72ddca831bc73006f",117,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/semantic_invariance_audit.csv","H09_audit_record","H09_audit_record","csv","ff716f6ef6b5078f90c11b22dc51533ac09f77c1ae7ab4de9c995da8196ce5f5",1228,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/semantic_reverse_audit.csv","H09_audit_record","H09_audit_record","csv","985228224f85834936ee37ef6557de88a66de89ea56e6a53d04a727d65ffdb19",762,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/served_root_symlink_audit.csv","H09_audit_record","H09_audit_record","csv","b1d1a1ad1eab6e657d357dd4410fb6066fbd93e860fe0405185ec333876065cb",82,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_chunk_audit_prerender.csv","H09_audit_record","H09_audit_record","csv","c1bcf2af69739436d31a32d734010a8b58db2a3490beafd3406326703ff45af9",208,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_endpoint_contract_prerender.csv","H09_audit_record","H09_audit_record","csv","5dfda2b4180a3121737fe106ac35bd3a8a1ac2e789bb8fb0efae81005ca5a61a",1087,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_formula_order_prerender.csv","H09_audit_record","H09_audit_record","csv","9e930e2b583d622741c6805afcdcf6937fb46152ff3aedcd4898801c440fd021",424,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_prohibited_call_audit_prerender.csv","H09_audit_record","H09_audit_record","csv","cf14f34200e65ab6bca53294ee40cc0efeb88af549004a09939522849f9063bc",1191,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_reader_targets_prerender.csv","H09_audit_record","H09_audit_record","csv","d00f181cfd9f180fcc4a5cf1412073ca1b718ca83fea883016428e205ceeab1b",2713,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/source_scientific_contract_prerender.csv","H09_audit_record","H09_audit_record","csv","9a6cfedbf34d236b8f40de9afb60ead815bca9117251eb0707187bb3726f043d",1174,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/stage3_manifest_postrender_audit.csv","H09_audit_record","H09_audit_record","csv","dad3b92eea862fb20a4ee022c36fb13196f4a221148d625024f80a71a2ee6d84",8061,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/stage3_manifest_prerender_audit.csv","H09_audit_record","H09_audit_record","csv","0c8d6b9d4092d207ea1966f4532be097863b4a1b6b485ec41f29b435727f56c1",22561,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/table_endpoint_audit.csv","H09_audit_record","H09_audit_record","csv","1601fd56859053d81e5d882c1f195b4df63112a59e466c1eafdd0294f3e7d6e7",1492,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/table_header_reference_audit.csv","H09_audit_record","H09_audit_record","csv","9f5bef8868d1eca82fa4fdf8dcdf83d165e253cb59f1c231b6d5cef29c1fc95e",28122,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/verify_order56_h09_result.R","H09_audit_record","H09_audit_record","r","c9e07d201defaebe4823d61b8fee3bcf6fce2cac3c90311c0c1e1c4d62b28ed0",79864,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/versions_prerender.csv","H09_audit_record","H09_audit_record","csv","b456d3f37a0aeecfbe63bf0e25e8f970c57cff80180f03799cfb126f9fdb5b4e",117,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_diagnostics_chest.png","H09_audit_record","H09_audit_record","png","4297f7117d96191f7068205376ac91e7568fb273aaab71f089eab28c5f767166",110052,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_diagnostics_near.png","H09_audit_record","H09_audit_record","png","71c412d17528332141ac6d8c9c42f9270ecb21c974c507b9fdd1ffc9cc644407",109684,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_interactions_checks.png","H09_audit_record","H09_audit_record","png","2dc0dfc36c672767371c98dca48007ec452b88cb580a84c2b92e54443d604c9f",129277,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_paired.png","H09_audit_record","H09_audit_record","png","d7d4e71e77f49ff3b0cadcb238a56dfdaecdcf78238b72bd48ccf839a239605c",89190,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_provenance.png","H09_audit_record","H09_audit_record","png","76313b4b32bd8053e0af5f0f00ade66378be427931c3480addb1cf3817c6b3fa",56054,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_samples_primary.png","H09_audit_record","H09_audit_record","png","1ceb4dadfdbcf8dc672ae38a5587bb7cf19850b3ee020643535de210c91fcd77",97630,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_sensitivities.png","H09_audit_record","H09_audit_record","png","1be710aa486cf5ef87ee1baafaf9e425ee912ee93f6becc27e5e82e5cdc6db00",134282,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_clip_top.png","H09_audit_record","H09_audit_record","png","e5b43c675378832ff3de3c08308260cd586f63243579291dfb8872b2d97e6b40",151832,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_1440x1000_full.png","H09_audit_record","H09_audit_record","png","13f5fb794c55f2dd45f4e645ff813879d25da1a1742e9d2185660c50494e02e4",1515907,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_diagnostics_chest.png","H09_audit_record","H09_audit_record","png","257f4123026d8de97f21ddde48b6f7a53f40a7b07528800c73894faef0cc061d",77194,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_diagnostics_near_eye.png","H09_audit_record","H09_audit_record","png","5c855eeb46c533c93cc90fe6df712063d188f1ebd74b7f72d205a0dd31c2db1a",72443,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_paired_placement.png","H09_audit_record","H09_audit_record","png","ab7e69012b2d950a919cb468b048ed637308f10ca13071c43e7080296049f929",43661,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
"audit/hypotheses/H09/report018_order56_result_render/visual_170mm_primary_effects.png","H09_audit_record","H09_audit_record","png","216a7e0a1f5faf65ea121315f7734285510357ef9ecc539e35f1ecca764359b1",46519,"scripts/hypotheses/H09/build_h09_preparation_report_manifest.R","4.6.1","2026-08-22 11:20:32 UTC",TRUE,"PASS"
