"sample_id","family","analysis_state","state_display","site","site_display","contrast","estimate","standard_error","conf_low","conf_high","statistic","p_value","p_adjusted"
"primary_any_valid","BA-M4","Sleep environment","Sleep","KNUST","Kumasi (GH)","Free day minus Work day",-0.00182245391597258,0.00764548993484033,-0.0168073388324231,0.0131624310004779,-0.238369801216753,0.811594287571764,0.911480838211669
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","RISE","Borås (SE)","Free day minus Work day",-0.0571906919333095,0.0457063458797619,-0.146773483722573,0.0323920998559544,-1.25126371037753,0.210838280780222,0.43789489085123
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","THUAS","Delft (NL)","Free day minus Work day",-0.0271570244431869,0.0517220665075766,-0.128530412004022,0.0742163631176486,-0.525056833125737,0.599543683040095,0.703812149655764
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","BAUA","Dortmund (DE)","Free day minus Work day",0.0870141554322149,0.0455064274827117,-0.00217680349898379,0.176205114363414,1.91212890674119,0.0558596619750128,0.150821087332535
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","MPI","Tübingen (DE)","Free day minus Work day",-0.0739959752039807,0.0266477039257128,-0.126224515169064,-0.021767435238897,-2.77682367720173,0.0054892948656461,0.0430538763933826
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","TUM","Munich (DE)","Free day minus Work day",-0.116618330034925,0.0468796839010108,-0.208500822087529,-0.0247358379823219,-2.48760913749273,0.0128604987622503,0.0549469306700104
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","FUSPCEU","Madrid (ES)","Free day minus Work day",-0.148236652050252,0.0338007853928466,-0.214484974069399,-0.0819883300311054,-4.38559785896644,1.15667641861279e-05,0.000312302633025452
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","IZTECH","Izmir (TR)","Free day minus Work day",-0.0372087759652693,0.0334224308465823,-0.102715536700351,0.0282979847698125,-1.11328754440595,0.265584954153536,0.446338904848478
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","UCR","San José (CR)","Free day minus Work day",-0.0194193110842158,0.0597768103206072,-0.136579706423288,0.0977410842548566,-0.324863621529188,0.74528429061659,0.838444826943664
"support_80","BA-M4","Wake outside the three hours before sleep","Daytime","KNUST","Kumasi (GH)","Free day minus Work day",-0.117676757255835,0.0321004396859263,-0.180592462928151,-0.0547610515835193,-3.66589238051551,0.000246477570432835,0.00332744720084327
"support_80","BA-M4","Pre-sleep","Pre-sleep","RISE","Borås (SE)","Free day minus Work day",-0.0508712628698106,0.0651560584642217,-0.178574790834271,0.07683226509465,-0.780760286439747,0.434943495634362,0.559213065815608
"support_80","BA-M4","Pre-sleep","Pre-sleep","THUAS","Delft (NL)","Free day minus Work day",-0.00858259508643366,0.0923947708010566,-0.189673018216338,0.17250782804347,-0.0928904851651574,0.925990564802637,0.925990564802637
"support_80","BA-M4","Pre-sleep","Pre-sleep","BAUA","Dortmund (DE)","Free day minus Work day",0.0731430450657521,0.0678499074368111,-0.059840329864774,0.206126419996278,1.07801245173209,0.281028199349042,0.446338904848478
"support_80","BA-M4","Pre-sleep","Pre-sleep","MPI","Tübingen (DE)","Free day minus Work day",0.0288861097989858,0.050379999846887,-0.0698568754420462,0.127629095040018,0.573364626573548,0.56639783594539,0.69512461684207
"support_80","BA-M4","Pre-sleep","Pre-sleep","TUM","Munich (DE)","Free day minus Work day",-0.0171589658687866,0.083173180355872,-0.18017540384595,0.145857472108377,-0.206304072964011,0.836553397203253,0.894498880501392
"support_80","BA-M4","Pre-sleep","Pre-sleep","FUSPCEU","Madrid (ES)","Free day minus Work day",0.0898113844718537,0.0612138948467924,-0.0301656447812814,0.209788413724989,1.46717317525107,0.142328952134526,0.328327435078242
"support_80","BA-M4","Pre-sleep","Pre-sleep","IZTECH","Izmir (TR)","Free day minus Work day",0.0811177758698627,0.0734655985788151,-0.0628721514472917,0.225107703187017,1.10416000739228,0.269523734534102,0.446338904848478
"support_80","BA-M4","Pre-sleep","Pre-sleep","UCR","San José (CR)","Free day minus Work day",0.11612466498291,0.107550548149891,-0.0946705359084167,0.326919865874236,1.07972173996798,0.280266109936128,0.446338904848478
"support_80","BA-M4","Pre-sleep","Pre-sleep","KNUST","Kumasi (GH)","Free day minus Work day",0.0580249487261321,0.0648505991228047,-0.06907988993041,0.185129787382674,0.894748074975418,0.370921773202851,0.500744393823848
"support_80","BA-M4","Sleep environment","Sleep","RISE","Borås (SE)","Free day minus Work day",-0.103423571048828,0.0506752284387115,-0.202745193697043,-0.00410194840061406,-2.04090981403099,0.0412597921495918,0.123779376448775
"support_80","BA-M4","Sleep environment","Sleep","THUAS","Delft (NL)","Free day minus Work day",-0.0921570133036548,0.0359856738825636,-0.162687638072883,-0.0216263885344264,-2.56093615488213,0.0104390538245254,0.0549469306700104
"support_80","BA-M4","Sleep environment","Sleep","BAUA","Dortmund (DE)","Free day minus Work day",-0.0324082651664989,0.0328134946098195,-0.0967215328086443,0.0319050024756466,-0.987650524635088,0.323323832769887,0.476583073085729
"support_80","BA-M4","Sleep environment","Sleep","MPI","Tübingen (DE)","Free day minus Work day",-0.0643929402020608,0.0236073121485987,-0.110662421785109,-0.0181234586190125,-2.72766928300574,0.00637835205827891,0.0430538763933826
"support_80","BA-M4","Sleep environment","Sleep","TUM","Munich (DE)","Free day minus Work day",-0.083281605183454,0.0572743143994386,-0.195537198645577,0.0289739882786695,-1.45408296994421,0.145923304479219,0.328327435078242
"support_80","BA-M4","Sleep environment","Sleep","FUSPCEU","Madrid (ES)","Free day minus Work day",-0.0315440460381156,0.0131293243759176,-0.0572770489562578,-0.00581104311997328,-2.40256430071719,0.0162805720503735,0.0549469306700104
"support_80","BA-M4","Sleep environment","Sleep","IZTECH","Izmir (TR)","Free day minus Work day",-0.0964908035112184,0.0396769999658827,-0.174256294458945,-0.0187253125634914,-2.43190774489474,0.0150195323450074,0.0549469306700104
"support_80","BA-M4","Sleep environment","Sleep","UCR","San José (CR)","Free day minus Work day",-0.0617856101970438,0.0641363830753504,-0.187490611123395,0.0639193907293072,-0.963347280192823,0.33537327365292,0.476583073085729
"support_80","BA-M4","Sleep environment","Sleep","KNUST","Kumasi (GH)","Free day minus Work day",0.0013935330296464,0.00797985479815324,-0.0142466949765931,0.0170337610358859,0.174631376747469,0.861369292334674,0.894498880501392
