"analysis_state","state_display","site","site_display","state_order","site_order","member_id","sample_id","family","estimate","standard_error","conf_low","conf_high","from_M4_minus_M1","from_free_M5_minus_work_M5","state_sum","reconciliation_passed","statistic","p_value","p_adjusted","fdr_significant"
"Pre-sleep","Pre-sleep","MPI","Tübingen (DE)",2,4,"BA-M6-13","primary_any_valid","BA-M6",-0.0519577066603463,0.0474307411828234,-0.144920251138721,0.0410048378180283,-0.0519577066603463,-0.0519577066603465,3.46944695195361e-17,TRUE,-1.0954437009549,0.273322297491149,0.690616683994313,FALSE
"Pre-sleep","Pre-sleep","TUM","Munich (DE)",2,5,"BA-M6-14","primary_any_valid","BA-M6",-0.0454961781222669,0.0737217107970789,-0.189988076163219,0.0989957199186853,-0.0454961781222669,-0.0454961781222669,3.46944695195361e-17,TRUE,-0.617134052240004,0.537146309773354,0.690616683994313,FALSE
"Pre-sleep","Pre-sleep","FUSPCEU","Madrid (ES)",2,6,"BA-M6-15","primary_any_valid","BA-M6",0.0121598448270715,0.056451064033703,-0.0984822075679508,0.122801897222094,0.0121598448270715,0.0121598448270715,3.46944695195361e-17,TRUE,0.215405059855235,0.829451525405617,0.895807647438067,FALSE
"Pre-sleep","Pre-sleep","IZTECH","Izmir (TR)",2,7,"BA-M6-16","primary_any_valid","BA-M6",-0.0398278300486976,0.0608827204151549,-0.159155769343223,0.0795001092458274,-0.0398278300486976,-0.0398278300486976,3.46944695195361e-17,TRUE,-0.654172970214118,0.513000373731491,0.690616683994313,FALSE
"Pre-sleep","Pre-sleep","UCR","San José (CR)",2,8,"BA-M6-17","primary_any_valid","BA-M6",0.0974994208233932,0.0931758359688941,-0.0851218619050508,0.280120703551837,0.0974994208233932,0.0974994208233932,3.46944695195361e-17,TRUE,1.046402426225,0.29537527305347,0.690616683994313,FALSE
"Pre-sleep","Pre-sleep","KNUST","Kumasi (GH)",2,9,"BA-M6-18","primary_any_valid","BA-M6",0.0460060042950489,0.0587899744737725,-0.0692202283255743,0.161232236915672,0.0460060042950489,0.046006004295049,3.46944695195361e-17,TRUE,0.782548465224682,0.433892314441764,0.690616683994313,FALSE
"Sleep environment","Sleep","RISE","Borås (SE)",3,1,"BA-M6-19","primary_any_valid","BA-M6",-0.0319350689972962,0.0463605566642944,-0.122800090362541,0.0589299523679491,-0.0319350689972962,-0.0319350689972962,4.44089209850063e-16,TRUE,-0.688841362034199,0.4909231034274,0.690616683994313,FALSE
"Sleep environment","Sleep","THUAS","Delft (NL)",3,2,"BA-M6-20","primary_any_valid","BA-M6",-0.0237233929160693,0.0344504541834486,-0.0912450423666759,0.0437982565345372,-0.0237233929160693,-0.0237233929160694,4.44089209850063e-16,TRUE,-0.688623516826288,0.491060218046921,0.690616683994313,FALSE
"Sleep environment","Sleep","BAUA","Dortmund (DE)",3,3,"BA-M6-21","primary_any_valid","BA-M6",0.0240113829182317,0.0312863480995703,-0.0373087325647092,0.0853314984011725,0.0240113829182317,0.0240113829182318,4.44089209850063e-16,TRUE,0.767471577117735,0.442801185965987,0.690616683994313,FALSE
"Sleep environment","Sleep","MPI","Tübingen (DE)",3,4,"BA-M6-22","primary_any_valid","BA-M6",-0.00545385990874756,0.0242572696560057,-0.0529972347977949,0.0420895149802998,-0.00545385990874756,-0.00545385990874751,4.44089209850063e-16,TRUE,-0.2248340388712,0.822108384734612,0.895807647438067,FALSE
"Sleep environment","Sleep","TUM","Munich (DE)",3,5,"BA-M6-23","primary_any_valid","BA-M6",-0.0335215504601746,0.0518087598392944,-0.135064853828877,0.0680217529085276,-0.0335215504601746,-0.0335215504601746,4.44089209850063e-16,TRUE,-0.647024761143773,0.517615918126787,0.690616683994313,FALSE
"Sleep environment","Sleep","FUSPCEU","Madrid (ES)",3,6,"BA-M6-24","primary_any_valid","BA-M6",0.0340239732486458,0.0175673468544415,-0.000407393889982587,0.0684553403872743,0.0340239732486458,0.0340239732486458,4.44089209850063e-16,TRUE,1.93677357944598,0.0527730268940319,0.284974345227772,FALSE
"Sleep environment","Sleep","IZTECH","Izmir (TR)",3,7,"BA-M6-25","primary_any_valid","BA-M6",-0.0232780814982125,0.0365038641015977,-0.0948243404338886,0.0482681774374636,-0.0232780814982125,-0.0232780814982125,4.44089209850063e-16,TRUE,-0.63768814812111,0.523676702108028,0.690616683994313,FALSE
"Sleep environment","Sleep","UCR","San José (CR)",3,8,"BA-M6-26","primary_any_valid","BA-M6",-0.00321057051534426,0.0578471774875153,-0.11658895499817,0.110167813967482,-0.00321057051534432,-0.00321057051534432,4.44089209850063e-16,TRUE,-0.0555009017689269,0.955739411551565,0.986209715178377,FALSE
"Sleep environment","Sleep","KNUST","Kumasi (GH)",3,9,"BA-M6-27","primary_any_valid","BA-M6",0.0630871681289673,0.0144506009122169,0.0347645107860605,0.0914098254718741,0.0630871681289673,0.0630871681289673,4.44089209850063e-16,TRUE,4.36571243730299,1.26709086366417e-05,0.000342114533189325,TRUE
