"table","token","local_resolution_count","document_resolution_count","status"
"table-3","tbl-h08-families--gt-0003",1,1,"PASS"
"table-3","tbl-h08-families--gt-0004",1,1,"PASS"
"table-3","tbl-h08-families--gt-0005",1,1,"PASS"
"table-3","tbl-h08-families--gt-0006",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0001",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0002",1,1,"PASS"
"table-4","tbl-h08-primary-samples--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0001",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0002",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0003",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0004",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0005",1,1,"PASS"
"table-5","tbl-h08-near-eye-results--gt-0006",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0001",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0002",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0003",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0004",1,1,"PASS"
"table-6","tbl-h08-near-eye-predictions--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0001",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0002",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0003",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0004",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0005",1,1,"PASS"
"table-7","tbl-h08-chest-results--gt-0006",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0001",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0002",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0003",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0004",1,1,"PASS"
"table-8","tbl-h08-interactions--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0002",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0003",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0004",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0005",1,1,"PASS"
"table-9","tbl-h08-paired-placement--gt-0001",1,1,"PASS"
