"path","manifest_sha256","observed_sha256","exact","classification"
"audit/handoffs/H08_worker_handoff.md","8a7be6d71075cd4e4bb3884c24ee2465fbb333bc3dc042192b03dd3897005642","8a7be6d71075cd4e4bb3884c24ee2465fbb333bc3dc042192b03dd3897005642",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_chest_effects.pdf","8c2798e4328a985287e4194fd62bc3e318d6962ed3fc6bf3899e909f12d8c311","8c2798e4328a985287e4194fd62bc3e318d6962ed3fc6bf3899e909f12d8c311",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_chest_effects.png","201026c03ca870932e5c0f9e0ecdd4733c7949aa33fe53f8cb8a7349e6f38f47","201026c03ca870932e5c0f9e0ecdd4733c7949aa33fe53f8cb8a7349e6f38f47",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_gap_common_sample_effects.png","144fc11c696931373ba8b5d987aa2ce2a14413cda00c5371aecb095713729669","144fc11c696931373ba8b5d987aa2ce2a14413cda00c5371aecb095713729669",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_near_eye_effects.pdf","4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe","4f5b3201703036fa5320433c6e600f8cc8ba84b20b6015f89ccac517381415fe",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_near_eye_effects.png","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405","f1cc8e33829cdf821140e95238d20b1516d5796f741002a1f27568d3f9fd7405",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_near_eye_model_adequacy.png","7779cb6b565369902d80e2473d0fbb77e8982a6b90f4c87a27d1921ff951ad43","7779cb6b565369902d80e2473d0fbb77e8982a6b90f4c87a27d1921ff951ad43",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_paired_placement_effects.pdf","74f7643901ddb1dc370aef92dc994639a050749e63bf871ed0c09d45862877b6","74f7643901ddb1dc370aef92dc994639a050749e63bf871ed0c09d45862877b6",TRUE,"live-exact"
"artifacts/10_figures/H08/H08_paired_placement_effects.png","be34d61f6b53b06c266767d652942bcebc0a2e70db5f4464413b401c1d3f10f6","be34d61f6b53b06c266767d652942bcebc0a2e70db5f4464413b401c1d3f10f6",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_chest_effects_data.csv","0b9b8ea7293eea8719c296905b914c75128ec5d801b04a1949a5780db8a24bef","0b9b8ea7293eea8719c296905b914c75128ec5d801b04a1949a5780db8a24bef",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_gap_common_sample_effects_data.csv","7ddfe2c6635d8dbd6fff4faf2f6085b7459c9463c81494c28c3ce897745b9c48","7ddfe2c6635d8dbd6fff4faf2f6085b7459c9463c81494c28c3ce897745b9c48",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_near_eye_effects_data.csv","0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51","0f7ab7b06a23a16089b000607d4cfb239c323ba39df9c549c365c4da1878dd51",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_near_eye_model_adequacy_data.csv","24bade0ab6e45655e870b2b219cc6007bd804710e9e41d4bca31406da82d62e4","24bade0ab6e45655e870b2b219cc6007bd804710e9e41d4bca31406da82d62e4",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_paired_placement_effects_data.csv","54963bb499ebb7f162b25346786a15d0b782bb7e7065cd434cb4155b21910513","54963bb499ebb7f162b25346786a15d0b782bb7e7065cd434cb4155b21910513",TRUE,"live-exact"
"artifacts/11_source_data/H08/H08_primary_diagnostic_plot_data.csv","bc5e0922840e9d1ca20e5c3c73f5f608102cbbf09a6bb4e049138d66fa057369","bc5e0922840e9d1ca20e5c3c73f5f608102cbbf09a6bb4e049138d66fa057369",TRUE,"live-exact"
"tests/hypotheses/H08/test_h08_metric011_reseal.R","febb7cb96a823b2a828259b0049db17f5f907b7edea06e478021cf6a95ae6f30","febb7cb96a823b2a828259b0049db17f5f907b7edea06e478021cf6a95ae6f30",TRUE,"live-exact"
"tests/hypotheses/H08/test_h08_preparation_report.R","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4","2e83542b120021e0c337a3769127e6eba2fe61ebc4d56014693b34066a3fc2a4",TRUE,"live-exact"
"tests/hypotheses/H08/test_h08_stage2.R","7b02ca11f1069aa2f5e04e97cd81fdaf94ec9514314e7c1581c374ca7b4bf273","7b02ca11f1069aa2f5e04e97cd81fdaf94ec9514314e7c1581c374ca7b4bf273",TRUE,"live-exact"
"tests/hypotheses/H08/test_h08_stage3_reader_report.R","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f","3049ecd80bc7f6c83dce7370b2877a92c6693dd9585f1f45ed7ac19fdf64be8f",TRUE,"live-exact"
"renv.lock","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350","3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_leave_one_site_out.csv","a09eb38fb573413aafdb8778bbc582a3738bf15797fbf44119597e3a17a4ac97","a09eb38fb573413aafdb8778bbc582a3738bf15797fbf44119597e3a17a4ac97",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_leave_one_site_out_summary.csv","feb4a5cd1a9e215db717b6fe8df462f93cea78951ad0341f891e1092f1cc0614","feb4a5cd1a9e215db717b6fe8df462f93cea78951ad0341f891e1092f1cc0614",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_response_family_gate.csv","f24d55266ef09f8c5f55c08ed6beed8611fa731432d2f04c3edfeb3690ae6621","f24d55266ef09f8c5f55c08ed6beed8611fa731432d2f04c3edfeb3690ae6621",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_vlsq_score_audit.csv","fdaa008b2296a324ef144cfa911e821375f98800ebdb1bd11196bc0afb95632a","fdaa008b2296a324ef144cfa911e821375f98800ebdb1bd11196bc0afb95632a",TRUE,"live-exact"
"artifacts/08_diagnostics/H08/H08_vlsq_score_rows.csv","f4c7811186816dee4835dca58d64034dae4890f3269757d3a121adf2f3608cbb","f4c7811186816dee4835dca58d64034dae4890f3269757d3a121adf2f3608cbb",TRUE,"live-exact"
"artifacts/07_models/H08/H08_model_bundles.rds","a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc","a5baac89dc6f20c706fd5a29c49123ca14c245969ea5b237376df759ffa887dc",TRUE,"live-exact"
"artifacts/07_models/H08/H08_model_fit_index.csv","8aca6db05b91283321bb2115f732c4b150faba954f99fbd72c7d2b35a9eff3a2","8aca6db05b91283321bb2115f732c4b150faba954f99fbd72c7d2b35a9eff3a2",TRUE,"live-exact"
"artifacts/07_models/H08/H08_sensitivity_models.rds","fec750c73168fbe6b01603e0bc884ee033a0e5120feba788c62c293cc990eb9c","fec750c73168fbe6b01603e0bc884ee033a0e5120feba788c62c293cc990eb9c",TRUE,"live-exact"
"artifacts/07_models/H08/H08_v0_models.rds","b2db39862b06780953090d9e6e85421ef4061fd9519bdf3340bba6a129b7ce61","b2db39862b06780953090d9e6e85421ef4061fd9519bdf3340bba6a129b7ce61",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_author_approvals.csv","e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41","e276b3512b01841e684d273ce6629a8d2f66dceca8f71b72ca2936c55ead7a41",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_family_registry.csv","5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0","5360380a1004ba54df279b3a1c6d48ee2623885368f596de426cf2e290dde0d0",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_formula_registry.csv","9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01","9eb848cda9c8d19e87919a1012b4819b48cf01f6069b0e7621ccb78b84e79b01",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_input_audit.csv","47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb","47b46bc99953dd7a75df9eca28491dc474b048c5f5e802b6e2f6043db5cc24bb",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_main_gap_common_sample_audit.csv","5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3","5de5091dde55f0c69845da4c31102b0b5b5d80e794255d1b0eb973320392dbc3",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_metric_missingness.csv","74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892","74b037ad1911f90595f7a31a18e05029d5a7e2a18150cffd6ed329348d245892",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_metric_registry.csv","ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f","ba60163a1248a03c6c95cfa36fc0b66801f1fdd4af2fa114e024944c2aa3893f",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_model_frame_by_site.csv","35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d","35bd76c2b985da32630566725329008c7740160a63228241e0d5840f7c43198d",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_model_frame_index.csv","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5","3a95b69384db3be721e76de59eb5d84d6f911fbbe902c2b8cdf09afc00f6d7c5",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_model_frame_rows.csv","45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f","45043ba03e96f127ddda924d1cddc187e635412fedeef5d89d2226087adbb18f",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_model_frames.rds","811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434","811f097452de1484d63c7e9dd011056d605d7ab759d62cdf8f28fdcec8f22434",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_paired_sample_audit.csv","abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb","abe0a16848d5ebe288c4b78ce96fa2d2388561b9a571a4c960a4d8ed45b032eb",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_response_contract_audit.csv","2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9","2ad711fab7bd3fe6bcd1f682f2901572657eb19f0b0828c14fcd755f2eb330a9",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_run_registry.csv","b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496","b7a1e6ea8338e4224b4c934bf0446322c1058a16772196ae3ef393f0eebbc496",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_sensitivity_registry.csv","fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab","fa6312841b2099702d6af733abc93edc37f442fb67f8b387167224fa944e6cab",TRUE,"live-exact"
"artifacts/06_model_data/H08/H08_v0_model_rows.csv","59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8","59537bbe3362e5bc8ef24db3ab1c4242fa1e313238e266f7282896c12d85e7d8",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_centered_predictions.csv","cd963f18ea179ebd7348b59e14fb62c983ea6db3eb8e55a9d8a727bb619c5f89","cd963f18ea179ebd7348b59e14fb62c983ea6db3eb8e55a9d8a727bb619c5f89",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_family_audit.csv","d590f03a417948142d13a9649a67318013ba9605a5752a8822f57a320c7bb6d9","d590f03a417948142d13a9649a67318013ba9605a5752a8822f57a320c7bb6d9",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_metric011_display_invariance.csv","3de6dfddd442826e638ff39064ad30a3819ddfaab42739c354bd07259a1e137c","3de6dfddd442826e638ff39064ad30a3819ddfaab42739c354bd07259a1e137c",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_metric011_result_comparison.csv","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_model_effects.csv","b933dcab57421424d98706b1f27138e5cb1262372d8b268e880b719116ab9018","b933dcab57421424d98706b1f27138e5cb1262372d8b268e880b719116ab9018",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_model_results_master.csv","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_model_tests.csv","c16f4b52fc63dc4ac22bf905bcc03a100029ef866a6b325b6543109323831ea3","c16f4b52fc63dc4ac22bf905bcc03a100029ef866a6b325b6543109323831ea3",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_site_specific_slopes.csv","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_v0_reproduction.csv","cff307130dd9b7b1320f8a6c49acb88390963ed2dd58dd8423092ba55b58b5a6","cff307130dd9b7b1320f8a6c49acb88390963ed2dd58dd8423092ba55b58b5a6",TRUE,"live-exact"
"artifacts/09_tables/H08/H08_v0_to_new_comparison.csv","47376caeab4261d226462335d0ce4a922d128d6e702e04e920f3e4bef37c1ceb","47376caeab4261d226462335d0ce4a922d128d6e702e04e920f3e4bef37c1ceb",TRUE,"live-exact"
"audit/hypotheses/H03-H11_gated_workflow.qmd","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e","ba749fea6d198aaeef58c45e2b46a30b3f248f0a2eb8bb38d22d6b68077ae68e",TRUE,"live-exact"
"audit/hypotheses/H05-H08_migration_map.md","f6d972074b4538c896eadc36e6f98f56ea7c3e05a4baca63b1fb946712df36f6","f6d972074b4538c896eadc36e6f98f56ea7c3e05a4baca63b1fb946712df36f6",TRUE,"live-exact"
"audit/evidence/preregistration_contract.md","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225","117b3d075df5ee8c822fba70b3cc0b7b5240581ab500c14e2880514474ac4225",TRUE,"live-exact"
"artifacts/12_manifests/H08/H08_execution_environment.csv","3aeab1c5da4263aa5fa8a37b50674bc0528da6b2b85164a951888adff6511d03","3aeab1c5da4263aa5fa8a37b50674bc0528da6b2b85164a951888adff6511d03",TRUE,"live-exact"
"artifacts/12_manifests/H08/H08_figure_manifest.csv","d8596271378cefd4ea1b5137e009c4036c40bd21d8871fce5e881ff676239fa5","d8596271378cefd4ea1b5137e009c4036c40bd21d8871fce5e881ff676239fa5",TRUE,"live-exact"
"artifacts/12_manifests/H08/H08_metric011_reconciliation.csv","687f33b47168da939dc70333615473efe50e379a653142a6d83947b871b59caa","687f33b47168da939dc70333615473efe50e379a653142a6d83947b871b59caa",TRUE,"live-exact"
"artifacts/12_manifests/H08/H08_stage2_artifacts.csv","7f1073c274109cbb17de9faec9a4f662c02a6710c9a9a66833c9dc9a0b02e213","7f1073c274109cbb17de9faec9a4f662c02a6710c9a9a66833c9dc9a0b02e213",TRUE,"live-exact"
"_build/nathealth/notebooks/hypotheses/H08.html","a08a888a40ec58669c61a47b7500159388577eaad49ece5440b9bee9da6a93e1","a08a888a40ec58669c61a47b7500159388577eaad49ece5440b9bee9da6a93e1",TRUE,"live-exact"
"notebooks/hypotheses/H08.qmd","13b3547cad0eb7eba37d090cc8f611de99407e71a7b7a0a6a5a29670c06834c0","1b6b50b21e22d60909a65b125ce74be54829e5efc10de33f888fcd294c7374b1",FALSE,"accepted historical-to-current transition"
"config/metric_display_registry.csv","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0","c82db05a77cc50ce5b9dbd459c90997fa6bb7d87c0b8e880c1bf8186fad06ed0",TRUE,"live-exact"
"config/site_display_registry.csv","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809","3d669d459ecc27d3154bbb5ff5b0d64cb510805d486b45264443228c44a6d809",TRUE,"live-exact"
"scripts/pipeline/paths_io.R","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c","ad7ec3eb6fe76b0b47498d3efa0ae247ac0da3b9cd43a7d3731ea102d3bedc6c",TRUE,"live-exact"
"audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb","a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb",TRUE,"live-exact"
"audit/reconciliation/l10_METRIC-011/primary_scientific_cell_changes.csv","a32b850d7af2b8c8471445ae1af7f4362d74f4e733c874775a4edfa9a6a3dbeb","a32b850d7af2b8c8471445ae1af7f4362d74f4e733c874775a4edfa9a6a3dbeb",TRUE,"live-exact"
"_quarto-nathealth.yml","02aed2be2851444d81cfe26a9845e830a91a851379d605252508ac4cb2c72f02","80dd05573b6c764272d0d0aa1c82571bdaab3cb2bee9ee34441e2456318708e3",FALSE,"accepted historical-to-current transition"
"_quarto.yml","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c","44e4a7435494d570baca6e7b0de75b15be015a52c811c076dd2b8b959d70f59c",TRUE,"live-exact"
"audit/decisions/bootstrap_execution_policy.md","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a","8bc2f8d31d23dec94b8735b6b913f6886f89fb07adc9d9d33f345e9c2b81871a",TRUE,"live-exact"
"audit/decisions/gap_timing_unaware_dataset_terminology.md","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306","c68ecb5b81639fddaa035ca2787ad43d1dd5106b7238f2f6d20db4d5df36a306",TRUE,"live-exact"
"audit/decisions/l10_numerical_zero_normalization.md","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797","23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797",TRUE,"live-exact"
"audit/decisions/model_reporting.md","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a","1cb3d5735dcb736f563eed881daf7dcf6e6ed7a4fb75b38201dd753e4927157a",TRUE,"live-exact"
"audit/decisions/p_value_display_conventions.md","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772","ced1651242141d933bf7b3c7b67778bc89fe6d0e901fd5de8aca6fc64eaac772",TRUE,"live-exact"
"audit/decisions/paired_placement_comparison_display.md","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4","0b88908040aa4c649cb0c98d71f075e36dee266fd90a58180cfacbf7002001b4",TRUE,"live-exact"
"audit/decisions/site_display_conventions.md","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8","771f4429e7e3317126de69b680593bb4572a784700d4b84ff566ea8ab2b0eed8",TRUE,"live-exact"
"scripts/pipeline/p_value_display.R","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2","ea33b30d2c887b033c7e22e2358be7e403ce7116261a4d0c0fbc6bf214eeb1a2",TRUE,"live-exact"
