run_id,placement,family_id,metric_order,metric_id,manuscript_name,analysis_unit,response_family,response_transform,effect_scale,factor_order,factor_id,factor_label,estimate_model_per_point,conf_low_model_per_point,conf_high_model_per_point,estimate_model_per_sd,conf_low_model_per_sd,conf_high_model_per_sd,effect_type,estimate_practical_per_point,conf_low_practical_per_point,conf_high_practical_per_point,estimate_practical_per_sd,conf_low_practical_per_sd,conf_high_practical_per_sd,interval_method,p_raw,p_adjusted,family_rank,family_observed_tests,model_adequacy,specified_limitations,reader_inference_status,observations,participants,participant_days,represented_days,sites,leba_participant_mean,leba_participant_sd,model_frame_hash
main__glasses__all_available,glasses,H05-F1-primary,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.02077953358083047,9.172311100580643e-4,0.04064183605160287,0.08078235466401487,0.00356582059714438,0.15799888873088538,ratio,1.0490097713215114,1.002114234529459,1.0980998596878635,1.2044321916344634,1.0082444048127448,1.438794896674699,wald_normal,0.0349384214330805,0.2598361567247838,9,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,7bc9b519da29c49cbacf91836b646d701f802571a71bf2770314083378d999a6
main__glasses__all_available,glasses,H05-F1-primary,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.01657417137352085,-0.04096852566548065,0.00782018291843894,-0.05182847213224122,-0.12811114612611327,0.02445420186163082,ratio,0.9625556080098472,0.909979218559979,1.018169733565336,0.8875064701721214,0.7445414039440559,1.0579233477478482,wald_normal,0.16920085386754102,0.383521935433093,30,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,1b3b0ace4102d596395eee38bec2c580885ed93ca91898dbcb66a31c716d28cb
main__glasses__all_available,glasses,H05-F1-primary,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01004299122572289,-0.02859554757040135,0.0085095651189555609,-0.04272448569206302,-0.1216500179646806,0.03620104658055457,ratio,0.9771404880974964,0.9362772102444428,1.0197872201013356,0.9063073755547132,0.7557009741187334,1.0869286756481238,wald_normal,0.27227064543142665,0.5445412908628533,34,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,f131334bde902bfe6c2d05c0d442c7a200cfebe0615b766e6bbb142de8787405
main__glasses__all_available,glasses,H05-F1-primary,4,m10_mean_medi,Brightest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.008126491232418,-0.02942522739203847,0.01317224492720246,-0.03106011287456501,-0.1124656211416985,0.05034539539256846,ratio,0.981462043867072,0.9344902458666728,1.0307948614898264,0.9309790050819916,0.7718526132099598,1.1229111530748797,wald_normal,0.4363925074704941,0.6580569689140547,45,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,325a672973557a7b66cf7bb0352c19884f831ca4bee013eeb9a71217ff3dab0f
main__glasses__all_available,glasses,H05-F1-primary,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,-5.3214845431855e-4,-0.01112106305402921,0.01005676614539209,-0.00206877623135518,-0.04323415905255153,0.03909660658984115,ratio,0.9987754332963,0.9747178894497832,1.0234267545036222,0.99524779432009,0.9052443876428784,1.0941997383470847,wald_normal,0.917413395371262,0.9582440023143596,64,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,5b52adbcaa26e425a0aaffff9bbb8bd2df13301487784b04f3e42542613004ea
main__glasses__all_available,glasses,H05-F1-primary,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0062699287263075,-0.01911854628054304,0.00657868882792803,-0.01960645989106459,-0.05978489185246041,0.02057197207033124,ratio,0.9856666699966812,0.956932828483224,1.0152633031539664,0.9558583539127392,0.8713950892679446,1.0485085399234209,wald_normal,0.3223606126188526,0.5768558331074205,38,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,d892f49853d38f8e04b53677877de4a5b56ab5939591ad29865467c99d0d9ed8
main__glasses__all_available,glasses,H05-F1-primary,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00838238065726881,-0.01805634253333929,0.00129158121880167,-0.03565998360524591,-0.07681455961454499,0.00549459240405315,ratio,0.9808839297199482,0.959276173209196,1.002978402313584,0.9211704892501192,0.8378869770149351,1.0127321387526216,wald_normal,0.07958427123227216,0.3510331316394021,15,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,8f679d60e688464dfb0d1437e039a5d4594ee6abb048801093a29aa24223fb82
main__glasses__all_available,glasses,H05-F1-primary,5,l10_mean_medi,Darkest 10 h mean,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00347992514920324,-0.01467152180212837,0.00771167150372189,-0.01330055799458845,-0.05607575399797211,0.0294746380087952,ratio,0.9920191933262568,0.966781826998871,1.0179153687472309,0.9698385481282684,0.878869202281729,1.0702238819992629,wald_normal,0.5261631198301117,0.7155818429689519,50,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,4c5d97eb50bdce416c1578bd75fe895f54437c2a2002005b782a95d0792eaad5
main__glasses__all_available,glasses,H05-F1-primary,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.0541788697795165,0.0208232926029669,0.0875344469560661,0.21062535676267388,0.08095247190135446,0.34029824162399325,ratio,1.0556734133389545,1.0210416100901385,1.0914798619542398,1.234449790152698,1.0843193597045542,1.4053666669045268,wald_normal,0.00184868945721947,0.12449982791512602,1,68,acceptable,,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,84538a3acc8dd11410176dfa52a562bb2218c4df71b963ffe3d1ea0498e718fd
main__glasses__all_available,glasses,H05-F1-primary,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03562003285496416,-0.07755133886324775,0.00631127315331941,-0.11138607406476052,-0.2425078946337694,0.01973574650424835,ratio,0.9650068947452312,0.925379515244729,1.0063312312025354,0.8945933029766726,0.7846575529702553,1.0199317838734296,wald_normal,0.0969578407031224,0.3622686226212153,17,68,acceptable,,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,04b34b84a3b6824f2875126225e61e08db02b01bc67be9c0cb1f8db0fdd45d50
main__glasses__all_available,glasses,H05-F1-primary,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.0217882615634333,-0.05338599290033602,0.0098094697734694,-0.09269073809778491,-0.22711252440258956,0.04173104820701971,ratio,0.9784473880395174,0.9480140151713854,1.0098577403291649,0.911475341310426,0.7968311143002144,1.0426140281263536,wald_normal,0.1776615544655873,0.38970921624709465,31,68,acceptable,,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,44373d5b32a5384758fa31250f81025604265da596d71bc5389b8b96c5b119b5
main__glasses__all_available,glasses,H05-F1-primary,6,duration_above_1000,"Time above 1,000 lx melEDI",participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.0482966344198102,-0.0840077095080703,-0.0125855593315501,-0.18459367931841836,-0.3210843234833529,-0.04810303515348384,ratio,0.9528510967194916,0.9194241677597595,0.9874933076120462,0.8314420473267016,0.7253620833536828,0.9530355858506387,wald_normal,0.00903479085862565,0.16901794240238335,3,68,acceptable,,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,1772370170d5e4b50531cdbcc7aaa4ebed11347964e5833eec7370db05fd2e2d
main__glasses__all_available,glasses,H05-F1-primary,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.0295801293422269,0.00143585563643882,0.05772440304801498,0.1149954829465285,0.00558202131043647,0.2244089445826205,ratio,1.03002196714795,1.0014368869706998,1.0594229817284269,1.121868370021078,1.0055976298202216,1.251582742770344,wald_normal,0.04092806371464667,0.2598361567247838,10,68,acceptable_with_specified_limitations,WARN_TWEEDIE_DIAGNOSTIC,retained_for_inference,737,141,737,737,9,16.148936170212767,3.88759229603393,4a86959278de44dbc90d86e7f4ef41a4eec707aa7911f1066f69bca0180eb4ac
main__glasses__all_available,glasses,H05-F1-primary,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.03131133123125368,-0.0656684737952053,0.00304581133269792,-0.09791249417965144,-0.20534943119383264,0.00952444283452976,ratio,0.9691737920315596,0.93644126765483,1.0030504545289385,0.9067282442813404,0.814362702956394,1.0095699446853783,wald_normal,0.07492866841737367,0.3510331316394021,14,68,acceptable,,retained_for_inference,737,141,737,737,9,14.00709219858156,3.1270626424825787,e5e759d03421123974185a12944a2a2f4243ffecec60af196d56ba4586429ce6
main__glasses__all_available,glasses,H05-F1-primary,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.01133109842648998,-0.03751947072891298,0.014857273875933,-0.04820429906958149,-0.15961380970098735,0.06320521156182436,ratio,0.9887328566808238,0.9631756638060006,1.0149681918013302,0.9529390826212648,0.852472942184673,1.0652454174789938,wald_normal,0.3972147021857863,0.613877267014397,44,68,acceptable,,retained_for_inference,737,141,737,737,9,12.872340425531917,4.254159416432996,824ea1d741d99f198e3d76bf8608aa6d55ed5bcd797ae125da8a78413d149ef2
main__glasses__all_available,glasses,H05-F1-primary,7,duration_above_250_wake,Time above 250 lx melEDI during wake,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-0.01459842193441806,-0.04477875120801081,0.01558190733917467,-0.05579636033627214,-0.17114804250998306,0.05955532183743878,ratio,0.9855076183927942,0.9562090185213556,1.0157039382582922,0.945731704768736,0.8426968092858448,1.0613644759884142,wald_normal,0.3445263035860298,0.5856947160962507,40,68,acceptable,,retained_for_inference,737,141,737,737,9,12.141843971631207,3.822081632311467,a463a1bad64111ee8a3b67d01ea8c76ed8c1af45ba161df1073c45d9061b12af
main__glasses__all_available,glasses,H05-F1-primary,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,1,leba_f2,Spending time outdoors,-0.00138244689454553,-0.03472486692844018,0.03195997313934911,-0.00537204670404552,-0.13493726787434435,0.1241931744662533,difference,-0.00138244689454553,-0.03472486692844018,0.03195997313934911,-0.00537204670404552,-0.13493726787434435,0.1241931744662533,wald_normal,0.9300603551874668,0.9582440023143596,66,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,655,139,655,655,9,16.151079136690647,3.885897335543962,a4eaab0f780ac4f010401836b0842dbe2fc3d7f5ffd6b1a59986d981b85ed6ec
main__glasses__all_available,glasses,H05-F1-primary,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,2,leba_f3,Using phones and smartwatches in bed before sleep,0.01673273933649587,-0.02324163621098982,0.05670711488398156,0.05235115486237981,-0.07271532007211835,0.17741762979687797,difference,0.01673273933649587,-0.02324163621098982,0.05670711488398156,0.05235115486237981,-0.07271532007211835,0.17741762979687797,wald_normal,0.3918593779664124,0.613877267014397,43,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,655,139,655,655,9,13.964028776978417,3.1286661322809484,52f225f543c8d94a7b8edcf2894f22458671d55158ce070d595bd821121d5806
main__glasses__all_available,glasses,H05-F1-primary,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,3,leba_f4,Controlling and using ambient light before bedtime,0.00646562377863472,-0.02448556303059963,0.03741681058786909,0.02752039344274257,-0.10422077611380348,0.15926156299928862,difference,0.00646562377863472,-0.02448556303059963,0.03741681058786909,0.02752039344274257,-0.10422077611380348,0.15926156299928862,wald_normal,0.6543860100501859,0.780671029533555,57,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,655,139,655,655,9,12.884892086330936,4.256417382910847,d198e41a2d784125b78dc330a745dab1fdf5bca8257ceac800f1743053123c84
main__glasses__all_available,glasses,H05-F1-primary,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,participant_day,gaussian,identity,difference,4,leba_f5,Using light in the morning and during daytime,-0.00820691868822534,-0.04386860557497753,0.02745476819852685,-0.03130843345059512,-0.16735359157208682,0.1047367246708966,difference,-0.00820691868822534,-0.04386860557497753,0.02745476819852685,-0.03130843345059512,-0.16735359157208682,0.1047367246708966,wald_normal,0.6460320344236457,0.780671029533555,56,68,acceptable_with_specified_limitations,WARN_GAUSSIAN_DIAGNOSTIC,retained_for_inference,655,139,655,655,9,12.201438848920862,3.8148828616413697,970d4f46a99b4cbd9f205efa827207a1ff5f2ffa437a3adbd711d3aa4e9cf2b3
main__glasses__all_available,glasses,H05-F1-primary,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,1,leba_f2,Spending time outdoors,0.00332280337550575,-0.00551164919918871,0.01215725595020022,0.01291770480385172,-0.02142704496520761,0.04726245457291105,ratio,1.003328330006249,0.9945035120719338,1.012231455770178,1.0130014987723992,0.9788008833169052,1.048397129595647,wald_normal,0.4612305274047327,0.667312252415358,47,68,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT | WARN_PREDICTED_BOUND,unfit_for_inference,778,141,778,778,9,16.148936170212767,3.88759229603393,2ed734392c4dd4b71c3e96b9da52a46498a48316a90b58b606b157c8a6097953
main__glasses__all_available,glasses,H05-F1-primary,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,0.00110639503108346,-0.00968566179545985,0.01189845185762677,0.00345976656952944,-0.03028767116830326,0.03720720430736213,ratio,1.001107007311853,0.9903610931541124,1.0119695200232768,1.003465758470087,0.9701664044987124,1.0379080575792945,wald_normal,0.8408191353188101,0.9373065770767064,61,68,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT | WARN_PREDICTED_BOUND,unfit_for_inference,778,141,778,778,9,14.00709219858156,3.1270626424825787,e3d1cb80aa707dd33b17c0fbfb77c28ec27bf748d4d8b602b0c7b48e8eba460a
main__glasses__all_available,glasses,H05-F1-primary,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,3,leba_f4,Controlling and using ambient light before bedtime,0.00428600326028989,-0.00395308515776847,0.01252509167834826,0.01823334112862477,-0.01681705444788229,0.05328373670513184,ratio,1.0042952013085236,0.996054717997798,1.0126038591522013,1.0184005834084953,0.9833235628525644,1.0547288679608997,wald_normal,0.30858387790836456,0.5671271269667241,37,68,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT | WARN_PREDICTED_BOUND,unfit_for_inference,778,141,778,778,9,12.872340425531917,4.254159416432996,7a8a13c8bbd06ff7696912430cf032bff96cb153080d3112786a0582109ede25
main__glasses__all_available,glasses,H05-F1-primary,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,participant_day,tweedie_log,identity,ratio,4,leba_f5,Using light in the morning and during daytime,-5.688251024508797e-4,-0.01005706554351189,0.00891941533861014,-0.00217409597607519,-0.03843892548880937,0.03409073353665898,ratio,0.9994313366478772,0.9899933376293076,1.0089593118532438,0.9978282656587978,0.9622904743654814,1.0346784825072357,wald_normal,0.9064392474035442,0.9582440023143596,63,68,acceptable_with_specified_limitations,WARN_STRONG_TWEEDIE_MISFIT | WARN_PREDICTED_BOUND,unfit_for_inference,778,141,778,778,9,12.141843971631207,3.822081632311467,604599a0e6bdba45483fff6eb620dc2579ffd920112b56e246defd12e7588c7c
main__glasses__all_available,glasses,H05-F1-primary,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,1,leba_f2,Spending time outdoors,0.01235634337807172,8.248077120348828e-4,0.02388787904410856,0.0480364253237415,0.00320651610701618,0.09286633454046685,ratio,1.0288601429008055,1.001900994545784,1.0565447079227284,1.1169569257183922,1.0074105997765692,1.238415373222182,wald_normal,0.0307620612642192,0.2598361567247838,8,68,acceptable,,retained_for_inference,816,141,816,816,9,16.148936170212767,3.88759229603393,5d4a54bfeb64fe431f23f97c35cdd555aa9c905ff98d100544a67a162913d2c6
main__glasses__all_available,glasses,H05-F1-primary,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,2,leba_f3,Using phones and smartwatches in bed before sleep,-0.0109704619615307,-0.02512285903221273,0.00318193510915133,-0.0343053217706788,-0.07856075395198849,0.00995011041063085,ratio,0.9750559527686328,0.9437938454897776,1.007353582112169,0.9240483124375262,0.8345247974825393,1.0231754482244793,wald_normal,0.11727361637057895,0.3749765590462693,21,68,acceptable,,retained_for_inference,816,141,816,816,9,14.00709219858156,3.1270626424825787,5f8ef9a9f272e32577d5e15bf1961c581eb009a080dad3abdaf4651bba2da91c
main__glasses__all_available,glasses,H05-F1-primary,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,3,leba_f4,Controlling and using ambient light before bedtime,-0.00703691970614541,-0.01779908948255731,0.00372525007026649,-0.02993617823058141,-0.0757201641261547,0.01584780766499188,ratio,0.9839274577797964,0.959844565937058,1.0086145992063646,0.9333914573116489,0.8400010634312916,1.037164892415193,wald_normal,0.18502978400052672,0.3931882910011193,32,68,acceptable,,retained_for_inference,816,141,816,816,9,12.872340425531917,4.254159416432996,4b2bf26721a140e303d7f39118b382b159c6741311675faaab69c69a890473c2
main__glasses__all_available,glasses,H05-F1-primary,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,participant_day,gaussian,log10_offset_0.1,ratio,4,leba_f5,Using light in the morning and during daytime,-0.00648239917314787,-0.01884116538091892,0.00587636703462318,-0.02477625881299952,-0.07201247213375292,0.02245995450775386,ratio,0.9851845689655894,0.9575442101232796,1.01362279116382,0.944547365820248,0.8472030836866268,1.0530765804058089,wald_normal,0.2867304605811565,0.5570763234148183,35,68,acceptable,,retained_for_inference,816,141,816,816,9,12.141843971631207,3.822081632311467,8bca318d3303ae50853bded96781fe59ad763cfdca63225ed9c9de379b534290
