scenario_id,run_id,model_role,predictor_id,effect_id,site,log_estimate,log_standard_error,estimate_ratio,conf_low_ratio,conf_high_ratio,denominator_df,status,inferential_role
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,RISE,0.7160500284594391,0.3157225008002096,2.0463342637648654,1.0957409699623295,3.821600208306581,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,MPI,-0.008402773710791754,0.0944918726450113,0.9916324309177087,0.8225519452434179,1.1954684244978182,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,TUM,0.1068820263161609,0.28698879037217234,1.112802965269942,0.6307214392281741,1.9633555520626422,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,TUM,0.5479408544668578,0.3951462164567622,1.729687669703002,0.7915132357346141,3.779872906289246,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,TUM,-0.011607931093756019,0.1234351637518322,0.988459181009826,0.7742893481721376,1.2618687766132113,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,FUSPCEU,-0.7446451741413398,0.39891782475693904,0.4749027778339131,0.215702231118081,1.0455740175951385,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,FUSPCEU,0.059317801376748136,0.247027242037029,1.0611124101456995,0.6509020858272778,1.7298447362235025,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,FUSPCEU,-0.027436109149180023,0.045447951403351575,0.9729368423303629,0.8892743857749589,1.0644702178606626,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,IZTECH,-0.1874149097287027,0.20676683876104252,0.8290996634942971,0.5507477536439863,1.2481326477651127,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,IZTECH,0.1767288979176016,0.30623288773158575,1.1933075411119707,0.6510842384044948,2.1870947009318162,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,IZTECH,-0.10877294465966728,0.05055529274730036,0.8969340480451939,0.8115652040516322,0.9912828723144175,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,UCR,-0.18128563777902304,0.3376299325582775,0.8341970464703011,0.42773728983931847,1.626897464565659,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,UCR,0.3781074320823512,0.4528240570566592,1.4595197336976875,0.5958592428562262,3.575001778678392,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,UCR,0.00579530915426469,0.09810486466953171,1.0058121344452462,0.8283716001793495,1.2212611460584466,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,work_free_day,free_vs_work,KNUST,-0.480428696469698,0.46001025961590997,0.6185181784026524,0.24894980718718912,1.5367143334514783,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,activity_status,active_vs_sedentary,KNUST,0.7022022516518058,0.44128699825707585,2.018192384545581,0.8429637704103249,4.831880851836772,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
H06-S-EMP-NE,employment_eligible__glasses__all_available,full,previous_sleep_duration_centered_h,per_hour_previous_sleep,KNUST,-0.20294795631002344,0.07705701056134774,0.8163207246628239,0.7008958081882255,0.9507540460779611,130,ESTIMABLE,prespecified descriptive site-specific ratio and 95% CI; no new multiplicity family
