"check","pass"
"LOSO-TUM_manifest_exact",TRUE
"LOSO-TUM_exact_output_set",TRUE
"LOSO-TUM_grid",TRUE
"LOSO-TUM_saved_report_covariance",TRUE
"LOSO-TUM_exact_contrast_weights",TRUE
"LOSO-TUM_contrast_variance",TRUE
"LOSO-TUM_contrast_numbers",TRUE
"LOSO-TUM_primary_comparison",TRUE
"LOSO-TUM_stored_quadrature_gate",TRUE
"LOSO-TUM_owner_checks_and_scope",TRUE
"LOSO-TUM_finished_once",TRUE
"LOSO-FUSPCEU_status",TRUE
"LOSO-FUSPCEU_manifest_shape",TRUE
"LOSO-FUSPCEU_manifest_exact",TRUE
"LOSO-FUSPCEU_exact_output_set",TRUE
"LOSO-FUSPCEU_grid",TRUE
"LOSO-FUSPCEU_saved_report_covariance",TRUE
"LOSO-FUSPCEU_exact_contrast_weights",TRUE
"LOSO-FUSPCEU_contrast_variance",TRUE
"LOSO-FUSPCEU_contrast_numbers",TRUE
"LOSO-FUSPCEU_primary_comparison",TRUE
"LOSO-FUSPCEU_stored_quadrature_gate",TRUE
"LOSO-FUSPCEU_owner_checks_and_scope",TRUE
"LOSO-FUSPCEU_finished_once",TRUE
"LOSO-IZTECH_status",TRUE
"LOSO-IZTECH_manifest_shape",TRUE
"LOSO-IZTECH_manifest_exact",TRUE
"LOSO-IZTECH_exact_output_set",TRUE
"LOSO-IZTECH_grid",TRUE
"LOSO-IZTECH_saved_report_covariance",TRUE
"LOSO-IZTECH_exact_contrast_weights",TRUE
"LOSO-IZTECH_contrast_variance",TRUE
"LOSO-IZTECH_contrast_numbers",TRUE
"LOSO-IZTECH_primary_comparison",TRUE
"LOSO-IZTECH_stored_quadrature_gate",TRUE
"LOSO-IZTECH_owner_checks_and_scope",TRUE
"LOSO-IZTECH_finished_once",TRUE
"LOSO-UCR_status",TRUE
"LOSO-UCR_manifest_shape",TRUE
"LOSO-UCR_manifest_exact",TRUE
"LOSO-UCR_exact_output_set",TRUE
"LOSO-UCR_grid",TRUE
"LOSO-UCR_saved_report_covariance",TRUE
"LOSO-UCR_exact_contrast_weights",TRUE
"LOSO-UCR_contrast_variance",TRUE
"LOSO-UCR_contrast_numbers",TRUE
"LOSO-UCR_primary_comparison",TRUE
"LOSO-UCR_stored_quadrature_gate",TRUE
"LOSO-UCR_owner_checks_and_scope",TRUE
"LOSO-UCR_finished_once",TRUE
"LOSO-KNUST_status",TRUE
"LOSO-KNUST_manifest_shape",TRUE
"LOSO-KNUST_manifest_exact",TRUE
"LOSO-KNUST_exact_output_set",TRUE
"LOSO-KNUST_grid",TRUE
"LOSO-KNUST_saved_report_covariance",TRUE
"LOSO-KNUST_exact_contrast_weights",TRUE
"LOSO-KNUST_contrast_variance",TRUE
"LOSO-KNUST_contrast_numbers",TRUE
"LOSO-KNUST_primary_comparison",TRUE
"LOSO-KNUST_stored_quadrature_gate",TRUE
"LOSO-KNUST_owner_checks_and_scope",TRUE
"LOSO-KNUST_finished_once",TRUE
"INFLUENCE-1_status",TRUE
"INFLUENCE-1_manifest_shape",TRUE
"INFLUENCE-1_manifest_exact",TRUE
"INFLUENCE-1_exact_output_set",TRUE
"INFLUENCE-1_grid",TRUE
"INFLUENCE-1_saved_report_covariance",TRUE
"INFLUENCE-1_exact_contrast_weights",TRUE
"INFLUENCE-1_contrast_variance",TRUE
"INFLUENCE-1_contrast_numbers",TRUE
"INFLUENCE-1_primary_comparison",TRUE
"INFLUENCE-1_stored_quadrature_gate",TRUE
"INFLUENCE-1_owner_checks_and_scope",TRUE
"INFLUENCE-1_finished_once",TRUE
"INFLUENCE-2_status",TRUE
"INFLUENCE-2_manifest_shape",TRUE
"INFLUENCE-2_manifest_exact",TRUE
"INFLUENCE-2_exact_output_set",TRUE
"INFLUENCE-2_grid",TRUE
"INFLUENCE-2_saved_report_covariance",TRUE
"INFLUENCE-2_exact_contrast_weights",TRUE
"INFLUENCE-2_contrast_variance",TRUE
"INFLUENCE-2_contrast_numbers",TRUE
"INFLUENCE-2_primary_comparison",TRUE
"INFLUENCE-2_stored_quadrature_gate",TRUE
"INFLUENCE-2_owner_checks_and_scope",TRUE
"INFLUENCE-2_finished_once",TRUE
"INFLUENCE-3_status",TRUE
"INFLUENCE-3_manifest_shape",TRUE
"INFLUENCE-3_manifest_exact",TRUE
"INFLUENCE-3_exact_output_set",TRUE
"INFLUENCE-3_grid",TRUE
"INFLUENCE-3_saved_report_covariance",TRUE
"INFLUENCE-3_exact_contrast_weights",TRUE
"INFLUENCE-3_contrast_variance",TRUE
"INFLUENCE-3_contrast_numbers",TRUE
"INFLUENCE-3_primary_comparison",TRUE
"INFLUENCE-3_stored_quadrature_gate",TRUE
"INFLUENCE-3_owner_checks_and_scope",TRUE
"INFLUENCE-3_finished_once",TRUE
"INFLUENCE-4_status",TRUE
"INFLUENCE-4_manifest_shape",TRUE
"INFLUENCE-4_manifest_exact",TRUE
"INFLUENCE-4_exact_output_set",TRUE
"INFLUENCE-5_status",TRUE
"INFLUENCE-5_manifest_shape",TRUE
"INFLUENCE-5_manifest_exact",TRUE
"INFLUENCE-5_exact_output_set",TRUE
"INFLUENCE-5_grid",TRUE
"INFLUENCE-5_saved_report_covariance",TRUE
"INFLUENCE-5_exact_contrast_weights",TRUE
"INFLUENCE-5_contrast_variance",TRUE
"INFLUENCE-5_contrast_numbers",TRUE
"INFLUENCE-5_primary_comparison",TRUE
"INFLUENCE-5_stored_quadrature_gate",TRUE
"INFLUENCE-5_owner_checks_and_scope",TRUE
"INFLUENCE-5_finished_once",TRUE
