"path","sha256","model_id","sample_id","rows"
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-ANY-F3-R3-Q2-Q1-D1.rds","93910558777d7dda8e3ac473bb3fbdb7c74c5d360a36e72053b9536d583a7613","BA-EIBB-ANY-F3-R3-Q2-Q1-D1","primary_any_valid",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-BOTH-DAYTYPES-F3-R3-Q2-Q1-D0.rds","e5dd3747c22d4185cb7b09f864c481a8d935b9d00bb5c248e2c58e0ca20fbfed","BA-EIBB-SENS-BOTH-DAYTYPES-F3-R3-Q2-Q1-D0","both_daytypes",2062
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-COMPLETE-TRIADS-F3-R3-Q2-Q1-D0.rds","33b751a9940dedaa6c6a5c76ba33c7cb8556b61e76e42cdf88d5a120653f8727","BA-EIBB-SENS-COMPLETE-TRIADS-F3-R3-Q2-Q1-D0","complete_triads",1986
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-EXCLUDE-EXACT-ZERO-F3-R3-NOZERO-Q1-D0.rds","213009678068a0b3b44f9968a7a7433cca73944c39fe063d2a4c207933acc4f0","BA-EIBB-SENS-EXCLUDE-EXACT-ZERO-F3-R3-NOZERO-Q1-D0","exclude_exact_zero",2167
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-EXCLUDE-EXACT-ZERO-F3-R3-Q2-Q1-D0.rds","f45b427f76c6da2f7c894f0b52145c111aabc7a69b0ff333e3ceabdf1d0b57ef","BA-EIBB-SENS-EXCLUDE-EXACT-ZERO-F3-R3-Q2-Q1-D0","exclude_exact_zero",2167
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-LINKAGE-B-F3-R3-Q2-Q1-D0.rds","592d03879523a485f54c8837378ff29c782be20538987e879ec8012ef72c0f75","BA-EIBB-SENS-LINKAGE-B-F3-R3-Q2-Q1-D0","linkage_b",2298
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-STRICT-THRESHOLD-F3-R3-Q2-Q1-D0.rds","501f77c4dc7c0799b63ae0526b8f6caf15b2a27fb4156b15ffc02b279073d18c","BA-EIBB-SENS-STRICT-THRESHOLD-F3-R3-Q2-Q1-D0","strict_threshold",2216
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-SUPPORT70-F3-R3-Q2-Q1-D0.rds","14e476d4fa955cdfbfce861a02048236a7838944ca259e205a514666b6107aad","BA-EIBB-SENS-SUPPORT70-F3-R3-Q2-Q1-D0","support_70",2093
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-SUPPORT90-F3-R3-Q2-Q1-D0.rds","1b7d06ce81d548ee3b5a8fd08c9081843e353c7b06bb56ca2430b0bedf20add8","BA-EIBB-SENS-SUPPORT90-F3-R3-Q2-Q1-D0","support_90",1795
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-TINYGT30-F3-R3-Q2-Q1-D0.rds","24ef68ff2f718b2ed3b44fc0b332f9d3a0d3c82b6238e615cb40a7be2157d281","BA-EIBB-SENS-TINYGT30-F3-R3-Q2-Q1-D0","tiny_gt30",2188
"/Users/zauner/.codex/worktrees/82ab/ZaunerEtAl_bioRxiv_2026/audit/analyses/brown_adherence/stage2_boundary/model_BA-EIBB-SENS-TINYGT5-F3-R3-Q2-Q1-D0.rds","8bfd4b1d21b440959c21a8ed5b620c348122b54d21d99b92159703082392807f","BA-EIBB-SENS-TINYGT5-F3-R3-Q2-Q1-D0","tiny_gt5",2210
