"target_state","predictor_bin","rows","predictor_mean_10pp","predictor_minimum_10pp","predictor_maximum_10pp","mean_pearson_residual","mean_quantile_residual","predictor","sample_id"
"Sleep","5 to 10 pp",51,0.712943395391997,0.508682881022478,0.984822431902147,0.239997529062251,0.355217522753987,"wake_between_centered_10pp","primary_any_valid"
"Sleep","0 to 5 pp",72,0.334175459526207,0.0176030365953594,0.493164752217318,-0.096615646186367,-0.165044193999503,"wake_between_centered_10pp","primary_any_valid"
"Sleep","-10 to -5 pp",90,-0.686962651786859,-0.971863567395439,-0.506093665954888,0.134687661220155,0.262123572607273,"wake_between_centered_10pp","primary_any_valid"
"Sleep","-5 to 0 pp",102,-0.222669155146907,-0.422149319960057,-0.0188960674350772,-0.0609738895063798,-0.0362739246718626,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","more than 10 pp",152,2.0188048331455,1.08431588197205,4.99707151858194,-0.0254555437309489,-0.0599798895353919,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","less than -10 pp",209,-1.60107923974574,-2.46319299976641,-1.0038818001809,0.00777797439971579,-0.00663413291263303,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","5 to 10 pp",43,0.709795365281361,0.508682881022478,0.984822431902147,-0.0687253707347273,-0.134650523277255,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","0 to 5 pp",58,0.337429086700743,0.0176030365953594,0.493164752217318,0.27421979484523,0.279083727337432,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","-10 to -5 pp",73,-0.692763255652063,-0.971863567395439,-0.506093665954888,-0.0861973678163153,-0.0748701510896275,"wake_between_centered_10pp","primary_any_valid"
"Pre-sleep","-5 to 0 pp",83,-0.224165751685835,-0.422149319960057,-0.0188960674350772,0.142781737280181,0.155566055067774,"wake_between_centered_10pp","primary_any_valid"
"Sleep","-10 to -5 pp",98,-0.733629245086871,-0.993756360651221,-0.505202143117338,-0.241147225011377,-0.163102483161893,"wake_within_10pp","support_80"
"Sleep","-5 to 0 pp",118,-0.259333814058247,-0.493287853129757,-0.00317901854219566,0.142449927664858,0.0575855100974211,"wake_within_10pp","support_80"
"Sleep","less than -10 pp",143,-1.72077298069045,-3.82924400151915,-1.00725872403722,-0.0209547809788123,0.0104246170543858,"wake_within_10pp","support_80"
"Sleep","more than 10 pp",132,1.91401927594901,1.00204911101236,4.56162320174694,-0.0665443772686822,-0.042733429456964,"wake_within_10pp","support_80"
"Sleep","5 to 10 pp",87,0.738149653554386,0.512215081771057,0.986700180077584,0.0911096818357589,0.206411653840534,"wake_within_10pp","support_80"
"Sleep","0 to 5 pp",119,0.242435722871769,0.00250905489239062,0.4994187156901,-0.00225083918836062,0.0605151545679917,"wake_within_10pp","support_80"
"Pre-sleep","more than 10 pp",107,1.9248809208004,1.00204911101236,4.56162320174694,-0.00541874834327893,-0.0249374201041684,"wake_within_10pp","support_80"
"Pre-sleep","-10 to -5 pp",70,-0.751019633630403,-0.993756360651221,-0.51424083475565,-0.145456816836052,-0.149068537179387,"wake_within_10pp","support_80"
"Pre-sleep","less than -10 pp",85,-1.70066577500195,-3.29865004505365,-1.00725872403722,0.15069438597667,0.158007488166702,"wake_within_10pp","support_80"
"Pre-sleep","-5 to 0 pp",85,-0.248785875154054,-0.493287853129757,-0.00317901854219566,-0.134718792059385,-0.104983023752435,"wake_within_10pp","support_80"
"Pre-sleep","5 to 10 pp",62,0.750283617371948,0.512215081771057,0.986700180077584,0.0282030151791394,0.0341993279483688,"wake_within_10pp","support_80"
"Pre-sleep","0 to 5 pp",93,0.237381813589085,0.00250905489239062,0.495702916997996,0.159398031407422,0.106929961581913,"wake_within_10pp","support_80"
"Sleep","more than 10 pp",177,2.07818201322464,1.07916792943072,4.99192356604061,0.0210343087001371,0.0463701931977856,"wake_between_centered_10pp","support_80"
"Sleep","less than -10 pp",227,-1.60706812274018,-2.46834095230774,-1.00902975272223,-0.106278821617278,-0.0224158409878563,"wake_between_centered_10pp","support_80"
"Sleep","5 to 10 pp",59,0.726730620639653,0.503534928481148,0.979674479360816,0.177665419667592,0.290433862787558,"wake_between_centered_10pp","support_80"
"Sleep","0 to 5 pp",58,0.304299217316582,0.0124550840540291,0.488016799675988,-0.0531644832142414,0.0361167844449094,"wake_between_centered_10pp","support_80"
"Sleep","-5 to 0 pp",101,-0.264587747451185,-0.441230692261975,-0.00880452165892665,-0.0714269683709453,-0.201032942901428,"wake_between_centered_10pp","support_80"
"Sleep","-10 to -5 pp",75,-0.714619037370242,-0.97701151993677,-0.511241618496219,0.123634511051997,0.13033198945086,"wake_between_centered_10pp","support_80"
"Pre-sleep","more than 10 pp",132,2.03644003127961,1.07916792943072,4.99192356604061,-0.102443494097945,-0.0858230852981369,"wake_between_centered_10pp","support_80"
"Pre-sleep","less than -10 pp",162,-1.59771393652821,-2.46834095230774,-1.00902975272223,-0.00981463757611228,-0.0354471757770105,"wake_between_centered_10pp","support_80"
"Pre-sleep","5 to 10 pp",44,0.724967005211983,0.503534928481148,0.979674479360816,0.00217678583886474,-0.0599481415446107,"wake_between_centered_10pp","support_80"
"Pre-sleep","0 to 5 pp",44,0.320265016175685,0.0124550840540291,0.488016799675988,0.158190593530536,0.179505724838234,"wake_between_centered_10pp","support_80"
"Pre-sleep","-5 to 0 pp",67,-0.253766604715544,-0.441230692261975,-0.00880452165892665,0.316860577897411,0.303650381458338,"wake_between_centered_10pp","support_80"
"Pre-sleep","-10 to -5 pp",53,-0.691278281093568,-0.97701151993677,-0.511241618496219,-0.11329367564924,-0.0955697510560758,"wake_between_centered_10pp","support_80"
