run_order,run_id,data_scenario_id,data_scenario_label,placement_id,placement_label,sample_scenario,analytical_role,multiplicity_role,estimand_order,estimand_id,estimand_label,time_hour,link_estimate,link_standard_error,link_lower_95,link_upper_95,shifted_response_ratio,shifted_response_ratio_lower_95,shifted_response_ratio_upper_95,interval_type,covariance_type,response_scale,panel
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,10.25,-0.4042229207380435,0.04395707798837391,-0.4903772104608747,-0.3180686310152123,0.3942548814764368,0.32331271871037215,0.4807633680110236,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,10.75,-0.2722150526899901,0.04507664749445361,-0.3605636583229268,-0.18386644705705335,0.5342997208848794,0.4359496583803598,0.6548375167863675,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,11.25,-0.17302808514440784,0.04561552924373706,-0.26243287959786604,-0.08362329069094963,0.6713854340768514,0.5464710006879085,0.8248532868590256,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,11.75,-0.12035765924733588,0.04508319755283167,-0.2087191027587902,-0.03199621573588154,0.7579531125777399,0.6184162561398788,0.928974481447558,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,12.25,-0.11194726066094388,0.04455662751631161,-0.199276645865481,-0.0246178754564068,0.7727744226632358,0.6320091328980041,0.9448918967107276,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,12.75,-0.13346672909914578,0.04464770571832776,-0.22097462429941117,-0.04595883389888038,0.7354163328863217,0.6012088649165916,0.8995828475533173,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,13.25,-0.16610580233670716,0.04466482862006985,-0.25364725780769787,-0.07856434686571644,0.6821724837977777,0.5576384895730033,0.8345178934961351,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,13.75,-0.19446453841374117,0.04412991762747394,-0.28095758760430933,-0.107971489223173,0.6390509158468339,0.5236515729326658,0.7798813068727093,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,14.25,-0.21153136032703015,0.04373162674966934,-0.2972437737417305,-0.1258189469123299,0.6144246626086072,0.5043781057263247,0.7484814700234859,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,14.75,-0.21908305434866515,0.04408089669632082,-0.30548002427968457,-0.13268608441764573,0.6038331414618646,0.4949028738483188,0.7367394331184542,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,15.25,-0.2239795932367468,0.0445219919537354,-0.3112410939860502,-0.13671809248744338,0.5970633409213928,0.4883811644387775,0.7299311665343793,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,15.75,-0.23259531195736052,0.0442461665071463,-0.3193162047653296,-0.14587441914939142,0.5853352622684843,0.4793842874132671,0.7147029601317578,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,16.25,-0.2462690363989019,0.04373523919998726,-0.3319885300861213,-0.16054954271168254,0.5671931322059346,0.4655983900248441,0.6909561031867241,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,16.75,-0.25994628798250086,0.04399571788987556,-0.34617631052064146,-0.17371626544436025,0.5496088433474863,0.4506337236393708,0.6703224034060521,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,17.25,-0.2645182266727194,0.04472458960514131,-0.3521768115221308,-0.176859641823308,0.5438533065530367,0.4444502844416114,0.6654881983488262,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,17.75,-0.2515431927219657,0.04470337221479066,-0.3391601922504439,-0.16392619319348745,0.5603466853593302,0.45797292936128187,0.6856047326445613,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,18.25,-0.21791396852488448,0.04388372909683012,-0.30392449706198393,-0.13190343998778503,0.6054608015067057,0.4966786624936488,0.7380683122577871,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,18.75,-0.16810544167062633,0.04364337824147862,-0.25364489118758343,-0.08256599215366922,0.6790387498576886,0.5576415283453497,0.8268638549508016,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,19.25,-0.11283541353033548,0.04449264324244981,-0.20003939186252648,-0.02563143519814445,0.7711956770729056,0.6309001172787219,0.9426892721168876,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,19.75,-0.06470750211799917,0.04497149071577654,-0.15285000425199857,0.02343500001600025,0.8615738278829141,0.7033151875149517,1.0554435252786811,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,20.25,-0.03285324523349062,0.04401580411953557,-0.11912263605835004,0.0534161455913688,0.9271430663139132,0.7601116063474123,1.1308790159705628,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,20.75,-0.01907298116121257,0.0429681456883173,-0.10328899919278446,0.06514303687035931,0.9570332328120048,0.7883353490353701,1.161831205244487,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,21.25,-0.01727392989916824,0.04376829653299236,-0.10305821476850256,0.06851035497016607,0.9610059356623112,0.788754382378305,1.1708745193826977,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,21.75,-0.01645489520465842,0.04540656261353396,-0.10545012258894788,0.07254033217963102,0.962820003983945,0.7844222022324171,1.1817900582535723,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,22.25,-0.00581591091601307,0.04519967927026221,-0.09440565439848864,0.0827738325664625,0.9866976391668038,0.8046265256485348,1.2099678547791324,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,22.75,0.02044983478617928,0.04362494059574941,-0.06505347760918885,0.10595314718154744,1.0482137077646705,0.8608877387430742,1.2763011106999549,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,23.25,0.06104072438154843,0.04624419084602625,-0.02959622417085984,0.15167767293395673,1.1509083061146372,0.9341223771179528,1.4180047085162653,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,1,free_minus_work,Free day minus Work day,23.75,0.10935989935783771,0.05741716419283375,-0.00317567455453919,0.22189547327021464,1.2863522170321966,0.9927144086457174,1.666845984960597,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Free day minus
Work day"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,0.25,-0.01387985931062853,0.05974892966784286,-0.13098560957441724,0.10322589095316018,0.9685457520459126,0.7396297824177589,1.2683113851090628,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,0.75,-0.01567246030133018,0.05177749151280955,-0.1171544788762652,0.08580955827360483,0.964556206115861,0.7635641349264158,1.2184551790744893,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,1.25,-0.01713974644803123,0.04574245917537415,-0.10679331899605828,0.0725138260999958,0.9613029024011704,0.7819998702545936,1.1817179328483214,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,1.75,-0.01789600907887172,0.04192453986868678,-0.1000665972899114,0.06427457913216796,0.959630385531352,0.7942064370636246,1.1595102153034775,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,2.25,-0.01759834058542892,0.04003304586544137,-0.09606166867313408,0.06086498750227626,0.9602883484096584,0.801564235294961,1.1504426862957702,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,2.75,-0.0160321983264387,0.03948389716475471,-0.09341921473864108,0.06135481808576365,0.9637575685803396,0.8064562003038062,1.1517409756983477,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,3.25,-0.01312042803581896,0.03975126644775071,-0.09103147861326578,0.06479062254162786,0.9702408862169044,0.8109022797540956,1.160888803484967,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,3.75,-0.00887264079908473,0.04043057995313162,-0.0881151213812898,0.07036983978312034,0.9797772682552645,0.8163659430222229,1.1758985092346224,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,4.25,-0.00331128603258298,0.04118273654178015,-0.08402796643927368,0.0774053943741077,0.9924044750465808,0.8240850462602849,1.195103159026881,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,4.75,0.00358438020289821,0.04174843550457314,-0.0782410497969584,0.08540981020275482,1.0082874931301995,0.8351393557666479,1.2173341631942556,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,5.25,0.01188744508440815,0.04197343810447489,-0.07037898190768377,0.09415387207650008,1.0277499044699152,0.850395626704805,1.2420923073544676,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,5.75,0.02168058926285943,0.04177773515960007,-0.06020226700560941,0.10356344553132828,1.051188471443259,0.8705580444397271,1.2692975609758097,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,6.25,0.03298161428362268,0.04113425986949964,-0.04764005359130784,0.1136032821585532,1.0789010463362756,0.8961071579527843,1.2989824458548098,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,6.75,0.04567286868556135,0.04011747446119715,-0.03295593640909045,0.12430167378021316,1.1108946332374097,0.9269238644591712,1.3313789119840242,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,7.25,0.05946933557365295,0.03894981407044785,-0.01687089720895624,0.13580956835626215,1.1467515493600748,0.96189817951439,1.3671292284008936,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
1,primary__near_eye__all_available,primary,Primary dataset,near_eye,Near eye,all_available,primary exploratory temporal analysis,primary_four_test_bh,2,active_minus_sedentary,Active minus Sedentary,7.75,0.07394368484653871,0.03793045335985609,-3.9863765605549495e-4,0.14828600734913291,1.185614998988879,0.999082524014362,1.4069737904925976,pointwise 95% confidence interval,unconditional model covariance including smoothing-parameter uncertainty,log10(Y + 0.1 lx),"Active minus
Sedentary"
