run_order,run_id,dataset_id,placement_id,sample_role,analysis_role,test_role,metric_slot,metric_id,predictor_order,predictor_id,predictor,contrast,participant_days,participants,sites,estimate,lower_95,upper_95,effect_scale,interval_type,response_family,response_transform,result_status,source_frame_sha256,source_branch,abbreviation,manuscript_category,analysis_unit,display_unit,variant_label,manuscript_name,dataset_label,placement_label,sample_role_label,scenario_label
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,15,mder_mean_of_viable_ratios,1,work_free_day,Work/free day,Free day minus Work day,679,136,9,-0.00133676954522558,-0.01343408054258187,0.0107605414521307,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,0aa3437cd0e1c66e2f25ea035c176feb5b0b7d4c43781d6bb6dd25d191287160,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,1,daily_geometric_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.1605457517749111,1.0304841387810584,1.307022972285608,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,24478effe5570db95061d7e0c49bdbdbfb09ac6443194842102acb5621838011,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,2,m10_mean_medi,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.4011765509525398,1.1481937578537074,1.7098993210076314,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,80e4a7ac39fed41952abb1583e930128399268d4e77cced40b1ef1cc71cc155d,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,3,l10_mean_medi,3,activity_status,Daily activity status,Active versus Sedentary,734,137,9,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,2b0ac10dbe547674192129f08ed64587e3f5ee8f56a3bec2822f7a0d5a9aad59,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,4,duration_above_1000,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.7356486568799938,1.459662759315382,2.0638166185333473,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,94e84a58835c61fd4a31be1fbe4719cbd4b72ca3131c5cb99c5bd32a95fc9dd4,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,5,duration_above_250_wake,3,activity_status,Daily activity status,Active minus Sedentary,675,136,9,1.2988930310093545,1.1297473723697955,1.4933631600007196,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,6a744a40925b349a086f3ff92e0b3446b4a48fe086a21b31d97eddaa05329570,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,6,duration_below_10_pre_sleep,3,activity_status,Daily activity status,Active minus Sedentary,602,134,9,-0.05196197105474369,-0.22765871327720716,0.12373477116771976,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,9d4be7f974bb870b14522d00b091380b5e14803b845fd4e851aa7021105fdbf7,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,7,duration_below_1_sleep_environment,3,activity_status,Daily activity status,Active minus Sedentary,713,136,9,1.0184402785686772,0.974588649886488,1.0642650118404846,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,0232c7ac6cc31c401439765684a90c5d630e1b23ed8f6a603beeb2f76975cb6b,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,8,longest_bout_above_250,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,1.2903261637234336,1.1313687612316996,1.471617094126448,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,9afb5da385dcb136a15d71490c27381272007cb5b082487eb84b78a9b47c4d50,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,9,m10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,-0.28931602780293697,-0.6316427928275472,0.05301073722167332,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,1d4796d1c9fe8cac1a900e8c18a9e05da11142861a4d0e4d69c51b53eedf236d,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,10,l10_midpoint,3,activity_status,Daily activity status,Active minus Sedentary,734,137,9,-0.31041865550941833,-0.6347019998219967,0.0138646888031601,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,6668f2f72c5f01aad76982ce697dea0292728c445bc8e377be29386a0ee2b0e1,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,11,mean_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,676,137,9,0.010303517530026,-0.2843410605624446,0.30494809562249664,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,5e9362f974de4dc5c6765cd130d9abe9033659ceacfd32df31e6754d99b6c561,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,12,first_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,658,136,9,-0.2801465196611583,-0.8472080296377416,0.28691499031542506,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,332eb6aa7ba4c7769308ad9e06467ea35ceda4780dca88b50933a87a3fb79862,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,13,last_timing_above_250,3,activity_status,Daily activity status,Active minus Sedentary,626,137,9,0.5135970726230595,0.00572541962090122,1.0214687256252175,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,f5608dc0e83fbcb54747e5bf2dddda785ee7d2ae5125497918c49fc55462d7ca,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,14,dose_time_sensitive_corrected_medi,3,activity_status,Daily activity status,Active minus Sedentary,686,137,9,2.105092500393462,1.707928873915892,2.594612985874859,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,674199d48db963e1ad1d33d7af3b751497de5e89f2f54724d825a862953636ba,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,15,mder_mean_of_viable_ratios,3,activity_status,Daily activity status,Active minus Sedentary,645,133,9,0.00827739903807779,-0.00695837484568025,0.02351317292183585,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,be8cca9362ead6c2a9763fed3d00f8755c530517717cb045be76bbac4a8bb150,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,1,daily_geometric_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.8877882983712807,0.857099616623793,0.9195757966030276,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,41cacf8c48eaabef1c7ee1efb02a2d3f4c063e52a9198d35b8fb2aae8d3f5a52,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,2,m10_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.8785411997996674,0.8276390847125485,0.932573937120803,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,064601037c8cc9e0578c17d724729a4a5151339396d366bd03dd9096ae4df25d,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,3,l10_mean_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,,,,overall two-part L10 association,,two-part occurrence and positive magnitude,component-specific,NON_ESTIMABLE_COMPONENT_FAILURE,68feb0d76da0f92f63ea62d35b4a9f7af8f2d651f3d52e8a99a9b51d8843d48d,accepted_l10_two_part,L10mean,level-based,participant-day,lx,Supported 10-hour window,Darkest 10 h mean,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,4,duration_above_1000,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.9319521330372408,0.8852997567514918,0.9810629356317164,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,c78ecaa4778ba09ce0971052a1c37ec2089c9618fd58a37ad63140d843e50eba,accepted_non_l10,TAT1000,duration-based,participant-day,h,Full 24-hour cycle,"Time above 1,000 lx melEDI",Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,5,duration_above_250_wake,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,729,141,9,0.9123532732424336,0.875911907174476,0.9503107428706028,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,6bab4b6fe7ccf7bae268ce73dcc6b8cc90d7ffa29b5dc585bc368b7e1a801d28,accepted_non_l10,TAT250,duration-based,participant-day,h,Waking near-eye measurement,Time above 250 lx melEDI during wake,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,6,duration_below_10_pre_sleep,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,648,139,9,-0.11105880566550864,-0.16030412928088006,-0.06181348205013724,absolute difference,model-based pointwise 95% confidence interval,gaussian,identity,ESTIMABLE,98655a5144d4df30b9806fbc02b1fbb8d20cbd093b34a5614f0ea48ea0cfb1f7,accepted_non_l10,TBT10,duration-based,participant-day,h,Three hours before attempted sleep,Time below 10 lx melEDI before sleep,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,7,duration_below_1_sleep_environment,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,770,141,9,1.0765186403774876,1.0658030311163915,1.0873419846313397,ratio of expected duration,model-based pointwise 95% confidence interval,tweedie_log,identity,ESTIMABLE,79908d27ac101dc3012cade0d92ce62aef06f798405c495771c51d1192ffac6d,accepted_non_l10,TBT1,duration-based,participant-day,h,Bedside sleep-environment measurement,Time below 1 lx melEDI during sleep,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,8,longest_bout_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.9561531516244904,0.9197375520519137,0.9940105710828288,ratio for fitted period + 0.1 h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,06ec22178328cd1ac89fa12e744a773586b28e75ebdcedf06b0eb8186c0c6761,accepted_non_l10,PAT250,duration-based,participant-day,h,Observed lower bound,Longest continuous period above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,9,m10_midpoint,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.23374193552220665,0.13741900648625716,0.33006486455815615,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,98e9d399d49cf3056d6ef4133346bae4dacfd34f57487685cfb60402633bf074,accepted_non_l10,M10,timing-based,participant-day,clock time,Supported 10-hour window,Midpoint of the brightest 10 hours,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,10,l10_midpoint,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,784,141,9,0.17434956327715562,0.08082055924041907,0.26787856731389215,absolute unwrapped clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours_midnight_after_16,ESTIMABLE,04b9b71e0a6d8f01e0641e083eee5b2efb177e407d6df5f78e561ce7386e3e50,accepted_non_l10,L10,timing-based,participant-day,clock time,Supported midnight-wrapping 10-hour window,Midpoint of the darkest 10 hours,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,11,mean_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,715,141,9,0.1271197909944258,0.04396486884133777,0.21027471314751384,absolute clock-hour difference,model-based pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,607e38bea8b9e7333ea017dc79253a8ef053ed3013ca75406eb18218655833ad,accepted_non_l10,MLIT250,timing-based,participant-day,clock time,Duration-weighted mean timing,Mean timing of exposure above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,12,first_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,701,140,9,0.4703979146328984,0.3314367149294026,0.6093591143363943,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,af3f47b187787fd562901b87464291b25b7f3864d10bfabeea516090df5fe6a9,accepted_non_l10,FLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,First light timing above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,13,last_timing_above_250,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,661,141,9,-0.12834602476879364,-0.27774752390894375,0.02105547437135643,absolute clock-hour difference,participant-cluster HC3 pointwise 95% confidence interval,gaussian,clock_hours,ESTIMABLE,f9a92b7deabdbbc9cc7896925ee69ecce387bc14ceb9504b6204eb51757cb696,accepted_non_l10,LLIT250,timing-based,participant-day,clock time,Boundary-censoring rule,Last light timing above 250 lx melEDI,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,14,dose_time_sensitive_corrected_medi,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,729,141,9,0.906156819044592,0.8489601304132732,0.9672069998166966,ratio for fitted dose + 0.1 lx h,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,ecef6ec7a88aa1f158014b04eb76e2b6cf6e998740439f2eac38c17421bdc7e6,accepted_non_l10,Dose,exposure-history-based,participant-day,lx·h,Time-sensitive missing-coverage correction,melEDI dose,Primary,Near eye,All available,"Primary near eye, all available"
1,primary__near_eye__all_available,primary,near_eye,all_available,primary,primary_raw_slot,15,mder_mean_of_viable_ratios,11,previous_sleep_duration_centered_h,Previous-night sleep duration,Per 1 h greater previous-night sleep duration,679,136,9,0.00173320154775092,-0.00280901322455486,0.00627541632005671,absolute MDER difference,model-based pointwise 95% confidence interval,Gaussian,identity,ESTIMABLE_FROZEN_MDER,c93d33634cf895730e11e6dd8cea5f3622af1e023028fa9c01a75bd5b945a48f,accepted_frozen_mder,MDER,spectrum-based,participant-day,dimensionless,Mean of viable one-minute melEDI/illuminance ratios,Melanopic daylight efficacy ratio,Primary,Near eye,All available,"Primary near eye, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,1,daily_geometric_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.5924171887937847,0.5356487770959104,0.6552019543124804,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,33e208010babcafec6db9dd9619c647efc5969e5bd6ee6a3e3f6900afde5a23d,accepted_non_l10,Mean,level-based,participant-day,lx,Daily geometric mean,Mean melEDI,Primary,Chest,All available,"Complementary chest, all available"
2,primary__chest__all_available,primary,chest,all_available,contextual_complement,estimate_only,2,m10_mean_medi,1,work_free_day,Work/free day,Free day minus Work day,870,154,8,0.4585936925387741,0.3858861919809344,0.5450005188232763,ratio for fitted metric + 0.1 lx,model-based pointwise 95% confidence interval,gaussian,log10_offset_0.1,ESTIMABLE,aa6d564a63202a70dbe7d3c5556453641d2c2f94fca892745140fe9a8b8cc19d,accepted_non_l10,M10mean,level-based,participant-day,lx,Supported 10-hour window,Brightest 10 h mean,Primary,Chest,All available,"Complementary chest, all available"
