variable_id,placement,analysis_unit,series,level,n,proportion,n_participants,n_participant_days
participant_employment_status,chest,participant,canonical,Studying and employed,27,0.17532467532467533,27,
participant_employment_status,glasses,participant,baseline,Full time employed,62,0.4397163120567376,62,
participant_employment_status,glasses,participant,baseline,Marginally employed (Minijob),4,0.028368794326241134,4,
participant_employment_status,glasses,participant,baseline,Not employed,2,0.014184397163120567,2,
participant_employment_status,glasses,participant,baseline,Not employed but studying or in training,29,0.20567375886524822,29,
participant_employment_status,glasses,participant,baseline,Part time employed,14,0.09929078014184398,14,
participant_employment_status,glasses,participant,baseline,Studying and employed,30,0.2127659574468085,30,
participant_employment_status,glasses,participant,canonical,Full time employed,62,0.4397163120567376,62,
participant_employment_status,glasses,participant,canonical,Marginally employed (Minijob),4,0.028368794326241134,4,
participant_employment_status,glasses,participant,canonical,Not employed,2,0.014184397163120567,2,
participant_employment_status,glasses,participant,canonical,Not employed but studying or in training,29,0.20567375886524822,29,
participant_employment_status,glasses,participant,canonical,Part time employed,14,0.09929078014184398,14,
participant_employment_status,glasses,participant,canonical,Studying and employed,30,0.2127659574468085,30,
participant_meq_type,chest,participant,canonical,Definitely evening type,2,0.012987012987012988,2,
participant_meq_type,chest,participant,canonical,Definitely morning type,7,0.045454545454545456,7,
participant_meq_type,chest,participant,canonical,Intermediate,82,0.5324675324675324,82,
participant_meq_type,chest,participant,canonical,Moderately evening type,20,0.12987012987012986,20,
participant_meq_type,chest,participant,canonical,Moderately morning type,43,0.2792207792207792,43,
participant_meq_type,glasses,participant,canonical,Definitely evening type,3,0.02127659574468085,3,
participant_meq_type,glasses,participant,canonical,Definitely morning type,6,0.0425531914893617,6,
participant_meq_type,glasses,participant,canonical,Intermediate,72,0.5106382978723404,72,
participant_meq_type,glasses,participant,canonical,Moderately evening type,22,0.15602836879432624,22,
participant_meq_type,glasses,participant,canonical,Moderately morning type,38,0.2695035460992908,38,
day_site,chest,participant_day,baseline,BAUA,113,0.12597547380156077,20,113
day_site,chest,participant_day,baseline,FUSPCEU,122,0.13600891861761427,22,122
day_site,chest,participant_day,baseline,IZTECH,103,0.11482720178372352,17,103
day_site,chest,participant_day,baseline,KNUST,83,0.09253065774804906,15,83
day_site,chest,participant_day,baseline,RISE,96,0.10702341137123746,16,96
day_site,chest,participant_day,baseline,THUAS,94,0.10479375696767002,15,94
day_site,chest,participant_day,baseline,TUM,60,0.06688963210702341,10,60
day_site,chest,participant_day,baseline,UCR,226,0.25195094760312153,39,226
day_site,chest,participant_day,canonical,BAUA,114,0.12638580931263857,20,114
day_site,chest,participant_day,canonical,FUSPCEU,123,0.13636363636363635,22,123
day_site,chest,participant_day,canonical,IZTECH,102,0.1130820399113082,17,102
day_site,chest,participant_day,canonical,KNUST,84,0.09312638580931264,15,84
day_site,chest,participant_day,canonical,RISE,96,0.10643015521064302,16,96
day_site,chest,participant_day,canonical,THUAS,93,0.10310421286031042,15,93
day_site,chest,participant_day,canonical,TUM,60,0.06651884700665188,10,60
day_site,chest,participant_day,canonical,UCR,230,0.2549889135254989,39,230
day_site,glasses,participant_day,baseline,BAUA,106,0.13070283600493218,18,106
day_site,glasses,participant_day,baseline,FUSPCEU,127,0.15659679408138102,23,127
day_site,glasses,participant_day,baseline,IZTECH,102,0.12577065351418001,17,102
day_site,glasses,participant_day,baseline,KNUST,80,0.09864364981504316,15,80
day_site,glasses,participant_day,baseline,MPI,150,0.18495684340320592,26,150
day_site,glasses,participant_day,baseline,RISE,78,0.09617755856966707,13,78
day_site,glasses,participant_day,baseline,THUAS,78,0.09617755856966707,13,78
day_site,glasses,participant_day,baseline,TUM,60,0.07398273736128237,10,60
day_site,glasses,participant_day,baseline,UCR,30,0.036991368680641186,6,30
day_site,glasses,participant_day,canonical,BAUA,107,0.13112745098039216,18,107
day_site,glasses,participant_day,canonical,FUSPCEU,129,0.15808823529411764,23,129
day_site,glasses,participant_day,canonical,IZTECH,101,0.12377450980392157,17,101
day_site,glasses,participant_day,canonical,KNUST,81,0.09926470588235294,15,81
day_site,glasses,participant_day,canonical,MPI,150,0.18382352941176472,26,150
day_site,glasses,participant_day,canonical,RISE,78,0.09558823529411764,13,78
day_site,glasses,participant_day,canonical,THUAS,78,0.09558823529411764,13,78
day_site,glasses,participant_day,canonical,TUM,60,0.07352941176470588,10,60
day_site,glasses,participant_day,canonical,UCR,32,0.0392156862745098,6,32
day_local_day_crosses_dst,chest,participant_day,canonical,FALSE,898,0.9955654101995566,154,898
day_local_day_crosses_dst,chest,participant_day,canonical,TRUE,4,0.004434589800443459,4,4
day_local_day_crosses_dst,glasses,participant_day,canonical,FALSE,810,0.9926470588235294,141,810
day_local_day_crosses_dst,glasses,participant_day,canonical,TRUE,6,0.007352941176470588,6,6
day_weekpart,chest,participant_day,baseline,weekday,608,0.6778149386845039,153,608
day_weekpart,chest,participant_day,baseline,weekend,289,0.3221850613154961,150,289
day_weekpart,chest,participant_day,canonical,weekday,612,0.6784922394678492,153,612
day_weekpart,chest,participant_day,canonical,weekend,290,0.3215077605321508,151,290
day_weekpart,glasses,participant_day,baseline,weekday,547,0.6744759556103576,141,547
day_weekpart,glasses,participant_day,baseline,weekend,264,0.32552404438964244,138,264
day_weekpart,glasses,participant_day,canonical,weekday,551,0.6752450980392157,141,551
day_weekpart,glasses,participant_day,canonical,weekend,265,0.3247549019607843,139,265
day_intensity,all,participant_day,canonical,"Light (causing small to no increases in heart rate and breathing, e.g. taking a stroll in the park)",417,0.35519591141396933,150,417
day_intensity,all,participant_day,canonical,"Moderate (causing moderate increases in heart rate and breathing, e.g. cycling in the city)",226,0.19250425894378195,106,226
day_intensity,all,participant_day,canonical,"None of the above, I did not perform any type of physical activity",389,0.3313458262350937,135,389
day_intensity,all,participant_day,canonical,"Vigorous (causing large increases in heart rate and breathing, e.g. running)",142,0.12095400340715502,73,142
day_location,all,participant_day,canonical,Both indoors and outdoors,128,0.15900621118012423,65,128
day_location,all,participant_day,canonical,Indoors (e.g. gym or home workout),214,0.26583850931677017,105,214
day_location,all,participant_day,canonical,"Outdoors (e.g. running, cycling in the city)",463,0.5751552795031056,154,463
day_light_glasses,all,participant_day,canonical,0,257,0.3953846153846154,101,257
day_light_glasses,all,participant_day,canonical,1,393,0.6046153846153847,115,393
day_sleepquality,all,participant_day,canonical,Fair,395,0.3110236220472441,150,395
day_sleepquality,all,participant_day,canonical,Good,498,0.3921259842519685,162,498
day_sleepquality,all,participant_day,canonical,Poor,149,0.1173228346456693,92,149
day_sleepquality,all,participant_day,canonical,Very good,204,0.16062992125984252,92,204
day_sleepquality,all,participant_day,canonical,Very poor,24,0.01889763779527559,20,24
day_daytype2,all,participant_day,canonical,a free day,451,0.3537254901960784,178,451
day_daytype2,all,participant_day,canonical,a work day,824,0.6462745098039215,183,824
hour_site,chest,one_hour,canonical,BAUA,2736,0.12638580931263857,20,114
hour_site,chest,one_hour,canonical,FUSPCEU,2952,0.13636363636363635,22,123
hour_site,chest,one_hour,canonical,IZTECH,2448,0.1130820399113082,17,102
hour_site,chest,one_hour,canonical,KNUST,2016,0.09312638580931264,15,84
hour_site,chest,one_hour,canonical,RISE,2304,0.10643015521064302,16,96
hour_site,chest,one_hour,canonical,THUAS,2232,0.10310421286031042,15,93
hour_site,chest,one_hour,canonical,TUM,1440,0.06651884700665188,10,60
hour_site,chest,one_hour,canonical,UCR,5520,0.2549889135254989,39,230
hour_site,glasses,one_hour,canonical,BAUA,2568,0.13112745098039216,18,107
hour_site,glasses,one_hour,canonical,FUSPCEU,3096,0.15808823529411764,23,129
hour_site,glasses,one_hour,canonical,IZTECH,2424,0.12377450980392157,17,101
hour_site,glasses,one_hour,canonical,KNUST,1944,0.09926470588235294,15,81
hour_site,glasses,one_hour,canonical,MPI,3600,0.18382352941176472,26,150
hour_site,glasses,one_hour,canonical,RISE,1872,0.09558823529411764,13,78
hour_site,glasses,one_hour,canonical,THUAS,1872,0.09558823529411764,13,78
hour_site,glasses,one_hour,canonical,TUM,1440,0.07352941176470588,10,60
hour_site,glasses,one_hour,canonical,UCR,768,0.0392156862745098,6,32
hour_diary_state_composition,chest,one_hour,canonical,<missing>,793,0.03663155949741315,23,43
hour_diary_state_composition,chest,one_hour,canonical,pre-sleep,1868,0.08628972653362897,154,851
hour_diary_state_composition,chest,one_hour,canonical,pre-sleep|sleep,727,0.03358277900960828,154,668
hour_diary_state_composition,chest,one_hour,canonical,pre-sleep|wake,715,0.033028455284552845,153,703
hour_diary_state_composition,chest,one_hour,canonical,sleep,6310,0.2914818920916482,154,879
hour_diary_state_composition,chest,one_hour,canonical,sleep|wake,661,0.0305339985218034,152,661
hour_diary_state_composition,chest,one_hour,canonical,wake,10574,0.48845158906134517,154,861
hour_diary_state_composition,glasses,one_hour,canonical,<missing>,743,0.0379391339869281,21,40
hour_diary_state_composition,glasses,one_hour,canonical,pre-sleep,1687,0.08614174836601307,141,771
hour_diary_state_composition,glasses,one_hour,canonical,pre-sleep|pre-sleep|sleep,1,5.1062091503267975e-5,1,1
hour_diary_state_composition,glasses,one_hour,canonical,pre-sleep|sleep,658,0.033598856209150325,141,608
hour_diary_state_composition,glasses,one_hour,canonical,pre-sleep|wake,648,0.03308823529411765,140,633
hour_diary_state_composition,glasses,one_hour,canonical,sleep,5779,0.2950878267973856,141,791
hour_diary_state_composition,glasses,one_hour,canonical,sleep|wake,598,0.030535130718954247,139,598
hour_diary_state_composition,glasses,one_hour,canonical,wake,9470,0.4835580065359477,141,778
hour_measurement_context_composition,chest,one_hour,canonical,<missing>,2,9.238728750923873e-5,2,2
hour_measurement_context_composition,chest,one_hour,canonical,bedside_sleep_environment,6299,0.29097376201034736,154,879
hour_measurement_context_composition,chest,one_hour,canonical,bedside_sleep_environment|invalid_nonwear,56,0.0025868440502586844,28,50
hour_measurement_context_composition,chest,one_hour,canonical,bedside_sleep_environment|invalid_nonwear|worn_chest,90,0.0041574279379157425,57,89
hour_measurement_context_composition,chest,one_hour,canonical,bedside_sleep_environment|worn_chest,1253,0.05788063562453807,154,772
hour_measurement_context_composition,chest,one_hour,canonical,invalid_nonwear,267,0.01233370288248337,93,182
hour_measurement_context_composition,chest,one_hour,canonical,invalid_nonwear|worn_chest,1042,0.04813377679231338,134,511
hour_measurement_context_composition,chest,one_hour,canonical,worn_chest,12639,0.5838414634146342,154,902
hour_measurement_context_composition,glasses,one_hour,canonical,<missing>,2,1.0212418300653595e-4,2,2
hour_measurement_context_composition,glasses,one_hour,canonical,bedside_sleep_environment,5769,0.2945772058823529,141,791
hour_measurement_context_composition,glasses,one_hour,canonical,bedside_sleep_environment|invalid_nonwear,44,0.0022467320261437907,24,37
hour_measurement_context_composition,glasses,one_hour,canonical,bedside_sleep_environment|invalid_nonwear|worn_near_eye,77,0.003931781045751634,49,76
hour_measurement_context_composition,glasses,one_hour,canonical,bedside_sleep_environment|worn_near_eye,1145,0.05846609477124183,139,704
hour_measurement_context_composition,glasses,one_hour,canonical,bedside_sleep_environment|worn_near_eye|worn_near_eye,1,5.1062091503267975e-5,1,1
hour_measurement_context_composition,glasses,one_hour,canonical,invalid_nonwear,270,0.013786764705882353,93,184
hour_measurement_context_composition,glasses,one_hour,canonical,invalid_nonwear|worn_near_eye,999,0.051011029411764705,124,460
hour_measurement_context_composition,glasses,one_hour,canonical,worn_near_eye,11277,0.5758272058823529,141,816
hour_bin_admissible,chest,one_hour,canonical,FALSE,644,0.02974870657797487,121,346
hour_bin_admissible,chest,one_hour,canonical,TRUE,21004,0.9702512934220251,154,902
hour_bin_admissible,glasses,one_hour,canonical,FALSE,631,0.03222017973856209,114,336
hour_bin_admissible,glasses,one_hour,canonical,TRUE,18953,0.9677798202614379,141,816
hour_lightsource_primary,all,diary_interval,canonical,<missing>,1308,0.043351451677051574,41,168
hour_lightsource_primary,all,diary_interval,canonical,Darkness during sleep,7932,0.2628927482434045,171,1138
hour_lightsource_primary,all,diary_interval,canonical,Daylight indoors,7419,0.2458902293517168,179,1123
hour_lightsource_primary,all,diary_interval,canonical,Daylight outdoors (including shade),2575,0.08534402757523532,180,870
hour_lightsource_primary,all,diary_interval,canonical,Electric light source indoors,8219,0.27240487869547925,182,1207
hour_lightsource_primary,all,diary_interval,canonical,Electric light source outdoors,346,0.01146758584117725,88,202
hour_lightsource_primary,all,diary_interval,canonical,Emissive display light,1158,0.03837995492509612,126,396
hour_lightsource_primary,all,diary_interval,canonical,Light entering from outside during sleep,1215,0.04026912369083919,91,371
hour_act_sleep,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_sleep,all,diary_interval,canonical,FALSE,18533,0.6142449953599364,169,1250
hour_act_sleep,all,diary_interval,canonical,TRUE,9413,0.31197799284104466,170,1206
hour_act_home,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_home,all,diary_interval,canonical,FALSE,19734,0.6540501126872598,170,1253
hour_act_home,all,diary_interval,canonical,TRUE,8212,0.2721728755137213,169,1215
hour_act_road_vehicle,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_road_vehicle,all,diary_interval,canonical,FALSE,26437,0.8762097308763092,170,1254
hour_act_road_vehicle,all,diary_interval,canonical,TRUE,1509,0.05001325732467188,156,677
hour_act_road_open,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_road_open,all,diary_interval,canonical,FALSE,26995,0.8947036987935835,170,1254
hour_act_road_open,all,diary_interval,canonical,TRUE,951,0.03151928940739759,124,443
hour_act_working_indoor,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_working_indoor,all,diary_interval,canonical,FALSE,21616,0.7164258252684608,170,1253
hour_act_working_indoor,all,diary_interval,canonical,TRUE,6330,0.2097971629325202,167,925
hour_act_working_outdoor,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_working_outdoor,all,diary_interval,canonical,FALSE,27592,0.9144902558663661,170,1254
hour_act_working_outdoor,all,diary_interval,canonical,TRUE,354,0.011732732334614875,69,139
hour_act_free_outdoor,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_free_outdoor,all,diary_interval,canonical,FALSE,26888,0.8911573644438552,169,1253
hour_act_free_outdoor,all,diary_interval,canonical,TRUE,1058,0.03506562375712581,147,394
hour_act_other,all,diary_interval,canonical,<missing>,2226,0.07377701179901895,20,116
hour_act_other,all,diary_interval,canonical,FALSE,26775,0.8874121702240488,170,1254
hour_act_other,all,diary_interval,canonical,TRUE,1171,0.038810817976932255,122,412
hour_interval_analysis_eligible,all,diary_interval,canonical,FALSE,27,8.940693400443724e-4,3,0
hour_interval_analysis_eligible,all,diary_interval,canonical,TRUE,30172,0.9991059306599557,183,1364
hour_interval_quarantined,all,diary_interval,canonical,FALSE,30172,0.9991059306599557,183,1364
hour_interval_quarantined,all,diary_interval,canonical,TRUE,27,8.940693400443724e-4,3,0
hour_interval_issue_code,all,diary_interval,canonical,missing_start_and_end,27,8.940693400443724e-4,3,0
hour_interval_issue_code,all,diary_interval,canonical,no_issue,30172,0.9991059306599557,183,1364
hour_diary_date_missing,all,diary_interval,canonical,FALSE,30172,0.9991059306599557,183,1364
hour_diary_date_missing,all,diary_interval,canonical,TRUE,27,8.940693400443724e-4,3,0
