variable_id,placement,analysis_unit,series,comparison_unit,axis_geometry,summary_interpretation,probability,value,n_finite
light_interdaily_stability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,1,0.6084741242531853,141
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.47016836572693527,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.5773198942274248,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.742071875142064,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,1.0163773830424285,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,1.321069748800305,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.6666945447387367,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,1.934457057965215,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,1.9752249319651796,154
light_intradaily_variability,chest,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,1,2.0405988467987073,154
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.30722760654903103,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.5632982753286218,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.6811849326904671,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.9844418050377663,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,1.2547400865563498,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.5996611127144984,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,1.9214621423630296,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,2.014970766426899,153
light_intradaily_variability,chest,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,1,2.115939531692322,153
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.4179865013241111,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.5472064618816421,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.687618878364976,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.9596437515448648,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,1.322128200263119,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.5355574230146536,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,1.8528367340631817,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,1.934696592650472,141
light_intradaily_variability,glasses,participant,baseline,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,1,1.978603660451591,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.4240697559093875,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.534557616576181,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.6518112573346955,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.9304017244702456,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,1.2526334367099268,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.501575031592302,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,1.880418694177676,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,1.9337591981185764,141
light_intradaily_variability,glasses,participant,canonical,dimensionless,linear,Ordinary linear distribution summary on the declared comparison scale.,1,2.064178528235378,141
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.23741356337682973,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.43782060531864464,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2.4146761049551793,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,4.619502356542803,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,8.291383261951328,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,16.155578245104685,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,21.467281670565583,897
light_daily_geometric_mean_medi,chest,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,1,81.27132991665266,897
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.0011171839751614,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.26218100629392616,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.4658738249449238,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2.4318557705331822,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,4.666686730771975,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,8.347658294726038,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,16.870173912110065,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,21.647740893443473,902
light_daily_geometric_mean_medi,chest,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,1,82.36470203653639,902
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.3680603091735486,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.6097607937728915,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2.7658200508343755,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,5.130147960258894,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,9.197311287705777,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,21.406094921998736,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,29.02069302896109,811
light_daily_geometric_mean_medi,glasses,participant_day,baseline,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,1,151.69020629018235,811
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0,2.580635401902565e-5,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0.3785209433549892,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.6432270603585372,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2.8310551959612797,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,5.15447793332358,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,9.22531377941019,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,21.19637491187463,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,27.337870407500354,816
light_daily_geometric_mean_medi,glasses,participant_day,canonical,lx,linear,Ordinary linear distribution summary on the declared comparison scale.,1,157.041836713266,816
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,200.61778333333336,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,320.91178888888896,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2138.172361111111,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,5927.7256944444425,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,14273.549361111089,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,42761.18550555553,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,65035.057000000175,897
light_dose_observed_medi,chest,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,193950.30338888886,897
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.23991666666666667,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,216.99843958333352,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,357.91708749999975,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2204.563159722223,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,6132.549083333332,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,14451.189770833334,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,42414.96071250003,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,61693.669336805586,902
light_dose_observed_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,170562.07286111102,902
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,183.87795138888887,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,316.22448611111105,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,1780.0167638888875,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,4770.2715555555615,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,11674.126749999992,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,35302.28634722222,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,51796.51387500004,811
light_dose_observed_medi,glasses,participant_day,baseline,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,167236.19994444476,811
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,7.5e-4,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,190.06136458333341,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,319.78136805555573,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,1803.3474166666665,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,4826.3859722222105,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,11696.614569444442,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,35148.98610416661,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,50584.990718750014,816
light_dose_observed_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,144958.21661111113,816
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0.23991666666666667,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,211.9572625927887,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,360.74,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,2278.3112648928964,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,6425.503034463879,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,14938.093750472119,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,43264.66457821899,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,66946.93010800527,851
light_dose_time_sensitive_corrected_medi,chest,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,175195.66585569285,851
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,7.5e-4,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,185.41541666666672,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,332.8667583678104,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,1936.2984213445752,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,4959.551889056097,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,12313.313277777765,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,36724.784157529415,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,54211.35355669282,761
light_dose_time_sensitive_corrected_medi,glasses,participant_day,canonical,lx_h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,150314.6246225928,761
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.25,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,0.8,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.8166666666666667,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,4.3766666666666625,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,5.443333333333333,897
light_duration_above_1000,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,10.633333333333333,897
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.26666666666666666,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,0.8,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.8458333333333334,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,4.362499999999994,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,5.457916666666668,902
light_duration_above_1000,chest,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,10.633333333333333,902
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.18333333333333332,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,0.65,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.55,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,4.1,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,5.108333333333333,811
light_duration_above_1000,glasses,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,13.166666666666666,811
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.18333333333333332,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,0.6833333333333333,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,1.5583333333333333,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,4.074999999999999,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,5.15,816
light_duration_above_1000,glasses,participant_day,canonical,h,linear,Ordinary linear distribution summary on the declared comparison scale.,1,13.366666666666667,816
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0,0,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.025,0,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.05,0.05,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.25,0.9666666666666667,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.5,2.45,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.75,4.333333333333333,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.95,7.636666666666666,897
light_duration_above_250_full_day,chest,participant_day,baseline,h,linear,Ordinary linear distribution summary on the declared comparison scale.,0.975,8.476666666666667,897
