data_scenario,placement,sample_scenario,metric_order,metric_id,manuscript_name,abbreviation,statistic,degrees_freedom,p_raw,comparison_method,comparison_status,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,row_key_hash,model_frame_sha256,final_converged,final_positive_definite_hessian,final_singular,final_max_gradient,final_convergence_message,reduced_formula,full_formula,reduced_warnings,full_ml_warnings,final_warnings,fit_errors,p_adjusted,raw_significant,adjusted_significant,p_raw_display,p_adjusted_display
primary,chest,preregistered_exclusions_applied,11,m10_midpoint,Midpoint of the brightest 10 hours,M10,0.11448206050954468,1,0.7350979587548733,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-1.8355212300851451,5.530718878432763,-12.67553104042912,9.004488580258828,normal,ESTIMABLE,-1.8355212300851451,-12.67553104042912,9.004488580258828,difference,min,-0.1835521230085145,-1.267553104042912,0.9004488580258828,-1.8355212300851451,-12.67553104042912,9.004488580258828,-0.1835521230085145,-1.267553104042912,0.9004488580258828,118.05368396710668,-0.01554819102974013,-0.10737090630700608,0.0762745242475258,850,145,850,850,,,8,82,63,18,64,08acef7a4ce45987d59957ae42a405220e312d718b957a3fc0d27630268db65f,fa525f6446d5db7530794e35f50772e4595e38d86cb50f7fa6c2ded679583443,TRUE,TRUE,FALSE,4.94765117764473e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.8253785223865917,FALSE,FALSE,0.735,0.825
primary,chest,preregistered_exclusions_applied,12,l10_midpoint,Midpoint of the darkest 10 hours,L10,0.03544392088588211,1,0.8506684821251854,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-1.000907494787431,5.40865610462213,-11.601678664609503,9.599863675034644,normal,ESTIMABLE,-1.000907494787431,-11.601678664609503,9.599863675034644,difference,min,-0.10009074947874312,-1.1601678664609505,0.9599863675034644,-1.000907494787431,-11.601678664609503,9.599863675034644,-0.10009074947874312,-1.1601678664609505,0.9599863675034644,103.31649079476516,-0.00968778059618479,-0.11229261248967368,0.09291705129730413,850,145,850,850,,,8,82,63,18,64,a9d878eda83d05dae32137d17c5dbc2ae8cb9d3e0931755766f43f0a815224a2,babe78db7315721606f5d4b303780a1c5d05cf5e3e9ac95eb27e6cd713079b26,TRUE,TRUE,FALSE,9.795257938094435e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.8506684821251854,FALSE,FALSE,0.851,0.851
primary,chest,preregistered_exclusions_applied,13,mean_timing_above_250,Mean timing of exposure above 250 lx melEDI,MLIT250,0.22389792767899053,1,0.6360858091314596,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-2.427508024231727,5.136969248477836,-12.49578274093807,7.640766692474616,normal,ESTIMABLE,-2.427508024231727,-12.49578274093807,7.640766692474616,difference,min,-0.24275080242317268,-1.249578274093807,0.7640766692474615,-2.427508024231727,-12.49578274093807,7.640766692474616,-0.24275080242317268,-1.249578274093807,0.7640766692474615,116.60159695970864,-0.02081882313387651,-0.10716648027776116,0.06552883401000813,786,145,786,786,18285.083333333332,18863,8,82,63,18,64,7585dca8a087f6a77fafad1ffea11cf18cc69a4554933f8580edea4c0a3a5ea4,5061cff21a43d5c262621c9e26c37c2542d6e297cba6bd6946cb19e4342988e9,TRUE,TRUE,FALSE,2.673914423212409e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.7723899110882009,FALSE,FALSE,0.636,0.772
primary,chest,preregistered_exclusions_applied,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,4.904764242935926,1,0.02678270742193882,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,-16.696963710795956,7.717486818543601,-31.822959926304012,-1.5709674952878991,normal,ESTIMABLE,-16.696963710795956,-31.822959926304012,-1.5709674952878991,difference,min,-1.6696963710795956,-3.1822959926304013,-0.1570967495287899,-16.696963710795956,-31.822959926304012,-1.5709674952878991,-1.6696963710795956,-3.1822959926304013,-0.1570967495287899,147.32468237700468,-0.1133344626399284,-0.21600562385648917,-0.01066330142336763,761,145,761,761,17681.216666666667,18263,8,82,63,18,64,687cf9eeb2da7dd83bb5575b8ec7771b078f509f1bcb4aae73c608ad7cf346d6,73b7ac37923a15c97bde3ed14d21b381ef9d5c05b1e3edfcc383d0ff212b85fc,TRUE,TRUE,FALSE,2.1827872842550283e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.06504371802470856,TRUE,FALSE,0.027,0.065
primary,chest,preregistered_exclusions_applied,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,1.070178107245738,1,0.3009052190653668,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,7.819656285951739,7.802187274019993,-7.472349771764184,23.11166234366766,normal,ESTIMABLE,7.819656285951739,-7.472349771764184,23.11166234366766,difference,min,0.7819656285951739,-0.7472349771764184,2.311166234366766,7.819656285951739,-7.472349771764184,23.11166234366766,0.7819656285951739,-0.7472349771764184,2.311166234366766,143.833589369829,0.05436599559401675,-0.05195135437071702,0.16068334555875052,742,145,742,742,17313.166666666668,17807,8,82,63,18,64,e6d7d68e8c792f6e90b4ed9d51c1b4dda56d58e2b972dec74473fc37e5ac6726,96e087792f07bcbdc94fe4c4d2c45787f4391b69833f8c6e2604ae7a21696592,TRUE,TRUE,FALSE,1.0732037480920551e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.42628239367593634,FALSE,FALSE,0.301,0.426
primary,chest,preregistered_exclusions_applied,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,17.845942558029037,1,2.3952945733063298e-5,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.14236734609409238,0.03370621503672279,0.07630437856695331,0.20843031362123143,normal,ESTIMABLE,1.3879293064642872,1.1920771916218198,1.6159589104474377,ratio,ratio,0.01423673460940923,0.00763043785669533,0.02084303136212314,,,,1.0333245191011913,1.01772498814532,1.049163157250929,0.6441224933406522,0.2210252670353489,0.11846252747860304,0.3235880065920947,802,145,802,802,18671.35,19248,8,82,63,18,64,0cfd918db79f7699187c7d4252477a0d85c65d4c84997258537e72eed71c173c,178c5a1f3fc69e6b4108b2b1d1b2e65b91371dbb8f8c86813f63b5d448a3df5a,TRUE,TRUE,FALSE,2.559090717113577e-6,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,2.0360003873103803e-4,TRUE,TRUE,<0.001,<0.001
primary,chest,preregistered_exclusions_applied,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,1.3066085809264223,1,0.2530096094537624,maximum-likelihood likelihood-ratio test,ESTIMABLE,age,per 10-year increase,age_decade,0.009537329945772065,0.0085927584005812,-0.0073041670472210815,0.026378826938765212,normal,ESTIMABLE,0.009537329945772065,-0.0073041670472210815,0.026378826938765212,difference,dimensionless,9.537329945772065e-4,-7.304167047221082e-4,0.002637882693876521,,,,9.537329945772065e-4,-7.304167047221082e-4,0.002637882693876521,0.12178378082515835,0.07831362995261701,-0.0599765173796622,0.21660377728489622,693,143,693,693,10582.35,16632,8,80,63,18,64,c8010e56510321a190e9d27bbd0906133b5b3467be83740d8d016a978f40878e,8c2c21c302e311d1167e3ec7855e44e1adbc5dffdd2061d7edc459fefd53259d,TRUE,TRUE,FALSE,1.9667822925839573e-7,,response ~ site + (1 | site:Id),response ~ site + age_decade + (1 | site:Id),,,,,0.3910148509739964,FALSE,FALSE,0.253,0.391
primary,chest,preregistered_exclusions_applied,1,interdaily_stability,Interdaily stability,IS,0.04662523027657905,1,0.8293691915606292,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.01558053712427401,0.0721559137235727,-0.12712165620397683,0.15828273045252486,t(135),ESTIMABLE,1.015702546526575,0.8806265323991013,1.1714973658697612,odds ratio,odds ratio,,,,,,,,,,0.4160143156013009,0.03745192542654245,-0.3055703888945194,0.38047423974760425,144,144,,848,19639.55,20352,8,81,63,18,64,c90a9939b10bbc57e9251cb8e3fb5448ed7b96815062ce605f830472c7e0bc29,1c595db3bec5c887d8c61d5f27b4fe686e5ae7ae9103eea2380a432746995d20,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + biological_sex,,,,,0.8812047660331684,FALSE,FALSE,0.829,0.881
primary,chest,preregistered_exclusions_applied,2,intradaily_variability,Intradaily variability,IV,0.2201588975264664,1,0.6396757692530055,nested partial F test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.03114431928264838,0.06637594574681285,-0.10012687601527435,0.16241551458057113,t(135),ESTIMABLE,0.03114431928264838,-0.10012687601527435,0.16241551458057113,difference,dimensionless,,,,,,,,,,0.40153566429280535,0.07756302130098588,-0.2493598574652648,0.4044859000672366,144,144,,848,19639.55,20352,8,81,63,18,64,1030abd47aabd7039bd71b33df2f2c6b09239fe6a594b4200537dd95001d7dc9,4dbef7e4593cf05b128b7dd78e0327fb99aa104044bbeae74aad50d660e6501c,TRUE,TRUE,FALSE,,,response ~ site,response ~ site + biological_sex,,,,,0.836499082869315,FALSE,FALSE,0.640,0.836
primary,chest,preregistered_exclusions_applied,3,daily_geometric_mean_medi,Mean melEDI,Mean,9.57312154288661,1,0.00197446774181642,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.15269043457875525,0.0501159942805219,-0.2509159784179935,-0.05446489073951702,normal,ESTIMABLE,0.7035736489953074,0.5611565307132533,0.8821351128737399,ratio,ratio,,,,,,,,,,0.44272788578231626,-0.34488551429044434,-0.5667498851458518,-0.12302114343503703,850,145,850,850,19685.933333333334,20400,8,82,63,18,64,d1c08d332931cd63f0da170ac4b37cfc3161f9a298afd98fae8b00496e7cb939,396b5268482dd3b61ab9898bb8113991e4466aa66f2a4ce77619f0d9f8fe8cc0,TRUE,TRUE,FALSE,2.03942818188807e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.01678297580543957,TRUE,TRUE,0.002,0.017
primary,chest,preregistered_exclusions_applied,4,m10_mean_medi,Brightest 10 h mean,M10mean,6.794839343432159,1,0.00914217499387504,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.18526367920929424,0.07250852756643832,-0.327377781811543,-0.04314957660704549,normal,ESTIMABLE,0.6527341288262786,0.4705678132429812,0.9054207086505524,ratio,ratio,,,,,,,,,,0.6857262239865662,-0.2701714951664495,-0.4774176199770894,-0.06292537035580954,850,145,850,850,,,8,82,63,18,64,41779e6e6f97a3f6aabce7d64fa883fb235795a5ac87c3d42d639739e179c5d9,fa2648160b8cb87a60c957fd1164be5562335d01df48343e172bb900ecc33b85,TRUE,TRUE,FALSE,9.029122338688468e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.05180565829862523,TRUE,FALSE,0.009,0.052
primary,chest,preregistered_exclusions_applied,5,l10_mean_medi,Darkest 10 h mean,L10mean,11.328180444630789,1,7.633966609932038e-4,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.126490198721617,0.03804777419536988,-0.20106246583645437,-0.0519179316067796,normal,ESTIMABLE,0.7473254998502223,0.6294156456662008,0.8873236732703854,ratio,ratio,,,,,,,,,,0.3268313319649561,-0.3870198060912338,-0.6151872423847445,-0.15885236979772308,850,145,850,850,,,8,82,63,18,64,9c1e04aca615fe7dc28d1057263538f908e924d7d91f8f6ff2ab7087d30f92e9,6397eb24da4d84793d0ec970a64ba4a2c57836a0343250857b4a348be75b38ef,TRUE,TRUE,FALSE,1.231396140610741e-4,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.012977743236884465,TRUE,TRUE,<0.001,0.013
primary,chest,preregistered_exclusions_applied,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,2.4893161539539506,1,0.11462151847937892,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.19284999562390465,0.12169747960545536,-0.4313726726598947,0.04567268141208552,normal,ESTIMABLE,0.824605659319668,0.6496167712481079,1.0467317401236274,ratio,ratio,,,,,,,,,,1.4270203219698196,-0.13514173039785432,-0.30228908868266136,0.03200562788695273,850,145,850,850,19685.933333333334,20400,8,82,63,18,64,e4f5c0deb5f7819acfcd1a1381364a92af038d87f8f4ff14b075673f6ffc79f0,368a80b076ca402d0e1a114fd7cbd880c2f126e5036266364d386cf337dfc0d6,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.2783665448784916,FALSE,FALSE,0.115,0.278
primary,chest,preregistered_exclusions_applied,7,duration_above_250_wake,Time above 250 lx melEDI during wake,TAT250,1.8057180895166312,1,0.17902274011239835,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.13151905874494482,0.09747475233896788,-0.3225660627312832,0.05952794524139354,normal,ESTIMABLE,0.8767625649844568,0.7242880817774632,1.0613354198396294,ratio,ratio,,,,,,,,,,2.250278961115013,-0.05844566874489958,-0.14334492225419543,0.02645358476439625,772,145,772,772,9735.45,10142.816666666668,8,82,63,18,64,baadfcc5a52eb6bc67b69b7cd914afbc0733414d9467fbc721b0892f783c1306,e967247800853f44a830b690ddc062a7f051cd7e6a74787af8ad1fd09be08698,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.3043386581910772,FALSE,FALSE,0.179,0.304
primary,chest,preregistered_exclusions_applied,8,duration_below_10_pre_sleep,Time below 10 lx melEDI before sleep,TBT10,0.24719192471411588,1,0.6190593069641812,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.05493119580820135,0.1153461448705108,-0.17114309389353927,0.281005485509942,normal,ESTIMABLE,0.05493119580820135,-0.17114309389353927,0.281005485509942,difference,h,,,,3.2958717484920808,-10.268585633612355,16.86032913059652,,,,0.9976057712978796,0.05506302929336122,-0.17155383300447738,0.2816798915911998,698,144,698,698,2049.516666666667,2073.9333333333334,8,81,63,18,64,9fa3b94e57b102d95ca326e289dcfaf1fade79d8fcd75cc7013f89188482a965,9a9f24c53e3cc97a6c4d25d8c79e94c37d5adf2d974f2df88ca3960ae7a1dcbe,TRUE,TRUE,FALSE,3.980176188633777e-6,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.836499082869315,FALSE,FALSE,0.619,0.836
primary,chest,preregistered_exclusions_applied,9,duration_below_1_sleep_environment,Time below 1 lx melEDI during sleep,TBT1,4.386623442415839,1,0.03622198125536015,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,0.06183862558895542,0.02928964430445618,0.0044319776322326,0.11924527354567824,normal,ESTIMABLE,1.0637906622842288,1.004441813370321,1.1266462209154342,ratio,ratio,,,,,,,,,,1.919911214618792,0.03220910692020401,0.00230842843069313,0.06210978540971489,811,145,811,811,6455.533333333334,6457.533333333334,8,82,63,18,64,921f1f5ed243fda8897daf533d34aef0150e96dab45fe0a0d9642fe7bb324646,0b81d285663390894599c1b39582c8523f1424611b317b9bbe8b23a3027c9e0e,TRUE,TRUE,FALSE,,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.15394342033528063,TRUE,FALSE,0.036,0.154
primary,chest,preregistered_exclusions_applied,10,longest_bout_above_250,Longest continuous period above 250 lx melEDI,PAT250,3.6215038040145378,1,0.05703729506433284,maximum-likelihood likelihood-ratio test,ESTIMABLE,biological_sex,Female minus Male,biological_sexFemale,-0.07138223493670941,0.03846340909738793,-0.14676913149022,0.00400466161680118,normal,ESTIMABLE,0.8484334159285867,0.713232079538904,1.0092637192225251,ratio,ratio,,,,,,,,,,0.3722581778843634,-0.1917546455054193,-0.39426704424425496,0.01075775323341634,850,145,850,850,19685.933333333334,20400,8,82,63,18,64,796d9c54af7a46a721e2765306f213d7385f266af04b84a852a4f38d992915b2,59b8fd9fff18ebf59ec761b8bacea243d53fd322c8efdca174db2b943f669911,TRUE,TRUE,FALSE,1.1064003047067672e-5,,response ~ site + (1 | site:Id),response ~ site + biological_sex + (1 | site:Id),,,,,0.19392680321873165,FALSE,FALSE,0.057,0.194
