"path","type","sha256","bytes"
"artifacts/08_diagnostics/H01","directory",,
"artifacts/08_diagnostics/H01/main","directory",,
"artifacts/08_diagnostics/H01/main/glasses","directory",,
"artifacts/08_diagnostics/H01/main/glasses/all_available","directory",,
"artifacts/08_diagnostics/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostics.png","file","9884f802d3a684860108c890a238a2c6da94115cec6e28af3792454903592076",165969
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_above_250_wake_diagnostics.png","file","57561680d936790688ed092d18bd4d5b3ffecd9593caf18dd9f7737afb2829d5",180891
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostics.png","file","de8e2f79918a509addc890578c916278efbbf9b803622e8025ef7a1f109a446a",180767
"artifacts/08_diagnostics/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostics.png","file","bad792b679f53f26209b969a23286312ccc3a18bc1e95aff06f1b591d25b736a",166089
"artifacts/08_diagnostics/H03","directory",,
"artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_diagnostics.csv","file","5c752f7aa5a2b1d0d301aa0d991b9880bca9b3935bf6d156d30ae04d08957880",1059
"artifacts/08_diagnostics/H03/H03_near_eye_participant_random_intercept_shapley_models.csv","file","c4fcee2bf57342dddc65bbe96621be5c2076ddda1ac6cb64973a91908ec53fce",1455
"artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv","file","100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721",11230
"artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv","file","4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034",1243
"artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv","file","dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c",879
"artifacts/08_diagnostics/H04","directory",,
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_diagnostics.csv","file","b1dae2a0ba345c1ffc7eea5a3bf2c0df9753f6bbdbb79c175761ef5377ffe541",2026
"artifacts/08_diagnostics/H04/H04_participant_random_intercept_shapley_models.csv","file","f68f4a0ef2ceed8455fc75854858094bf9a28b0981a53c1561bf73aae01dfe31",3516
"artifacts/08_diagnostics/H04/H04_reader_primary_residual_acf.csv","file","d04798ed062b7f4f5e12b84d95eb1a6cec56ec836e0816dd7dd36461f07ac1fc",501
"artifacts/08_diagnostics/H04/H04_reader_temporal_residual_acf.csv","file","833867397c67b4ac8ad694c75d97ce459409bc05f2cb13f10c1a9e4ded9d2ba8",848
"artifacts/08_diagnostics/H05","directory",,
"artifacts/08_diagnostics/H05/H05_mder_metric010_gap_influence_refits.csv","file","63b86698a31437e8f90bb2aec45dc949d40670eebf7966a6c65fa40a9e0cd9e5",21320
"artifacts/08_diagnostics/H05/H05_mder_metric010_influence_refits.csv","file","c5e4d72bc0aaf0dfb481aececede40af7a6bc86ed421895967a26340eab83ded",19294
"artifacts/08_diagnostics/H05/H05_mder_metric010_upper_tail_summary.csv","file","91eca42774e479b8983ff91b54501c0b8b4d73b74b381ccca23ea82fe1c1aadf",2878
"artifacts/08_diagnostics/H08","directory",,
"artifacts/08_diagnostics/H08/H08_model_diagnostics.csv","file","d6bc40b41094209c08d6bae6cb4cce38ebd45f85f95ee570ff33de9a123e4a68",79980
"artifacts/08_diagnostics/H08/H08_participant_influence_screen.csv","file","f5845bb55bb40716b948937ce33785a51790edbd66f775ab09ff5518bfe2f4f9",29833
"artifacts/08_diagnostics/H09","directory",,
"artifacts/08_diagnostics/H09/H09_diagnostic_assessment_registry.csv","file","ff46eb58ab51141a5f13d5650444cc4f23ac63277340f2564b2cd4649d424ea4",127076
"artifacts/08_diagnostics/H09/H09_diagnostic_author_adjudication.csv","file","d3810b038ae450f4c32b8e62f9597b67635c50ddfd92d2b374670b9c804bddd7",21037
"artifacts/08_diagnostics/H09/H09_leave_one_site_out_summary.csv","file","6a45eec5b9313e7f4e191a6e949b3a19de351f4b48829bfe56fb7ed015d202df",10145
"artifacts/08_diagnostics/H09/H09_participant_influence_summary.csv","file","267674750eb7d3c41548915d4dac5ba65a6e6adc6d5ed59c27a6b01143b8649e",10757
"artifacts/08_diagnostics/H10","directory",,
"artifacts/08_diagnostics/H10/H10_leave_one_site_out_summary.csv","file","bcf7865bb5c73874c0da7c9f98fb0318e74ca283e6a8196d854a7f6b1c01486d",9590
"artifacts/08_diagnostics/H10/H10_participant_deletion_influence.csv","file","bc92d57150e869f732ae4e87dcd6032bcceea21b2927417ec553cae8fecaf6f0",26971
"artifacts/08_diagnostics/H10/H10_primary_diagnostic_assessment.csv","file","82667572d98ad0dd35772272b5975ec152ab9fe7dd1f2ee26b86e25c091d3c95",70559
"artifacts/08_diagnostics/H10/sensitivity","directory",,
"artifacts/08_diagnostics/H10/sensitivity/H10_paired_placement_main_effects.csv","file","07756f76736ed7dd26610bfd06367b6112918f554da9f73c27068473d0fdb395",114571
"artifacts/08_diagnostics/H10/sensitivity/H10_preregistered_exclusion_effects.csv","file","7f95584d14a4f05963b9a32ea39cd5a21295d60557fbd4f3b17cc87f2a55ffe1",63037
"artifacts/08_diagnostics/H10/sensitivity/H10_primary_gap_common_sample_effects.csv","file","8007b1dd38e389b5113cfd8474927926ca16c3f6b7021d90ef935634d69e4682",123379
"artifacts/08_diagnostics/H11","directory",,
"artifacts/08_diagnostics/H11/stage3","directory",,
"artifacts/08_diagnostics/H11/stage3/H11_reader_activity_diagnostic_assessment.csv","file","6f581e2fc76437878a84256728aeeef67d7837c7c4987f0d736950e50edff02e",2553
"artifacts/08_diagnostics/H11/stage3/H11_reader_diagnostic_assessment.csv","file","37d3d49074652dc30d307940649f2ab9ed72bd4670e0979f396468534faec7bd",2178
"artifacts/08_diagnostics/H11/stage3/H11_reader_primary_residual_summary.csv","file","7a435a3184f8b348b1106e30afc0b56272c203da6fba497190bed6da0c81296e",2285
"artifacts/08_diagnostics/mder_METRIC-010","directory",,
"artifacts/08_diagnostics/mder_METRIC-010/verification_summary.csv","file","dfb1389c6e56919ba096a33c5ea8dca37e77952bb225becfedf69ea8b5228852",534
"artifacts/08_diagnostics/mder_support_gate","directory",,
"artifacts/08_diagnostics/mder_support_gate/mder_support_candidate_summary.csv","file","2a34c52731d619f2db8811b455b4e7ec37cbbe3f72fa0b11164286c03f833c6f",2533
"artifacts/08_diagnostics/preanalysis_comparison","directory",,
"artifacts/08_diagnostics/preanalysis_comparison/categorical_distribution_overview.png","file","2f77996cb8e8d708702f7391afaa0d39331f3be3a87e98624c099ee53f25c3a0",537764
"artifacts/08_diagnostics/preanalysis_comparison/categorical_levels.csv","file","809d109d3647ef4ac1798ef9eb59c06e2c7db41f5b9ce1dade4d0a8b583f0a22",21916
"artifacts/08_diagnostics/preanalysis_comparison/comparison_overview.csv","file","7269679e9f1450285df52f4edc7e71039e9d93ce434baf1426c8c8b3dbca264f",161946
"artifacts/08_diagnostics/preanalysis_comparison/numeric_distribution_overview.png","file","65fa01808dee73d64b4734b2b2502f348f7cee25c8152034a4e4fd12292e2550",294536
"artifacts/08_diagnostics/preanalysis_comparison/numeric_quantiles.csv","file","de14f0addd8f4559d2f38da9027547b1037c50c96626a5a394ec33c04c373ba4",174995
"artifacts/08_figures","directory",,
"artifacts/08_figures/H07","directory",,
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_chest.png","file","2a714e192bd5c266d03c6f74bdabae9424f5a3663940f0bc3ae5a9ae4e066cd5",650084
"artifacts/08_figures/H07/H07_revised_smooth_derivative_pairs_near_eye.png","file","f19763fe3c14c723ac38846bf735c0465ba2ee18765777a4f7304c677be71113",643848
"artifacts/09_tables","directory",,
"artifacts/09_tables/H01","directory",,
"artifacts/09_tables/H01/H01_exact_samples_by_site.csv","file","938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6",200885
"artifacts/09_tables/H01/stage3","directory",,
"artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv","file","98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9",12729
"artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv","file","8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982",75990
"artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv","file","5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5",2148
"artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv","file","979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4",37522
"artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv","file","0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00",5598
"artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv","file","f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74",53100
"artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv","file","4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0",163523
"artifacts/09_tables/H03","directory",,
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_marginal_r2_shapley.csv","file","c52d4bea68679a41b5c5d2e1056efe915a74a8f8330eb2e4959c88b6c94ee806",2025
"artifacts/09_tables/H03/H03_near_eye_participant_random_intercept_summary.csv","file","0c32e9db4f4f9411cb72bdf88b8ee844ac6337eea49ceebd9041d31e1604746a",1123
"artifacts/09_tables/H03/H03_paired_placement_comparison.csv","file","3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e",1403
"artifacts/09_tables/H03/H03_primary_category_estimands.csv","file","ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33",5384
"artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv","file","b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a",6280
"artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv","file","30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2",7121
"artifacts/09_tables/H03/H03_site_context_estimands.csv","file","cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903",64670
"artifacts/09_tables/H04","directory",,
"artifacts/09_tables/H04/H04_mundlak_between_participant_estimands.csv","file","ae2be97d5caf8b43d9cc93cc1c9247263e367fd857500d0d3e8db0185c2112ef",3165
"artifacts/09_tables/H04/H04_mundlak_between_participant_omnibus.csv","file","6203bafdca2009b83af68022a5bc940c54551aaa0b63cf61293ed0809c89a499",781
"artifacts/09_tables/H04/H04_paired_placement_estimands.csv","file","905f535dac48526559b00d9f966dd4c5dd35134f0ad5045c75f4a8e9436139e5",4585
"artifacts/09_tables/H04/H04_participant_random_intercept_marginal_r2_shapley.csv","file","87d56a1b482e471e162171af4a6b2c3182eba08e915b7e1bca7025385e229fda",4067
"artifacts/09_tables/H04/H04_participant_random_intercept_summary.csv","file","44ce688f51b023f827ccf6fbb12d8dcc506e1c824c98d0e7d4e9bf046ec38c65",2702
"artifacts/09_tables/H04/H04_primary_category_estimands.csv","file","1e4521df4026346cff6a04d2b7fbc0e942f7eed2136c313a73e37fdefaea9c75",4469
"artifacts/09_tables/H04/H04_reader_category_estimands.csv","file","e27bc81e0c6dd2ff50dd0c6ffa4e95d9c7e9c16e5b20ce45fb4df7d1e89f3652",5994
"artifacts/09_tables/H04/H04_sensitivity_comparison.csv","file","54bd04a0a39027aa883ba053d05e0ef13cc2b1e5ab457be126bf260d49125b01",47991
"artifacts/09_tables/H04/H04_site_activity_estimands.csv","file","f07f54bc288bd660b0e3a107016c7852a64ce72c0f1594df052519062a2c5caf",27807
"artifacts/09_tables/H05","directory",,
"artifacts/09_tables/H05/H05_exactly_identified_longest_bout_sensitivity.csv","file","307cb5926592159593a992f7d62ecf28e1d7f837e0dfa20d8d3176a5c4bd59b6",6363
"artifacts/09_tables/H05/H05_leave_one_site_out_summary.csv","file","096e7fcf9aa4ded9115d7ce7b5858f6f389758347219f1b401bb9e8a9c0a6e70",15550
"artifacts/09_tables/H05/H05_manuscript_prepared_comparison.csv","file","995f0e4ea9349ea4aa5c523357900c4feb9a39bca039b936075582f58ca554ec",18079
"artifacts/09_tables/H05/H05_mder_metric010_gap_paired_placement_comparison.csv","file","67efeb7cc81e1d2e689280b9a20651c2f5d91d678528391b346b6c0d2aed7174",4445
"artifacts/09_tables/H05/H05_paired_placement_comparison.csv","file","de4bdacac6fd8f6b6157581d3d09c87be754f7a10cccef2d4835746122552cf0",36508
"artifacts/09_tables/H05/H05_random_site_sensitivity.csv","file","82177666cd3ae9a0b8bea1e8cc9472d46048a391fe5c71e802e485b37ba8f108",109334
"artifacts/09_tables/H06","directory",,
"artifacts/09_tables/H06/H06_stage3_site_specific_significance_screen.csv","file","dacc1b3a1d92c0900f440a54ea9cb165bf1945563100eb29337e6e23f701b297",48691
"artifacts/09_tables/H07","directory",,
"artifacts/09_tables/H07/H07_main_curve_points.csv","file","6523113a7302c26cb3060dcf647b4abae79bd860bdc9a1896a4a8bb8a90b3993",388153
"artifacts/09_tables/H07/H07_main_samples.csv","file","73eb67684f8ba369e695c21a4ebbef4c7813adea7884e3efe6c1ef6d1d6dee2f",3494
"artifacts/09_tables/H07/H07_revised_derivative_points.csv","file","071b06876922ba5319fb327e4d87fdcf947b1635db6795989e82292c8549d097",1180926
"artifacts/09_tables/H07/H07_revised_paired_figure_settings.csv","file","e7fe343dca5b2d10efce3cea245f95f52bfbd27f997933346c50696b949ee4e2",1058
"artifacts/09_tables/H08","directory",,
"artifacts/09_tables/H08/H08_exactly_identified_longest_period_sensitivity.csv","file","435be3e82b4fb64f3d5bb673fe887e232328817e496823f6c7eff8085ee2c8a9",3236
"artifacts/09_tables/H08/H08_gap_timing_unaware_sensitivity.csv","file","22309f1cfa3fff204f7098baf24c31a6a415187f435b6112b553d15751ab7db2",15731
"artifacts/09_tables/H08/H08_metric011_bh_recalculation.csv","file","cf6d4f1218773c7cf74b629692bfdb7cb32814643cd98a65df4ad5460c0bc3f1",9097
"artifacts/09_tables/H08/H08_metric011_result_comparison.csv","file","b77e94084804c5a02755eab19dfad97fe1fc45ead573dbe9ebb6acf06ef9a75e",2327
"artifacts/09_tables/H08/H08_model_results_master.csv","file","45d11175943af6637347a39e533a4f44c600ce29010dd0bbb4caa38ead82e575",98459
"artifacts/09_tables/H08/H08_observed_dose_sensitivity.csv","file","d859f8cd51f1cf203a50919d29f3181aa43b0d5e34e9a6672e139362a6bdcdaf",3160
"artifacts/09_tables/H08/H08_participant_summary_sensitivity.csv","file","fc6961db006fe62d95348b62db2a2a276c40803e68d0844f725c0a80a60ce29a",11085
"artifacts/09_tables/H08/H08_photoperiod_sensitivity.csv","file","f99d6deb929961993823f1420fea166134ea4314d8247ff16e40b158c44bcd0d",11423
"artifacts/09_tables/H08/H08_site_specific_slopes.csv","file","47a8fd41e19baec4c33fb27a9e52b3c69a40aa2f706a3bd2c3db7e93dccc2242",430411
"artifacts/09_tables/H09","directory",,
"artifacts/09_tables/H09/H09_ar1_sensitivity.csv","file","dbbdb047eecf2bd120be42fd401a26a8c46d77ae07d375345f174822333c6159",16322
"artifacts/09_tables/H09/H09_fifth_outcome_sensitivity.csv","file","71c7f9795aaffacff29baab49c33275b92c0081673d502b6fd3ada45624bd8e3",3418
"artifacts/09_tables/H09/H09_gap_timing_unaware_sensitivity.csv","file","057aad30063b690e012def7b2862d8e599045baa46172083d043bf3cad9671f2",26677
"artifacts/09_tables/H09/H09_l10_cut_sensitivity.csv","file","4a3c04b81e1b05df9e4696cc5c8a95e575393f4a29e03434a665a34321907cde",2914
"artifacts/09_tables/H09/H09_model_results_master.csv","file","d7a09b4d2954f13cafca37193415f58ae11216e695fcbc8b39ca676d75077321",115263
"artifacts/09_tables/H09/H09_participant_summary_sensitivity.csv","file","e464b5c3f29325aa728af746e982fd67cf783264b013e19830e67aa1aa32d5a9",14772
"artifacts/09_tables/H09/H09_photoperiod_sensitivity.csv","file","e71fa9d19b74a90ae887ceef076a084dd9e5a4ddb32830abed5ed561414c5625",15506
"artifacts/09_tables/H09/H09_site_specific_slopes.csv","file","23cdb15cdbe3909e0dabe558cd41879368c267989fa4014dc0da0577e733e4a6",419052
"artifacts/09_tables/H10","directory",,
"artifacts/09_tables/H10/H10_primary_interaction_results.csv","file","59788530607ff3d73c8745c08f1036cac174ac99fab38a3b8b2ad5114da736ff",37219
"artifacts/09_tables/H10/H10_primary_main_results.csv","file","e9aece156ae0547db806400fc7aed13dc22a35ef1a1af722383ac38139ccc492",90676
"artifacts/09_tables/H10/H10_site_specific_effects.csv","file","2a0c41ab4f7f812e3cb69ea6179faeb99d7648819af89da372bbc5d0c1f7a0cc",622246
"artifacts/09_tables/H11","directory",,
"artifacts/09_tables/H11/stage3","directory",,
"artifacts/09_tables/H11/stage3/H11_reader_activity_global_comparison.csv","file","445d74c2eb2f65e9ba0d5a125fefd0eb1713e3b99931044f4d3681f20527a62e",1853
"artifacts/09_tables/H11/stage3/H11_reader_activity_samples.csv","file","5843617b8ca30224de764d0919c8c464454af47cba719a32678737987d45cef1",718
"artifacts/09_tables/H11/stage3/H11_reader_curve_variation_effect_size.csv","file","2777b5e0d33671b0b953df1beb86da300a135fb93965124b4951e74d98cfa9b4",1277
"artifacts/09_tables/H11/stage3/H11_reader_global_tests.csv","file","bb96c5a8009813e058fe41e8d0b52d46ae9ae5b15d853fda74e1f241235532fb",1918
"artifacts/09_tables/H11/stage3/H11_reader_level_shape_decomposition.csv","file","613cf9f0012823ef5996b74e65fd0f80a43a96edb1a7c9aefc8553e163b7732e",2245
"artifacts/09_tables/H11/stage3/H11_reader_samples.csv","file","2aa7c87705db6068c410319eccbc35036b65fbac678c5ab4409581109315d58c",1090
"artifacts/10_figures","directory",,
"artifacts/10_figures/descriptives","directory",,
"artifacts/10_figures/descriptives/chest_site_profiles.png","file","b9727d9ff587548f77aa18a5483ab6430c242c721a291b09cfd059541b58f765",856373
"artifacts/10_figures/descriptives/descriptive_overview.png","file","97c4e60318a9e0733da44a97cc8bd176ac4ebc85c4e41bdd40d900b32fca7248",2540471
"artifacts/10_figures/descriptives/latitude_photoperiod_diagnostic.png","file","b027935213185841c3b565dfbb440cf2fcf07dca03b4e19d2c1744270fd66ed6",304155
"artifacts/10_figures/descriptives/near_eye_metric_distributions.png","file","060d1dcb3ec519ed1d74904c5457cc945346c53e25d08a9ea0f083d29f184d04",932901
"artifacts/10_figures/descriptives/near_eye_site_profiles.png","file","be583f1caa254c5f28fa19489a99cb7b497a58f353e17b4d62bd75b7e351ec50",1065873
"artifacts/10_figures/descriptives/time_series_to_metrics.png","file","c6f080bd520c85f219749b2911702f6d29c3165bb2097b03e8b8437c2da96a1d",348489
"artifacts/10_figures/H01","directory",,
"artifacts/10_figures/H01/gates","directory",,
"artifacts/10_figures/H01/gates/H01_l10_midpoint_noon_conversion_sensitivity_histogram.png","file","d154e2af603351fb5e22388f014b49c326e3388c0996445a48b24923a4674eb1",138211
"artifacts/10_figures/H01/gates/H01_l10_midpoint_primary_16h_conversion_histogram.png","file","3698f52db9f1c8c0d88c2594575c581486790722c4b55b6195936effdd08b4ad",142512
"artifacts/10_figures/H01/reporting","directory",,
"artifacts/10_figures/H01/reporting/H01_figure_s10_photoperiod_latitude.png","file","47379ec93be51ba36b02fe8cebbe04a89bf0594c562e597714d1aa137538c211",277164
"artifacts/10_figures/H01/response_family_candidates","directory",,
"artifacts/10_figures/H01/response_family_candidates/H01_response_family_diagnostic_status.png","file","e715fa9560c530db126bbe29b892851e928876f309b8512f79896dd172a9a689",217343
"artifacts/10_figures/H01/stage3","directory",,
"artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png","file","103556d8d6ca681cb8fba1ba65f4b1d7d5839ee477215becdfbc7480af0613c4",495057
"artifacts/10_figures/H01/stage3/H01_stage3_model_support.png","file","a06d33e4d9708e7a60c0296a645b7c136ffea9f6be5bcf0c7a5e38615a3069de",332771
"artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png","file","5ca5a91ed367bdf0158bae99a671819eccf14de0d06938c91a2268275998fee5",237215
"artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_chest.png","file","2d7a52fa342f4e7ea395a406e236951521a38e5ca481798a3289b62f2165edcd",213063
"artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_near_eye.png","file","0bf40dbcfb09009d1cfaa48915860f8aacd89982ff347175d4fdcc309a7a88a7",222423
"artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png","file","47b3e49b4f484c6112b784d1c544eb846b8987e8dbb914a997da943245e8094a",232327
"artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png","file","e54eb00b33529e46ccf4d782593917035162c166f0b5a1ccd0787e4bd62fce7a",890511
"artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png","file","f8503fa9cdddb864afab0d4d623941ba49d180dc83846245b5f686bcbfa37940",603885
"artifacts/10_figures/H02","directory",,
"artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png","file","a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1",2189439
"artifacts/10_figures/H02/figure4_exact_layout_replication.png","file","2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678
"artifacts/10_figures/H02/model_diagnostics_chest.png","file","10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8",936716
"artifacts/10_figures/H02/model_diagnostics_near_eye.png","file","63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c",920581
"artifacts/10_figures/H02/primary_residual_acf.png","file","2398056695dcab79580a1262a74253ed6bb7e133c98418c3b8b123224efa234d",108708
"artifacts/10_figures/H02/primary_site_curves.png","file","d5356ee523ce10009fe995ea4d95ea3aba50f0a75ce4adbdbaec906e2d93534b",412690
"artifacts/10_figures/H03","directory",,
"artifacts/10_figures/H03/H03_near_eye_site_context_estimates.png","file","382a929e9ca5a9154fff3c509ba9bf116ebce00d61dd60227d559d10009872a8",374564
"artifacts/10_figures/H03/H03_paired_placement_comparison.png","file","4ef1a6a683d1bb2279e2e45e3be702a12040a079326f9751b534403cb1c42b2b",132540
"artifacts/10_figures/H03/H03_primary_category_estimates.png","file","d7c48d6d70972913d57cde83d097d1ba3124d92fffab5200f7f4bcd4737c656a",206587
"artifacts/10_figures/H03/H03_primary_residual_diagnostics.png","file","de7bb6e22d57cd40aac675283f34f4a6298ac780859bfe23cd0859793400be46",1261153
"artifacts/10_figures/H03/H03_reader_heterogeneity_category_estimates.png","file","e210a810aac62389ff6b96c306da48ceba74e9bfb7277d7e4e845c4a7f7fa7b6",233681
"artifacts/10_figures/H03/H03_reader_latitude_category_slopes.png","file","e27b7a8d84cabae1ab3e9694302a275da2f7bfd106df02a530a54ed48f5d9a15",188045
"artifacts/10_figures/H03/H03_reader_temporal_chest.png","file","3c2933af5bce75cf776b97557ff7d1f149155437971a21ed8c4861a505b6812c",802108
"artifacts/10_figures/H03/H03_reader_temporal_diagnostics.png","file","73f8c4aac10b00e66559abd527a068c29bf7d541543d997059518a022601ffeb",1220630
"artifacts/10_figures/H03/H03_reader_temporal_near_eye.png","file","8455a5824c3b232040a92ee604cc7ce30360c814bf1f5e2293fc5b8ef74c7a00",818350
"artifacts/10_figures/H04","directory",,
"artifacts/10_figures/H04/H04_paired_placement_comparison.png","file","f07c4022326bd7ec5a7a33067ab86b2ae6bf318f78c138ac4f6a79761dd19766",135292
"artifacts/10_figures/H04/H04_primary_category_estimates.png","file","2e9423e2c3ab9beefbe69c066008c6d963e9af9f6f73e7f32558835a355e81c8",236846
"artifacts/10_figures/H04/H04_primary_diagnostics.png","file","4634637cd2cb64d1077394d673d2689f0f887e65c70b120cd249b0bb4925265c",1206986
"artifacts/10_figures/H04/H04_reader_heterogeneity_category_estimates.png","file","b2f883b89fa4e482442651f97f6e97c2aed14b48b83cc77050cbe7a1f51ed940",233841
"artifacts/10_figures/H04/H04_site_activity_estimates.png","file","a183754e2d79d6c748caf9747b37e3d52277efc89d586844f225ee45c6f80da0",378901
"artifacts/10_figures/H04/H04_temporal_chest.png","file","68d01896fe11d96382648c88c2212ab62155e32c307d82c6f2cc7a3bd4983bc6",883557
"artifacts/10_figures/H04/H04_temporal_diagnostics.png","file","9714fe39ecd12b6bd0f833fb1f1babbf46071e6774e426309f47c01ca432b9bf",2209438
"artifacts/10_figures/H04/H04_temporal_near_eye.png","file","8f048e0716e036413f541054a03c521941b4728f661871223b3e4c238991b3d4",871069
"artifacts/10_figures/H05","directory",,
"artifacts/10_figures/H05/H05_paired_placement_effects.png","file","138f52a80db6304fd5a33719b29deb115295c2529374b675f43fd76165991cd2",176481
"artifacts/10_figures/H05/H05_reader_chest_adequacy.png","file","54500d6e45ae02b9e291402aaa86f3c67e88cfb9e3a1031a9a221b5c1e564a53",306313
"artifacts/10_figures/H05/H05_reader_chest_effects.png","file","0a9cf65cd4d916a0c600718bd968506ec9aff9f077b1d49b3c1f50ec60bf9a21",474485
"artifacts/10_figures/H05/H05_reader_near_eye_adequacy.png","file","a457fda5dfb9025f21b72daab52c3e5338ba1657f7183ad4726ddd9b57561edf",306686
"artifacts/10_figures/H05/H05_reader_near_eye_effects.png","file","70c1013d51f7619fafe0d38664db7dcf55692990993098948ed443e83c35e1a5",487117
"artifacts/10_figures/H05/H05_reader_near_eye_residual_fitted.png","file","e5f76ab7c2338dc8479e045daa12888adeedd60dad7ac51d38d72d82b419a2c1",592913
