placement,state_domain,signal,clock_bin,reference_value,observations,participant_days,participants,participant_observations,profile_variant,profile_scope,profile_site,held_out_site,bin_minutes,participant_day_count_basis,minimum_participants,profile_supported,support_reason,supported_reference_value,reference_total,reference_weight,supported_bins,profile_complete,profile_estimable,training_sites,training_site_count,metric_map,map_application,relevance_source,relevance_mass,relevance_total,map_estimable,relevance_weight,relevance_zero_offset,value_correction_allowed,ratio_correction_allowed,paired_channel_required,exceedance_probability,participant_probability_q10,participant_probability_q25,participant_probability_median,participant_probability_q75,participant_probability_q90,valid_minutes,exceedance_minutes,participant_days_with_input,participants_with_input,exceedance_threshold_lx,exceedance_comparison,probability_unit,probability_aggregation,supported_exceedance_probability,probability_total,probability_weight
chest,full_day,LIGHT,420,2.3375,22648,772,134,22648,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,2.3375,2618.6820833333336,8.926245819899544e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,2.3375,2618.6820833333336,TRUE,8.926245819899544e-4,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,450,10.3225,22560,772,134,22560,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,10.3225,2618.6820833333336,0.003941868341215532,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,10.3225,2618.6820833333336,TRUE,0.003941868341215532,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,480,29.6925,22568,771,134,22568,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,29.6925,2618.6820833333336,0.01133871888801571,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,29.6925,2618.6820833333336,TRUE,0.01133871888801571,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,510,45.81333333333333,22683,771,134,22683,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,45.81333333333333,2618.6820833333336,0.01749480535453823,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,45.81333333333333,2618.6820833333336,TRUE,0.01749480535453823,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,540,79.89250000000001,22613,773,134,22613,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,79.89250000000001,2618.6820833333336,0.030508667130110138,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,79.89250000000001,2618.6820833333336,TRUE,0.030508667130110138,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,570,103.52791666666667,22756,773,134,22756,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,103.52791666666667,2618.6820833333336,0.039534358647646706,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,103.52791666666667,2618.6820833333336,TRUE,0.039534358647646706,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,600,120.03916666666667,22948,775,134,22948,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,120.03916666666667,2618.6820833333336,0.04583953410406666,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,120.03916666666667,2618.6820833333336,TRUE,0.04583953410406666,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,630,117.00999999999999,22925,774,134,22925,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,117.00999999999999,2618.6820833333336,0.04468278174915275,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,117.00999999999999,2618.6820833333336,TRUE,0.04468278174915275,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,660,144.5079166666667,22873,774,134,22873,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,144.5079166666667,2618.6820833333336,0.05518345185404172,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,144.5079166666667,2618.6820833333336,TRUE,0.05518345185404172,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,690,157.22791666666666,22799,775,134,22799,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,157.22791666666666,2618.6820833333336,0.06004085706598277,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,157.22791666666666,2618.6820833333336,TRUE,0.06004085706598277,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,720,158.78458333333333,22829,774,134,22829,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,158.78458333333333,2618.6820833333336,0.06063530366817786,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,158.78458333333333,2618.6820833333336,TRUE,0.06063530366817786,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,750,188.52541666666667,22684,767,134,22684,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,188.52541666666667,2618.6820833333336,0.07199247967767501,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,188.52541666666667,2618.6820833333336,TRUE,0.07199247967767501,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,780,194.05374999999998,22759,774,134,22759,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,194.05374999999998,2618.6820833333336,0.07410359250367192,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,194.05374999999998,2618.6820833333336,TRUE,0.07410359250367192,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,810,194.16291666666666,22747,769,134,22747,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,194.16291666666666,2618.6820833333336,0.07414528014012137,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,194.16291666666666,2618.6820833333336,TRUE,0.07414528014012137,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,840,162.45916666666668,22665,765,134,22665,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,162.45916666666668,2618.6820833333336,0.06203852224011537,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,162.45916666666668,2618.6820833333336,TRUE,0.06203852224011537,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,870,141.8675,22715,768,134,22715,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,141.8675,2618.6820833333336,0.05417515203656037,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,141.8675,2618.6820833333336,TRUE,0.05417515203656037,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,900,141.45166666666665,22677,768,134,22677,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,141.45166666666665,2618.6820833333336,0.05401635714657356,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,141.45166666666665,2618.6820833333336,TRUE,0.05401635714657356,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,930,142.75083333333333,22605,770,134,22605,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,142.75083333333333,2618.6820833333336,0.054512471842945165,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,142.75083333333333,2618.6820833333336,TRUE,0.054512471842945165,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,960,128.12041666666667,22429,766,134,22429,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,128.12041666666667,2618.6820833333336,0.04892553299313888,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,128.12041666666667,2618.6820833333336,TRUE,0.04892553299313888,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,990,95.84708333333333,22462,761,134,22462,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,95.84708333333333,2618.6820833333336,0.03660126746326117,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,95.84708333333333,2618.6820833333336,TRUE,0.03660126746326117,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1020,71.03541666666666,22459,765,134,22459,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,71.03541666666666,2618.6820833333336,0.027126399618637678,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,71.03541666666666,2618.6820833333336,TRUE,0.027126399618637678,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1050,50.55666666666667,22238,760,134,22238,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,50.55666666666667,2618.6820833333336,0.0193061490695781,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,50.55666666666667,2618.6820833333336,TRUE,0.0193061490695781,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1080,26.66,22344,761,134,22344,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,26.66,2618.6820833333336,0.010180693628172059,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,26.66,2618.6820833333336,TRUE,0.010180693628172059,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1110,23.871249999999996,22211,757,134,22211,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,23.871249999999996,2618.6820833333336,0.009115749541316663,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,23.871249999999996,2618.6820833333336,TRUE,0.009115749541316663,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1140,19.719583333333333,21978,755,134,21978,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,19.719583333333333,2618.6820833333336,0.007530346451308124,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,19.719583333333333,2618.6820833333336,TRUE,0.007530346451308124,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1170,17.37,22208,759,134,22208,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,17.37,2618.6820833333336,0.006633107588947812,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,17.37,2618.6820833333336,TRUE,0.006633107588947812,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1200,14.690833333333334,22046,755,134,22046,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,14.690833333333334,2618.6820833333336,0.0056100102516580775,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,14.690833333333334,2618.6820833333336,TRUE,0.0056100102516580775,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1230,11.703333333333333,22026,753,134,22026,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,11.703333333333333,2618.6820833333336,0.004469169208366103,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,11.703333333333333,2618.6820833333336,TRUE,0.004469169208366103,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1260,10.164166666666667,22278,759,134,22278,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,10.164166666666667,2618.6820833333336,0.003881405357052219,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,10.164166666666667,2618.6820833333336,TRUE,0.003881405357052219,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1290,7.599583333333333,22478,761,134,22478,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,7.599583333333333,2618.6820833333336,0.002902064126722777,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,7.599583333333333,2618.6820833333336,TRUE,0.002902064126722777,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1320,5.16875,22415,760,134,22415,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,5.16875,2618.6820833333336,0.001973798206699712,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,5.16875,2618.6820833333336,TRUE,0.001973798206699712,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1350,1.7479166666666668,22300,756,134,22300,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,1.7479166666666668,2618.6820833333336,6.674795225397254e-4,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,1.7479166666666668,2618.6820833333336,TRUE,6.674795225397254e-4,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1380,0,22454,765,134,22454,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,2618.6820833333336,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,0,2618.6820833333336,TRUE,0,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,LIGHT,1410,0,22814,770,134,22814,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,2618.6820833333336,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,paired_channel_coverage,paired_coverage_only,median_reference_profile,0,2618.6820833333336,TRUE,0,,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,0,0,23334,783,134,23334,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,30,0,23427,782,134,23427,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,60,0,23493,786,134,23493,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,90,0,23569,786,134,23569,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,120,0,23545,785,134,23545,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,150,0,23576,786,134,23576,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,180,0,23575,786,134,23575,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
chest,full_day,MEDI,210,0,23576,786,134,23576,leave_one_site_out::BAUA,leave_one_site_out,,BAUA,30,.profile_participant_day,20,TRUE,supported,0,1958.95375,0,48,TRUE,TRUE,FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,7,L10,support_only,median_reference_profile,3.151394113258104,71.8105559535233,TRUE,0.04388483101701268,0.1,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,
