profile_scope,profile_variant,profile_site,held_out_site,placement,state_domain,signal,training_sites,training_site_count,clock_bins,supported_bins,unsupported_bins,no_observation_bins,below_participant_minimum_bins,minimum_required_participants,minimum_bin_participants,median_bin_participants,maximum_bin_participants,minimum_bin_participant_days,median_bin_participant_days,maximum_bin_participant_days,finite_wall_minute_observations,profile_complete,profile_estimable,reference_total
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,chest,wake,MEDI,BAUA|FUSPCEU|KNUST|RISE|THUAS|TUM|UCR,7,48,48,0,0,0,5,8,127,137,8,505.5,744,569477,TRUE,TRUE,2242.9749999999995
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,full_day,LIGHT,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,123,124,124,672,700,715,990100,TRUE,TRUE,3112.1404166666666
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,full_day,MEDI,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,123,124,124,672,700,715,990055,TRUE,TRUE,2347.4575
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,24,24,20,4,5,0,4,117,0,6,489,112594,FALSE,TRUE,247.79375
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,24,24,20,4,5,0,4,117,0,6,489,112594,FALSE,TRUE,139.61791666666667
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,sleep,LIGHT,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,32,16,11,5,5,0,42,124,0,91,671,332750,FALSE,TRUE,62.173333333333325
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,sleep,MEDI,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,32,16,11,5,5,0,42,124,0,91,671,332750,FALSE,TRUE,46.45625
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,wake,LIGHT,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,9,111.5,124,9,426.5,663,502193,TRUE,TRUE,3389.875416666667
leave_one_site_out,leave_one_site_out::IZTECH,,IZTECH,glasses,wake,MEDI,BAUA|FUSPCEU|KNUST|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,9,111.5,124,9,426.5,663,502150,TRUE,TRUE,2552.817916666667
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,48,0,0,0,20,139,139,139,783,802.5,817,1138568,TRUE,TRUE,2823.0950000000003
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,48,0,0,0,20,139,139,139,783,802.5,817,1138486,TRUE,TRUE,2106.2825000000003
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,23,25,13,12,5,0,3,136,0,4.5,572,131602,FALSE,TRUE,225.5329166666667
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,23,25,13,12,5,0,3,136,0,4.5,572,131602,FALSE,TRUE,110.65249999999999
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,31,17,8,9,5,0,45.5,139,0,99,773,379033,FALSE,TRUE,74.91749999999999
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,31,17,8,9,5,0,45.5,139,0,99,773,379033,FALSE,TRUE,48.136250000000004
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,48,0,0,0,5,10,128,139,10,492,759,580420,TRUE,TRUE,3149.4804166666668
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|RISE|THUAS|TUM|UCR,7,48,48,0,0,0,5,10,128,139,10,492,759,580338,TRUE,TRUE,2343.0624999999995
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,126,126,126,695,720.5,735,1020214,TRUE,TRUE,3390.5833333333335
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,126,126,126,695,720.5,735,1020180,TRUE,TRUE,2532.0962500000005
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,23,25,13,12,5,0,2.5,122,0,4.5,503,116891,FALSE,TRUE,363.96541666666667
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,23,25,13,12,5,0,2.5,122,0,4.5,503,116891,FALSE,TRUE,243.65645833333335
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,32,16,8,8,5,0,42,126,0,92,690,344680,FALSE,TRUE,129.78916666666666
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,32,16,8,8,5,0,42,126,0,92,690,344680,FALSE,TRUE,109.51208333333332
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,113.5,126,10,433,680,514049,TRUE,TRUE,3701.979583333333
leave_one_site_out,leave_one_site_out::KNUST,,KNUST,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|MPI|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,113.5,126,10,433,680,514017,TRUE,TRUE,2786.3025
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,114,115,115,630,653.5,666,924278,TRUE,TRUE,3115.8970833333337
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,20,114,115,115,630,653.5,666,924232,TRUE,TRUE,2351.7349999999997
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,4.5,110,0,6.5,442,104047,FALSE,TRUE,274.5470833333333
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,4.5,110,0,6.5,442,104047,FALSE,TRUE,160.85875000000001
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,33,15,8,7,5,0,41,115,0,95,621,313277,FALSE,TRUE,142.63166666666666
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,33,15,8,7,5,0,41,115,0,95,621,313277,FALSE,TRUE,115.02833333333334
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,11,102,115,11,385,615,462360,TRUE,TRUE,3422.0125000000003
leave_one_site_out,leave_one_site_out::MPI,,MPI,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|TUM|UCR,8,48,48,0,0,0,5,11,102,115,11,385,615,462316,TRUE,TRUE,2595.6783333333333
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,48,0,0,0,20,138,138,138,768,789.5,805,1119477,TRUE,TRUE,2453.7204166666675
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,48,0,0,0,20,138,138,138,768,789.5,805,1119443,TRUE,TRUE,1868.803333333334
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,24,24,12,12,5,0,4.5,134,0,5.5,559,128950,FALSE,TRUE,183.02416666666667
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,24,24,12,12,5,0,4.5,134,0,5.5,559,128950,FALSE,TRUE,90.45875000000001
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,32,16,8,8,5,0,44,138,0,94,762,375084,FALSE,TRUE,74.49583333333334
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,32,16,8,8,5,0,44,138,0,94,762,375084,FALSE,TRUE,47.49583333333334
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,48,0,0,0,5,9,127.5,138,9,486,752,572287,TRUE,TRUE,2720.482916666668
leave_one_site_out,leave_one_site_out::RISE,,RISE,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|THUAS|TUM|UCR,7,48,48,0,0,0,5,9,127.5,138,9,486,752,572253,TRUE,TRUE,2065.9200000000005
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,48,0,0,0,20,127,128,128,694,723.5,738,1022535,TRUE,TRUE,2823.3999999999996
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,48,0,0,0,20,127,128,128,694,723.5,738,1022510,TRUE,TRUE,2118.135
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,3.5,122,0,5.5,498,116571,FALSE,TRUE,219.5558333333333
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,24,24,12,12,5,0,3.5,122,0,5.5,498,116571,FALSE,TRUE,122.48125
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,33,15,8,7,5,0,42.5,128,0,99,691,347817,FALSE,TRUE,125.36500000000001
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,33,15,8,7,5,0,42.5,128,0,99,691,347817,FALSE,TRUE,103.07916666666668
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,115.5,128,10,435,686,515783,TRUE,TRUE,3144.8475
leave_one_site_out,leave_one_site_out::RISE,,RISE,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|THUAS|TUM|UCR,8,48,48,0,0,0,5,10,115.5,128,10,435,686,515760,TRUE,TRUE,2335.3787500000008
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,48,0,0,0,20,139,139,139,775,793,808,1124358,TRUE,TRUE,2429.6883333333335
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,48,0,0,0,20,139,139,139,775,793,808,1124277,TRUE,TRUE,1856.061666666667
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,24,24,12,12,5,0,5,135,0,6.5,567,131573,FALSE,TRUE,181.82958333333335
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,24,24,12,12,5,0,5,135,0,6.5,567,131573,FALSE,TRUE,85.55708333333334
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,32,16,8,8,5,0,45,139,0,100,771,378055,FALSE,TRUE,100.85375
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,32,16,8,8,5,0,45,139,0,100,771,378055,FALSE,TRUE,64.87041666666667
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,48,0,0,0,5,8,125,139,8,488.5,761,579757,TRUE,TRUE,2719.2795833333334
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,chest,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|RISE|TUM|UCR,7,48,48,0,0,0,5,8,125,139,8,488.5,761,579676,TRUE,TRUE,2068.6612499999997
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,48,0,0,0,20,127,128,128,696,724.5,738,1023192,TRUE,TRUE,2834.238333333333
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,full_day,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,48,0,0,0,20,127,128,128,696,724.5,738,1023155,TRUE,TRUE,2146.7416666666677
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,pre-sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,24,24,12,12,5,0,4.5,121,0,7,503,118556,FALSE,TRUE,249.98083333333332
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,pre-sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,24,24,12,12,5,0,4.5,121,0,7,503,118556,FALSE,TRUE,148.07395833333328
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,sleep,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,33,15,8,7,5,0,43.5,128,0,103.5,698,348685,FALSE,TRUE,122.17500000000001
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,sleep,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,33,15,8,7,5,0,43.5,128,0,103.5,698,348685,FALSE,TRUE,98.06458333333333
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,wake,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,48,0,0,0,5,9,113,128,9,440.5,694,523897,TRUE,TRUE,3169.747083333334
leave_one_site_out,leave_one_site_out::THUAS,,THUAS,glasses,wake,MEDI,BAUA|FUSPCEU|IZTECH|KNUST|MPI|RISE|TUM|UCR,8,48,48,0,0,0,5,9,113,128,9,440.5,694,523860,TRUE,TRUE,2368.8329166666676
leave_one_site_out,leave_one_site_out::TUM,,TUM,chest,full_day,LIGHT,BAUA|FUSPCEU|IZTECH|KNUST|RISE|THUAS|UCR,7,48,48,0,0,0,20,144,144,144,807,825.5,841,1170995,TRUE,TRUE,2568.4170833333333
