run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit.x,response_family.x,response_transform.x,approximation,measure,estimate,conf_low,conf_high,bootstrap_successful_used,interval_method,status,analysis_unit.y,response_family.y,response_transform.y,effect_scale,preregistered_photoperiod,lower_bound,upper_bound,audit_upper_threshold,diagnostic_note,manuscript_name,abbreviation,manuscript_category,display_unit,variant_label,family_label,analysis_unit_label,run_order,run_label,data_label,placement_label,sample_label,site_supported,photoperiod_supported,latitude_supported,adequacy_supported,term_supported
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,lognormal,unrepresented_share,0.389301962434959,0.31928831634364657,0.4469170896862066,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,FALSE,0,,,High-risk exact-zero and residual checks,Darkest 10 h mean,L10mean,level-based,lx,Supported 10-hour window,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.5009143390362623,0.4016305170137613,0.5762378766135798,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.2145409454513219,0.16266439073061204,0.32276119729452957,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.28637339358494035,0.17684819585885556,0.3418954053234487,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.49908566096373774,0.4237621233864202,0.5983694829862388,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,24,,"Zero mass, dispersion, tail, and 24-hour prediction checks","Time above 1,000 lx melEDI",TAT1000,duration-based,h,Full 24-hour cycle,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.5012235304781836,0.4164617108640785,0.5796397417938747,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.17997357837530695,0.12873108021065052,0.29130963388632597,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.32124995210287666,0.20696246875325025,0.3669927357852077,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.4987764695218164,0.4203602582061253,0.5835382891359215,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,"Zero mass, tail, and waking-duration prediction checks",Time above 250 lx melEDI during wake,TAT250,duration-based,h,Waking near-eye measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,conditional_r2,0.38280403424087805,0.31777197906817894,0.4845396272682975,1000,joint_parametric_percentile,PASS,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian selected by the H01 candidate assessment,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,marginal_r2,0.07622978072744387,0.04601501758805666,0.17173694409792362,1000,joint_parametric_percentile,PASS,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian selected by the H01 candidate assessment,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,participant_associated_share,0.3065742535134342,0.21656028703930777,0.3806319047527638,1000,joint_parametric_percentile,PASS,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian selected by the H01 candidate assessment,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,lognormal,unrepresented_share,0.617195965759122,0.5154603727317025,0.682228020931821,1000,joint_parametric_percentile,PASS,participant_day,gaussian,identity,difference,TRUE,0,24,6,Calendar-day cumulative duration with a six-hour audit threshold; identity-scale Gaussian selected by the H01 candidate assessment,Time below 10 lx melEDI before sleep,TBT10,duration-based,h,Three hours before attempted sleep,Gaussian on the identity scale,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,conditional_r2,0.40949017613455546,0.3284320337477615,0.48537122172323655,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,marginal_r2,0.08016788288110414,0.05075872167146562,0.18201434132940883,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,participant_associated_share,0.3293222932534513,0.2200603077658367,0.37812213360423425,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,lognormal,unrepresented_share,0.5905098238654445,0.5146287782767633,0.6715679662522386,1000,joint_parametric_percentile,PASS,participant_day,tweedie_log,identity,ratio,TRUE,0,,,Distribution and sleep-window prediction checks,Time below 1 lx melEDI during sleep,TBT1,duration-based,h,Bedside sleep-environment measurement,Tweedie with log link,Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,FALSE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,conditional_r2,0.3628070271538936,0.29911722310813577,0.4534863436558622,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,marginal_r2,0.09967403890183787,0.06084696334787199,0.1790061502083679,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,participant_associated_share,0.2631329882520557,0.18651540463867947,0.32953970118000897,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,lognormal,unrepresented_share,0.6371929728461063,0.5465136563441378,0.7008827768918643,1000,joint_parametric_percentile,PASS,participant_day,gaussian,log10_offset_0.1,ratio,TRUE,0,24,,Mandatory exactly-identified-only sensitivity,Longest continuous period above 250 lx melEDI,PAT250,duration-based,h,Observed lower bound,Gaussian after log10(value + 0.1),Participant-day,1,Main near-eye,Main,Near eye,All available,FALSE,TRUE,FALSE,FALSE,
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,conditional_r2,0.22886664474563145,0.16856991283287276,0.31564767312565056,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,FALSE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,marginal_r2,0.06654746559068343,0.04636307764534177,0.13021486950152955,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,FALSE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,participant_associated_share,0.16231917915494803,0.0962878250318728,0.22392205450691777,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,FALSE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,lognormal,unrepresented_share,0.7711333552543685,0.6843523268743494,0.8314300871671272,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime range check,Midpoint of the brightest 10 hours,M10,timing-based,clock time,Supported 10-hour window,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,FALSE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,conditional_r2,0.2821785552987418,0.22080264692480359,0.3671437562073956,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,marginal_r2,0.0862101194546423,0.05885080535991598,0.15801581020351493,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,participant_associated_share,0.1959684358440995,0.12633290054429314,0.2581246300738362,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,lognormal,unrepresented_share,0.7178214447012582,0.6328562437926044,0.7791973530751964,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours_midnight_after_16,difference,FALSE,0,24,,Strict-after-16:00 primary conversion with noon sensitivity,Midpoint of the darkest 10 hours,L10,timing-based,clock time,Supported midnight-wrapping 10-hour window,Gaussian on the linear clock scale (strict after-16:00 cut),Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,FALSE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,conditional_r2,0.25719022490527366,0.19755850512061884,0.34191307734189347,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,marginal_r2,0.14733690892354367,0.10743242881048017,0.2186533178177587,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,participant_associated_share,0.10985331598172998,0.05343223726102675,0.17230483618730705,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,lognormal,unrepresented_share,0.7428097750947263,0.6580869226581066,0.8024414948793812,1000,joint_parametric_percentile,PASS,participant_day,gaussian,clock_hours,difference,FALSE,0,24,,Continuous daytime-to-evening range check,Mean timing of exposure above 250 lx melEDI,MLIT250,timing-based,clock time,Duration-weighted mean timing,Gaussian on the linear clock scale,Participant-day,1,Main near-eye,Main,Near eye,All available,TRUE,TRUE,TRUE,TRUE,
