"endpoint","table_id","row","column","expected","actual","exact_value"
"tbl-implementation-support","support",14,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",14,"Exactly 100%","1","1",TRUE
"tbl-implementation-support","support",15,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",15,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",15,"Site","Munich (DE)","Munich (DE)",TRUE
"tbl-implementation-support","support",15,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",15,"Periods","30","30",TRUE
"tbl-implementation-support","support",15,"Participants","10","10",TRUE
"tbl-implementation-support","support",15,"Both day types","10","10",TRUE
"tbl-implementation-support","support",15,"Valid minutes","14667","14667",TRUE
"tbl-implementation-support","support",15,"Expected minutes","14898","14898",TRUE
"tbl-implementation-support","support",15,"Median valid minutes","480","480.0",TRUE
"tbl-implementation-support","support",15,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",15,"Exactly 100%","3","3",TRUE
"tbl-implementation-support","support",16,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",16,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",16,"Site","Madrid (ES)","Madrid (ES)",TRUE
"tbl-implementation-support","support",16,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",16,"Periods","69","69",TRUE
"tbl-implementation-support","support",16,"Participants","22","22",TRUE
"tbl-implementation-support","support",16,"Both day types","18","18",TRUE
"tbl-implementation-support","support",16,"Valid minutes","51957","51957",TRUE
"tbl-implementation-support","support",16,"Expected minutes","54173","54173",TRUE
"tbl-implementation-support","support",16,"Median valid minutes","765","765.0",TRUE
"tbl-implementation-support","support",16,"Exactly 0%","2","2",TRUE
"tbl-implementation-support","support",16,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",17,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",17,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",17,"Site","Madrid (ES)","Madrid (ES)",TRUE
"tbl-implementation-support","support",17,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",17,"Periods","71","71",TRUE
"tbl-implementation-support","support",17,"Participants","22","22",TRUE
"tbl-implementation-support","support",17,"Both day types","17","17",TRUE
"tbl-implementation-support","support",17,"Valid minutes","11719","11719",TRUE
"tbl-implementation-support","support",17,"Expected minutes","12780","12780",TRUE
"tbl-implementation-support","support",17,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",17,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",17,"Exactly 100%","10","10",TRUE
"tbl-implementation-support","support",18,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",18,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",18,"Site","Madrid (ES)","Madrid (ES)",TRUE
"tbl-implementation-support","support",18,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",18,"Periods","73","73",TRUE
"tbl-implementation-support","support",18,"Participants","22","22",TRUE
"tbl-implementation-support","support",18,"Both day types","18","18",TRUE
"tbl-implementation-support","support",18,"Valid minutes","32644","32644",TRUE
"tbl-implementation-support","support",18,"Expected minutes","35655","35655",TRUE
"tbl-implementation-support","support",18,"Median valid minutes","470","470.0",TRUE
"tbl-implementation-support","support",18,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",18,"Exactly 100%","55","55",TRUE
"tbl-implementation-support","support",19,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",19,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",19,"Site","Izmir (TR)","Izmir (TR)",TRUE
"tbl-implementation-support","support",19,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",19,"Periods","66","66",TRUE
"tbl-implementation-support","support",19,"Participants","17","17",TRUE
"tbl-implementation-support","support",19,"Both day types","16","16",TRUE
"tbl-implementation-support","support",19,"Valid minutes","47579","47579",TRUE
"tbl-implementation-support","support",19,"Expected minutes","51558","51558",TRUE
"tbl-implementation-support","support",19,"Median valid minutes","750","750.0",TRUE
"tbl-implementation-support","support",19,"Exactly 0%","3","3",TRUE
"tbl-implementation-support","support",19,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",20,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",20,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",20,"Site","Izmir (TR)","Izmir (TR)",TRUE
"tbl-implementation-support","support",20,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",20,"Periods","72","72",TRUE
"tbl-implementation-support","support",20,"Participants","17","17",TRUE
"tbl-implementation-support","support",20,"Both day types","16","16",TRUE
"tbl-implementation-support","support",20,"Valid minutes","11371","11371",TRUE
"tbl-implementation-support","support",20,"Expected minutes","12960","12960",TRUE
"tbl-implementation-support","support",20,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",20,"Exactly 0%","2","2",TRUE
"tbl-implementation-support","support",20,"Exactly 100%","3","3",TRUE
"tbl-implementation-support","support",21,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",21,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",21,"Site","Izmir (TR)","Izmir (TR)",TRUE
"tbl-implementation-support","support",21,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",21,"Periods","64","64",TRUE
"tbl-implementation-support","support",21,"Participants","17","17",TRUE
"tbl-implementation-support","support",21,"Both day types","17","17",TRUE
"tbl-implementation-support","support",21,"Valid minutes","30803","30803",TRUE
"tbl-implementation-support","support",21,"Expected minutes","31020","31020",TRUE
"tbl-implementation-support","support",21,"Median valid minutes","482.5","482.5",TRUE
"tbl-implementation-support","support",21,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",21,"Exactly 100%","17","17",TRUE
"tbl-implementation-support","support",22,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",22,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",22,"Site","San José (CR)","San José (CR)",TRUE
"tbl-implementation-support","support",22,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",22,"Periods","22","22",TRUE
"tbl-implementation-support","support",22,"Participants","6","6",TRUE
"tbl-implementation-support","support",22,"Both day types","4","4",TRUE
"tbl-implementation-support","support",22,"Valid minutes","16686","16686",TRUE
"tbl-implementation-support","support",22,"Expected minutes","17920","17920",TRUE
"tbl-implementation-support","support",22,"Median valid minutes","750.5","750.5",TRUE
"tbl-implementation-support","support",22,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",22,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",23,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",23,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",23,"Site","San José (CR)","San José (CR)",TRUE
"tbl-implementation-support","support",23,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",23,"Periods","20","20",TRUE
"tbl-implementation-support","support",23,"Participants","6","6",TRUE
"tbl-implementation-support","support",23,"Both day types","4","4",TRUE
"tbl-implementation-support","support",23,"Valid minutes","3364","3364",TRUE
"tbl-implementation-support","support",23,"Expected minutes","3600","3600",TRUE
"tbl-implementation-support","support",23,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",23,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",23,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",24,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",24,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",24,"Site","San José (CR)","San José (CR)",TRUE
"tbl-implementation-support","support",24,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",24,"Periods","23","23",TRUE
"tbl-implementation-support","support",24,"Participants","6","6",TRUE
"tbl-implementation-support","support",24,"Both day types","4","4",TRUE
"tbl-implementation-support","support",24,"Valid minutes","9639","9639",TRUE
"tbl-implementation-support","support",24,"Expected minutes","10381","10381",TRUE
"tbl-implementation-support","support",24,"Median valid minutes","435","435.0",TRUE
"tbl-implementation-support","support",24,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",24,"Exactly 100%","6","6",TRUE
"tbl-implementation-support","support",25,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",25,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",25,"Site","Kumasi (GH)","Kumasi (GH)",TRUE
"tbl-implementation-support","support",25,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",25,"Periods","41","41",TRUE
"tbl-implementation-support","support",25,"Participants","14","14",TRUE
"tbl-implementation-support","support",25,"Both day types","13","13",TRUE
"tbl-implementation-support","support",25,"Valid minutes","31606","31606",TRUE
"tbl-implementation-support","support",25,"Expected minutes","33519","33519",TRUE
"tbl-implementation-support","support",25,"Median valid minutes","780","780.0",TRUE
"tbl-implementation-support","support",25,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",25,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",26,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",26,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",26,"Site","Kumasi (GH)","Kumasi (GH)",TRUE
"tbl-implementation-support","support",26,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",26,"Periods","41","41",TRUE
"tbl-implementation-support","support",26,"Participants","14","14",TRUE
"tbl-implementation-support","support",26,"Both day types","13","13",TRUE
"tbl-implementation-support","support",26,"Valid minutes","6291","6291",TRUE
"tbl-implementation-support","support",26,"Expected minutes","7380","7380",TRUE
"tbl-implementation-support","support",26,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",26,"Exactly 0%","2","2",TRUE
"tbl-implementation-support","support",26,"Exactly 100%","11","11",TRUE
"tbl-implementation-support","support",27,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",27,"Window","Sleep","Sleep",TRUE
"tbl-implementation-support","support",27,"Site","Kumasi (GH)","Kumasi (GH)",TRUE
"tbl-implementation-support","support",27,"Day type","Work day","Work day",TRUE
"tbl-implementation-support","support",27,"Periods","42","42",TRUE
"tbl-implementation-support","support",27,"Participants","14","14",TRUE
"tbl-implementation-support","support",27,"Both day types","13","13",TRUE
"tbl-implementation-support","support",27,"Valid minutes","17598","17598",TRUE
"tbl-implementation-support","support",27,"Expected minutes","19021","19021",TRUE
"tbl-implementation-support","support",27,"Median valid minutes","394.5","394.5",TRUE
"tbl-implementation-support","support",27,"Exactly 0%","1","1",TRUE
"tbl-implementation-support","support",27,"Exactly 100%","33","33",TRUE
"tbl-implementation-support","support",28,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",28,"Window","Daytime","Daytime",TRUE
"tbl-implementation-support","support",28,"Site","Borås (SE)","Borås (SE)",TRUE
"tbl-implementation-support","support",28,"Day type","Free day","Free day",TRUE
"tbl-implementation-support","support",28,"Periods","30","30",TRUE
"tbl-implementation-support","support",28,"Participants","13","13",TRUE
"tbl-implementation-support","support",28,"Both day types","12","12",TRUE
"tbl-implementation-support","support",28,"Valid minutes","21889","21889",TRUE
"tbl-implementation-support","support",28,"Expected minutes","22943","22943",TRUE
"tbl-implementation-support","support",28,"Median valid minutes","722","722.0",TRUE
"tbl-implementation-support","support",28,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",28,"Exactly 100%","0","0",TRUE
"tbl-implementation-support","support",29,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",29,"Window","Pre-sleep","Pre-sleep",TRUE
"tbl-implementation-support","support",29,"Site","Borås (SE)","Borås (SE)",TRUE
"tbl-implementation-support","support",29,"Day type","Free day","Free day",TRUE
"tbl-implementation-support","support",29,"Periods","30","30",TRUE
"tbl-implementation-support","support",29,"Participants","13","13",TRUE
"tbl-implementation-support","support",29,"Both day types","12","12",TRUE
"tbl-implementation-support","support",29,"Valid minutes","4898","4898",TRUE
"tbl-implementation-support","support",29,"Expected minutes","5400","5400",TRUE
"tbl-implementation-support","support",29,"Median valid minutes","180","180.0",TRUE
"tbl-implementation-support","support",29,"Exactly 0%","0","0",TRUE
"tbl-implementation-support","support",29,"Exactly 100%","4","4",TRUE
"tbl-implementation-support","support",30,"Sample","linkage_b_any_valid","linkage_b_any_valid",TRUE
"tbl-implementation-support","support",30,"Window","Sleep","Sleep",TRUE
