path,expected_sha256,actual_sha256,expected_bytes,actual_bytes,status,role
audit/report_harmonization/report018_navigation_order67a_independent_acceptance_manifest.csv,39119c296606e43faa6b771cc9dacdbe6a598593224727df734bd4480b8ed856,39119c296606e43faa6b771cc9dacdbe6a598593224727df734bd4480b8ed856,3771,3771,PASS,serial_gate_seal
index.qmd,86766c377e7ee1dcfea6b1ada8704b04320bbc231630c4044cd9c9d93aa0bf80,86766c377e7ee1dcfea6b1ada8704b04320bbc231630c4044cd9c9d93aa0bf80,91250,91250,PASS,protected_navigation_source
manuscript/R0_NatHealth/ZaunerEtAl2026_NatHealth_phase3_brown.qmd,9853f0bd462c8c6ed0e74dae8a7bae9a570fdc8ba6f13644dfbc0d88109657d0,9853f0bd462c8c6ed0e74dae8a7bae9a570fdc8ba6f13644dfbc0d88109657d0,80774,80774,PASS,frozen_manuscript_source
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.docx,d3ffb9abb583d91d4dffffea69fce870987b59494c76c462f9dfa53b1bf53a02,d3ffb9abb583d91d4dffffea69fce870987b59494c76c462f9dfa53b1bf53a02,52450,52450,PASS,output_preimage
manuscript/R0_NatHealth/_output/ZaunerEtAl2026_NatHealth_phase3_brown.html,498bc0ad5e9d08841f48411e290ae7ec8912a7af89c8fa8397c44d3f46864d99,498bc0ad5e9d08841f48411e290ae7ec8912a7af89c8fa8397c44d3f46864d99,30528489,30528489,PASS,output_preimage
manuscript/R0_NatHealth/_quarto.yml,2aa2911f13d4532aa8ce98e38363a5c92b1d2bdc025b3c8bba49950077e76b33,2aa2911f13d4532aa8ce98e38363a5c92b1d2bdc025b3c8bba49950077e76b33,435,435,PASS,frozen_manuscript_profile
manuscript/R0_NatHealth/manuscript_displays.css,5974136901a8325e831e932a3999382532acfcf94508f428b23bc8f5de3ffc98,5974136901a8325e831e932a3999382532acfcf94508f428b23bc8f5de3ffc98,4397,4397,PASS,frozen_manuscript_style
manuscript/R0_NatHealth/references_merged.bib,4972d8011fd9ccd2067e5e583a9bbc8846a825218ca7b4b574bcc6bd4bea1c06,4972d8011fd9ccd2067e5e583a9bbc8846a825218ca7b4b574bcc6bd4bea1c06,51953,51953,PASS,frozen_bibliography
renv.lock,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,3bf99c633fb123626eb14d29f0847b91f71030c92e90331fe401e3204bca8350,603493,603493,PASS,protected_environment
scripts/manuscript_nature_health/capture_word_tables.mjs,9a38f12b93bd03f3332de2f3c862bedbd035659bd762b386b98166800a04af07,9a38f12b93bd03f3332de2f3c862bedbd035659bd762b386b98166800a04af07,14753,14753,PASS,frozen_word_capture
scripts/manuscript_nature_health/prepare_word_manuscript.py,c3f72f0fbe76ffc5acfd6f50ad4d7c716998ba6955f7449d25a931cced0d58b3,c3f72f0fbe76ffc5acfd6f50ad4d7c716998ba6955f7449d25a931cced0d58b3,23125,23125,PASS,frozen_word_postprocessor
scripts/report_harmonization/check_report018_navigation_order67a_final_acceptance.R,a874d7c4b40333f5ca47249410c79ac3b456fbf9f1d64d17030b702c71705afb,a874d7c4b40333f5ca47249410c79ac3b456fbf9f1d64d17030b702c71705afb,9075,9075,PASS,serial_gate_checker
styles-nathealth.css,051d9468f636df71e2408687661369a443029407426fef98850ff56def9aac87,051d9468f636df71e2408687661369a443029407426fef98850ff56def9aac87,4548,4548,PASS,protected_navigation_style
tests/manuscript_nature_health/validate_current_revision.R,adf639878cca1bd1dff5886a50f839c39529732e3a75f4183011d3aadf65f354,adf639878cca1bd1dff5886a50f839c39529732e3a75f4183011d3aadf65f354,23841,23841,PASS,frozen_source_validator
