category,path,expected_sha256,actual_sha256,expected_bytes,actual_bytes,status,note
accepted_corpus_source_information,notebooks/preparation/04_metric_derivation.qmd,6b7239ca32ecc6e75b993115f74fa2a42781ddded98ebf9ce94f2202777086d4,6b7239ca32ecc6e75b993115f74fa2a42781ddded98ebf9ce94f2202777086d4,,80557,PASS,logical_order=6; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/preparation/04_metric_derivation.html,008ffdb7044c5d45e5aa7c9343c2e0162616fa35bf4d37febd1703fed37978f8,008ffdb7044c5d45e5aa7c9343c2e0162616fa35bf4d37febd1703fed37978f8,,556902,PASS,logical_order=6
accepted_corpus_source_information,notebooks/preparation/05_model_input_acquisition.qmd,184c40b45f349dc7129a86a2e8a0cf57665df7f9a82a4183ea1128b09954ad1d,184c40b45f349dc7129a86a2e8a0cf57665df7f9a82a4183ea1128b09954ad1d,,32178,PASS,logical_order=7; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/preparation/05_model_input_acquisition.html,0c93060ba00e7be8ea4137410d8749c12898d7faf9c988e10b9132ebe4d632d8,0c93060ba00e7be8ea4137410d8749c12898d7faf9c988e10b9132ebe4d632d8,,285970,PASS,logical_order=7
accepted_corpus_source_information,notebooks/preparation/06_model_ready_datasets.qmd,23b201c404f3b30918d49459ce54a3155a26b758ff10872bc0be4264bd386f87,23b201c404f3b30918d49459ce54a3155a26b758ff10872bc0be4264bd386f87,,87267,PASS,logical_order=8; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/preparation/06_model_ready_datasets.html,9888891089f5a59f02f01a7d72bb8e5fc86d8a84d8d767cf4b2107159a6ce87f,9888891089f5a59f02f01a7d72bb8e5fc86d8a84d8d767cf4b2107159a6ce87f,,664400,PASS,logical_order=8
accepted_corpus_source_information,notebooks/preparation/07_example_days.qmd,e5b89c62b03af2e7989f76cb9578608b92420978393a7c857fd5edcc335dbcb1,e5b89c62b03af2e7989f76cb9578608b92420978393a7c857fd5edcc335dbcb1,,39361,PASS,logical_order=9; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/preparation/07_example_days.html,ffa14bf01a9d583180b5ec92a541ce252b167f256b254688023ce1c088a4967a,ffa14bf01a9d583180b5ec92a541ce252b167f256b254688023ce1c088a4967a,,295772,PASS,logical_order=9
accepted_corpus_source_information,notebooks/placement_decision.qmd,b090bb87107f310662692db682118f339d7c404c09a45d9735af406d63a78498,b090bb87107f310662692db682118f339d7c404c09a45d9735af406d63a78498,,2425,PASS,logical_order=10; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/placement_decision.html,5a2cf8da79f913ac8cb90153aa648fa367eb9e7d9073d4351951c03cd76b5e3d,5a2cf8da79f913ac8cb90153aa648fa367eb9e7d9073d4351951c03cd76b5e3d,,47749,PASS,logical_order=10
accepted_corpus_source_information,notebooks/descriptives.qmd,b631936d9e47c4988dd453ea22184090b076705e3716e8f037e1953e3309cd4c,c17fef3ca932fa8cf195f6ae6604e822e3b46235cefd6a081d4eef69b88546bc,,26054,INFO,logical_order=11; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/descriptives.html,75ce099e8b94c4d6e67d2186ffdb62337c05071c769998ffe67c3e5d8419c2af,75ce099e8b94c4d6e67d2186ffdb62337c05071c769998ffe67c3e5d8419c2af,,2261513,PASS,logical_order=11
accepted_corpus_source_information,notebooks/preregistration_deviations.qmd,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,b542018a0e127b280fc5a106928d8689307c420f2e62913f4047d5c4c292bc6d,,94061,PASS,logical_order=12; accepted render source unchanged
accepted_corpus_html,_build/nathealth/notebooks/preregistration_deviations.html,623cbd4f769b547afe8d846e7c0f7145467e4610197182a651fed48db94bf636,623cbd4f769b547afe8d846e7c0f7145467e4610197182a651fed48db94bf636,,160062,PASS,logical_order=12
accepted_corpus_source_information,notebooks/hypotheses/H01.qmd,9448eacc1345a2b0bf73c988be588308d191e42d90c49d68c7f92db36ba83eeb,4618b80ed84518d94b8e8fe8b80db1fc43d272c2781c5294b3cc48b019348d43,,104414,INFO,logical_order=13; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H01.html,421ac96ce2739b238d6e8d2e20430a7468a8c0a96aa065b3661615f4245cae41,421ac96ce2739b238d6e8d2e20430a7468a8c0a96aa065b3661615f4245cae41,,4581370,PASS,logical_order=13
accepted_corpus_source_information,audit/hypotheses/H01/H01_analysis_preparation.qmd,ed12b6232ef60905b648707240309e6574e627995d0436a19f671fdc033ecc5f,c6435a5f482df40c20f3d4d6e4f77d07f2a4f0bb3f1f2687efd2ebf92829e044,,59212,INFO,logical_order=14; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/audit/hypotheses/H01/H01_analysis_preparation.html,5479794d71b6030381f0cb25b298ece94e95a9e0a696dc41077fa77fbe0eced1,5479794d71b6030381f0cb25b298ece94e95a9e0a696dc41077fa77fbe0eced1,,740701,PASS,logical_order=14
accepted_corpus_source_information,notebooks/hypotheses/H02.qmd,4f431eaba1fd449837186497dc988f95c30a9ece7ae83d57b2f0c377690f0f6d,b50b55eebb75f120928707821dc3b8e8d6f16905418c56d8d689744926ff3de8,,57185,INFO,logical_order=15; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H02.html,2f8ea6ded87b5ff9f43aec445c096369b47315c474752c06f856e68e725c7143,2f8ea6ded87b5ff9f43aec445c096369b47315c474752c06f856e68e725c7143,,295148,PASS,logical_order=15
accepted_corpus_source_information,audit/hypotheses/H02/H02_analysis_preparation.qmd,92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1,92424e41a7f54d05b816ff79144850a27aabc8181aa705384b22f4c7cdc3b9a1,,55146,PASS,logical_order=16; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html,79459f44495fc28bba2d678a788192402f5ca6244aae2c1bc397901a4a53173f,79459f44495fc28bba2d678a788192402f5ca6244aae2c1bc397901a4a53173f,,611656,PASS,logical_order=16
accepted_corpus_source_information,notebooks/hypotheses/H03.qmd,45ea5a009efd3b451c392dfc23bef584c7b16e087bf4093780b051cfde42ae41,27c1fea54e5f32570613df80768d1fb5b668f3033aee90069820e951001c2513,,68225,INFO,logical_order=17; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H03.html,8751090b4d38794c8ff24606a3c92ec2895880c97108074595dfcaf78edf551c,8751090b4d38794c8ff24606a3c92ec2895880c97108074595dfcaf78edf551c,,334228,PASS,logical_order=17
accepted_corpus_source_information,audit/hypotheses/H03/H03_analysis_preparation.qmd,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,59270288388e48ceef880ffa4a2ba0e87b8deeb9a8046b49510c4e525ff8c131,,75638,PASS,logical_order=18; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html,01958106e0363f7f449e234eabde65d0246f4ca864d895a57909d4cd46dde59a,01958106e0363f7f449e234eabde65d0246f4ca864d895a57909d4cd46dde59a,,959201,PASS,logical_order=18
accepted_corpus_source_information,notebooks/hypotheses/H04.qmd,f8adb6d78be041ce296dd7e89eb92769b128631c1b4227ce5d8ab3d526daf1d5,243896d4c22f68d23027f77f3721882e0a3d55274e67014e75d6ff55e2e243af,,83029,INFO,logical_order=19; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H04.html,9f56f3c5bda2058c7e97f524e12f4b9734c9a61b0fafee3e5a810f2444229543,9f56f3c5bda2058c7e97f524e12f4b9734c9a61b0fafee3e5a810f2444229543,,386671,PASS,logical_order=19
accepted_corpus_source_information,audit/hypotheses/H04/H04_analysis_preparation.qmd,efdb5be8dc194695f40c50249fab14905ec337bc63079ae589557de860188474,5b6255184ab1988f2b89dfc363e1eb7d010d6f85436c7ff32754289af6e6de48,,91511,INFO,logical_order=20; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html,a7ae510b6f7b5c990699bacc3d2a60d2bdf55464996ca31c5653dd6f3bf6bcb9,a7ae510b6f7b5c990699bacc3d2a60d2bdf55464996ca31c5653dd6f3bf6bcb9,,1224662,PASS,logical_order=20
accepted_corpus_source_information,notebooks/hypotheses/H05.qmd,7c20e16629729de433d1ab400038e9d32c73aeb25c95ecd44d581b876755d5e0,f748873f5f68198665fc3cb3d7047f586c619408f86e5e22bd9814593f9f2780,,74614,INFO,logical_order=21; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H05.html,d643cf7e51a357c64e46d52e72a1607491d70ad9626bc45f06d497fd46663dda,d643cf7e51a357c64e46d52e72a1607491d70ad9626bc45f06d497fd46663dda,,639578,PASS,logical_order=21
accepted_corpus_source_information,audit/hypotheses/H05/H05_analysis_preparation.qmd,843f60f890daac0e41c6655bc365ab0325e3f582e011610469a799946b2f2811,843f60f890daac0e41c6655bc365ab0325e3f582e011610469a799946b2f2811,,77823,PASS,logical_order=22; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html,c88614a3c17b604817a5f08e8c8310adb702d40edd7da67bc1238c737d3cdbb8,c88614a3c17b604817a5f08e8c8310adb702d40edd7da67bc1238c737d3cdbb8,,925586,PASS,logical_order=22
accepted_corpus_source_information,notebooks/hypotheses/H06.qmd,d65c197cb37db32101d8a43fcdc80198ab599a95cb73259abd187c9b2b58d350,5f8ec988d680e1a3e3dbf2410f0d4e6a49ded80a9990b3a09661aebdc98cbd4e,,65023,INFO,logical_order=23; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H06.html,4883b77a2e225c8bad8628f1a04274f5d19d81aeb7cc493949707cdc6cd98e2f,4883b77a2e225c8bad8628f1a04274f5d19d81aeb7cc493949707cdc6cd98e2f,,4898816,PASS,logical_order=23
accepted_corpus_source_information,audit/hypotheses/H06/H06_analysis_preparation.qmd,f952d5ec72066ee86fded4888aaa815bdf763c11f466806ebc7391c79e22918b,5b128499a1f1a9312089ec47dfd1ba30cebb2a31059608659c0aa464753abfa0,,63867,INFO,logical_order=24; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html,aeac00b6806ae10368e133e904784e7c2fcc79747bb8c8e2dc95fe2d721a944e,aeac00b6806ae10368e133e904784e7c2fcc79747bb8c8e2dc95fe2d721a944e,,849699,PASS,logical_order=24
accepted_corpus_source_information,notebooks/hypotheses/H06_daily.qmd,8f696f3f89fe9ea18c8066b756a01fc5da6b41e86f8ac7d37d1e16f9c10ba639,ddf7e8af287831b80243b4d35e83546fa6ee8f7f3794c9874d4712648b3eb2e7,,65225,INFO,logical_order=25; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H06_daily.html,e10dbaa356c63c808465a3a0b28963a0c84d97b03f1798f22315ee258f9cb180,e10dbaa356c63c808465a3a0b28963a0c84d97b03f1798f22315ee258f9cb180,,10476929,PASS,logical_order=25
accepted_corpus_source_information,audit/hypotheses/H06_daily/H06_daily_analysis_preparation.qmd,b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536,b1d2c9ec6184e9c537af04119d94040b581ae691069e38e0a713935ab1582536,,35521,PASS,logical_order=26; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html,46c1b40edeecb6fe980aa2a9500b47d68d4e26d2b1202a7c0e0bd1564d935c2e,46c1b40edeecb6fe980aa2a9500b47d68d4e26d2b1202a7c0e0bd1564d935c2e,,4101084,PASS,logical_order=26
accepted_corpus_source_information,notebooks/hypotheses/H07.qmd,c779c57ffc64a15c82e519ef38e865a39108a6563d82e408e4522253c61e8226,c2d24ee7199fc8399e7edfa1192a21de7c31bd7854a89d356386c5e669ff55ca,,45410,INFO,logical_order=27; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H07.html,851a301c400e771cee6e9d6dff4360f2842f3fa3055190405342853563a2b284,851a301c400e771cee6e9d6dff4360f2842f3fa3055190405342853563a2b284,,264449,PASS,logical_order=27
accepted_corpus_source_information,audit/hypotheses/H07/H07_analysis_preparation.qmd,a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b,a6c05e81333bb612e99ef431f42f47860ac26b6d5c0f0f44ecbce019ee470d1b,,49762,PASS,logical_order=28; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html,fdff004d7cb1bfd249b8bf0c26a3ced61a989fa6373a732c40849e1fad94be5f,fdff004d7cb1bfd249b8bf0c26a3ced61a989fa6373a732c40849e1fad94be5f,,653598,PASS,logical_order=28
accepted_corpus_source_information,notebooks/hypotheses/H08.qmd,1b6b50b21e22d60909a65b125ce74be54829e5efc10de33f888fcd294c7374b1,56cdd3382ff933f20706d50e75af00160ebdc3c503307f9fdf02fb7c2ae6e859,,44496,INFO,logical_order=29; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H08.html,4943ccbb186ddc292a169513f3752da15bc29765acb5f3c33ef0f585f7d96a20,4943ccbb186ddc292a169513f3752da15bc29765acb5f3c33ef0f585f7d96a20,,338769,PASS,logical_order=29
accepted_corpus_source_information,audit/hypotheses/H08/H08_analysis_preparation.qmd,3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d,3eeeda47c909be2ca32bf234af18f2d690f1c3e7b26e854f7311c0d8300f6f2d,,57777,PASS,logical_order=30; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html,524107d84b907fd830bcc31fa0b2340c10608923a4d5f99208c40b3adf5af4ba,524107d84b907fd830bcc31fa0b2340c10608923a4d5f99208c40b3adf5af4ba,,730813,PASS,logical_order=30
accepted_corpus_source_information,notebooks/hypotheses/H09.qmd,c738a4365d01497030a260691ceff35fd5c2dab478148fd28676e27981e203c6,ae5b23d11e2c623b7150df7fe14292df4380e6417028630c30a30ae7dff1b34c,,40160,INFO,logical_order=31; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H09.html,37c06994b2eb992d924b266a6ac930090170a68642f956b9690dada379300ced,37c06994b2eb992d924b266a6ac930090170a68642f956b9690dada379300ced,,242853,PASS,logical_order=31
accepted_corpus_source_information,audit/hypotheses/H09/H09_analysis_preparation.qmd,394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f,394a976e52faf002cb2034a13353a053aae8bfda8942a79c2eb007017cae014f,,51736,PASS,logical_order=32; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html,cdf9aaed6c594b365b048ee4d9256c492a1e5f41f88f33df47e829dc2eca422c,cdf9aaed6c594b365b048ee4d9256c492a1e5f41f88f33df47e829dc2eca422c,,630059,PASS,logical_order=32
accepted_corpus_source_information,notebooks/hypotheses/H10.qmd,0cf302f74c482168c5f5d4c640bbc6a80ef451333f7d76f3c3be204ac1b5f64d,0b2daad24e16ad62a87c2b74d5989cb2ff3738dca47d5dd3fda0af366e93c855,,49319,INFO,logical_order=33; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H10.html,9eccd8f7b2156aca725c884298b17111b3945ff14b8070cf131d8c7ea2fc6cb8,9eccd8f7b2156aca725c884298b17111b3945ff14b8070cf131d8c7ea2fc6cb8,,358429,PASS,logical_order=33
accepted_corpus_source_information,audit/hypotheses/H10/H10_analysis_preparation.qmd,706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6,706fe46f293bd09bfd3cb75c14bc3082410a452acfff666d76219f266fded1a6,,58446,PASS,logical_order=34; accepted render source unchanged
accepted_corpus_html,_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html,c679d369c1e38a2f8479a2a2bef7b2d17fee6ba6bbf17c0d1d27c180ab97693d,c679d369c1e38a2f8479a2a2bef7b2d17fee6ba6bbf17c0d1d27c180ab97693d,,650688,PASS,logical_order=34
accepted_corpus_source_information,notebooks/hypotheses/H11.qmd,7909ba06782c84223197ab7fcd16493d7ee6e6d8b63c750aa81f17cb97977867,a30520f117d65cf13b0cd87fce56395307582c9dfefa1b016332c6a695b80fb5,,58146,INFO,logical_order=35; later shared-checkout source edit; accepted rendered HTML remains the integration authority
accepted_corpus_html,_build/nathealth/notebooks/hypotheses/H11.html,5e18bb94d0ad84d0e6916a12c1eb819b224b87c9030eb2bd8dba49422d1c4d53,5e18bb94d0ad84d0e6916a12c1eb819b224b87c9030eb2bd8dba49422d1c4d53,,304992,PASS,logical_order=35
accepted_corpus_source_information,audit/hypotheses/H11/H11_analysis_preparation.qmd,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,3f5a0d2ead03d2cb149451709110b59ba1387401f9ff633dfba1a0663f4b0816,,54527,PASS,logical_order=36; accepted render source unchanged
