path,sha256_before,bytes_before,baseline_source,sha256_after,bytes_after,changed
artifacts/07_models/H01/main/chest/paired_common_sample/l10_mean_medi_model_frame.rds,0cc2e007ebb8237f3426be48fb9a52d04d35af7d901fb1db9b934890cdb99d9f,20892,accepted pre-METRIC-011 H01 worker manifest,fdd694f488b99cf9207d5ce2e918ff734d17173594bea782a30d6e5f0c2d602d,21240,TRUE
artifacts/07_models/H01/main/chest/paired_common_sample/l10_mean_medi_models.rds,711edf1bd851299fc83539095eddee15e9951e246a47d4f8a0fc82ec5a49c98e,221892,accepted pre-METRIC-011 H01 worker manifest,340dc342d9f4fb21003baf9f0a83975e665119048b99d14cd67287b19f0cee62,1051068,TRUE
artifacts/08_diagnostics/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostics.png,99dfbee08802bf33025b187c92ee0f54aaf6bc5afaeeea51c66fc78c1a084152,131083,accepted pre-METRIC-011 H01 worker manifest,99dfbee08802bf33025b187c92ee0f54aaf6bc5afaeeea51c66fc78c1a084152,131083,FALSE
artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv,15d9395f7db1854fbf23b4031a39d0cf41f8c143e421666ea77cd6b03dabf2c4,137005,accepted pre-METRIC-011 H01 worker manifest,f63c2c49f0fce661019b6acb2153962056ed612a2a83b55add9c172872fa4a03,137011,TRUE
artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_model_frame.csv,8cce1fb32185343c4e9c84834d9687a3c0d2c8ed9222c4edf2895aba26ac460f,116129,accepted pre-METRIC-011 H01 worker manifest,f6138f90404735a89674a70f38f1a40371475512f73d4a6d63b8099f85186a99,115944,TRUE
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_model_frame.rds,cbc6284318c96d6bac97fe0dd45e36d2af35ae74a9ad0c998fa5fa60cf6fdc0f,25040,accepted pre-METRIC-011 H01 worker manifest,08dd6721847e803998f4c0611893c0969c0e1c4459adaf8fd8292638e9b94bae,25376,TRUE
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_models.rds,54e036475d38374fdce584146f6e0393a659bbd698f23f0037c5d0d48305a5a8,248412,accepted pre-METRIC-011 H01 worker manifest,645b7b80ba27747932c08509b857b709b3b29126e3c0f2f2491e823ae091e75f,1086928,TRUE
artifacts/08_diagnostics/H01/main/glasses/all_available/l10_mean_medi_diagnostics.png,868bcda066ef546c921494dc5e0946c9b47d3cf448dcdde4cb099dd00e9b7606,163241,accepted pre-METRIC-011 H01 worker manifest,868bcda066ef546c921494dc5e0946c9b47d3cf448dcdde4cb099dd00e9b7606,163241,FALSE
artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_diagnostic_plot_data.csv,9145b4832afda2683c2551a7ea4fa269140e8b4466788be991a4bc04e51065c5,170895,accepted pre-METRIC-011 H01 worker manifest,9f8f1a161d56f7947d3c36d2b16f012330304d8caf44011e5e951d37be0ff1a4,170850,TRUE
artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_model_frame.csv,75a6483047c540d667afcdaf2390e08eee3dec230c3d87bf5ba8c19f9ad0abda,146177,accepted pre-METRIC-011 H01 worker manifest,6125eaf3691c76530caac0d502332a8d2fa95c73ad972831cfd73499bd68b773,146066,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.rds,8edc75659a66bbee2b2dde8be53dd4434103c3784731530ba56bd0569dd7c674,20880,accepted pre-METRIC-011 H01 worker manifest,b5702e149e97a840fff7ddca3c582c969e0b88924bb856124796557604732775,21272,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_models.rds,1b9d5f6582d0b08e9d065fb39859ad8a804fab77dd923c6e72946e061fe45a03,222592,accepted pre-METRIC-011 H01 worker manifest,692ecc648c3d5ed73fd36cc2f9c587140edfa95142e1a34ac076cacca0151de3,1065536,TRUE
artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostics.png,98eecf2cedbe185150a9c65f5e74ebb0c6d676c251a38c138390ae9a67099fbc,148211,accepted pre-METRIC-011 H01 worker manifest,98eecf2cedbe185150a9c65f5e74ebb0c6d676c251a38c138390ae9a67099fbc,148211,FALSE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv,206a0fac6a4d3140a1ee997b9792098da91be557b2de1acc15900d3b27738e53,137003,accepted pre-METRIC-011 H01 worker manifest,3f955c5b58addb86cf77e7c811b9f6c5b699745ea883149933439d20f3ba361a,136998,TRUE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.csv,e939924259160fde0f5aa4fea10b02e06924d85e470f6355c9c213604b1c4e7d,116000,accepted pre-METRIC-011 H01 worker manifest,3ed798dc106d56c9cae3d8b1c18e3b9d533fb65d1cd9559b4365eb41a3a3bbf2,115889,TRUE
artifacts/07_models/H01/main/chest/all_available/l10_mean_medi_r2_bootstrap_draws.rds,f5c748d9ec04bcc14bff065c1dfbfc32271a817edf174a0db71e227c3d06f8fd,56916,accepted pre-METRIC-011 H01 worker manifest,7fc3cc129512a4cd0e59f64d32c454aab4d6ccff119131201dc89739f25fad41,57420,TRUE
artifacts/07_models/H01/main/chest/paired_common_sample/l10_mean_medi_r2_bootstrap_draws.rds,f82f28977cbfee03d04a0e0b617cae5860373a0612a3e09ddc52be9a3a1a818f,57164,accepted pre-METRIC-011 H01 worker manifest,52d57679b3b21399cc8b9a99f0296ae43d713ac553008ca4028c480a13a003e7,57116,TRUE
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_r2_bootstrap_draws.rds,9a67aab7196b64c71a2621b62a24367d52f2ed63b6979a51a1284fc14e21e56d,57744,accepted pre-METRIC-011 H01 worker manifest,45c3f64115835d03537595b842c3e9db0d4bd404db1df807cc535758f6955066,57468,TRUE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_r2_bootstrap_draws.rds,218096b464df55e22986f8901c73629193ed360130dc54af35b72b43135a5efa,57076,accepted pre-METRIC-011 H01 worker manifest,8dc003ac31140aeeb3ef0f961905c9c786cd6ced9ec0da986eb4f0d71f61dfdf,57108,TRUE
