run_id,metric_id,approximation,measure,estimate_before,estimate_after,estimate_delta,conf_low_before,conf_low_after,conf_low_delta,conf_high_before,conf_high_after,conf_high_delta,successful_refits_before,successful_refits_after
main__chest__paired_common_sample,l10_mean_medi,lognormal,participant_associated_share,0.37632543330028234,0.37632543330028234,0,0.2746217577319948,0.2746217577319948,0,0.45004436236273265,0.45004436236273265,0,1000,1000
main__chest__paired_common_sample,l10_mean_medi,lognormal,site_part_r2,0.11156991471705947,0.11156991471705947,0,0.06405898863849258,0.06405898863849258,0,0.219334768475882,0.219334768475882,0,1000,1000
main__chest__paired_common_sample,l10_mean_medi,lognormal,photoperiod_part_r2,0.03290745593211707,0.03290745593211704,-3.469446951953614e-17,0.00352682750265535,0.00352682750265535,0,0.08724615898609812,0.08724615898609812,0,1000,1000
main__chest__paired_common_sample,l10_mean_medi,lognormal,latitude_model_marginal_r2,0.05985295244035291,0.05985295244088683,5.339201303300456e-13,0.01797266220192776,0.01797266220222862,3.0086003133256156e-13,0.12594276236706722,0.12594276236417007,-2.8971547383349616e-12,1000,1000
main__chest__paired_common_sample,l10_mean_medi,lognormal,latitude_part_r2,0.01856527673399969,0.0185652767340488,4.911002160490341e-14,2.5549303582414083e-4,2.5549303581454634e-4,-9.594484495084599e-15,0.06515998046531911,0.06515998049452645,2.920734487599219e-11,1000,1000
main__chest__paired_common_sample,l10_mean_medi,lognormal,unrepresented_share,0.4717463668785796,0.4717463668785796,0,0.38312096739046647,0.38312096739046647,0,0.5457873507008238,0.5457873507008238,0,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,marginal_r2,0.2198350786291762,0.21983507863013232,9.561240688071848e-13,0.15811766668826746,0.15811766668190178,-6.36568575629326e-12,0.31759896428460666,0.31759896428746415,2.857492020780228e-12,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,conditional_r2,0.6106980375678329,0.6106980375650409,-2.7919888623273437e-12,0.553082910306333,0.5530829103137934,7.460365658573664e-12,0.6807116836754669,0.6807116836563535,-1.911337754734177e-11,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,participant_associated_share,0.39086295893865675,0.39086295893490863,-3.7481129311345285e-12,0.30417594917344815,0.30417594915931473,-1.4133416659234399e-11,0.46185263033361207,0.4618526339719496,3.6383375201509693e-9,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,site_part_r2,0.13736790889441147,0.13736790889475642,3.4494629375103614e-13,0.09220784211682288,0.09220784212043662,3.613734311791461e-12,0.2393745303371137,0.23937453034153816,4.424460797736174e-12,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,photoperiod_part_r2,0.0343250301902121,0.03432503019031088,9.87751547221194e-14,0.00491248351660965,0.00491248398614306,4.695334104160009e-10,0.08330801799019284,0.08330801798838967,-1.803168725444948e-12,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,latitude_model_marginal_r2,0.08854526781315926,0.08854526781479587,1.6366075161755589e-12,0.0322299729852774,0.03222997298595795,6.805528363074131e-13,0.1509683074905371,0.1509683074892424,-1.294714335742242e-12,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,latitude_part_r2,0.00467562314485673,0.00467562314423409,-6.226399604236654e-13,1.9648470012279977e-5,1.964847024632729e-5,2.3404731250937713e-13,0.03193846893305931,0.03193846863335729,-2.997020201456202e-10,1000,1000
main__glasses__all_available,l10_mean_medi,lognormal,unrepresented_share,0.3893019624321671,0.389301962434959,2.7919333511761124e-12,0.31928831632453314,0.31928831634364657,1.9113433058493e-11,0.4469170896936669,0.4469170896862066,-7.460310147422433e-12,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,marginal_r2,0.24242143907889568,0.24242143907889568,0,0.16984647489319865,0.16984647489319865,0,0.355523004807629,0.355523004807629,0,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,conditional_r2,0.6268567913276547,0.6268567913276547,0,0.5644407857031016,0.5644407857031016,0,0.7000796384523348,0.7000796384523348,0,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,participant_associated_share,0.384435352248759,0.384435352248759,0,0.2897800745615502,0.2897800745615502,0,0.46216848135353766,0.46216848135353766,0,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,site_part_r2,0.1188782870492511,0.1188782870492511,0,0.06772809987485591,0.06772809987485591,0,0.2319541980220326,0.2319541980220326,0,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,photoperiod_part_r2,0.04109985329461353,0.04109985329461393,4.0245584642661925e-16,0.0067868413277135,0.00678684132781376,1.0026007801755554e-13,0.09725654467696528,0.09725654467766358,6.983025269136078e-13,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,latitude_model_marginal_r2,0.12569318238105082,0.1256931823814236,3.7278513609351194e-13,0.05990708184951419,0.05990708185037285,8.586603650329039e-13,0.20103938617884765,0.2010393861758725,-2.975147905814879e-12,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,latitude_part_r2,1.1208539550540248e-4,1.1208539536685032e-4,-1.3855216073836024e-13,-1.9245338030300416e-5,-1.924533822208828e-5,-1.9178786298890485e-13,0.01837703084490709,0.01837703084491116,4.0696612746415894e-15,1000,1000
main__glasses__paired_common_sample,l10_mean_medi,lognormal,unrepresented_share,0.3731432086723453,0.3731432086723453,0,0.2999203615476652,0.2999203615476652,0,0.4355592142968984,0.4355592142968984,0,1000,1000
