path,sha256,bytes,role,producer,r_version,integration_status
artifacts/07_models/H01/main/glasses/all_available/l10_mean_medi_r2_bootstrap_draws.rds,45c3f64115835d03537595b842c3e9db0d4bd404db1df807cc535758f6955066,57468,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.rds,b5702e149e97a840fff7ddca3c582c969e0b88924bb856124796557604732775,21272,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_models.rds,692ecc648c3d5ed73fd36cc2f9c587140edfa95142e1a34ac076cacca0151de3,1065536,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/07_models/H01/main/glasses/paired_common_sample/l10_mean_medi_r2_bootstrap_draws.rds,8dc003ac31140aeeb3ef0f961905c9c786cd6ced9ec0da986eb4f0d71f61dfdf,57108,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/08_diagnostics/H01/main/chest/all_available/l10_mean_medi_diagnostics.png,a45dd4552aacb915b30c3cf54c1892d666d0eb1a7a3ebf6d544be29b3c22280d,149970,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/08_diagnostics/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostics.png,99dfbee08802bf33025b187c92ee0f54aaf6bc5afaeeea51c66fc78c1a084152,131083,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/08_diagnostics/H01/main/glasses/all_available/l10_mean_medi_diagnostics.png,868bcda066ef546c921494dc5e0946c9b47d3cf448dcdde4cb099dd00e9b7606,163241,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/08_diagnostics/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostics.png,98eecf2cedbe185150a9c65f5e74ebb0c6d676c251a38c138390ae9a67099fbc,148211,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_exact_samples_by_site.csv,938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6,200885,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_exact_samples.csv,24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558,33811,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_marginalization_comparison.csv,1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd,51553,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_model_level_tests.csv,947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6,230414,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_model_manifest.csv,dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c,479277,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv,ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5,23058,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv,5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa,357953,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_r2_point_summaries.csv,36b1fc5ee138dc3026e4368adbc9ab14d02fb4127dbb31d3476c9106b1a1767a,51916,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_random_site_descriptions.csv,bde8109e606b038d914c9cd8630a005b6ebc29c465a568252a8a5b28de84a28e,33242,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_site_deviations.csv,f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f,490776,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_site_estimates.csv,79fa98f11a29bca2869a517cb9dc221039be90adedcfc65cf5c7629a4c9559ab,445252,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/09_tables/H01/H01_term_effects.csv,3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17,105081,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/chest/all_available/l10_mean_medi_diagnostic_plot_data.csv,1153457d227439661a94acc2954bada720b63b9a0591bf00c787d07e00c8f5af,187922,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/chest/all_available/l10_mean_medi_model_frame.csv,c74104ebc9611aab734026cbb5ab204a0f4ea5b4a2a441316b7803c60318b1e1,161169,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv,f63c2c49f0fce661019b6acb2153962056ed612a2a83b55add9c172872fa4a03,137011,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/chest/paired_common_sample/l10_mean_medi_model_frame.csv,f6138f90404735a89674a70f38f1a40371475512f73d4a6d63b8099f85186a99,115944,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_diagnostic_plot_data.csv,9f8f1a161d56f7947d3c36d2b16f012330304d8caf44011e5e951d37be0ff1a4,170850,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/glasses/all_available/l10_mean_medi_model_frame.csv,6125eaf3691c76530caac0d502332a8d2fa95c73ad972831cfd73499bd68b773,146066,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_diagnostic_plot_data.csv,3f955c5b58addb86cf77e7c811b9f6c5b699745ea883149933439d20f3ba361a,136998,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/11_source_data/H01/main/glasses/paired_common_sample/l10_mean_medi_model_frame.csv,3ed798dc106d56c9cae3d8b1c18e3b9d533fb65d1cd9559b4365eb41a3a3bbf2,115889,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/12_manifests/H01_manuscript_prepared_data_artifacts.csv,e0d98178ede61b74353e3a654e7f1b53d7e1c915833a2cda74eea45ed02f383b,6949,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/12_manifests/H01_model_data_artifacts.csv,25978c5d6903e6e835c1aff6a9bc2e7552b85295e8d840d3dd65bbf9b1eb6b72,3646,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
artifacts/12_manifests/H01_model_results_artifacts.csv,eceb971726ee4a52cf4266ad1a44441c45078328c08f32c1ef1c1e83df2aee7c,418182,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/decisions/h01_metric011_l10_production_authorization.md,ab0764bb55144d9c69caafc8373010f497561757ad2c576d88e32b450817ed4f,3076,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/decisions/h01_metric011_l10_production_gate.md,30b43ef447a2310edd05b245c0c36d0c6a6966f2394f1a149db13d4afe384445,3469,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/decisions/l10_numerical_zero_normalization.md,23b9f70d1d16f7fd3ebbdbc57aaf78c0a701fe1f9d22bd667d926cd320d40797,5435,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_complete_model_level_tests.csv,4ffe7c873d8bbd90b9f8d24dbf438747d138f255163b1561dec59fb1154c8282,106308,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_latitude_leave_one_site_out.csv,dce94583874a9e7ea2245c693e3c4e4b7529e0ea95c3fb69df3939adaf53cdbb,13680,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_model_diagnostics.csv,4b466b4748e2d946bc20357f028f46db1c46196d84422857cc6922f62ddd9ca0,2449,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_participant_influence.csv,8d2d9bb728f369cbc8385dbb560ac9250423c42d86488bbc5e0eb5dcbe5dc43b,4573,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_protected_artifact_baseline.csv,aa687df992dfb58cc3f74452b100f3b8c7c1823deedbb3e6263a735d6a3824fc,253595,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/author_gate/H01_METRIC-011_site_deviations.csv,9122c5e32ad4e223e8399120dc2a52910ec903632d0f54211fa1c6a4b1d500ac,14714,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_audit.csv,93e06b6462296d143d3dabfdb36a93731fd32ea6c9e89f362e6c90cd69758ca5,1554,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/diagnostics/H01_METRIC-011_bootstrap_production_runtime.csv,ee95a68d95ba7720920f82b944335c8b5835eaaf96a1c2ddcf3cdeee358d1c0e,3048,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/H01_METRIC-011_bootstrap_production_manifest.csv,e996dccb9556330a23c14bf2650ed7102662303dbac01a7873f5e974cc97eb57,10550,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/bootstrap_production/tables/H01_METRIC-011_bootstrap_production_r2_summaries.csv,350a14e4f12f99bb68536b397f2d14bf0931795b4fa3f656e106864dd76ddb10,12708,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv,51d3462833724af0238810b88b6d9e75e93d2d3a0aebcb2f5077e8adb0354346,16330,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_latitude_leave_one_site_out_current.csv,4c4028862ed3ca7abaf1606bd6a73037cbc0e036acc1d9f712ab18a8b10a0756,460568,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_model_diagnostics_current.csv,e3ec36f76431e8912a3b46ff22f2a46b2089921f9c6d35f127cbf4a0f6bf16a1,53423,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_participant_influence_current.csv,76a722a805a081bd68330b0be9a15f09ba983438e8db5211a8c4422855a7a3de,154844,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/current_overlays/H01_r2_bootstrap_audit_current.csv,dc229b82c5a27747c477c00aa7f8452d94e2e97905d1a9d54960b875a6347ac1,28867,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_canonical_artifact_transition.csv,89f9e12f887b424d90e9f604f679ada07238f8eefbcfee21f56d412b8592bfd8,9742,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_diagnostic_disposition.csv,eceb5b8a8baab4cb41d4bab53b4018ccc7fd4cd010a7a1708cfb0b2aab451f9c,439,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_integration_summary.csv,b60caac20771230d4e371e79158c7da2ff2c7ae64d6f21b1027c49168667fbda,393,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_r2_production_comparison.csv,efd79941806b883388f256bd50da6825aa5b4ca5ad0a3ef1c75eb0520953c92b,8224,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/hypotheses/H01/l10_METRIC-011/production_integration/H01_METRIC-011_support_disposition.csv,c860a3c2cf6c04798e376a7d6ec6ccb481c99007f323d8b02c06082760f2357b,24556,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
audit/reconciliation/l10_METRIC-011/METRIC-011_evidence_manifest.csv,a37efd3449a8d1a6065d0eb8964bd6cf8b241f1683a26c065ea1a946e23214fb,1515,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,46a61393e97afa0a32219506b96dea8e6de31d2493cb94cbcedf3eb12b1fc5ac,25064,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
tests/hypotheses/H01/test_h01_l10_METRIC011_production.R,f22d2b246054055eae24b2ac046ae7b199a65119c767851b1e2c89c34cf5058b,6395,H01 METRIC-011 verified input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_production.R,4.6.1,PASS_NO_NEW_AUTHOR_GATE
