site,participant,participant_order,local_date,weekday,protocol_day,clock_bin,aligned_minute,melEDI_lx,sample_available,photoperiod_state,daytime,aggregation_method,dataset,analysis_unit
MPI,MPI_S226,1,2023-11-01,Wed,1,360,360,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,390,390,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,420,420,0.22105555555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,450,450,2.267777777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,480,480,4.401166666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,510,510,8.247944444444444,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,540,540,39.46055555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,570,570,87.49416666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,600,600,155.7397777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,630,630,226.84355555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,660,660,214.92555555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,690,690,182.68716666666666,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,720,720,122.81427777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,750,750,86.16705555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,780,780,51.41088888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,810,810,47.427,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,840,840,63.204499999999996,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,870,870,48.44072222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,900,900,20.48977777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,930,930,10.77588888888889,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,960,960,12.0315,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,990,990,9.019222222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1020,1020,5.7335,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1050,1050,5.735,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1080,1080,5.647944444444445,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1110,1110,5.719888888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1140,1140,5.953444444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1170,1170,5.788111111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1200,1200,5.866666666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1230,1230,5.5735,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1260,1260,5.813722222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1290,1290,5.029277777777778,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1320,1320,4.535166666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1350,1350,5.812277777777777,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1380,1380,6.517166666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-01,Wed,1,1410,1410,6.371722222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,0,1440,5.342666666666666,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,30,1470,5.075111111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,60,1500,4.921722222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,90,1530,5.390444444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,120,1560,5.405944444444445,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,150,1590,5.496777777777778,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,180,1620,5.690722222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,210,1650,5.871111111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,240,1680,5.540111111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,270,1710,2.827222222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,300,1740,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,330,1770,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,360,1800,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,390,1830,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,420,1860,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,450,1890,0.002277777777777779,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,480,1920,,FALSE,,,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,510,1950,,FALSE,,,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,540,1980,12.610555555555555,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,570,2010,105.41583333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,600,2040,98.27544444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,630,2070,171.2913333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,660,2100,142.22316666666666,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,690,2130,195.2171111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,720,2160,176.39955555555554,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,750,2190,132.73816666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,780,2220,110.438,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,810,2250,168.731,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,840,2280,97.21155555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,870,2310,397.67083333333335,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,900,2340,60.9,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,930,2370,66.81822222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,960,2400,64.63483333333333,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,990,2430,4.957055555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1020,2460,5.772777777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1050,2490,7.677083333333333,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1080,2520,5.2973333333333334,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1110,2550,5.6434444444444445,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1140,2580,6.173611111111111,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1170,2610,5.184222222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1200,2640,4.065444444444444,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1230,2670,5.115,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1260,2700,4.637555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1290,2730,2.4707777777777777,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1320,2760,4.453833333333334,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1350,2790,2.6113333333333335,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1380,2820,2.881222222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-02,Thu,2,1410,2850,0.0019999999999999996,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,0,2880,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,30,2910,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,60,2940,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,90,2970,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,120,3000,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,150,3030,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,180,3060,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,210,3090,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,240,3120,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,270,3150,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,300,3180,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,330,3210,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,360,3240,0,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,390,3270,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,420,3300,0,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,450,3330,0.07783333333333332,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,480,3360,0.3781111111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,510,3390,82.10261111111112,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,540,3420,317.2459444444445,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,570,3450,458.5145555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,600,3480,446.2115,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,630,3510,116.32022222222221,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,660,3540,118.07527777777777,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,690,3570,189.60383333333334,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,720,3600,657.7636666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,750,3630,493.14233333333334,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,780,3660,580.5631111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,810,3690,551.0435555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,840,3720,434.9291111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,870,3750,672.7061111111111,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,900,3780,294.8342777777778,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,930,3810,112.19805555555556,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,960,3840,185.8476666666667,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,990,3870,5.707722222222222,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1020,3900,5.398,TRUE,day,TRUE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1050,3930,5.240666666666667,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1080,3960,5.203555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1110,3990,5.219277777777778,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1140,4020,5.245333333333333,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1170,4050,6.437722222222222,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1200,4080,6.381833333333334,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1230,4110,5.35,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1260,4140,5.440888888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1290,4170,5.586888888888889,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1320,4200,5.432555555555556,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
MPI,MPI_S226,1,2023-11-03,Fri,3,1350,4230,5.197277777777778,TRUE,night,FALSE,Stored floor-aligned 30-minute arithmetic mean,Gap-timing-unaware near-eye dataset,participant-30-minute
