placement,placement_label,interval_levels,aggregation_minutes,aggregation_method,uncertainty_definition,site,clock_minute,median_lx,value_lower_50_lx,value_upper_50_lx,value_lower_67_lx,value_upper_67_lx,value_lower_75_lx,value_upper_75_lx,value_lower_90_lx,value_upper_90_lx,value_lower_95_lx,value_upper_95_lx,n_participants,participant_days_contributing,one_minute_observations_contributing
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,315,0,0,0,0,0,0,0,0,2.190083333333332,0,8.44729166666661,141,816,12240
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,330,0,0,0,0,0,0,0.04666666666666667,0,6.231333333333326,0,19.803249999999963,141,815,12215
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,345,0,0,0,0,0.08,0,1.03,0,13.276666666666667,0,35.13041666666666,141,815,12211
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,360,0,0,0,0,1.5302666666666664,0,3.583333333333333,0,31.90233333333334,0,97.54033333333219,141,814,12149
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,375,0,0,0.5025,0,3.763016666666666,0,9.050833333333333,0,52.19466666666642,0,144.40183333333346,141,807,12087
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,390,0,0,2.02,0,9.44086666666665,0,18.038958333333333,0,76.10483333333326,0,155.89537499999997,141,807,12040
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,405,0,0,4.656666666666666,0,17.877766666666666,0,33.244166666666665,0,130.87333333333328,0,258.28483333333367,141,803,11997
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,420,0,0,11.521666666666667,0,36.27773333333336,0,59.806666666666665,0,214.01299999999986,0,452.7399999999992,141,799,11905
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,435,0.765,0,18.613333333333333,0,52.527949999999876,0,91.29750000000001,0,300.3843333333324,0,627.2930833333336,141,805,11967
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,450,2.8016666666666667,0,31.122500000000002,0,76.8500166666666,0,130.42875,0,566.3788333333323,0,1374.938583333335,141,803,11947
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,465,5.276666666666666,0,43.67916666666666,0,102.42677499999998,0,166.30270833333333,0,710.462333333332,0,1917.6782500000015,141,801,11872
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,480,9.089166666666667,0,68.24208333333334,0,142.48917499999993,0,209.86874999999998,0,846.6810000000003,0,2680.2336666666624,141,804,11954
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,495,16.531666666666666,0.15125,101.30166666666668,0,181.35304166666666,0,278.66520833333334,0,1132.773250000001,0,3399.2075416666385,141,804,11924
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,510,23.435,1.0029166666666667,131.59999999999997,0,259.756575,0,408.48354166666667,0,1582.626,0,3730.7369999999783,141,806,11978
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,525,33.68666666666667,2.4108333333333336,159.0366666666667,0,276.9307166666666,0,441.59041666666667,0,2000.6743333333334,0,5687.867666666668,141,810,12047
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,540,45.25833333333333,3.885,172.23666666666668,0.19070000000000015,285.72464999999994,0,424.8279166666667,0,2061.689333333332,0,4902.965416666657,141,806,11975
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,555,62.251666666666665,6.707083333333333,205.51708333333332,0.9870750000000001,339.4287333333333,0,465.6125,0,2186.714833333335,0,5338.430458333331,141,801,11954
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,570,72.67583333333334,10.791666666666666,225.19708333333335,2.232083333333333,360.43999999999994,0.08333333333333334,510.41083333333336,0,2675.17625,0,5539.725416666666,141,804,11976
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,585,78.90166666666667,14.95,233.56666666666666,4.0222000000000016,382.05803333333336,0.8654166666666666,552.0816666666667,0,2519.177666666665,0,5894.50958333333,141,806,12003
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,600,86.795,19.564166666666665,253.42583333333334,6.800783333333333,424.8154916666666,2.6412500000000003,567.683125,0,2343.4579166666654,0,6009.667749999996,141,804,11960
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,615,98.81833333333333,21.336666666666666,272.9716666666667,8.925333333333334,435.43533333333335,3.4766666666666666,592.7066666666667,0,1863.6516666666666,0,4451.621666666667,141,796,11841
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,630,101.40833333333333,22.476666666666667,275.0333333333333,10.116566666666667,450.54723333333266,4.8725000000000005,642.7375,0,2327.609333333333,0,6162.099000000027,141,792,11837
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,645,105.34,24.778333333333332,293.64166666666665,12.057066666666667,469.3854,6.843333333333334,664.74,0,3136.8506666666676,0,6905.360333333314,141,799,11889
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,660,116.905,30.742916666666666,308.51874999999995,13.701674999999998,491.7127416666666,7.850208333333334,681.5091666666667,0.003333333333333333,3033.8004166666633,0,7066.119041666657,141,798,11898
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,675,123.89166666666667,35.79333333333334,315.1633333333333,15.74766666666667,532.5716666666666,8.879999999999999,797.82,0.07,3599.5216666666665,0,7907.768333333333,141,795,11841
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,690,126.11333333333334,37.32875,347.9354166666667,16.125700000000002,615.3735083333333,9.935625000000002,951.2933333333333,0.15333333333333335,4162.199583333331,0,10055.661291666662,141,793,11780
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,705,132.61833333333334,41.89041666666667,349.06374999999997,20.847875000000002,625.7920416666664,12.543333333333333,910.2972916666668,0.6470833333333333,5459.294583333333,0,12275.811041666668,141,793,11806
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,720,132.8725,39.815416666666664,363.64166666666665,19.608075000000003,663.6167583333319,12.957708333333334,1043.1689583333332,1.0732499999999998,6464.868916666675,0,13269.243916666666,141,796,11794
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,735,142.405,42.60666666666666,379.88,22.14426666666667,729.900133333333,14.465,1124.9399999999998,1.6503333333333334,6382.144999999991,0,12002.217666666666,141,795,11833
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,750,143.13583333333332,42.71791666666667,377.8233333333333,23.124833333333342,718.3569999999993,16.26979166666667,1186.574791666667,2.1104166666666666,6889.610833333333,0,13355.97,141,796,11846
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,765,138.82666666666665,40.25625,382.85083333333336,22.220858333333332,702.9521499999993,15.859791666666666,1325.8829166666667,2.3845833333333335,6549.523333333331,0,11531.161958333347,141,795,11792
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,780,141.775,40.92166666666667,380.8933333333333,22.497166666666665,688.6489666666629,16.56583333333333,1236.9,2.2523333333333344,5869.228666666664,0,10291.997999999992,141,792,11765
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,795,142.47,40.352916666666665,356.2554166666667,21.770975,584.5924583333333,15.066458333333333,925.9858333333333,2.046583333333333,4997.171583333323,0,10366.544166666661,141,794,11760
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,810,147.9125,40.49125,399.1558333333333,22.278341666666666,712.9189249999997,16.24395833333333,1317.6091666666666,1.9106666666666676,5912.641416666661,0,11716.509666666661,141,790,11700
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,825,142.20833333333331,42.775000000000006,405,23.875500000000002,735.6179666666667,16.59166666666667,1249.9775,1.921000000000001,5009.753333333328,0,10090.765499999976,141,786,11645
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,840,130.11083333333335,41.200833333333335,394.4679166666667,22.497899999999998,699.8866083333332,15.649375,1067.6252083333334,1.5381666666666665,4398.306166666667,0,9803.36508333332,141,786,11664
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,855,128.94333333333333,41.5975,414.8183333333334,23.99898333333333,795.20645,16.819583333333334,1249.61375,1.4170000000000011,6553.780166666661,0,11972.552916666666,141,788,11723
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,870,120.925,39.83333333333333,361.7083333333333,23.181266666666673,692.7594999999995,16.70583333333333,1190.4933333333333,0.89400000000000035,5921.911999999972,0,12512.550166666668,141,790,11717
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,885,126.0275,40.053333333333335,362.62166666666667,21.09599166666667,632.7454916666667,13.041666666666666,1251.5416666666665,0.5584166666666668,5244.11391666666,0,10154.585749999987,141,787,11728
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,900,112.39833333333333,34.37916666666666,335.5433333333333,18.369149999999998,590.4612166666668,11.100833333333332,987.5904166666667,0.6466666666666667,5817.3993333333265,0,10872.357583333338,141,790,11707
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,915,116.11333333333333,33.098333333333336,357.21500000000003,16.650433333333332,663.6509999999998,10.695,1177.2624999999998,0.5853333333333334,5074.3073333333305,0,10284.545999999998,141,785,11645
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,930,122.60666666666667,35.230000000000004,352.7416666666666,16.657708333333332,631.8307083333326,9.84875,1093.1029166666667,0.6166666666666667,4541.581666666667,0,9695.202500000001,141,783,11556
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,945,117.92,31.66625,349.7054166666666,15.018791666666669,652.1407000000002,8.512708333333332,1101.7472916666668,0.4107500000000001,5094.679999999991,0,11636.15866666665,141,779,11530
near_eye,Near-eye (primary),0.50;0.67;0.75;0.90;0.95,15,LightLogR::aggregate_Datetime with type = floor after removing participant grouping; numeric handler = median with na.rm = TRUE.,"Pointwise central 50%, 67%, 75%, 90%, and 95% value intervals across eligible one-minute melEDI values in each 15-minute bin.",Overall,960,106.845,27.672916666666666,312.13916666666665,13.161416666666673,574.134458333334,7.363958333333334,912.8608333333333,0.21375,3958.307083333333,0,9246.488333333335,141,776,11486
