site,Id,local_date,placement,placement_label,source_real_minutes,valid_minutes_raw,screened_day,weekend,city,country,location,timezone,latitude_deg,longitude_deg,photoperiod_hours,civil_dawn_wall_minute,civil_dusk_wall_minute,solar_context_origin,solar_context_algorithm,solar_depression_deg,coordinate_source,coordinate_source_version,paired_available
RISE,RISE_S002,2025-03-22,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.68131742046939,325.4313859740893,1146.3104312022526,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S002,2025-03-23,near_eye,Near-eye (primary),1440,1405,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.766883142524295,322.5703972061475,1148.5833857576051,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S002,2025-03-24,near_eye,Near-eye (primary),1440,705,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.85266039384736,319.7021849274635,1150.861808558305,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-17,near_eye,Near-eye (primary),1440,422,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.25671505133311,339.61459000110625,1135.0174930810929,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-18,near_eye,Near-eye (primary),1440,1422,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.341199753284455,336.79547985394794,1137.2674650510153,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-19,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.42590415040652,333.96720958153406,1139.5214586059253,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-20,near_eye,Near-eye (primary),1440,1342,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.510826363431082,331.13017670710883,1141.7797585129738,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-21,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.595964657399389,328.2847732146581,1144.0426526586214,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-22,near_eye,Near-eye (primary),1440,1329,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.68131742046939,325.4313859740893,1146.3104312022526,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-23,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.766883142524295,322.5703972061475,1148.5833857576051,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S003,2025-03-24,near_eye,Near-eye (primary),1440,705,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.85266039384736,319.7021849274635,1150.861808558305,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-24,near_eye,Near-eye (primary),1440,513,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.85266039384736,319.7021849274635,1150.861808558305,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-25,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,13.938647803200615,316.82712343533836,1153.1459916273752,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-26,near_eye,Near-eye (primary),1440,1390,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.024844036764568,313.9455837527911,1155.4362259586653,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-27,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.111247775289748,311.05793415705364,1157.7328006744385,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-28,near_eye,Near-eye (primary),1440,1434,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.19785769297017,308.16454063256583,1160.036002210776,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-29,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.284672434462442,305.26576739549637,1162.3461134632428,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-30,near_eye,Near-eye (primary),1380,1320,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.371690592434671,362.3619774023692,1224.6634129484494,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S004,2025-03-31,near_eye,Near-eye (primary),1440,629,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.458910684188208,359.45353287855784,1226.9881739298503,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-03-31,near_eye,Near-eye (primary),1440,613,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.458910684188208,359.45353287855784,1226.9881739298503,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-01,near_eye,Near-eye (primary),1440,1398,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.54633112874296,356.54079583485924,1229.3206635594368,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-02,near_eye,Near-eye (primary),1440,1425,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.633950222267044,353.6241286476453,1231.661141983668,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-03,near_eye,Near-eye (primary),1440,1424,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.721766114168696,350.70389457941053,1234.0098614295323,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-04,near_eye,Near-eye (primary),1440,1437,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.809776781466272,347.7804583787918,1236.3670652667681,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-05,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.897980003555615,344.854186864694,1238.7329870780309,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-06,near_eye,Near-eye (primary),1440,1331,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,14.986373335785336,341.925449514389,1241.1078496615091,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S005,2025-04-07,near_eye,Near-eye (primary),1440,601,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.074954082038667,338.99461909532545,1243.4918640176454,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-14,near_eye,Near-eye (primary),1440,629,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.699974280397097,318.45250831842424,1260.45096514225,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-15,near_eye,Near-eye (primary),1440,1411,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.78991743306319,315.5189684947332,1262.9140144785245,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-16,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.880007472435633,312.58695138692855,1265.3873997330666,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-17,near_eye,Near-eye (primary),1440,1408,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.970237473911709,309.65690174500145,1267.871150179704,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-18,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.060599889622793,306.7292761127154,1270.3652694900832,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-19,near_eye,Near-eye (primary),1440,1278,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.15108650598261,303.8045438011487,1272.8697341601053,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-20,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.241688398917518,300.88318792978924,1275.3844918648401,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S006,2025-04-21,near_eye,Near-eye (primary),1440,600,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.332395886513922,297.9657065431277,1277.909459733963,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-14,near_eye,Near-eye (primary),1440,416,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.699974280397097,318.45250831842424,1260.45096514225,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-15,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.78991743306319,315.5189684947332,1262.9140144785245,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-16,near_eye,Near-eye (primary),1440,1349,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.880007472435633,312.58695138692855,1265.3873997330666,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-17,near_eye,Near-eye (primary),1440,1431,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,15.970237473911709,309.65690174500145,1267.871150179704,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-18,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.060599889622793,306.7292761127154,1270.3652694900832,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-19,near_eye,Near-eye (primary),1440,1399,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.15108650598261,303.8045438011487,1272.8697341601053,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-20,near_eye,Near-eye (primary),1440,1430,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.241688398917518,300.88318792978924,1275.3844918648401,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S007,2025-04-21,near_eye,Near-eye (primary),1440,717,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.332395886513922,297.9657065431277,1277.909459733963,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-04-28,near_eye,Near-eye (primary),1440,454,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,16.969308604598044,277.69736009438833,1295.855876370271,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-04-29,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.06040390630563,274.8310111006101,1298.455245478948,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-04-30,near_eye,Near-eye (primary),1440,1305,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.151474550233946,271.97390667597455,1301.0623796900113,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-05-01,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.242500105102856,269.1267709096273,1303.6767772157987,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-05-02,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.33345867547724,266.29036026795706,1306.2978807965915,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-05-03,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.424326815075343,263.46546584765116,1308.925074752172,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-05-04,near_eye,Near-eye (primary),1440,1440,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.515079435838594,260.65291575988135,1311.5576819101968,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S008,2025-05-05,near_eye,Near-eye (primary),1440,907,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,17.605689711305832,257.85357768535613,1314.194960363706,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-26,near_eye,Near-eye (primary),1440,393,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.403296366002824,204.2517873485883,1368.4495693087579,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-27,near_eye,Near-eye (primary),1440,1440,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.47890533533361,202.08627264499665,1370.8205927650133,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-28,near_eye,Near-eye (primary),1440,1267,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.55297898358769,199.97319751580557,1373.151936531067,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-29,near_eye,Near-eye (primary),1440,1365,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.625408908989694,197.915527455012,1375.4400619943938,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-30,near_eye,Near-eye (primary),1440,1311,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.696082001328467,195.91635805368423,1377.6812781333924,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-05-31,near_eye,Near-eye (primary),1440,1359,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.76488055811988,193.97891263167062,1379.8717461188635,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-06-01,near_eye,Near-eye (primary),1440,1324,TRUE,TRUE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.831682472030323,192.10653791427612,1382.0074862360955,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S009,2025-06-02,near_eye,Near-eye (primary),1440,663,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,19.896361502806347,190.30269732872645,1384.0843874971072,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S010,2025-06-09,near_eye,Near-eye (primary),1440,604,FALSE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,20.278422818316354,179.9043904264768,1396.609759525458,canonical extension for available non-all-zero day,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S010,2025-06-10,near_eye,Near-eye (primary),1440,1371,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,20.321251919137108,178.78289562861124,1398.0580107768376,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S010,2025-06-11,near_eye,Near-eye (primary),1440,1356,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,20.360735110441844,177.76369191408156,1399.4077985405922,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
RISE,RISE_S010,2025-06-12,near_eye,Near-eye (primary),1440,1269,TRUE,FALSE,Borås,Sweden,"Borås, Sweden",Europe/Stockholm,57.715675,12.890871,20.396744766698944,176.85031710863115,1400.6550031105678,verified shared solar-context artifact,LightLogR::photoperiod + suntools::solarnoon(local midnight),6,melidosData::melidos_coordinates,1.0.6,TRUE
