site,local_date,participant_days,participants,photoperiod_hours
FUSPCEU,2025-01-24,2,2,10.858091982603073
FUSPCEU,2025-01-25,2,2,10.888045382764604
FUSPCEU,2025-01-26,2,2,10.91860579205884
FUSPCEU,2025-01-27,4,4,10.949756621321042
FUSPCEU,2025-01-28,2,2,10.981481417152617
FUSPCEU,2025-01-29,2,2,11.013763885233137
FUSPCEU,2025-01-30,2,2,11.046587911711798
FUSPCEU,2025-01-31,2,2,11.079937583009402
FUSPCEU,2025-02-01,2,2,11.113797203765975
FUSPCEU,2025-02-02,2,2,11.148151313198937
FUSPCEU,2025-02-03,4,4,11.182984700136714
FUSPCEU,2025-02-04,2,2,11.218282416065534
FUSPCEU,2025-02-05,2,2,11.254029786454307
FUSPCEU,2025-02-06,2,2,11.290212421417236
FUSPCEU,2025-02-07,2,2,11.326816223793559
FUSPCEU,2025-02-08,2,2,11.36382739689615
FUSPCEU,2025-02-09,2,2,11.401232449942166
FUSPCEU,2025-02-10,2,2,11.439018202821414
IZTECH,2024-12-23,1,1,10.487081563605203
IZTECH,2024-12-24,1,1,10.489451321429677
IZTECH,2024-12-25,1,1,10.492750476797422
IZTECH,2024-12-26,1,1,10.496976461079386
IZTECH,2024-12-27,1,1,10.50212588707606
IZTECH,2024-12-28,1,1,10.50819456073973
IZTECH,2024-12-29,1,1,10.515177495413356
IZTECH,2024-12-30,1,1,10.523068928983477
IZTECH,2024-12-31,1,1,10.531862342887454
IZTECH,2025-01-06,2,2,10.603110001948144
IZTECH,2025-01-07,2,2,10.617976313961877
IZTECH,2025-01-08,2,2,10.63366825911734
IZTECH,2025-01-09,2,2,10.650173718598154
IZTECH,2025-01-10,2,2,10.667480112777817
IZTECH,2025-01-11,2,2,10.685574437181154
IZTECH,2025-01-12,2,2,10.704443298247126
IZTECH,2025-01-13,2,2,10.724072949886322
IZTECH,2025-01-20,2,2,10.881570526957512
IZTECH,2025-01-21,2,2,10.906761128637525
IZTECH,2025-01-22,2,2,10.9325787850221
IZTECH,2025-01-23,2,2,10.959008137186368
IZTECH,2025-01-24,2,2,10.986033838391304
IZTECH,2025-01-25,2,2,11.013640581170717
IZTECH,2025-01-26,2,2,11.0418131228288
IZTECH,2025-01-27,2,2,11.070536309613122
IZTECH,2025-02-17,1,1,11.775974615017573
IZTECH,2025-02-18,1,1,11.813367618785964
IZTECH,2025-02-19,1,1,11.851021302806007
IZTECH,2025-02-20,1,1,11.888926246033774
IZTECH,2025-02-21,1,1,11.927073288957278
IZTECH,2025-02-22,1,1,11.965453527503543
IZTECH,2025-02-23,1,1,12.004058307475514
IZTECH,2025-02-24,2,2,12.042879217333263
IZTECH,2025-02-25,1,1,12.08190808110767
IZTECH,2025-02-26,1,1,12.121136951049168
IZTECH,2025-02-27,1,1,12.160558099481795
IZTECH,2025-02-28,1,1,12.200164010590978
IZTECH,2025-03-01,1,1,12.23994737168153
IZTECH,2025-03-02,1,1,12.279901064501868
IZTECH,2025-03-03,2,2,12.32001815550857
IZTECH,2025-03-04,1,1,12.36029188712438
IZTECH,2025-03-05,1,1,12.400715667472946
IZTECH,2025-03-06,1,1,12.441283061040773
IZTECH,2025-03-07,1,1,12.481987778014608
IZTECH,2025-03-08,1,1,12.52282366487715
IZTECH,2025-03-09,1,1,12.563784693280855
IZTECH,2025-03-10,1,1,12.60486495024628
IZTECH,2025-03-17,1,1,12.895287659433153
IZTECH,2025-03-20,1,1,13.02098494960202
IZTECH,2025-03-21,1,1,13.063008562657568
IZTECH,2025-03-22,1,1,13.105085474186474
IZTECH,2025-03-23,1,1,13.147210271822082
IZTECH,2025-03-24,1,1,13.189377503262627
IZTECH,2025-03-25,1,1,13.23158166481389
IZTECH,2025-03-26,1,1,13.27381718940205
IZTECH,2025-03-27,1,1,13.31607843571239
IZTECH,2025-04-14,2,2,14.0740006387896
IZTECH,2025-04-15,2,2,14.115496115022236
IZTECH,2025-04-16,2,2,14.15687135650052
IZTECH,2025-04-17,2,2,14.198116571439638
IZTECH,2025-04-18,2,2,14.239221658243073
IZTECH,2025-04-19,2,2,14.280176197157965
IZTECH,2025-04-20,2,2,14.320969442592727
IZTECH,2025-04-21,4,4,14.361590316163168
IZTECH,2025-04-22,2,2,14.402027399937312
IZTECH,2025-04-23,2,2,14.442268930408689
IZTECH,2025-04-24,2,2,14.482302793529298
IZTECH,2025-04-25,2,2,14.522116519543859
IZTECH,2025-04-26,2,2,14.561697279877134
IZTECH,2025-04-27,2,2,14.60103188349141
IZTECH,2025-04-28,4,4,14.640106775429514
IZTECH,2025-04-29,2,2,14.678908035159111
IZTECH,2025-04-30,2,2,14.71742137697008
IZTECH,2025-05-01,2,2,14.755632150570552
IZTECH,2025-05-02,2,2,14.793525343338649
IZTECH,2025-05-03,2,2,14.831085583964983
IZTECH,2025-05-04,2,2,14.868297146558762
IZTECH,2025-05-05,3,3,14.905143957005606
IZTECH,2025-05-06,1,1,14.941609600252576
IZTECH,2025-05-07,1,1,14.97767732905017
IZTECH,2025-05-08,1,1,15.013330074350039
IZTECH,2025-05-09,1,1,15.048550457292134
IZTECH,2025-05-10,1,1,15.083320802648862
IZTECH,2025-05-11,1,1,15.117623154189852
IZTECH,2025-05-12,1,1,15.151439291437468
IZTECH,2025-05-26,1,1,15.563174052370918
IZTECH,2025-05-27,1,1,15.587403438157505
IZTECH,2025-05-28,1,1,15.610839857392842
IZTECH,2025-05-29,1,1,15.633464889923731
IZTECH,2025-05-30,1,1,15.65526044540935
IZTECH,2025-05-31,1,1,15.676208808090951
IZTECH,2025-06-01,1,1,15.696292682422532
IZTECH,2025-06-02,1,1,15.715495238370366
KNUST,2024-10-07,1,1,12.716025767789947
KNUST,2024-10-08,1,1,12.71061712841193
KNUST,2024-10-09,1,1,12.705258833169937
KNUST,2024-10-10,1,1,12.699951587319374
KNUST,2024-10-11,1,1,12.694696087572309
KNUST,2024-10-12,1,1,12.689493022296164
KNUST,2024-10-13,1,1,12.684343072573343
KNUST,2024-10-14,2,2,12.67924691259861
KNUST,2024-10-15,1,1,12.674205210341347
KNUST,2024-10-16,1,1,12.66921862827407
KNUST,2024-10-17,1,1,12.664287823637327
KNUST,2024-10-18,1,1,12.659413449234433
KNUST,2024-10-19,1,1,12.654596153762606
KNUST,2024-10-20,1,1,12.64983658240901
KNUST,2024-10-21,2,2,12.645135377115674
KNUST,2024-10-22,1,1,12.640493177175522
KNUST,2024-10-23,1,1,12.63591061969598
KNUST,2024-10-24,1,1,12.6313883396652
KNUST,2024-10-25,1,1,12.626926970415646
KNUST,2024-10-26,1,1,12.622527143955232
KNUST,2024-10-27,1,1,12.618189491497146
KNUST,2024-10-28,2,2,12.613914643128712
KNUST,2024-10-29,1,1,12.609703228473663
KNUST,2024-10-30,1,1,12.605555876758363
KNUST,2024-10-31,1,1,12.601473216944271
KNUST,2024-11-01,1,1,12.597455877727933
KNUST,2024-11-02,1,1,12.593504488004578
KNUST,2024-11-03,1,1,12.589619676470756
KNUST,2024-11-04,2,2,12.585802071955468
KNUST,2024-11-05,1,1,12.582052303089036
KNUST,2024-11-06,1,1,12.578370998766687
KNUST,2024-11-07,1,1,12.57475878742006
KNUST,2024-11-08,1,1,12.571216297215885
KNUST,2024-11-09,1,1,12.56774415632089
KNUST,2024-11-10,1,1,12.56434299170971
KNUST,2024-11-11,2,2,12.561013429628478
KNUST,2024-11-12,1,1,12.557756095329921
KNUST,2024-11-13,1,1,12.55457161227862
KNUST,2024-11-14,1,1,12.55146060248216
KNUST,2024-11-15,1,1,12.548423685232798
KNUST,2024-11-16,1,1,12.545461477438609
KNUST,2024-11-17,1,1,12.542574592497614
KNUST,2024-11-18,2,2,12.539763640562693
KNUST,2024-11-19,1,1,12.53702922715081
KNUST,2024-11-20,1,1,12.534371952944332
KNUST,2024-11-21,1,1,12.531792413393656
KNUST,2024-11-22,1,1,12.529291197525131
KNUST,2024-11-23,1,1,12.526868887609906
KNUST,2024-11-24,1,1,12.524526058369213
KNUST,2024-11-25,2,2,12.52226327617963
KNUST,2024-11-26,1,1,12.52008109834459
KNUST,2024-11-27,1,1,12.517980072233412
KNUST,2024-11-28,1,1,12.515960734354126
KNUST,2024-11-29,1,1,12.514023609823651
KNUST,2024-11-30,1,1,12.512169211175706
KNUST,2024-12-01,1,1,12.510398037830988
KNUST,2024-12-02,2,2,12.508710574772623
KNUST,2024-12-03,1,1,12.507107292148802
KNUST,2024-12-04,1,1,12.505588644080692
KNUST,2024-12-05,1,1,12.50415506793393
KNUST,2024-12-06,1,1,12.50280698345767
KNUST,2024-12-07,1,1,12.501544791857402
KNUST,2024-12-08,1,1,12.500368875066439
KNUST,2024-12-09,2,2,12.499279595017434
KNUST,2024-12-10,1,1,12.498277292450268
KNUST,2024-12-11,1,1,12.49736228691207
KNUST,2024-12-12,1,1,12.496534875300195
KNUST,2024-12-13,1,1,12.495795331663556
KNUST,2024-12-14,1,1,12.495143906407886
KNUST,2024-12-15,1,1,12.494580825832156
KNUST,2024-12-16,2,2,12.49410629146629
KNUST,2024-12-17,1,1,12.493720479806264
KNUST,2024-12-18,1,1,12.493423541718059
KNUST,2024-12-19,1,1,12.493215602106519
KNUST,2024-12-20,1,1,12.49309675971667
KNUST,2024-12-21,1,1,12.493067087067498
KNUST,2024-12-22,1,1,12.493126629855897
KNUST,2024-12-23,1,1,12.49327540728781
KNUST,2025-01-06,1,1,12.504676253332033
KNUST,2025-01-07,1,1,12.50614821129375
KNUST,2025-01-08,1,1,12.507706261078516
KNUST,2025-01-09,1,1,12.509350015123685
KNUST,2025-01-10,1,1,12.51107906738917
KNUST,2025-01-11,1,1,12.512892994681994
KNUST,2025-01-12,1,1,12.51479135685497
KNUST,2025-01-13,2,2,12.516773697800106
KNUST,2025-01-14,1,1,12.518839546640715
KNUST,2025-01-15,1,1,12.520988418327438
KNUST,2025-01-16,1,1,12.523219814168081
KNUST,2025-01-17,1,1,12.525533223284615
KNUST,2025-01-18,1,1,12.527928123142985
KNUST,2025-01-19,1,1,12.530403979950481
KNUST,2025-01-20,2,2,12.5329602502452
KNUST,2025-01-21,1,1,12.535596380896038
KNUST,2025-01-22,1,1,12.53831181022856
KNUST,2025-01-23,1,1,12.541105968819725
KNUST,2025-01-24,1,1,12.54397827969657
KNUST,2025-01-25,1,1,12.546928159528308
KNUST,2025-01-26,1,1,12.549955018825
KNUST,2025-01-27,2,2,12.553058262864749
KNUST,2025-01-28,1,1,12.556237291826141
KNUST,2025-01-29,1,1,12.55949150145054
KNUST,2025-01-30,1,1,12.562820283836789
KNUST,2025-01-31,1,1,12.56622302737501
KNUST,2025-02-01,1,1,12.569699117210176
KNUST,2025-02-02,1,1,12.57324793583817
KNUST,2025-02-03,1,1,12.576868863172
MPI,2023-08-14,3,3,15.584571773939663
MPI,2023-08-15,3,3,15.526877130932277
MPI,2023-08-16,3,3,15.468913411365614
MPI,2023-08-17,3,3,15.410699046254159
MPI,2023-08-18,3,3,15.352251759370168
MPI,2023-08-19,3,3,15.293588583270708
MPI,2023-08-20,3,3,15.234725877245268
MPI,2023-08-21,3,3,15.17567934486601
MPI,2023-08-28,2,2,14.758396701018016
MPI,2023-08-29,2,2,14.69837254093753
MPI,2023-08-30,2,2,14.638279576963848
MPI,2023-08-31,2,2,14.57812803414133
MPI,2023-09-01,2,2,14.517927701208327
MPI,2023-09-02,2,2,14.457687950929007
MPI,2023-09-03,2,2,14.397417760160234
MPI,2023-09-04,5,5,14.337125729984708
MPI,2023-09-05,3,3,14.27682010571162
MPI,2023-09-06,3,3,14.216508796612422
MPI,2023-09-07,3,3,14.15619939578904
MPI,2023-09-08,3,3,14.095899198982451
MPI,2023-09-09,3,3,14.035615224308438
MPI,2023-09-10,3,3,13.975354231331083
MPI,2023-09-11,5,5,13.91512273947398
MPI,2023-09-12,2,2,13.854927047292392
MPI,2023-09-13,2,2,13.79477325008975
MPI,2023-09-14,2,2,13.734667259256044
MPI,2023-09-15,2,2,13.674614819288253
MPI,2023-09-16,2,2,13.614621526532703
MPI,2023-09-17,2,2,13.554692846271728
MPI,2023-09-18,2,2,13.494834130936198
MPI,2023-09-25,1,1,13.078215926554467
MPI,2023-09-26,1,1,13.019101703498098
MPI,2023-09-27,1,1,12.960103347566392
MPI,2023-09-28,1,1,12.901226014362441
MPI,2023-09-29,1,1,12.842474931279819
MPI,2023-09-30,1,1,12.783855413132244
MPI,2023-10-01,1,1,12.725372879107793
MPI,2023-10-02,3,3,12.667032868199879
MPI,2023-10-03,2,2,12.608841055432956
MPI,2023-10-04,2,2,12.550803268353144
MPI,2023-10-05,2,2,12.492925502525436
MPI,2023-10-06,2,2,12.435213937693172
MPI,2023-10-07,2,2,12.37767495340771
MPI,2023-10-08,2,2,12.320315145055453
MPI,2023-10-09,2,2,12.263141339553727
MPI,2023-10-16,2,2,11.868762029873
MPI,2023-10-17,2,2,11.813354904519187
MPI,2023-10-18,2,2,11.758208182454108
MPI,2023-10-19,2,2,11.703331843945715
MPI,2023-10-20,2,2,11.648736263447338
MPI,2023-10-21,2,2,11.594432223902809
MPI,2023-10-22,2,2,11.540430928402477
MPI,2023-10-23,4,4,11.486744013362461
MPI,2023-10-24,2,2,11.433383559452162
MPI,2023-10-25,2,2,11.380362103184064
MPI,2023-10-26,2,2,11.327692646781603
MPI,2023-10-27,2,2,11.275388667914603
MPI,2023-10-28,2,2,11.22346412844128
MPI,2023-10-29,2,2,11.17193348189195
MPI,2023-10-30,7,7,11.120811680621571
MPI,2023-10-31,5,5,11.070114180511899
MPI,2023-11-01,5,5,11.019856946600807
MPI,2023-11-02,5,5,10.970056454804208
MPI,2023-11-03,5,5,10.92072969449891
MPI,2023-11-04,5,5,10.871894168191487
MPI,2023-11-05,5,5,10.8235678901275
MPI,2023-11-06,9,9,10.775769382913907
MPI,2023-11-07,4,4,10.728517672552004
MPI,2023-11-08,4,4,10.681832281417316
MPI,2023-11-09,4,4,10.635733218855329
MPI,2023-11-10,4,4,10.590240970518854
MPI,2023-11-11,4,4,10.54537648419539
MPI,2023-11-12,4,4,10.501161154309909
MPI,2023-11-13,4,4,10.457616803447406
RISE,2025-03-03,1,1,12.09857789589299
RISE,2025-03-04,1,1,12.179657288326158
RISE,2025-03-05,1,1,12.261009983155462
RISE,2025-03-06,1,1,12.34262978831927
RISE,2025-03-07,1,1,12.424510966539383
RISE,2025-03-08,1,1,12.506648212075234
RISE,2025-03-09,1,1,12.58903662721316
RISE,2025-03-10,1,1,12.671671699351734
RISE,2025-03-17,2,2,13.25671505133311
RISE,2025-03-18,2,2,13.341199753284455
RISE,2025-03-19,2,2,13.42590415040652
RISE,2025-03-20,2,2,13.510826363431082
RISE,2025-03-21,2,2,13.595964657399389
RISE,2025-03-22,2,2,13.68131742046939
RISE,2025-03-23,2,2,13.766883142524295
RISE,2025-03-24,3,3,13.85266039384736
RISE,2025-03-25,1,1,13.938647803200615
RISE,2025-03-26,1,1,14.024844036764568
RISE,2025-03-27,1,1,14.111247775289748
RISE,2025-03-28,1,1,14.19785769297017
RISE,2025-03-29,1,1,14.284672434462442
RISE,2025-03-30,1,1,14.371690592434671
RISE,2025-03-31,2,2,14.458910684188208
RISE,2025-04-01,1,1,14.54633112874296
RISE,2025-04-02,1,1,14.633950222267044
RISE,2025-04-03,1,1,14.721766114168696
RISE,2025-04-04,1,1,14.809776781466272
RISE,2025-04-05,1,1,14.897980003555615
RISE,2025-04-06,1,1,14.986373335785336
RISE,2025-04-07,1,1,15.074954082038667
RISE,2025-04-14,2,2,15.699974280397097
RISE,2025-04-15,2,2,15.78991743306319
RISE,2025-04-16,2,2,15.880007472435633
RISE,2025-04-17,2,2,15.970237473911709
RISE,2025-04-18,2,2,16.060599889622793
RISE,2025-04-19,2,2,16.15108650598261
RISE,2025-04-20,2,2,16.241688398917518
RISE,2025-04-21,2,2,16.332395886513922
RISE,2025-04-28,1,1,16.969308604598044
RISE,2025-04-29,1,1,17.06040390630563
RISE,2025-04-30,1,1,17.151474550233946
RISE,2025-05-01,1,1,17.242500105102856
RISE,2025-05-02,1,1,17.33345867547724
RISE,2025-05-03,1,1,17.424326815075343
RISE,2025-05-04,1,1,17.515079435838594
RISE,2025-05-05,1,1,17.605689711305832
RISE,2025-05-26,1,1,19.403296366002824
RISE,2025-05-27,1,1,19.47890533533361
RISE,2025-05-28,1,1,19.55297898358769
RISE,2025-05-29,1,1,19.625408908989694
RISE,2025-05-30,1,1,19.696082001328467
RISE,2025-05-31,1,1,19.76488055811988
RISE,2025-06-01,1,1,19.831682472030323
RISE,2025-06-02,1,1,19.896361502806347
RISE,2025-06-09,3,3,20.278422818316354
RISE,2025-06-10,3,3,20.321251919137108
RISE,2025-06-11,3,3,20.360735110441844
RISE,2025-06-12,3,3,20.396744766698944
RISE,2025-06-13,3,3,20.429159809152285
RISE,2025-06-14,3,3,20.457867281238237
RISE,2025-06-15,3,3,20.482763924863605
RISE,2025-06-16,3,3,20.503757714099354
RISE,2025-06-17,1,1,20.520769297877948
RISE,2025-06-23,1,1,20.536650009685093
RISE,2025-06-24,1,1,20.52484733098083
RISE,2025-06-25,1,1,20.508991887436974
RISE,2025-06-26,1,1,20.489147805107965
RISE,2025-06-27,1,1,20.465393348733585
RISE,2025-06-28,1,1,20.43781963951058
RISE,2025-06-29,1,1,20.406529225375916
RISE,2025-06-30,1,1,20.37163455380334
RISE,2025-10-06,3,3,12.376106913288435
RISE,2025-10-07,3,3,12.295595754848586
RISE,2025-10-08,3,3,12.215335908797051
RISE,2025-10-09,3,3,12.135332807037566
RISE,2025-10-10,3,3,12.055592330296834
RISE,2025-10-11,3,3,11.976120831569036
RISE,2025-10-12,3,3,11.896925158434444
RISE,2025-10-13,4,4,11.818012676636378
RISE,2025-10-14,1,1,11.73939129365815
RISE,2025-10-15,1,1,11.661069481571515
RISE,2025-10-16,1,1,11.58305630173948
RISE,2025-10-17,1,1,11.50536142786344
RISE,2025-10-18,1,1,11.42799517068598
RISE,2025-10-19,1,1,11.350968501501614
RISE,2025-10-20,1,1,11.274293076395988
THUAS,2025-02-21,1,1,11.528500148455302
THUAS,2025-02-22,1,1,11.59127261598905
THUAS,2025-02-23,1,1,11.654367930557992
THUAS,2025-02-24,1,1,11.717774412168398
THUAS,2025-02-25,1,1,11.781480873823165
THUAS,2025-02-26,1,1,11.845476604236497
THUAS,2025-02-27,1,1,11.909751350416078
THUAS,2025-02-28,1,1,11.974295300576422
THUAS,2025-03-01,1,1,12.03909906566143
THUAS,2025-03-02,1,1,12.10415366133054
THUAS,2025-03-03,2,2,12.169450489679972
THUAS,2025-03-04,1,1,12.234981320500374
THUAS,2025-03-05,1,1,12.300738272799386
THUAS,2025-03-06,1,1,12.366713795595698
THUAS,2025-03-07,1,1,12.432900649176704
THUAS,2025-03-08,1,1,12.499291886356142
THUAS,2025-03-09,1,1,12.565880832738346
THUAS,2025-03-10,1,1,12.632661068108346
THUAS,2025-03-17,1,1,13.104983964231279
THUAS,2025-03-18,1,1,13.173087510267893
THUAS,2025-03-19,1,1,13.241332811580763
THUAS,2025-03-20,1,1,13.309714924295744
THUAS,2025-03-21,1,1,13.378228944804933
THUAS,2025-03-22,1,1,13.446869988971287
THUAS,2025-03-23,1,1,13.515633172988892
THUAS,2025-03-24,2,2,13.584513592521349
THUAS,2025-03-25,1,1,13.653506302436194
THUAS,2025-03-26,1,1,13.72260629620817
THUAS,2025-03-27,1,1,13.791808485322528
THUAS,2025-03-28,1,1,13.861107677883572
THUAS,2025-03-29,1,1,13.930498557686805
THUAS,2025-03-30,1,1,13.9999756623639
THUAS,2025-03-31,2,2,14.069533361726338
THUAS,2025-04-01,1,1,14.13916583571169
THUAS,2025-04-02,1,1,14.208867051866319
THUAS,2025-04-03,1,1,14.27863074236446
THUAS,2025-04-04,1,1,14.348450381159783
THUAS,2025-04-05,1,1,14.418319160474672
THUAS,2025-04-06,1,1,14.488229966627227
THUAS,2025-04-07,2,2,14.558175356056955
THUAS,2025-04-08,1,1,14.628147530357042
THUAS,2025-04-09,1,1,14.698138311372864
THUAS,2025-04-10,1,1,14.76813911543952
THUAS,2025-04-11,1,1,14.838140927619405
THUAS,2025-04-12,1,1,14.908134275078773
THUAS,2025-04-13,1,1,14.978109200398126
THUAS,2025-04-14,1,1,15.048055234220293
THUAS,2025-05-12,1,1,16.93039059592618
THUAS,2025-05-13,1,1,16.991607664691077
THUAS,2025-05-14,1,1,17.05210279080603
THUAS,2025-05-15,1,1,17.111836332347657
THUAS,2025-05-16,1,1,17.170767495963307
THUAS,2025-05-17,1,1,17.22885436197122
THUAS,2025-05-18,1,1,17.286053916414577
THUAS,2025-05-19,1,1,17.34232209112909
THUAS,2025-06-02,1,1,18.00567528453138
THUAS,2025-06-03,1,1,18.042194473081164
THUAS,2025-06-04,1,1,18.077002136508625
THUAS,2025-06-05,1,1,18.110051562454967
THUAS,2025-06-06,1,1,18.14129734608862
THUAS,2025-06-07,1,1,18.170695600642098
THUAS,2025-06-08,1,1,18.198204170399244
THUAS,2025-06-09,1,1,18.223782843152684
THUAS,2025-06-10,1,1,18.24739356080691
THUAS,2025-07-07,3,3,18.08596970346239
THUAS,2025-07-08,3,3,18.05177746653557
THUAS,2025-07-09,3,3,18.01588496943315
THUAS,2025-07-10,3,3,17.978340305818453
THUAS,2025-07-11,3,3,17.939192422562176
THUAS,2025-07-12,3,3,17.898490925100116
