placement,placement_label,base_colour,fill_colour,xmin,xmax,alpha,aggregation_minutes,site,clock_minute,n_participants,participant_days,context,fraction,context_label,band_index,ymin,ymax
near_eye,Near-eye (primary),#D73027,#D93B33,157.5,172.5,1,15,Overall,165,141,790,sleep,0.9452560873215777,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93931,172.5,187.5,1,15,Overall,180,141,792,sleep,0.9557239057239049,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93930,187.5,202.5,1,15,Overall,195,141,792,sleep,0.9584175084175081,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D8382F,202.5,217.5,1,15,Overall,210,141,792,sleep,0.9636363636363637,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D8372F,217.5,232.5,1,15,Overall,225,141,792,sleep,0.9646464646464649,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D8372F,232.5,247.5,1,15,Overall,240,141,792,sleep,0.9643097643097642,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D9382F,247.5,262.5,1,15,Overall,255,141,792,sleep,0.9616161616161606,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93930,262.5,277.5,1,15,Overall,270,141,792,sleep,0.9588383838383843,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93A31,277.5,292.5,1,15,Overall,285,141,792,sleep,0.9537333558065062,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93B32,292.5,307.5,1,15,Overall,300,141,790,sleep,0.9475105485232069,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#D93B33,307.5,322.5,1,15,Overall,315,141,790,sleep,0.9464135021097034,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#DA3F37,322.5,337.5,1,15,Overall,330,141,790,sleep,0.926329113924051,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#DB433A,337.5,352.5,1,15,Overall,345,141,790,sleep,0.9098734177215194,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#DD4F47,352.5,367.5,1,15,Overall,360,141,789,sleep,0.8525559780312643,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#DF5850,367.5,382.5,1,15,Overall,375,141,789,sleep,0.8085340092944626,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E0615A,382.5,397.5,1,15,Overall,390,141,789,sleep,0.7638360794254335,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E26861,397.5,412.5,1,15,Overall,405,141,789,sleep,0.7293620616814508,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E57872,412.5,427.5,1,15,Overall,420,141,788,sleep,0.6506350550381048,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#E7827C,427.5,442.5,1,15,Overall,435,141,787,sleep,0.6055061414654838,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EA918C,442.5,457.5,1,15,Overall,450,141,787,sleep,0.5337007206443416,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EB9A95,457.5,472.5,1,15,Overall,465,141,786,sleep,0.489058524173028,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EEA7A3,472.5,487.5,1,15,Overall,480,141,786,sleep,0.4269720101781184,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EFAFAB,487.5,502.5,1,15,Overall,495,141,785,sleep,0.38776030599235395,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F1B7B3,502.5,517.5,1,15,Overall,510,141,784,sleep,0.3495748299319721,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F3BFBD,517.5,532.5,1,15,Overall,525,141,784,sleep,0.3068085106383023,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F5CBC9,532.5,547.5,1,15,Overall,540,141,782,sleep,0.2501278772378526,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F6D1CF,547.5,562.5,1,15,Overall,555,141,782,sleep,0.22131287297527452,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F8D9D7,562.5,577.5,1,15,Overall,570,141,781,sleep,0.18557405036278074,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F9DFDD,577.5,592.5,1,15,Overall,585,141,781,sleep,0.15689287238583077,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FAE7E6,592.5,607.5,1,15,Overall,600,141,780,sleep,0.11717948717948728,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FBE9E8,607.5,622.5,1,15,Overall,615,141,780,sleep,0.10632478632478448,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FBECEB,622.5,637.5,1,15,Overall,630,141,780,sleep,0.09049696347617771,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FCEFEE,637.5,652.5,1,15,Overall,645,141,779,sleep,0.07950363714163104,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF4F3,652.5,667.5,1,15,Overall,660,141,779,sleep,0.05459991442019701,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF6F6,667.5,682.5,1,15,Overall,675,141,779,sleep,0.043254817987152964,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEF8F7,682.5,697.5,1,15,Overall,690,141,778,sleep,0.03598971722364756,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEF8F8,697.5,712.5,1,15,Overall,705,141,778,sleep,0.03196229648671528,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFAFA,712.5,727.5,1,15,Overall,720,141,778,sleep,0.023479005998288185,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFCFB,727.5,742.5,1,15,Overall,735,141,778,sleep,0.016366752356470192,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,742.5,757.5,1,15,Overall,750,141,778,sleep,0.010454155955441132,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,757.5,772.5,1,15,Overall,765,141,778,sleep,0.00805484147386482,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,772.5,787.5,1,15,Overall,780,141,778,sleep,0.005141388174807271,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,787.5,802.5,1,15,Overall,795,141,778,sleep,0.0038560411311056738,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,802.5,817.5,1,15,Overall,810,141,778,sleep,0.0033419023136244505,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,817.5,832.5,1,15,Overall,825,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,832.5,847.5,1,15,Overall,840,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,847.5,862.5,1,15,Overall,855,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,862.5,877.5,1,15,Overall,870,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,877.5,892.5,1,15,Overall,885,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,892.5,907.5,1,15,Overall,900,141,778,sleep,0.001285347043701883,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,907.5,922.5,1,15,Overall,915,141,778,sleep,7.712082262210453e-4,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,922.5,937.5,1,15,Overall,930,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,937.5,952.5,1,15,Overall,945,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,952.5,967.5,1,15,Overall,960,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,967.5,982.5,1,15,Overall,975,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,982.5,997.5,1,15,Overall,990,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,997.5,1012.5,1,15,Overall,1005,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1012.5,1027.5,1,15,Overall,1020,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1027.5,1042.5,1,15,Overall,1035,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1042.5,1057.5,1,15,Overall,1050,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1057.5,1072.5,1,15,Overall,1065,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1072.5,1087.5,1,15,Overall,1080,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1087.5,1102.5,1,15,Overall,1095,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1102.5,1117.5,1,15,Overall,1110,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1117.5,1132.5,1,15,Overall,1125,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1132.5,1147.5,1,15,Overall,1140,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFFFF,1147.5,1162.5,1,15,Overall,1155,141,778,sleep,0,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,1162.5,1177.5,1,15,Overall,1170,141,778,sleep,0.0029991431019710446,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFEFE,1177.5,1192.5,1,15,Overall,1185,141,778,sleep,0.0038560411311056243,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,1192.5,1207.5,1,15,Overall,1200,141,780,sleep,0.009914529914529825,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FFFDFD,1207.5,1222.5,1,15,Overall,1215,141,782,sleep,0.011172707889126084,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFCFC,1222.5,1237.5,1,15,Overall,1230,141,783,sleep,0.013197105151127854,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEFCFB,1237.5,1252.5,1,15,Overall,1245,141,783,sleep,0.01668795232013688,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FEF8F8,1252.5,1267.5,1,15,Overall,1260,141,785,sleep,0.034356662981545855,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FDF6F6,1267.5,1282.5,1,15,Overall,1275,141,786,sleep,0.04329371816638454,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FCF2F1,1282.5,1297.5,1,15,Overall,1290,141,788,sleep,0.06439040921799707,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FCEEED,1297.5,1312.5,1,15,Overall,1305,141,791,sleep,0.08357956943858201,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#FAE7E6,1312.5,1327.5,1,15,Overall,1320,141,793,sleep,0.11644930584770581,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F9E0DF,1327.5,1342.5,1,15,Overall,1335,141,793,sleep,0.1474569146700328,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F7D3D1,1342.5,1357.5,1,15,Overall,1350,141,794,sleep,0.2117597648047047,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F4C9C6,1357.5,1372.5,1,15,Overall,1365,141,795,sleep,0.26306079664570314,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#F2B9B6,1372.5,1387.5,1,15,Overall,1380,141,795,sleep,0.33719077568134576,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EFAEAA,1387.5,1402.5,1,15,Overall,1395,141,796,sleep,0.39162479061976263,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EDA09C,1402.5,1417.5,1,15,Overall,1410,141,796,sleep,0.45745393634840953,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#D73027,#EB9591,1417.5,1432.5,1,15,Overall,1425,141,796,sleep,0.5112227805695153,Sleep,1,0.5800000000000001,1.42
near_eye,Near-eye (primary),#E69F00,#F6DCA3,-7.5,7.5,1,15,Overall,0,141,792,pre_sleep,0.36254208754208783,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F7E1AF,7.5,22.5,1,15,Overall,15,141,792,pre_sleep,0.3143097643097613,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#F9E7BF,22.5,37.5,1,15,Overall,30,141,792,pre_sleep,0.2492424242424236,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FAEBC9,37.5,52.5,1,15,Overall,45,141,792,pre_sleep,0.21127946127945926,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FBEFD5,52.5,67.5,1,15,Overall,60,141,792,pre_sleep,0.16531986531986384,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FCF2DC,67.5,82.5,1,15,Overall,75,141,792,pre_sleep,0.13787878787879043,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FCF5E5,82.5,97.5,1,15,Overall,90,141,792,pre_sleep,0.10210437710437542,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FDF8EB,97.5,112.5,1,15,Overall,105,141,792,pre_sleep,0.07786195286195383,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FDF9F0,112.5,127.5,1,15,Overall,120,141,790,pre_sleep,0.060117548278759494,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFAF2,127.5,142.5,1,15,Overall,135,141,790,pre_sleep,0.05054575986566061,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFBF4,142.5,157.5,1,15,Overall,150,141,790,pre_sleep,0.042233417296390796,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFBF5,157.5,172.5,1,15,Overall,165,141,790,pre_sleep,0.04089000839630682,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFCF7,172.5,187.5,1,15,Overall,180,141,792,pre_sleep,0.03080808080808087,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFCF8,187.5,202.5,1,15,Overall,195,141,792,pre_sleep,0.028956228956230207,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFDF9,202.5,217.5,1,15,Overall,210,141,792,pre_sleep,0.022474747474748483,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFDF9,217.5,232.5,1,15,Overall,225,141,792,pre_sleep,0.021885521885521383,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFDFB,232.5,247.5,1,15,Overall,240,141,792,pre_sleep,0.01641414141414192,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFB,247.5,262.5,1,15,Overall,255,141,792,pre_sleep,0.015151515151514802,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,262.5,277.5,1,15,Overall,270,141,792,pre_sleep,0.012457912457912758,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,277.5,292.5,1,15,Overall,285,141,792,pre_sleep,0.011377043654137466,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFD,292.5,307.5,1,15,Overall,300,141,790,pre_sleep,0.008438818565400782,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFE,307.5,322.5,1,15,Overall,315,141,790,pre_sleep,0.005485232067510727,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFE,322.5,337.5,1,15,Overall,330,141,790,pre_sleep,0.0025316455696204913,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFE,337.5,352.5,1,15,Overall,345,141,790,pre_sleep,0.0025316455696204913,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFE,352.5,367.5,1,15,Overall,360,141,789,pre_sleep,0.0021123785382340496,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,367.5,382.5,1,15,Overall,375,141,789,pre_sleep,0.0012674271229405935,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,382.5,397.5,1,15,Overall,390,141,789,pre_sleep,0.0012674271229405935,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,397.5,412.5,1,15,Overall,405,141,789,pre_sleep,8.449514152935474e-4,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,412.5,427.5,1,15,Overall,420,141,788,pre_sleep,8.467400508043665e-4,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,427.5,442.5,1,15,Overall,435,141,787,pre_sleep,0.0012706480304955567,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,442.5,457.5,1,15,Overall,450,141,787,pre_sleep,0.0012717253073337158,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,457.5,472.5,1,15,Overall,465,141,786,pre_sleep,0.0012722646310431936,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,472.5,487.5,1,15,Overall,480,141,786,pre_sleep,0.0012722646310431936,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,487.5,502.5,1,15,Overall,495,141,785,pre_sleep,0.00127496812579685,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,502.5,517.5,1,15,Overall,510,141,784,pre_sleep,0.0012755102040817332,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,517.5,532.5,1,15,Overall,525,141,784,pre_sleep,0.0012765957446807716,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,532.5,547.5,1,15,Overall,540,141,782,pre_sleep,0.0012787723785165773,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,547.5,562.5,1,15,Overall,555,141,782,pre_sleep,0.0012787723785165773,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,562.5,577.5,1,15,Overall,570,141,781,pre_sleep,0.00128040973111382,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,577.5,592.5,1,15,Overall,585,141,781,pre_sleep,0.00128040973111382,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,592.5,607.5,1,15,Overall,600,141,780,pre_sleep,4.2735042735042887e-4,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,607.5,622.5,1,15,Overall,615,141,780,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,622.5,637.5,1,15,Overall,630,141,780,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,637.5,652.5,1,15,Overall,645,141,779,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,652.5,667.5,1,15,Overall,660,141,779,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,667.5,682.5,1,15,Overall,675,141,779,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,682.5,697.5,1,15,Overall,690,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,697.5,712.5,1,15,Overall,705,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,712.5,727.5,1,15,Overall,720,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,727.5,742.5,1,15,Overall,735,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,742.5,757.5,1,15,Overall,750,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,757.5,772.5,1,15,Overall,765,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,772.5,787.5,1,15,Overall,780,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,787.5,802.5,1,15,Overall,795,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,802.5,817.5,1,15,Overall,810,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,817.5,832.5,1,15,Overall,825,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,832.5,847.5,1,15,Overall,840,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,847.5,862.5,1,15,Overall,855,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,862.5,877.5,1,15,Overall,870,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,877.5,892.5,1,15,Overall,885,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,892.5,907.5,1,15,Overall,900,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,907.5,922.5,1,15,Overall,915,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,922.5,937.5,1,15,Overall,930,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,937.5,952.5,1,15,Overall,945,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,952.5,967.5,1,15,Overall,960,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFF,967.5,982.5,1,15,Overall,975,141,778,pre_sleep,0,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFE,982.5,997.5,1,15,Overall,990,141,778,pre_sleep,0.0029991431019710446,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFFFE,997.5,1012.5,1,15,Overall,1005,141,778,pre_sleep,0.0038560411311056243,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,1012.5,1027.5,1,15,Overall,1020,141,778,pre_sleep,0.009940017137961369,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,1027.5,1042.5,1,15,Overall,1035,141,778,pre_sleep,0.011225364181662556,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFEFC,1042.5,1057.5,1,15,Overall,1050,141,778,pre_sleep,0.013281919451584679,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FFFDFB,1057.5,1072.5,1,15,Overall,1065,141,778,pre_sleep,0.016795201371036534,Pre-sleep,2,1.58,2.42
near_eye,Near-eye (primary),#E69F00,#FEFCF6,1072.5,1087.5,1,15,Overall,1080,141,778,pre_sleep,0.03461868037703437,Pre-sleep,2,1.58,2.42
