"page","href","accessible_label","kind","target_path","fragment","label_required","forbidden","resolved"
"companion","../../../notebooks/hypotheses/H02.html","H02 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H02/H02_analysis_preparation.html","H02 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H03.html","H03 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H03.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H03/H03_analysis_preparation.html","H03 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H03/H03_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H04.html","H04 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H04.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H04/H04_analysis_preparation.html","H04 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H04/H04_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H05.html","H05 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H05.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H05/H05_analysis_preparation.html","H05 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H05/H05_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H06.html","H06 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H06/H06_analysis_preparation.html","H06 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06/H06_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H06_daily.html","H06 complementary daily results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H06_daily.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","H06 complementary daily preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H06_daily/H06_daily_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H07.html","H07 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H07.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H07/H07_analysis_preparation.html","H07 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H07/H07_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H08.html","H08 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H08.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H08/H08_analysis_preparation.html","H08 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H08/H08_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H09.html","H09 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H09.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H09/H09_analysis_preparation.html","H09 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H09/H09_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H10.html","H10 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H10.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H10/H10_analysis_preparation.html","H10 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H10/H10_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H11.html","H11 results","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H11.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H11/H11_analysis_preparation.html","H11 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H11/H11_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/sensitivity_battery.html","Sensitivity checks","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/sensitivity_battery.html","",TRUE,FALSE,TRUE
"companion","#about-this-analysis-record","About this analysis record","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","about-this-analysis-record",TRUE,FALSE,TRUE
"companion","#analysis-map","Analysis map","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","analysis-map",TRUE,FALSE,TRUE
"companion","#render-boundary","Render boundary","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","render-boundary",TRUE,FALSE,TRUE
"companion","#data-entering-the-analysis","1. Data entering the analysis","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","data-entering-the-analysis",TRUE,FALSE,TRUE
"companion","#verifying-the-source-files","Verifying the source files","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","verifying-the-source-files",TRUE,FALSE,TRUE
"companion","#what-the-source-data-already-contain","What the source data already contain","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","what-the-source-data-already-contain",TRUE,FALSE,TRUE
"companion","#fitted-samples-and-model-frames","2. Fitted samples and model frames","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","fitted-samples-and-model-frames",TRUE,FALSE,TRUE
"companion","#code-and-purpose","Code and purpose","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","code-and-purpose",TRUE,FALSE,TRUE
"companion","#primary-fitted-samples-by-site","Primary fitted samples by site","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","primary-fitted-samples-by-site",TRUE,FALSE,TRUE
"companion","#why-the-response-was-transformed","Why the response was transformed","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","why-the-response-was-transformed",TRUE,FALSE,TRUE
"companion","#clock-support-and-participant-day-completeness","Clock support and participant-day completeness","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","clock-support-and-participant-day-completeness",TRUE,FALSE,TRUE
"companion","#response-transformation-and-nonlinear-model-construction","3. Response transformation and nonlinear model construction","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","response-transformation-and-nonlinear-model-construction",TRUE,FALSE,TRUE
"companion","#exact-selected-formula","Exact selected formula","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","exact-selected-formula",TRUE,FALSE,TRUE
"companion","#model-settings","Model settings","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","model-settings",TRUE,FALSE,TRUE
"companion","#how-the-selected-model-was-applied","How the selected model was applied","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","how-the-selected-model-was-applied",TRUE,FALSE,TRUE
"companion","#ordering-and-residual-dependence","4. Ordering and residual dependence","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","ordering-and-residual-dependence",TRUE,FALSE,TRUE
"companion","#why-local-time-and-true-time-are-both-needed","Why local time and true time are both needed","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","why-local-time-and-true-time-are-both-needed",TRUE,FALSE,TRUE
"companion","#what-the-ar-step-contributed","What the AR step contributed","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","what-the-ar-step-contributed",TRUE,FALSE,TRUE
"companion","#from-fitted-models-to-reported-quantities","5. From fitted models to reported quantities","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","from-fitted-models-to-reported-quantities",TRUE,FALSE,TRUE
"companion","#site-curves-and-pointwise-intervals","Site curves and pointwise intervals","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","site-curves-and-pointwise-intervals",TRUE,FALSE,TRUE
"companion","#fitted-curve-variation","Fitted-curve variation","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","fitted-curve-variation",TRUE,FALSE,TRUE
"companion","#shapley-allocation-of-fitted-model-relevance","Shapley allocation of fitted-model relevance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","shapley-allocation-of-fitted-model-relevance",TRUE,FALSE,TRUE
"companion","#model-checks-and-influence-assessment","6. Model checks and influence assessment","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","model-checks-and-influence-assessment",TRUE,FALSE,TRUE
"companion","#sensitivity-analyses-and-limitations","7. Sensitivity analyses and limitations","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","sensitivity-analyses-and-limitations",TRUE,FALSE,TRUE
"companion","#technical-provenance-and-reproduction","Technical provenance and reproduction","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","technical-provenance-and-reproduction",TRUE,FALSE,TRUE
"companion","#code-modules","Code modules","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","code-modules",TRUE,FALSE,TRUE
"companion","#executable-entry-points","Executable entry points","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","executable-entry-points",TRUE,FALSE,TRUE
"companion","#commands","Commands","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","commands",TRUE,FALSE,TRUE
"companion","#output-manifests-and-file-identities","Output manifests and file identities","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","output-manifests-and-file-identities",TRUE,FALSE,TRUE
"companion","#how-to-examine-or-reproduce-h02","How to examine or reproduce H02","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","how-to-examine-or-reproduce-h02",TRUE,FALSE,TRUE
"companion","#environment","Environment","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","environment",TRUE,FALSE,TRUE
"companion","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/edit/main/audit/hypotheses/H02/H02_analysis_preparation.qmd","Edit this page","external","","",TRUE,FALSE,TRUE
"companion","https://github.com/tscnlab/ZaunerEtAl_bioRxiv_2026/issues","Report an issue","external","","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H01.html","Hypothesis analyses","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H01.html","",TRUE,FALSE,TRUE
"companion","../../../audit/hypotheses/H02/H02_analysis_preparation.html","H02 preparation and provenance","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","",TRUE,FALSE,TRUE
"companion","javascript:void(0)","Show All Code","dynamic","","",TRUE,FALSE,TRUE
"companion","javascript:void(0)","Hide All Code","dynamic","","",TRUE,FALSE,TRUE
"companion","javascript:void(0)","View Source","dynamic","","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H02.html","H02 results report","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html","",TRUE,FALSE,TRUE
"companion","../../../notebooks/hypotheses/H02.html#h02-preregistration-deviations","H02 preregistration deviations","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/notebooks/hypotheses/H02.html","h02-preregistration-deviations",TRUE,FALSE,TRUE
"companion","#cb1-1","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-1",FALSE,FALSE,TRUE
"companion","#cb1-2","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-2",FALSE,FALSE,TRUE
"companion","#cb1-3","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-3",FALSE,FALSE,TRUE
"companion","#cb1-4","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-4",FALSE,FALSE,TRUE
"companion","#cb1-5","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-5",FALSE,FALSE,TRUE
"companion","#cb1-6","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-6",FALSE,FALSE,TRUE
"companion","#cb1-7","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-7",FALSE,FALSE,TRUE
"companion","#cb1-8","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-8",FALSE,FALSE,TRUE
"companion","#cb1-9","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-9",FALSE,FALSE,TRUE
"companion","#cb1-10","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-10",FALSE,FALSE,TRUE
"companion","#cb1-11","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-11",FALSE,FALSE,TRUE
"companion","#cb1-12","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-12",FALSE,FALSE,TRUE
"companion","#cb1-13","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-13",FALSE,FALSE,TRUE
"companion","#cb1-14","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-14",FALSE,FALSE,TRUE
"companion","#cb1-15","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-15",FALSE,FALSE,TRUE
"companion","#cb1-16","","internal","/Users/zauner/Documents/Arbeit/12-TUM/MeLiDos/WP2.2.5_Data_Analysis/ZaunerEtAl_bioRxiv_2026/_build/nathealth/audit/hypotheses/H02/H02_analysis_preparation.html","cb1-16",FALSE,FALSE,TRUE
