"path","sha256","bytes","mode","mtime_utc"
"artifacts/08_diagnostics/H02/influence_scores.csv","bc8ae6ebdab677269cdeddabe7cb1fc1d3956cea3f5606cb3955265acbf13d25",151414,"0644","2026-07-31 15:41:03.249262 UTC"
"artifacts/08_diagnostics/H02/main__chest__all_available__checkpoint.rds","0975b9843e744bcd0ed743a4aa5d9ca2eb563b6f00901c0aef25ad36d8fb8c68",40620,"0644","2026-07-31 14:59:15.576629 UTC"
"artifacts/08_diagnostics/H02/main__chest__all_available__dominance_bootstrap.rds","333ccd59a59b4e2d6e5b66d5c69fb249b401d779ec882387b22762c5b7ecd5c2",236104,"0644","2026-07-31 18:15:17.101410 UTC"
"artifacts/08_diagnostics/H02/main__chest__all_available__variation_bootstrap.rds","026755c0516ca07a4b4da0ed5385f15c57e0414317a7ce1e6edf063c1a2e50c8",81976,"0644","2026-07-31 15:03:13.866085 UTC"
"artifacts/08_diagnostics/H02/main__chest__paired_common_sample__checkpoint.rds","78bd1a7e146d89f72c34d7914a48e2ee7fa1efb1c9fb652f376d06233597cedc",39340,"0644","2026-07-31 15:33:47.252205 UTC"
"artifacts/08_diagnostics/H02/main__chest__paired_common_sample__variation_bootstrap.rds","e9f0a55a226a6c4a9209646b84e004466652b3d97c3277275608cddfb6b76ac5",82164,"0644","2026-07-31 15:34:35.914164 UTC"
"artifacts/08_diagnostics/H02/main__glasses__all_available__checkpoint.rds","b5b707fbe96b97029c7e9e8d571e6ef121659b96f8fd1a69f9610f79bee1d950",55540,"0644","2026-07-31 14:51:49.816858 UTC"
"artifacts/08_diagnostics/H02/main__glasses__all_available__cyclic_ordered_sensitivity__variation_bootstrap.rds","48a8f51ac8012250bd0ff8539fad45faf91b048d0289a75ea732ee5782dd1c67",83824,"0644","2026-07-31 15:43:05.606750 UTC"
"artifacts/08_diagnostics/H02/main__glasses__all_available__dominance_bootstrap.rds","50476c43a811ff6aaac8f18989a7a7a3222ee4987a4f9444a142d6860472c320",237600,"0644","2026-07-31 18:13:29.582672 UTC"
"artifacts/08_diagnostics/H02/main__glasses__all_available__variation_bootstrap.rds","dd62a077f5e3c0f1968d19db76b64de661fd8bc9eb15ad69e816a00c1ba8afd5",83968,"0644","2026-07-31 14:53:05.533252 UTC"
"artifacts/08_diagnostics/H02/main__glasses__paired_common_sample__checkpoint.rds","66459f4d6692957c291b9ebc25b5abec7b000a836797084507ff35ce5858cb2f",39432,"0644","2026-07-31 15:36:01.355899 UTC"
"artifacts/08_diagnostics/H02/main__glasses__paired_common_sample__variation_bootstrap.rds","8ff78fdd30e48407ea946c054110c8aff4735b05861341474df042d4066d3fb5",81804,"0644","2026-07-31 15:36:52.561490 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__chest__all_available__checkpoint.rds","688a0de7d29fe2f0c195b8ab711a66569f70edf5c27a7b904b54f3dfd9cbd418",40128,"0644","2026-07-31 15:31:25.126224 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__chest__all_available__variation_bootstrap.rds","1a78ffbb9e23501045302e44027f7284e64ffbb1bddee1d06f4103835e5ff0d7",81856,"0644","2026-07-31 15:32:53.689450 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__chest__paired_common_sample__checkpoint.rds","2a4576f93773f47b9505495dd9f86e0a88fe9cf2cbbaf9d132533680ac589ab3",39360,"0644","2026-07-31 15:37:46.347533 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__chest__paired_common_sample__variation_bootstrap.rds","29997a9cdb46c4ed7a640d265f26c325f6eaae3cfff8e3eb2333e9c752552385",82176,"0644","2026-07-31 15:38:36.128565 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__glasses__all_available__checkpoint.rds","cfb9fe7c026ac852b68f150e1a212602655f6db4e9ebc7978f95cf5ff08dcce5",44072,"0644","2026-07-31 14:55:02.424941 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__glasses__all_available__cyclic_ordered_sensitivity__variation_bootstrap.rds","b15ddeb2c0eb7516e5390325f4c74c49c50196563594cc8b083f941554c23cf2",83748,"0644","2026-07-31 15:44:54.750740 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__glasses__all_available__variation_bootstrap.rds","50db1296e3b78fce476c17cd37f5ef0602413d280469d43bf639e3f83f2b331d",84128,"0644","2026-07-31 14:56:16.114564 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__glasses__paired_common_sample__checkpoint.rds","13c2f6e6a481094eb361beb38d0c932f21b50535818490ce1b5c6e5a8e71edb2",38848,"0644","2026-07-31 15:40:01.699598 UTC"
"artifacts/08_diagnostics/H02/manuscript_prepared_data__glasses__paired_common_sample__variation_bootstrap.rds","3e91dd3496981e02f8af47de8f4f548646bf44d7182a1f593f2986820ab20137",83704,"0644","2026-07-31 15:40:53.947724 UTC"
"artifacts/08_diagnostics/H02/midnight_continuity.csv","70435ee810c55d3eed40cca87f6c1368dc7fd90c10cb75f9a8006361cd934344",73861,"0644","2026-07-31 17:00:07.405948 UTC"
"artifacts/08_diagnostics/H02/pilots/dominance_pilot_50rep/main__chest__all_available__dominance_bootstrap.rds","62c123ce7521530fc0fe1e1a8d8114a34470b48e0b4807907f4092c75db2a889",6524,"0644","2026-07-31 15:51:34.032718 UTC"
"artifacts/08_diagnostics/H02/pilots/dominance_pilot_50rep/main__glasses__all_available__dominance_bootstrap.rds","25b97559c9c18ce3a5b118219db987435568efc5d1230ee18f994ca012454571",6572,"0644","2026-07-31 15:49:47.799713 UTC"
"artifacts/08_diagnostics/H02/residual_acf.csv","44c7283b79c4cd697e8064420379e2a91d4465cfa888e41e4717e5ba060a4052",8803,"0644","2026-07-31 15:41:03.236247 UTC"
"artifacts/08_diagnostics/H02/residual_summary.csv","878d1238ccdd5cb5b6bc4e2feb24ecbfd568aa1e9c9f4f0ee87dbaa5fe7a44b3",2195,"0644","2026-07-31 15:41:03.238398 UTC"
"artifacts/08_diagnostics/H02/sz_constraint_identifiability.csv","13b470dcd719a5a90cd169c8b480210168cfdcfbc2bac60b878ae7344b9a0474",647,"0644","2026-07-31 17:00:07.412067 UTC"
"artifacts/09_tables/H02/dominance_comparison_summary.csv","7240b7ab29818b085375a10c02bf53e49ad71203d6e2feb2385c590ca27e36fe",6003,"0644","2026-07-31 18:15:17.177707 UTC"
"artifacts/09_tables/H02/dominance_conditional_summary.csv","40d31faac5c45c33e042dc43120618c6aad85b86a769c3856018435f6ec8eb89",1784,"0644","2026-07-31 18:15:17.174769 UTC"
"artifacts/09_tables/H02/dominance_execution_summary.csv","974dc24dc43b9311b126ec18a4e4d41ff2b4fdb213dff169770f0f6a04e7ebf7",851,"0644","2026-07-31 18:15:17.167084 UTC"
"artifacts/09_tables/H02/dominance_marginal_contributions.csv","80b7b48386150ee9a27f11eb8599e0688d8398461505ba60bf2a6f34358ebc58",6148,"0644","2026-07-31 18:15:17.172981 UTC"
"artifacts/09_tables/H02/dominance_run_inputs.csv","e5d5dce461e31141467041b0fdc65fa8e8eec44426c5af07bfe1bbf5da62d471",2777,"0644","2026-07-31 18:15:17.169161 UTC"
"artifacts/09_tables/H02/dominance_subset_models.csv","3a664fd15c835df8ccd0cfd90e9e8c63bbae63bc023c9c51b5b3b1e2d5a5ee24",10677,"0644","2026-07-31 18:15:17.171082 UTC"
"artifacts/09_tables/H02/dominance_summary.csv","c50589ee53541845cee1a104ae4aabb0bb45296a94e3ab7547fd1142ded4e84f",9051,"0644","2026-07-31 18:15:17.176323 UTC"
"artifacts/09_tables/H02/dominance_verified_inputs.csv","9681a5cc69773f32a1fc202bb01bc0cc7f5ade22927ae4513d71b8eaca9fc652",1191,"0644","2026-07-31 18:15:17.181052 UTC"
"artifacts/09_tables/H02/figure4_civil_night_context.csv","625bc449c5e383d05475289e5f179c2163265e8380804163d537c0566247667f",1890,"0644","2026-08-01 08:38:34.012919 UTC"
"artifacts/09_tables/H02/figure4_pointwise_conditional_windows.csv","ada1406a99af8edacbc9662c7a4616811bada78cb2a4cc5e61e6d9853e5cfa7b",4723,"0644","2026-08-01 08:38:34.009709 UTC"
"artifacts/09_tables/H02/formula_sensitivity_comparison.csv","fbd0f6525469b946f834e4266032e24c9908e113e026a0cdc9bdcc8f153ab71b",7434,"0644","2026-07-31 15:44:54.839942 UTC"
"artifacts/09_tables/H02/formula_sensitivity_model_fit_summary.csv","006b37876344553e491708393a139f77256a50890e8e151823d634b78696a73d",791,"0644","2026-07-31 15:44:54.834422 UTC"
"artifacts/09_tables/H02/formula_sensitivity_variation_summary.csv","e7b33dcb265459556c3b347f6571cc522831f48dbd6ae1cebecb15992e87e679",6431,"0644","2026-07-31 15:44:54.837159 UTC"
"artifacts/09_tables/H02/global_time_basis_model_comparison.csv","a53fdc6fa7fe6e4374d4cb49e6e45a2638964be0739598b8097326d3fba51824",1842,"0644","2026-08-01 06:52:14.450860 UTC"
"artifacts/09_tables/H02/manuscript_prepared_stability.csv","24cabdfb3b65e645ed400fe2f66c7dc7159f47e0b2946536a94a15283ba5929c",2739,"0644","2026-07-31 15:41:03.261869 UTC"
"artifacts/09_tables/H02/model_fit_summary.csv","61fbdbc3b17baa907b554c2f982957a8357bd96dbc12af84304e754aeaccd59c",2464,"0644","2026-07-31 15:41:03.228974 UTC"
"artifacts/09_tables/H02/model_structure_comparisons.csv","dbfd71990792dc965ab3854d5867c18fa8bed54832ca6c3af91f49fda0543549",1259,"0644","2026-07-31 15:41:03.231717 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_comparison_summary.csv","234d76bd48f66da3f0198bd501bbd889587f11bde1cbd1b7553876ea8c684bb6",6186,"0644","2026-07-31 15:51:34.146794 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_conditional_summary.csv","40d31faac5c45c33e042dc43120618c6aad85b86a769c3856018435f6ec8eb89",1784,"0644","2026-07-31 15:51:34.138434 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_execution_summary.csv","10b8dc2717badd37027b697b425d526b08f76835efe6021853d8dec022898fbd",946,"0644","2026-07-31 15:51:34.123581 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_marginal_contributions.csv","80b7b48386150ee9a27f11eb8599e0688d8398461505ba60bf2a6f34358ebc58",6148,"0644","2026-07-31 15:51:34.135937 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_run_inputs.csv","ba1e414baea0c576d8f2c9b68762f4f7c32d759e81ba4b0aefeb8040c04704b6",2843,"0644","2026-07-31 15:51:34.129291 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_subset_models.csv","3a664fd15c835df8ccd0cfd90e9e8c63bbae63bc023c9c51b5b3b1e2d5a5ee24",10677,"0644","2026-07-31 15:51:34.133268 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_summary.csv","a7b3ed1ed514daf25fdaef01991a0447dc178afab12e8cab90a1119b061ede78",9211,"0644","2026-07-31 15:51:34.142007 UTC"
"artifacts/09_tables/H02/pilots/dominance_pilot_50rep/dominance_verified_inputs.csv","9681a5cc69773f32a1fc202bb01bc0cc7f5ade22927ae4513d71b8eaca9fc652",1191,"0644","2026-07-31 15:51:34.154091 UTC"
"artifacts/09_tables/H02/simultaneous_site_windows.csv","b08ae081d6ac92b8d4ec3168fd46986ea11e774fd042376621b2e780c3a7d2b7",18793,"0644","2026-07-31 15:41:03.269694 UTC"
"artifacts/09_tables/H02/submitted_implementation_comparison.csv","be12345117a42af5873d8218d1e903535c56112c122a59f494ea747dd1835879",3938,"0644","2026-07-31 15:41:03.264054 UTC"
"artifacts/09_tables/H02/submitted_site_claim_comparison.csv","f7f21c1f819506c1601f31986c6c55a24f6da93486e415779c857880a2d1b918",3341,"0644","2026-07-31 15:41:03.265709 UTC"
"artifacts/09_tables/H02/uncertainty_band_methods.csv","82beb7eed885fff7913787455ff8a9ff6cdf0bd00fad2c82f22da0144e55ddf8",1153,"0644","2026-08-01 08:38:34.002936 UTC"
"artifacts/09_tables/H02/uncertainty_band_robustness.csv","eae2dcec87c0133b52e158a5f197600483fbc6a6b721041503d5530434b994ad",5779,"0644","2026-08-01 08:38:34.007982 UTC"
"artifacts/09_tables/H02/uncertainty_band_windows.csv","3690371c77e73219882a8e82f951f37a3344bde641443a394cb699f9f05ce187",5859,"0644","2026-08-01 08:38:34.005453 UTC"
"artifacts/09_tables/H02/variation_summary.csv","a07296c2e64e15a0217b9efc21b83acd578574f5b456a79eb2401382b0b4d3b0",22180,"0644","2026-07-31 15:41:03.259769 UTC"
"artifacts/10_figures/H02/figure4_exact_layout_replication_chest.pdf","80b4553e3751d2b302ca9187bcba480de1c5261a34c492437dd4c69fd28de53d",108493,"0644","2026-08-01 08:38:33.997279 UTC"
"artifacts/10_figures/H02/figure4_exact_layout_replication_chest.png","a82659874f9246b27e8cc25733b7a8236bbf8327d67f6378f868cc8f9c2f2cb1",2189439,"0644","2026-08-01 08:38:32.870057 UTC"
"artifacts/10_figures/H02/figure4_exact_layout_replication.pdf","daccad7889e79d11980e0543f154421d3d238c0b2c3e34ddae42de3b31106ba4",123404,"0644","2026-08-01 08:38:31.482891 UTC"
"artifacts/10_figures/H02/figure4_exact_layout_replication.png","2d31f38a169659b37a16c44b9845605186709e4dc7734a8f97342408711f9ac2",2389678,"0644","2026-08-01 08:38:30.131604 UTC"
"artifacts/10_figures/H02/model_diagnostics_chest.pdf","00080f8e88aad311a18072e6de32cea24a394cf64b6666ef22feb20cfcec4f95",5468873,"0644","2026-07-31 21:55:00.735272 UTC"
"artifacts/10_figures/H02/model_diagnostics_chest.png","10e8d1b1fce74474987b5f8b699260c85a4dba28126da2164fb9442e409424e8",936716,"0644","2026-07-31 21:54:59.170603 UTC"
"artifacts/10_figures/H02/model_diagnostics_near_eye.pdf","d6eb276009abb6096c9d8a940c3103465f963b341a6d711960ab382e849e79bc",4981142,"0644","2026-07-31 21:54:47.966894 UTC"
"artifacts/10_figures/H02/model_diagnostics_near_eye.png","63feccccbde19e1804fe1405260e0a2015344837549046015e16374e8d5df05c",920581,"0644","2026-07-31 21:54:46.437678 UTC"
"artifacts/10_figures/H02/primary_residual_acf.png","2398056695dcab79580a1262a74253ed6bb7e133c98418c3b8b123224efa234d",108708,"0644","2026-07-31 15:41:04.002730 UTC"
"artifacts/10_figures/H02/primary_site_curves.png","d5356ee523ce10009fe995ea4d95ea3aba50f0a75ce4adbdbaec906e2d93534b",412690,"0644","2026-07-31 15:41:03.828859 UTC"
"artifacts/11_source_data/H02/figure4_exact_layout_source_chest.rds","f577321a48a04bf23d577abadcd4c57c264afe82ec889f6cebe5b6c5d20d5294",162592,"0644","2026-08-01 08:38:34.110270 UTC"
"artifacts/11_source_data/H02/figure4_exact_layout_source.rds","63ea7588e5a19f5df64710e54d647b18cc74bc7c87dc7e8829bf65b7dfea825b",212976,"0644","2026-08-01 08:38:34.077807 UTC"
"artifacts/11_source_data/H02/formula_sensitivity_site_curve_predictions.csv","53828839099c38ae3dbb755e837d179b121e8006e3a7e26540f18f6d41d49fc0",312088,"0644","2026-07-31 15:44:54.855391 UTC"
"artifacts/11_source_data/H02/main__chest__all_available__dominance_predictions.rds","82c0c1f1c0d4a4c4e04283b8b372569d9ad5fdb7a8459a562c158549d087f4e7",1526792,"0644","2026-07-31 18:15:17.074826 UTC"
"artifacts/11_source_data/H02/main__chest__all_available__fitted_contributions.rds","9891f3eff7aea66ae755bff15efdf09881c152061ab07e221bba6cb67408ed83",69080,"0644","2026-07-31 15:03:13.856405 UTC"
"artifacts/11_source_data/H02/main__chest__paired_common_sample__fitted_contributions.rds","f8cbf66533f958ec28515af31f6c444622ce6a5cd724c63fec7c504965cd8d0b",51988,"0644","2026-07-31 15:34:35.904583 UTC"
"artifacts/11_source_data/H02/main__glasses__all_available__cyclic_ordered_sensitivity__fitted_contributions.rds","bb3ff7b72fafa0f20efbfc82e32a72c8e28187d6c48f1337d75174175e77fb80",66672,"0644","2026-07-31 15:43:05.594021 UTC"
"artifacts/11_source_data/H02/main__glasses__all_available__dominance_predictions.rds","e5c9c14cbd3decb628b17761048355bf8ca512156e97b0f5533f24f6ba9358a7",1375256,"0644","2026-07-31 18:13:29.548681 UTC"
"artifacts/11_source_data/H02/main__glasses__all_available__fitted_contributions.rds","cae997d28a5a9e0f65643766647bc93ebc14db852632442a5ff67f3705085154",63556,"0644","2026-07-31 14:53:05.521629 UTC"
"artifacts/11_source_data/H02/main__glasses__paired_common_sample__fitted_contributions.rds","dd8e83bf4eec6fe7fece01df6ed00acab8c9fcc1a5c82e03f3f37e62cfc8603a",52272,"0644","2026-07-31 15:36:52.549371 UTC"
"artifacts/11_source_data/H02/manuscript_prepared_data__chest__all_available__fitted_contributions.rds","ca54f722dd30b0f6e7f325c06c529640ce395b9affcf30477fbcb0aa3d847afd",70684,"0644","2026-07-31 15:32:53.679388 UTC"
"artifacts/11_source_data/H02/manuscript_prepared_data__chest__paired_common_sample__fitted_contributions.rds","30247d4791e0a4cd80890731cf9515e1dc93cd3847522e9ee01e17a0a8c65813",51328,"0644","2026-07-31 15:38:36.118069 UTC"
"artifacts/11_source_data/H02/manuscript_prepared_data__glasses__all_available__cyclic_ordered_sensitivity__fitted_contributions.rds","6780561910bf63ccf73058d0111b3f957a75bfa6668248ca309080dd9070b651",65436,"0644","2026-07-31 15:44:54.737880 UTC"
"artifacts/11_source_data/H02/manuscript_prepared_data__glasses__all_available__fitted_contributions.rds","1f95a8472beffe9b8f5554ba92937734c2cb725abc6fb0fb37d1b7145e976a65",66800,"0644","2026-07-31 14:56:16.103750 UTC"
"artifacts/11_source_data/H02/manuscript_prepared_data__glasses__paired_common_sample__fitted_contributions.rds","bba05428b5ecb2166a6812a427c4165e35806e25a84c213721f3da833a344c1f",52240,"0644","2026-07-31 15:40:53.936634 UTC"
"artifacts/11_source_data/H02/model_diagnostics_chest_source.rds","1e6931eaf3f93663e5d7abe503caf5646727a34177584aedbb37d8f57b0561f5",1127692,"0644","2026-07-31 21:55:00.929785 UTC"
"artifacts/11_source_data/H02/model_diagnostics_near_eye_source.rds","935feb5d57589205d78adc7ddb46e6cae57a8de7f1b3bd98981c155277928286",1017068,"0644","2026-07-31 21:54:48.142696 UTC"
