run_id,data_scenario,placement,sample_scenario,analytical_role,metric_order,metric_id,manuscript_name,abbreviation,manuscript_category,analysis_unit,response_family,response_transform,effect_scale,display_unit,predictor,estimand,term,estimate_model,standard_error,conf_low_model,conf_high_model,interval_distribution,estimate_status,estimate_practical,conf_low_practical,conf_high_practical,practical_effect_type,practical_unit,estimate_model_per_year,conf_low_model_per_year,conf_high_model_per_year,estimate_minutes,conf_low_minutes,conf_high_minutes,estimate_practical_per_year,conf_low_practical_per_year,conf_high_practical_per_year,response_model_scale_sd,standardized_estimate,standardized_conf_low,standardized_conf_high,observations,participants,participant_days,contributing_participant_days,metric_support_valid_hours,metric_support_expected_hours,sites,female_participants,male_participants,age_min,age_max,comparison_id,family_id,p_raw,p_adjusted,p_raw_display,p_adjusted_display,raw_significant,adjusted_significant,comparison_method,final_assessment,interpreted_assessment,placement_label,predictor_label,effect_95_ci_display,significance_rule
primary__chest__all_available,primary,chest,all_available,complementary_chest,14,first_timing_above_250,First light timing above 250 lx melEDI,FLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,per 10-year increase,age_decade,-15.411610622996491,7.067519111844664,-29.26369354226054,-1.559527703732444,normal,ESTIMABLE,-15.411610622996491,-29.26369354226054,-1.559527703732444,difference,min,-1.5411610622996492,-2.926369354226054,-0.1559527703732444,-15.411610622996491,-29.26369354226054,-1.559527703732444,-1.5411610622996492,-2.926369354226054,-0.1559527703732444,146.7146120073644,-0.10504482418031341,-0.19945997976528498,-0.010629668595341838,802,154,802,802,18634.65,19247,8,86,68,18,68,AGE-MAIN,primary__H10-C1-age-main,0.0258469545488076,0.06277117533281845,0.026,0.063,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",-15.4 min (-29.3–-1.6),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,15,last_timing_above_250,Last light timing above 250 lx melEDI,LLIT250,timing-based,participant_day,gaussian,clock_minutes,difference,clock time,age,per 10-year increase,age_decade,8.1032434264451,7.112116285329008,-5.836248346660545,22.042735199550748,normal,ESTIMABLE,8.1032434264451,-5.836248346660545,22.042735199550748,difference,min,0.81032434264451,-0.5836248346660545,2.2042735199550747,8.1032434264451,-5.836248346660545,22.042735199550748,0.81032434264451,-0.5836248346660545,2.2042735199550747,143.1087758665458,0.05662296653282586,-0.04078190391414612,0.15402783697979786,787,154,787,787,18358.116666666665,18887,8,86,68,18,68,AGE-MAIN,primary__H10-C1-age-main,0.24020798044846353,0.3402946389686567,0.240,0.340,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",8.1 min (-5.8–22.0),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,melEDI dose,Dose,exposure-history-based,participant_day,gaussian,log10_offset_0.1,ratio,lx·h,age,per 10-year increase,age_decade,0.14471706576305057,0.03115891529317438,0.08364671399109451,0.20578741753500662,normal,ESTIMABLE,1.3954589510412823,1.2124021950671235,1.6061548650804158,ratio,ratio,0.014471706576305057,0.008364671399109451,0.020578741753500662,,,,1.0338837433140171,1.01944704511881,1.0485248839623929,0.6617463497062652,0.21868963210342954,0.12640298511389367,0.31097627909296544,851,154,851,851,19814.9,20424,8,86,68,18,68,AGE-MAIN,primary__H10-C1-age-main,3.917246620472409e-6,3.329659627401548e-5,<0.001,<0.001,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Age, per 10 years",1.40× (1.21–1.61),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,Melanopic daylight efficacy ratio,MDER,spectrum-based,participant_day,gaussian,identity,difference,dimensionless,age,per 10-year increase,age_decade,0.00948463553736504,0.01899993442972023,-0.027754551653509173,0.04672382272823925,normal,ESTIMABLE,0.00948463553736504,-0.027754551653509173,0.04672382272823925,difference,dimensionless,9.48463553736504e-4,-0.0027754551653509174,0.004672382272823925,,,,9.48463553736504e-4,-0.0027754551653509174,0.004672382272823925,0.16046341876960932,0.05910777428332697,-0.17296497772715844,0.29118052629381236,732,152,732,732,11145.3,17568,8,84,68,18,68,AGE-MAIN,primary__H10-C1-age-main,0.6045050993933313,0.6974651723634314,0.605,0.697,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: RESIDUAL_QQ_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable with specified limitations.,Chest (complementary),"Age, per 10 years",0.009 (-0.028–0.047),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,1,interdaily_stability,Interdaily stability,IS,dynamics-based,participant,gaussian,logit,odds_ratio,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.04306933901171365,0.06978804050196886,-0.09487196173764262,0.1810106397610699,t(144),ESTIMABLE,1.0440102829821638,0.9094893764529511,1.1984279302122032,odds ratio,odds ratio,,,,,,,,,,0.41698878782657295,0.10328656373759942,-0.22751681701595342,0.43408994449115224,153,153,,900,20845.366666666665,21600,8,85,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.5381137007089877,0.6487060965596603,0.538,0.649,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",OR 1.04 (0.91–1.20),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,2,intradaily_variability,Intradaily variability,IV,dynamics-based,participant,gaussian,identity,difference,dimensionless,biological_sex,Female minus Male,biological_sexFemale,0.055898734561988905,0.06454438458393956,-0.07167808664599642,0.18347555576997424,t(144),ESTIMABLE,0.055898734561988905,-0.07167808664599642,0.18347555576997424,difference,dimensionless,,,,,,,,,,0.39933427787330206,0.13997980553956868,-0.1794939493492165,0.45945356042835384,153,153,,900,20845.366666666665,21600,8,85,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.3879028059773011,0.5495289751345099,0.388,0.550,FALSE,FALSE,nested partial F test,acceptable,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: NOT_APPLICABLE_PARTICIPANT_LEVEL; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable. Overall: acceptable.,Chest (complementary),"Measured biological sex, Female minus Male",0.056 (-0.072–0.183),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,Mean melEDI,Mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.12969709805777094,0.047709470720644485,-0.22320594239170233,-0.03618825372383956,normal,ESTIMABLE,0.7418274540321611,0.5981278956234996,0.9200506707385497,ratio,ratio,,,,,,,,,,0.44277498066411886,-0.292918759463866,-0.5041069440213524,-0.08173057490637964,902,154,902,902,20891.75,21648,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.0056704247194507,0.04819861011533095,0.006,0.048,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.74× (0.60–0.92),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,4,m10_mean_medi,Brightest 10 h mean,M10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.1532939897187218,0.06959378429969498,-0.28969530049397296,-0.0168926789434706,normal,ESTIMABLE,0.7025965457307448,0.5132213320184688,0.9618499373970106,ratio,ratio,,,,,,,,,,0.6917138140216488,-0.22161475831668748,-0.4188080310405746,-0.024421485592800243,902,154,902,902,,,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.024459199010946835,0.13860212772869873,0.024,0.139,TRUE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.70× (0.51–0.96),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,5,l10_mean_medi,Darkest 10 h mean,L10mean,level-based,participant_day,gaussian,log10_offset_0.1,ratio,lx,biological_sex,Female minus Male,biological_sexFemale,-0.11773840516937653,0.03610761686416969,-0.18850803379072018,-0.04696877654803287,normal,ESTIMABLE,0.7625381822930214,0.6478761104302834,0.8974933171537514,ratio,ratio,,,,,,,,,,0.3222744824866958,-0.36533579779850245,-0.5849300643854177,-0.14574153121158714,902,154,902,902,,,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,9.63933577376472e-4,0.016386870815400023,<0.001,0.016,TRUE,TRUE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: RESIDUAL_SPREAD_REVIEW; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.76× (0.65–0.90),BH-adjusted p ≤ 0.05 within the labelled 17-member family
primary__chest__all_available,primary,chest,all_available,complementary_chest,6,duration_above_1000,"Time above 1,000 lx melEDI",TAT1000,duration-based,participant_day,tweedie_log,identity,ratio,h,biological_sex,Female minus Male,biological_sexFemale,-0.1738489356632364,0.1174822316960665,-0.40410987861091663,0.05641200728444387,normal,ESTIMABLE,0.8404238461404134,0.6675707654904866,1.0580335114622554,ratio,ratio,,,,,,,,,,1.4576680752150202,-0.119265104737642,-0.2772303828848735,0.038700173409589526,902,154,902,902,20891.75,21648,8,86,68,18,68,SEX-MAIN,primary__H10-C2-sex-main,0.140157547812842,0.3030469480341897,0.140,0.303,FALSE,FALSE,maximum-likelihood likelihood-ratio test,acceptable with specified limitations,Numerical/convergence check: passed; residual/distribution checks: no threshold flag; temporal check: PASS_DESCRIPTIVE_CHECK; participant deletion: PASS_DESCRIPTIVE_CHECK; leave-one-site-out: acceptable with specified limitations. Overall: acceptable with specified limitations.,Chest (complementary),"Measured biological sex, Female minus Male",0.84× (0.67–1.06),BH-adjusted p ≤ 0.05 within the labelled 17-member family
