run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,omitted_site,observations,participants,sites,refit_error,refit_warnings,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,458,101,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02067284513715017,0.006547323224264631,-0.0335053628518515,-0.007840327422448832,0.0015915557640482215,difference,-0.02067284513715017,-0.0335053628518515,-0.007840327422448832,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,602,119,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013373626209029302,0.004877156348913192,-0.02293267699987002,-0.0038145754181885833,0.006104867588717015,difference,-0.013373626209029302,-0.02293267699987002,-0.0038145754181885833,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,618,115,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01440329305508098,0.005228009987541727,-0.02465000434147846,-0.0041565817686835035,0.005868782805782016,difference,-0.01440329305508098,-0.02465000434147846,-0.0041565817686835035,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,607,120,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01278903540343454,0.004830916728193626,-0.02225745820300612,-0.003320612603862962,0.008112991010392548,difference,-0.01278903540343454,-0.02225745820300612,-0.003320612603862962,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,652,125,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0025529700379200134,0.00743091313751412,-0.017117292159693216,0.012011352083853191,0.731176652071113,difference,-0.0025529700379200134,-0.017117292159693216,0.012011352083853191,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,MPI,557,111,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.009485522368404223,0.005483008808057837,-0.02023202215911347,0.0012609774223050242,0.08363297558755244,difference,-0.009485522368404223,-0.02023202215911347,0.0012609774223050242,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,627,124,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.018662350627408307,0.005062202803446025,-0.028584085804600208,-0.008740615450216408,2.272642038519227e-4,difference,-0.018662350627408307,-0.028584085804600208,-0.008740615450216408,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,636,124,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014513308992698168,0.005320160436386631,-0.02494063183999086,-0.004085986145405477,0.0063722827860447145,difference,-0.014513308992698168,-0.02494063183999086,-0.004085986145405477,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,646,127,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014039529206817407,0.0048081197458070745,-0.02346327074195515,-0.004615787671679665,0.003500735421331183,difference,-0.014039529206817407,-0.02346327074195515,-0.004615787671679665,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,671,131,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01989762168860695,0.005794140257136898,-0.031253927913968915,-0.008541315463244985,5.945382095052203e-4,difference,-0.01989762168860695,-0.031253927913968915,-0.008541315463244985,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,413,91,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00706447900958918,0.005498153751474173,-0.017840662343942344,0.0037117043247639828,0.19883350782892972,difference,-0.00706447900958918,-0.017840662343942344,0.0037117043247639828,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,418,86,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0075660473497809275,0.00590446961149796,-0.01913859513612813,0.004006500436566274,0.20004963736004566,difference,-0.0075660473497809275,-0.01913859513612813,0.004006500436566274,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,396,90,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.006733665967648639,0.005143114570093804,-0.016813985293395693,0.003346653358098416,0.1904468349857594,difference,-0.006733665967648639,-0.016813985293395693,0.003346653358098416,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,452,96,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.003230237635196483,0.007708698066014027,-0.011878532941884573,0.01833900821227754,0.67518834057803,difference,0.003230237635196483,-0.011878532941884573,0.01833900821227754,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,417,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013217465541029812,0.005518398378607902,-0.024033327615445528,-0.0024016034666140985,0.016612962246809557,difference,-0.013217465541029812,-0.024033327615445528,-0.0024016034666140985,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,428,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.007486492848676751,0.0059329865285601,-0.019114932765415864,0.004141947068062361,0.20700556924203925,difference,-0.007486492848676751,-0.019114932765415864,0.004141947068062361,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,441,97,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00825559323179808,0.005156041682087841,-0.018361249231477562,0.0018500627678814056,0.10934382496598517,difference,-0.00825559323179808,-0.018361249231477562,0.0018500627678814056,wald_normal,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,458,101,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013907850932943226,0.006406325969325222,-0.026464019106044307,-0.001351682759842144,0.029934508805459812,difference,-0.013907850932943226,-0.026464019106044307,-0.001351682759842144,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,630,132,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03198459503089335,0.011634809811359365,-0.05478840322813096,-0.009180786833655741,0.005976950452698881,difference,-0.03198459503089335,-0.05478840322813096,-0.009180786833655741,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,651,131,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03135582351638365,0.012114085592221827,-0.05509899498277399,-0.007612652049993306,0.009642930930399682,difference,-0.03135582351638365,-0.05509899498277399,-0.007612652049993306,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,630,135,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.030258619409910644,0.011252617947854177,-0.05231334531949383,-0.008203893500327453,0.007166012819009716,difference,-0.030258619409910644,-0.05231334531949383,-0.008203893500327453,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,676,138,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.020729377086632392,0.004322604763642484,-0.029201526742772932,-0.012257227430491853,1.6220853742133958e-6,difference,-0.020729377086632392,-0.029201526742772932,-0.012257227430491853,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,635,136,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03530803014137441,0.01216138053455884,-0.059143897991396195,-0.011472162291352624,0.0036926300903186906,difference,-0.03530803014137441,-0.059143897991396195,-0.011472162291352624,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,644,137,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03155701264546511,0.011659504259101755,-0.05440922107089591,-0.00870480422003431,0.006798667042994797,difference,-0.03155701264546511,-0.05440922107089591,-0.00870480422003431,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,675,142,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03118307575273211,0.010783871290896016,-0.05231907509680375,-0.010047076408660465,0.0038323655718842794,difference,-0.03118307575273211,-0.05231907509680375,-0.010047076408660465,wald_normal,PASS
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,520,113,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.05723912022007854,0.018383175426606006,-0.09326948197770804,-0.02120875846244904,0.001847767645521944,difference,-0.05723912022007854,-0.09326948197770804,-0.02120875846244904,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,404,91,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013560090144373883,0.005910036522337584,-0.025143548875471895,-0.0019766314132758714,0.021766539370125706,difference,-0.013560090144373883,-0.025143548875471895,-0.0019766314132758714,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,408,86,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.016321095381218193,0.005888049929132118,-0.027861461181490757,-0.004780729580945629,0.005572986977486967,difference,-0.016321095381218193,-0.027861461181490757,-0.004780729580945629,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,389,90,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.012570686791613593,0.005321115089182229,-0.022999880724003396,-0.002141492859223791,0.01815626137218421,difference,-0.012570686791613593,-0.022999880724003396,-0.002141492859223791,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,441,96,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0026685723726388617,0.008238343815317573,-0.018815429542919596,0.013478284797641873,0.745997862596791,difference,-0.0026685723726388617,-0.018815429542919596,0.013478284797641873,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,407,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.016475404998236888,0.006092387533673467,-0.028416265144097685,-0.004534544852376091,0.006845652964684453,difference,-0.016475404998236888,-0.028416265144097685,-0.004534544852376091,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,419,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01254856343644559,0.006191640282282252,-0.024683955394946215,-4.1317147794496696e-4,0.04269366315127202,difference,-0.01254856343644559,-0.024683955394946215,-4.1317147794496696e-4,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,430,97,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014265471687031813,0.0052184057294846105,-0.024493358973539114,-0.004037584400524513,0.0062630139641290895,difference,-0.014265471687031813,-0.024493358973539114,-0.004037584400524513,wald_normal,PASS
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,448,101,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02128619623006203,0.006603482866941883,-0.034228784821795415,-0.008343607638328641,0.0012664305630006756,difference,-0.02128619623006203,-0.034228784821795415,-0.008343607638328641,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,590,119,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013335520610453384,0.0049103270357556475,-0.022959584752847772,-0.003711456468058996,0.006611363095628154,difference,-0.013335520610453384,-0.022959584752847772,-0.003711456468058996,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,604,115,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014304104586779328,0.005259124552418899,-0.0246117992997307,-0.003996409873827957,0.006530873157462949,difference,-0.014304104586779328,-0.0246117992997307,-0.003996409873827957,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,596,120,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.012632934535156657,0.004844757107617599,-0.02212848397993159,-0.003137385090381724,0.009119340321039634,difference,-0.012632934535156657,-0.02212848397993159,-0.003137385090381724,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,639,125,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.0026025206722433344,0.007476227730918484,-0.017255657765063166,0.012050616420576499,0.7277604838663108,difference,-0.0026025206722433344,-0.017255657765063166,0.012050616420576499,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,MPI,543,111,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00936170992186118,0.0055240443399163265,-0.020188637877099513,0.0014652180333771525,0.0901284983175338,difference,-0.00936170992186118,-0.020188637877099513,0.0014652180333771525,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,613,124,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.018593696674088386,0.005097752103162991,-0.02858510719840116,-0.008602286149775613,2.6487589074288486e-4,difference,-0.018593696674088386,-0.02858510719840116,-0.008602286149775613,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,622,124,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.014347086380175598,0.005356036913028936,-0.024844725829579396,-0.0038494469307717976,0.007391392377569399,difference,-0.014347086380175598,-0.024844725829579396,-0.0038494469307717976,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,632,127,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01396898971777921,0.004864885978585715,-0.023503991024701104,-0.004433988410857315,0.0040866971877005194,difference,-0.01396898971777921,-0.023503991024701104,-0.004433988410857315,wald_normal,PASS
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,657,131,8,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.019985548336805208,0.005833047126565052,-0.03141811062499755,-0.008552986048612859,6.119495518236885e-4,difference,-0.019985548336805208,-0.03141811062499755,-0.008552986048612859,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,BAUA,404,91,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.007295014722733792,0.005586341321790158,-0.018244042518790377,0.0036540130733227934,0.19159803776186135,difference,-0.007295014722733792,-0.018244042518790377,0.0036540130733227934,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,FUSPCEU,408,86,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.007713600795379339,0.006000013821568036,-0.01947341179239522,0.004046210201636541,0.19858368455033049,difference,-0.007713600795379339,-0.01947341179239522,0.004046210201636541,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,IZTECH,389,90,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.006923626522891447,0.0052166851176968804,-0.01714814147226342,0.003300888426480529,0.18443986766659864,difference,-0.006923626522891447,-0.01714814147226342,0.003300888426480529,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,KNUST,441,96,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0031849463823567033,0.007848376568542492,-0.01219758902909463,0.018567481793808037,0.6848825206563883,difference,0.0031849463823567033,-0.01219758902909463,0.018567481793808037,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,RISE,407,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.013469979628414019,0.00560133272172305,-0.024448390028416908,-0.0024915692284111276,0.01618215112848192,difference,-0.013469979628414019,-0.024448390028416908,-0.0024915692284111276,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,THUAS,419,94,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.007541016316136926,0.006021094273471795,-0.019342144239662004,0.0042601116073881515,0.21041217917239086,difference,-0.007541016316136926,-0.019342144239662004,0.0042601116073881515,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,TUM,430,97,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.008463538870762555,0.005238941746951865,-0.01873167601189156,0.0018045982703664507,0.10620128410600205,difference,-0.008463538870762555,-0.01873167601189156,0.0018045982703664507,wald_normal,PASS
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,UCR,448,101,7,,,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.01438155559569292,0.00649390357584011,-0.027109372723415404,-0.0016537384679704368,0.02678587395073018,difference,-0.01438155559569292,-0.027109372723415404,-0.0016537384679704368,wald_normal,PASS
