ordinal,present,current_sha256,current_bytes,status,path,sha256,bytes,role,producer,r_version
11,TRUE,9463be81373ec3f6b6a973ea6481cfc8a45c5a3c7558ca0c1bf029d0c5a66a03,934,PASS,artifacts/08_diagnostics/H01/stage3/H01_stage3_reporting_provenance.csv,9463be81373ec3f6b6a973ea6481cfc8a45c5a3c7558ca0c1bf029d0c5a66a03,934,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
12,TRUE,24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558,33811,PASS,artifacts/09_tables/H01/H01_exact_samples.csv,24145d978cf42fc4cbad5150e022493e7c33b4dea785b5a3b8137a74b3299558,33811,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
13,TRUE,938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6,200885,PASS,artifacts/09_tables/H01/H01_exact_samples_by_site.csv,938e8eda2c9a05fa32e073fe70e4e94e71b0565463e964f70d6172e063a203c6,200885,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
14,TRUE,1d487c3d6fcfb27418d70572be57b64d2b94a7cfb4018b1472aea41b57987a95,9821,PASS,artifacts/09_tables/H01/H01_exactly_identified_period_sensitivity.csv,1d487c3d6fcfb27418d70572be57b64d2b94a7cfb4018b1472aea41b57987a95,9821,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
15,TRUE,828ba8575822fdd7cf17edcec4ae463447bf7027c12ba837ca6f989c8cc2cefa,12013,PASS,artifacts/09_tables/H01/H01_l10_noon_conversion_model_tests.csv,828ba8575822fdd7cf17edcec4ae463447bf7027c12ba837ca6f989c8cc2cefa,12013,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
16,TRUE,12210b69708bf7402b57d3e156b4fe15f9b316c2a0a95fd2b69d28604841e0dc,2701,PASS,artifacts/09_tables/H01/H01_l10_noon_conversion_samples.csv,12210b69708bf7402b57d3e156b4fe15f9b316c2a0a95fd2b69d28604841e0dc,2701,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
17,TRUE,835c4a55ddb837473b17d5751551f1ed515692040139f3a6bfa02fbd93f29454,7586,PASS,artifacts/09_tables/H01/H01_l10_noon_conversion_term_effects.csv,835c4a55ddb837473b17d5751551f1ed515692040139f3a6bfa02fbd93f29454,7586,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
18,TRUE,1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd,51553,PASS,artifacts/09_tables/H01/H01_marginalization_comparison.csv,1427170a7dee6e3aa22cf61ffc613f7ae620ea736f48fe8b3859b2bbc89b33bd,51553,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
19,TRUE,947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6,230414,PASS,artifacts/09_tables/H01/H01_model_level_tests.csv,947bc2ea33866480c9c2bf71080ec2f249877e46f9457e770b7dcc459a5847c6,230414,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
20,TRUE,dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c,479277,PASS,artifacts/09_tables/H01/H01_model_manifest.csv,dfe18969b526e2e5082165012fe1bf8e2df4badce282facaec6cc5ed11bf9f6c,479277,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
21,TRUE,ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5,23058,PASS,artifacts/09_tables/H01/H01_preregistered_scope_sensitivity.csv,ecbe7f5d1c105f6e2eb7374846cc27eed5d13d291f1e244c80419ef1427cbbd5,23058,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
22,TRUE,5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa,357953,PASS,artifacts/09_tables/H01/H01_r2_bootstrap_summaries.csv,5e7b2a8a66fa310d7326adbf99349e139c88262457353c6b149ba06d54494aaa,357953,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
23,TRUE,f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f,490776,PASS,artifacts/09_tables/H01/H01_site_deviations.csv,f6840e0c4bb099585721dd63ba4f332412d4c12ff1d35f6a95566c1a04628d6f,490776,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
24,TRUE,3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17,105081,PASS,artifacts/09_tables/H01/H01_term_effects.csv,3b8653601594463a49ac70f44bcbc558e71934cc9fd590766e2d10f80478aa17,105081,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
25,TRUE,2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347,5916,PASS,artifacts/09_tables/H01/stage3/H01_stage3_deviations.csv,2671fc9af9d6764a8b64c1417c8c84b3eb63a2f0a0c2c4ff4adb4eddeb03a347,5916,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
26,TRUE,98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9,12729,PASS,artifacts/09_tables/H01/stage3/H01_stage3_diagnostic_details.csv,98a24e259e1e7bf827b5c02b73beed75c4f01c9bde1d4981b143f9ee38e02ff9,12729,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
27,TRUE,537062d9ca339220fff4f9ce570dfc4c9dd7823b0c50765cfd43843db3db2be9,6198,PASS,artifacts/09_tables/H01/stage3/H01_stage3_exact_period_sensitivity.csv,537062d9ca339220fff4f9ce570dfc4c9dd7823b0c50765cfd43843db3db2be9,6198,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
28,TRUE,8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982,75990,PASS,artifacts/09_tables/H01/stage3/H01_stage3_exact_samples.csv,8c5b5430f7250693693201dd23925c76877a15bcf17c696bfd8f62f499948982,75990,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
29,TRUE,2362046894f8e5f123d0a4120d87d6f06f7867eb106d153499913571a03f2011,551171,PASS,artifacts/09_tables/H01/stage3/H01_stage3_exact_samples_by_site.csv,2362046894f8e5f123d0a4120d87d6f06f7867eb106d153499913571a03f2011,551171,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
30,TRUE,5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5,2148,PASS,artifacts/09_tables/H01/stage3/H01_stage3_figure_display_registry.csv,5463775d8738fad71cc92357122d0c6969f48e6e324579e46b7e679feb2a71e5,2148,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
31,TRUE,0ad0d83f5a1215a6709674fecdeec9e0e665de729154a0acf03653ae6810e2f2,4520,PASS,artifacts/09_tables/H01/stage3/H01_stage3_formula_manifest.csv,0ad0d83f5a1215a6709674fecdeec9e0e665de729154a0acf03653ae6810e2f2,4520,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
32,TRUE,3957dc56381b0de1d770811109984e12822f52ae0bf28dc7015b79416326ca85,13312,PASS,artifacts/09_tables/H01/stage3/H01_stage3_influence_summary.csv,3957dc56381b0de1d770811109984e12822f52ae0bf28dc7015b79416326ca85,13312,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
33,TRUE,5814d5518ab23b3578dac54b19c6c6deea46e8d76aff2f3a6e30bce28752a26a,3003,PASS,artifacts/09_tables/H01/stage3/H01_stage3_l10_noon_sensitivity.csv,5814d5518ab23b3578dac54b19c6c6deea46e8d76aff2f3a6e30bce28752a26a,3003,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
34,TRUE,7727a11e8a6c7fe6a60f57e807013af6c16a739e1345ea0a7df896d9079aa11d,13813,PASS,artifacts/09_tables/H01/stage3/H01_stage3_latitude_loo_summary.csv,7727a11e8a6c7fe6a60f57e807013af6c16a739e1345ea0a7df896d9079aa11d,13813,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
35,TRUE,b40e0dc339847e733c98191916f0164285d11860366a8f78efd8aaab60829ec5,22737,PASS,artifacts/09_tables/H01/stage3/H01_stage3_marginalization.csv,b40e0dc339847e733c98191916f0164285d11860366a8f78efd8aaab60829ec5,22737,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
36,TRUE,6bff54fad488561956283fdce31e9ca41473354736cd8487c35c3c69704af47a,4779,PASS,artifacts/09_tables/H01/stage3/H01_stage3_metric_registry.csv,6bff54fad488561956283fdce31e9ca41473354736cd8487c35c3c69704af47a,4779,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
37,TRUE,979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4,37522,PASS,artifacts/09_tables/H01/stage3/H01_stage3_model_results.csv,979c6b00540724b457a55d0b238a0a8b768ac11eaab8c9ba1bad4b56dbf37dc4,37522,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
38,TRUE,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,PASS,artifacts/09_tables/H01/stage3/H01_stage3_paired_placement.csv,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
39,TRUE,0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00,5598,PASS,artifacts/09_tables/H01/stage3/H01_stage3_primary_publication_summary.csv,0ab8408d1fabf4be96e793b0aa5d693d98540c3cbc835f55cba17863c3c0bd00,5598,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
40,TRUE,6a8706e857afbb50068faed404a830954c2ee9da18d1813eee75109967541f5e,153387,PASS,artifacts/09_tables/H01/stage3/H01_stage3_r2.csv,6a8706e857afbb50068faed404a830954c2ee9da18d1813eee75109967541f5e,153387,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
41,TRUE,f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74,53100,PASS,artifacts/09_tables/H01/stage3/H01_stage3_r2_table.csv,f3e52bec6640d43717c49b3a7e55f2d0cc646d4f693dd3b1b455a303c1a9ac74,53100,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
42,TRUE,af8f01454ef483286be8b8a35d3ed80be911553879b2b9da086e2afd613696f7,39562,PASS,artifacts/09_tables/H01/stage3/H01_stage3_scope_sensitivity.csv,af8f01454ef483286be8b8a35d3ed80be911553879b2b9da086e2afd613696f7,39562,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
43,TRUE,6c56b6dfb6f1aa298f918d8cb61cfcfb8b5098b007c06ee376a7be4b8adc80ee,1158,PASS,artifacts/09_tables/H01/stage3/H01_stage3_sensitivity_classification.csv,6c56b6dfb6f1aa298f918d8cb61cfcfb8b5098b007c06ee376a7be4b8adc80ee,1158,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
44,TRUE,c23f09b1a57535711aa30fca3fbd09963d187fa309adb41da94c3d97e2b2e177,5380,PASS,artifacts/09_tables/H01/stage3/H01_stage3_sensitivity_support.csv,c23f09b1a57535711aa30fca3fbd09963d187fa309adb41da94c3d97e2b2e177,5380,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
45,TRUE,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,PASS,artifacts/09_tables/H01/stage3/H01_stage3_site_contrasts.csv,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
46,TRUE,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,PASS,artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.png,95f46b0909b43c9b281a93a860d577b38a7753cb4d151ad751e2aca8a017b12d,326759,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
47,TRUE,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,PASS,artifacts/10_figures/H01/stage3/H01_stage3_diagnostic_assessment.svg,a15b3bae14b1b76d5a48ae9a21d0eb86dfd264db238179fb2a4486c002876a52,75987,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
48,TRUE,2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b,238682,PASS,artifacts/10_figures/H01/stage3/H01_stage3_model_support.png,2244f043d4fb676200524440098be223e23106578513f4ac61567ba3f636da8b,238682,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
49,TRUE,602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966,54757,PASS,artifacts/10_figures/H01/stage3/H01_stage3_model_support.svg,602dd62de063d3e12ac53ca7d22dd2563e64213255b9cdc7e138941450ce1966,54757,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
50,TRUE,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,PASS,artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.png,866670f47457bf304467e787481589298d9b7cf7c2c5de560ac9500f044c4608,226285,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
51,TRUE,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,PASS,artifacts/10_figures/H01/stage3/H01_stage3_paired_placement.svg,fe101f32cb0ffd4912b81ddbad4090c9558263aa85cc4f13ecad73369ac074f0,22471,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
52,TRUE,2d7a52fa342f4e7ea395a406e236951521a38e5ca481798a3289b62f2165edcd,213063,PASS,artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_chest.png,2d7a52fa342f4e7ea395a406e236951521a38e5ca481798a3289b62f2165edcd,213063,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
53,TRUE,a6c5e31e32569b3de1054135e52f9d1defea25f29c6174844bb3142919cd41f3,179402,PASS,artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_chest.svg,a6c5e31e32569b3de1054135e52f9d1defea25f29c6174844bb3142919cd41f3,179402,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
54,TRUE,0bf40dbcfb09009d1cfaa48915860f8aacd89982ff347175d4fdcc309a7a88a7,222423,PASS,artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_near_eye.png,0bf40dbcfb09009d1cfaa48915860f8aacd89982ff347175d4fdcc309a7a88a7,222423,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
55,TRUE,9980d587902234fd4389e023e133fab7cbe9097baa3bb760ae3d9b40b1ce063b,177339,PASS,artifacts/10_figures/H01/stage3/H01_stage3_photoperiod_latitude_near_eye.svg,9980d587902234fd4389e023e133fab7cbe9097baa3bb760ae3d9b40b1ce063b,177339,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
56,TRUE,47b3e49b4f484c6112b784d1c544eb846b8987e8dbb914a997da943245e8094a,232327,PASS,artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.png,47b3e49b4f484c6112b784d1c544eb846b8987e8dbb914a997da943245e8094a,232327,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
57,TRUE,d4a48eff12717441ed6806befe658cc6a55c8219b48a4c94c949e117d9a67047,77458,PASS,artifacts/10_figures/H01/stage3/H01_stage3_r2_intervals.svg,d4a48eff12717441ed6806befe658cc6a55c8219b48a4c94c949e117d9a67047,77458,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
58,TRUE,e54eb00b33529e46ccf4d782593917035162c166f0b5a1ccd0787e4bd62fce7a,890511,PASS,artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.png,e54eb00b33529e46ccf4d782593917035162c166f0b5a1ccd0787e4bd62fce7a,890511,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
59,TRUE,e0aa673518c290c565ba492ee85c53a7c27ddab241c54007aa7e4eb4f12be772,111577,PASS,artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_chest.svg,e0aa673518c290c565ba492ee85c53a7c27ddab241c54007aa7e4eb4f12be772,111577,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
60,TRUE,f8503fa9cdddb864afab0d4d623941ba49d180dc83846245b5f686bcbfa37940,603885,PASS,artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.png,f8503fa9cdddb864afab0d4d623941ba49d180dc83846245b5f686bcbfa37940,603885,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
61,TRUE,1440c3cee2d4081707bcf2e75de1ea125e206e97bb056d95d024989434daa67f,74235,PASS,artifacts/10_figures/H01/stage3/H01_stage3_site_contrasts_near_eye.svg,1440c3cee2d4081707bcf2e75de1ea125e206e97bb056d95d024989434daa67f,74235,H01 Stage 3 reporting input,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
62,TRUE,c6d3e931b08fc91268afa291becc4799e5cf07c393c382c039567d8925c2932b,170038,PASS,artifacts/11_source_data/H01/main/glasses/all_available/daily_geometric_mean_medi_diagnostic_plot_data.csv,c6d3e931b08fc91268afa291becc4799e5cf07c393c382c039567d8925c2932b,170038,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
63,TRUE,0780060aa6a04662e084fbbe1ceeca5185b8ccb98512cab03be6b121b15929c0,152881,PASS,artifacts/11_source_data/H01/main/glasses/all_available/duration_above_250_wake_diagnostic_plot_data.csv,0780060aa6a04662e084fbbe1ceeca5185b8ccb98512cab03be6b121b15929c0,152881,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
64,TRUE,8ee0accaee1511bdbfd6421b4e8ca00142cdacf8d645c9e3571bc98a24abed96,135893,PASS,artifacts/11_source_data/H01/main/glasses/all_available/duration_below_10_pre_sleep_diagnostic_plot_data.csv,8ee0accaee1511bdbfd6421b4e8ca00142cdacf8d645c9e3571bc98a24abed96,135893,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
65,TRUE,d4e3f359fec2cc11e503c625ce5a82d76b50ec0e1ce685b888c5f48aa2476ff5,161007,PASS,artifacts/11_source_data/H01/main/glasses/all_available/duration_below_1_sleep_environment_diagnostic_plot_data.csv,d4e3f359fec2cc11e503c625ce5a82d76b50ec0e1ce685b888c5f48aa2476ff5,161007,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
66,TRUE,073fa2fdae1e4a97c76409d2fc62136dddce0f4c16359b21d855cf7bf0b36f4a,3001,PASS,artifacts/11_source_data/H01/reporting/H01_figure_s10_theoretical_bounds_source.csv,073fa2fdae1e4a97c76409d2fc62136dddce0f4c16359b21d855cf7bf0b36f4a,3001,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
67,TRUE,cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0,96013,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_model_support_figure_source.csv,cf869aa233aca9230a9d295f7efae69fc51c1258a80daf90258d08122f5effc0,96013,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
68,TRUE,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_paired_placement_figure_source.csv,8e1672e499e6bee05cde70647165e780dfa5cb9195ed0c3f1bd203da5d838853,21978,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
69,TRUE,596f1c6654e6a00ed25f3feda052ee4fb42bb69991270d48bf6092e59b5ffdb4,76571,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_r2_figure_source.csv,596f1c6654e6a00ed25f3feda052ee4fb42bb69991270d48bf6092e59b5ffdb4,76571,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
70,TRUE,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_METRIC011_l10_mean_medi_site_contrast_figure_source.csv,4b0bf98cc94562e5f4b935889f0b24a41b22bc61b5c1d5c51e5255ac6284a6b0,163523,H01 METRIC-011 bounded Stage 3 integration,scripts/hypotheses/H01/integrate_h01_l10_METRIC011_reporting.R,4.6.1
71,TRUE,d9b424ae246fc688670a77a561717701fec3ddffaf000af72ea6b68f214b9397,21261,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_diagnostic_figure_source.csv,d9b424ae246fc688670a77a561717701fec3ddffaf000af72ea6b68f214b9397,21261,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
72,TRUE,336f85650e171e0b91869d809b258a538a7690fe9aa7f15659e82be201dc4125,1976,PASS,artifacts/11_source_data/H01/stage3/H01_stage3_l10_noon_effect_source.csv,336f85650e171e0b91869d809b258a538a7690fe9aa7f15659e82be201dc4125,1976,H01 Stage 3 reporting input,scripts/hypotheses/H01/build_h01_stage3_reporting_inputs.R,4.6.1
