path,sha256,bytes,seal_status
artifacts/09_tables/H03/H03_reader_heterogeneity_category_estimands.csv,b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a,6280,stopped_state
artifacts/09_tables/H03/H03_primary_omnibus_tests.csv,29bf5d219f01604f48a3dd52e2dd698346cc6562c0648d436598330a2b3e91dc,1267,stopped_state
artifacts/09_tables/H03/H03_site_context_estimands.csv,cfc977c1251d95ca158cfb6cedc778c6a81c2215a7aa13981f6b44f976e71903,64670,stopped_state
artifacts/09_tables/H03/H03_glm_r_squared_and_effect_partition.csv,c4a9f5a294854d86056dca82317dea1feeb4f2ee2b88f3d618504a3298342412,15038,stopped_state
artifacts/09_tables/H03/H03_sensitivity_comparison.csv,8e530336d6c98e3f9dc9c1e49eb229090e205620fde3d1280d6bf43cec6689a1,47957,stopped_state
artifacts/09_tables/H03/H03_reader_temporal_model_summary.csv,289e5900afefc964c3d119f874ebc909daf9b51972807d3ea14659b509dc036b,2260,stopped_state
artifacts/09_tables/H03/H03_reader_temporal_weighted_r_squared.csv,f2614c4757a96766665ca432becb1e48882bf3be4c2c60c1c34556ff152badcb,788,stopped_state
artifacts/09_tables/H03/H03_reader_temporal_variance_allocation.csv,49e888d980c4766c824f74d473e9c9b0dc5f3b6e84a12aa577cc14ac87277c36,4216,stopped_state
artifacts/09_tables/H03/H03_reader_latitude_category_slopes.csv,30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2,7121,stopped_state
artifacts/09_tables/H03/H03_paired_placement_comparison.csv,3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e,1403,stopped_state
artifacts/08_diagnostics/H03/H03_model_diagnostics.csv,27e8b9233d9e423c4425324a1824a06f74f2f9e23298f92e49076cde97d64f94,21998,stopped_state
artifacts/08_diagnostics/H03/H03_interaction_architecture_gate.csv,d2b3e2f47858b04b857f68ac669908f144e19e5f16c74279cab1bb600a087fc4,1008,stopped_state
artifacts/08_diagnostics/H03/H03_zero_mass_diagnostics.csv,3bdc9c11e4e2dce776dbff8ea55f752199153001ac9653166bb0eadd73337ffc,5185,stopped_state
artifacts/08_diagnostics/H03/H03_primary_residual_acf.csv,2d73f58559b192c13bbf43de1db47cca541b9335a4fcd85efe2220000c6daae2,1773,stopped_state
artifacts/08_diagnostics/H03/H03_influence_refit_registry.csv,90efd11d8043af93cf1de5bbfae5c375bf1c5f3500ffaeda1a2674ed76e46ea9,687,stopped_state
artifacts/08_diagnostics/H03/H03_reader_temporal_k_check.csv,d35dc8587a16face0670dbc5bd03d4d6871d9fd97528d2457917ae66574b64bb,1897,stopped_state
artifacts/08_diagnostics/H03/H03_reader_temporal_residual_acf.csv,dcb3d4444d154a56553fbbe62fda550859ad524a23a1ac065767fd8cf2c37a7c,879,stopped_state
artifacts/08_diagnostics/H03/H03_reader_latitude_model_diagnostics.csv,4946711391fbc61a8f99aa6f1bcd2b4f611be54a7e5847af8684f731f1618034,1243,stopped_state
artifacts/08_diagnostics/H03/H03_reader_latitude_leave_one_site_out.csv,100b5bc929aeb03c07fd6355344bed48a04f12c9d3121d19488f72c914bed721,11230,stopped_state
artifacts/12_manifests/H03/H03_execution_environment.csv,5f6e869a26aae723d1b94a5d08e4becb8426ab11d2a615fd39c403226ce33971,473,stopped_state
artifacts/12_manifests/H03/H03_temporal_execution_environment.csv,3e3cab644a5f93ad3d94268d2a4474498aa1a487fea9e0e8639fff27a816b2ac,368,stopped_state
scripts/hypotheses/H03/h03_reporting.R,1412a89c52a5aa7d65559de5e2b927dcbaad64a990bffb11dc876e6fad6a2342,30932,stopped_state
scripts/hypotheses/H03/build_h03_stage3_revision.R,6d1eaacee852865b7b696653d0ee27cfd23d2001085aaf8612e2874521f87379,20287,stopped_state
scripts/hypotheses/H03/build_h03_stage3_assets.R,41d4c54ac91dd7069f7339168fe5e46fa4970c4e9162290afca38006d232a24a,20239,stopped_state
artifacts/10_figures/H03/H03_reader_heterogeneity_category_estimates.png,e210a810aac62389ff6b96c306da48ceba74e9bfb7277d7e4e845c4a7f7fa7b6,233681,stopped_state
artifacts/10_figures/H03/H03_reader_heterogeneity_category_estimates.pdf,344e83d31d419ac168624ad5173d69226217dff92206d815032278dc6a7292c3,8085,stopped_state
artifacts/10_figures/H03/H03_reader_heterogeneity_category_estimates.svg,d1a442133351e7522fbae1dfb2fe4e6784d8371d818eb849dc02e6ce72fbe840,26690,stopped_state
artifacts/10_figures/H03/H03_near_eye_site_context_estimates.png,382a929e9ca5a9154fff3c509ba9bf116ebce00d61dd60227d559d10009872a8,374564,stopped_state
artifacts/10_figures/H03/H03_near_eye_site_context_estimates.pdf,d13a4daa0ddba02c308e297cd6f9d7b8eca8c6214d73a10a34063d3c064f85b0,11556,stopped_state
artifacts/10_figures/H03/H03_near_eye_site_context_estimates.svg,7b433203d57f2b7b91a0a46b8b187c89cc959a24146e3335e2c6e5d327ae7541,55313,stopped_state
artifacts/10_figures/H03/H03_primary_residual_diagnostics.png,de7bb6e22d57cd40aac675283f34f4a6298ac780859bfe23cd0859793400be46,1261153,stopped_state
artifacts/10_figures/H03/H03_primary_residual_diagnostics.pdf,66314d4d0fa6c663c5d0202ec6fec1b803a47d51833d26cf9c295c42e3b9c41b,1251838,stopped_state
artifacts/10_figures/H03/H03_primary_residual_diagnostics.svg,b542814f13d8cedb28f0e41d6f11a400f5b4b7622ef50155c5aa697932705226,5506020,stopped_state
artifacts/10_figures/H03/H03_paired_placement_comparison.png,4ef1a6a683d1bb2279e2e45e3be702a12040a079326f9751b534403cb1c42b2b,132540,stopped_state
artifacts/10_figures/H03/H03_paired_placement_comparison.pdf,00d3ff3650521e8ad4af8efe65ef1c10c1d6eb1602d7b1e86a36937b9a0fee64,5534,stopped_state
artifacts/10_figures/H03/H03_paired_placement_comparison.svg,d032f5b51b0c1cbc1d42f8e1d8d80f28cd9817fbcb02d5eebbbff1440515862e,9432,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_near_eye.png,8455a5824c3b232040a92ee604cc7ce30360c814bf1f5e2293fc5b8ef74c7a00,818350,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_near_eye.pdf,41d3658cd344f454d986eaa5c757460218360c384349a5a2deed2ab4251f4bd6,41601,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_near_eye.svg,15b590b38c1b9e2f7559560a1854513a85c5c4920ffdd387f480793f5c15d3e1,177492,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_chest.png,3c2933af5bce75cf776b97557ff7d1f149155437971a21ed8c4861a505b6812c,802108,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_chest.pdf,7e9545e5695d74a79ae79d3502beeff9b212816ac55c935e6a7b479d104565fe,40932,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_chest.svg,9e4486e7d1f3b55a98966305302313c220c5f1b5229d4efc5af53a09c52b9526,178627,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_diagnostics.png,73f8c4aac10b00e66559abd527a068c29bf7d541543d997059518a022601ffeb,1220630,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_diagnostics.pdf,5efad756e4707e66b9e2c2b4c2647502787c480fa527ba1f333f2f697a20601f,719272,stopped_state
artifacts/10_figures/H03/H03_reader_temporal_diagnostics.svg,455d89599c1fdf6ccd0ddb5a27260a0953b9f9ae1930171970c9ef695ce01080,1858404,stopped_state
artifacts/10_figures/H03/H03_reader_latitude_category_slopes.png,e27b7a8d84cabae1ab3e9694302a275da2f7bfd106df02a530a54ed48f5d9a15,188045,stopped_state
artifacts/10_figures/H03/H03_reader_latitude_category_slopes.pdf,d2db711358d6cdfd3f4c54e686449102208de48b2c325a35382f860f4253bfbe,6744,stopped_state
artifacts/10_figures/H03/H03_reader_latitude_category_slopes.svg,b994deeaa3c6335912cdc14ef0d53af932103091479d43d6665680320bfb75ec,17594,stopped_state
artifacts/11_source_data/H03/H03_primary_category_figure_data.csv,ed9c89b7a8a7c95127bbdeed35f05a755d2f5f595978ecd39dabaa1d80781c33,5384,stopped_state
artifacts/11_source_data/H03/H03_reader_heterogeneity_category_figure_data.csv,b4ecfc9b9196c86865ae474dfbcfd9e4ef22b4112817d439520b57f1713d4d5a,6280,stopped_state
artifacts/11_source_data/H03/H03_near_eye_site_context_figure_data.csv,2d4ce68c9ac3fba8b31b5b7f190ee0f923ed1ba5d741045040cfde51e011f172,34309,stopped_state
artifacts/11_source_data/H03/H03_primary_residual_plot_data.csv,05863d5d4e96cc7e04f4e86d1b9a7e4407751721e628f59df937054feeac73b5,11013,stopped_state
artifacts/11_source_data/H03/H03_primary_residual_points.csv,8aa8351ceb45f4d381d567065e569122d396da166fad09f4091099f61810da39,4633618,stopped_state
artifacts/11_source_data/H03/H03_paired_placement_figure_data.csv,3e9eeeb94c9ad47c0ae00a9b146418196cf9493cc11c9df44b565219674a841e,1403,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_near_eye_global.csv,0405c3409866199f714a48ba030516bcff913f674b50828477a6f950bdb8a18a,5594,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_near_eye_curves.csv,75de4f208a2b2c36c425df9418227efce59c97e4d1224b664f609e479c8855ff,57851,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_near_eye_ratios.csv,a54048d97a94b76a8ed73d12c367898e999666deb9ba17226dd684ce9fe89163,69214,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_near_eye_support.csv,066fdec22f4d43b9f5458253ec20a4f91fb3f65c65ca88cd1d06f2da0227ca3a,22541,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_chest_global.csv,b4c5726cdaef10be1296948836ac03736776d1e21e915979bc24c1571b83e9e1,5454,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_chest_curves.csv,ba535721d9320b7114626ff9492bb7d0c6693e4134c3d7331acadcd53b9e9716,56851,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_chest_ratios.csv,84decec6b5508f8ac5e75a838d10a2c15e4de53f68f5bef365e45ed5fee7c93c,68222,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_chest_support.csv,447b3db13a348547cc04dfea5d5b4d4fe76299ba14fa0bf8b507a067ec0dd272,21547,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_residual_points.csv,d8f9cd5ae21a942db0852d9653aef5e4e17a51437cd2e01a594209f963b5a5d2,7587383,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_residual_bins.csv,af8405cdd9466f5677d3990dd4caae1d5b44f8fd95bb2215b6131697ab4f2863,6104,stopped_state
artifacts/11_source_data/H03/H03_reader_temporal_zero_calibration.csv,ba9a0156cc0e2c7680aec214f5e8d2edf36dbff049357ae537452064d417fd5d,2222,stopped_state
artifacts/11_source_data/H03/H03_reader_latitude_figure_data.csv,30bb81bb176440368a45d8b3fd6e3fdc443a53d10eb440995cb0c904954536b2,7121,stopped_state
artifacts/11_source_data/H03/H03_reader_latitude_site_support.csv,0fe9c589762bb2f3e980609cfd56ff8487741355dfb2cceb53b237f089cfe653,953,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_source_audit.md,a0dce069cd8f4a1ae9e8891d347a33a5f6e25d2ef745517c2af1606e66e7b13f,4614,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_source_diff.md,d67e219ef754d748168bb8df347d6853b718d43c157568455d21c0c1c46e075e,3455,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_reverse_proof.md,d95a6f18b0ef4d47c276c0c0478b4a45dc8e7b407fc5742133aa88de4030ab8d,1751,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_protected_inventory.csv,205b581a65d20f851e09274032bcf4b1ea8fa9f59f88da6d29b678650b5f8d82,3446,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_stored_figure_label_inventory.md,1c0f1b9dde502e4f78dda40b406798b5f90e4976da72cbe4d462bf6915732c0f,2625,stopped_state
audit/hypotheses/H03/report017_order34/H03_order34_execution_record.md,4dd0383d50a2bd0e04f438c3d27acc728f065b42610fd07a0c119dd698122582,3319,stopped_state
