"endpoint","element","header_token","matches_in_table","resolves_to_th","pass"
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0004",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0004",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0005",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0005",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0006",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0006",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0007",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0007",1,TRUE,TRUE
"tbl-h02-near-dominance","td","tbl-h02-near-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0003",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0004",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0005",1,TRUE,TRUE
"tbl-h02-near-relevance","td","tbl-h02-near-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0003",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0004",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0005",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0006",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0007",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0008",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0009",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0010",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0011",1,TRUE,TRUE
"tbl-h02-near-windows","td","tbl-h02-near-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0008",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0008",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0010",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0010",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0011",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0011",1,TRUE,TRUE
"tbl-h02-chest-variation","td","tbl-h02-chest-variation--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-dominance","td","tbl-h02-chest-dominance--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-relevance","td","tbl-h02-chest-relevance--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0008",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0010",1,TRUE,TRUE
"tbl-h02-chest-windows","td","tbl-h02-chest-windows--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0004",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0004",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0005",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0005",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0006",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0006",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0007",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0007",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0008",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0008",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0009",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0009",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0010",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0010",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0011",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0011",1,TRUE,TRUE
"tbl-h02-near-diagnostics","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0004",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0005",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0006",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0007",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0008",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0008",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0009",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0010",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0010",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0011",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0011",1,TRUE,TRUE
"tbl-h02-chest-diagnostics","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0006",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0006",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0006",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0006",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0007",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0007",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0007",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0007",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0008",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0008",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0008",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0008",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0009",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0009",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0009",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0009",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0010",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0010",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0010",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0010",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0011",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0002",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0011",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0003",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0011",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0004",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0011",1,TRUE,TRUE
"tbl-h02-sensitivity","td","tbl-h02-sensitivity--gt-0005",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0007",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0002",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0007",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0003",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0007",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0004",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0007",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0005",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0007",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0006",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0008",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0002",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0008",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0003",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0008",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0004",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0008",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0005",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0008",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0006",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0009",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0002",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0009",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0003",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0009",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0004",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0009",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0005",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0009",1,TRUE,TRUE
"tbl-h02-near-sample","td","tbl-h02-near-sample--gt-0006",1,TRUE,TRUE
