"attribute","element","token","matches_in_document","pass"
"headers","td","tbl-h02-near-variation--gt-0011",1,TRUE
"headers","td","tbl-h02-near-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0004",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0004",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0005",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0005",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0006",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0006",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0007",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0007",1,TRUE
"headers","td","tbl-h02-near-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0003",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0004",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0005",1,TRUE
"headers","td","tbl-h02-near-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0003",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0004",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0005",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0006",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0007",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0008",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0009",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0010",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0011",1,TRUE
"headers","td","tbl-h02-near-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-variation--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-dominance--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-relevance--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-windows--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0004",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0004",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0005",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0005",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0006",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0006",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0007",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0007",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0008",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0008",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0009",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0009",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0010",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0010",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0011",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0011",1,TRUE
"headers","td","tbl-h02-near-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-diagnostics--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0006",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0006",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0006",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0006",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0007",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0007",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0007",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0007",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0008",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0008",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0008",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0008",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0009",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0009",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0009",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0009",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0010",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0010",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0010",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0010",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0011",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0002",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0011",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0003",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0011",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0004",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0011",1,TRUE
"headers","td","tbl-h02-sensitivity--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0015",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0015",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0015",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0015",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0015",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0016",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0016",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0016",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0016",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0016",1,TRUE
"headers","td","tbl-h02-near-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0007",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0008",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0009",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0010",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0011",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0012",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0003",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0004",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0005",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0013",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0006",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0014",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0002",1,TRUE
"headers","td","tbl-h02-chest-sample--gt-0014",1,TRUE
