run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,term,term_label,estimate_model,std_error,conf_low_model,conf_high_model,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,interval_method,status
main__chest__all_available,main,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.04765896598658744,0.04855149056203837,-0.04750020691074407,0.14281813888391895,0.32628859482503414,difference,0.04765896598658744,-0.04750020691074407,0.14281813888391895,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.30321798594486116,0.04899268103824564,0.2071940956038413,0.39924187628588104,6.052918945165524e-10,difference,0.30321798594486116,0.2071940956038413,0.39924187628588104,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,photoperiod_centered_hours,Photoperiod per hour,-0.122155765749171,0.0473791270005987,-0.2150171482892937,-0.02929438320904834,0.00992989013639035,difference,-0.122155765749171,-0.2150171482892937,-0.02929438320904834,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.23034025230056157,0.04736439329000519,0.13750774730256082,0.3231727572985623,1.1553095542142978e-6,difference,0.23034025230056157,0.13750774730256082,0.3231727572985623,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.10526045556302097,0.04496975794440137,0.01712134959851032,0.19339956152753157,0.01924792070963661,difference,0.10526045556302097,0.01712134959851032,0.19339956152753157,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.43030707832228726,0.04742062612119679,0.33736435900040224,0.5232497976441722,1.1445283550209326e-19,difference,0.43030707832228726,0.33736435900040224,0.5232497976441722,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,-0.0897370281748949,0.06968073798703879,-0.2263087650456629,0.04683470869587311,0.19780473019358907,difference,-0.0897370281748949,-0.2263087650456629,0.04683470869587311,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.3362250547523231,0.07381277990181215,0.1915546645459894,0.4808954449586568,5.235910732353106e-6,difference,0.3362250547523231,0.1915546645459894,0.4808954449586568,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.2916387336329625,0.06437923791042066,0.16545774597640237,0.4178197212895226,5.898027851730434e-6,difference,0.2916387336329625,0.16545774597640237,0.4178197212895226,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.3532163458913437,0.0611891148865033,0.2332878844679136,0.4731448073147738,7.808742512794381e-9,difference,0.3532163458913437,0.2332878844679136,0.4731448073147738,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.08987167500510496,0.01789022157509916,0.05480748504246918,0.12493586496774071,5.073605422640514e-7,ratio,1.2299053056560627,1.1345077972246618,1.333324517100155,wald_normal,PASS
main__chest__all_available,main,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.02094718521767623,0.01721049671458954,-0.05467913893431665,0.01278476849896418,0.22355976786853896,ratio,0.9529120411163816,0.8817000411588571,1.029875599088223,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.0646108462935418,0.01656964627515733,0.03213493635766518,0.09708675622941842,9.645136172184196e-5,ratio,1.1604083528864728,1.0767997259685904,1.2505088114110228,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02760624780328862,0.01984530100919054,-0.0112898274370812,0.06650232304365845,0.16420351456344082,ratio,1.065629532299895,0.974339193166906,1.1654732849437666,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.0833042133629984,0.02417925878062058,0.0359137369801082,0.1306946897458886,5.704771496879005e-4,ratio,1.211446426956983,1.0862098505594744,1.3511223863702968,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.07770778539354588,0.02868598347661784,0.02148429091826383,0.1339312798688279,0.00675043798477974,ratio,1.195935576478245,1.0507134482993832,1.3612292727396622,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.03451180797618633,0.01242637251039439,0.01015656539733474,0.05886705055503792,0.00548119697953204,ratio,1.082709152365447,1.0236619611780091,1.1451623222053626,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03083143890027021,0.01567170719023843,-0.06154742056939492,-1.15457231145491e-4,0.04914503750813492,ratio,0.9314693330406744,0.8678658099409587,0.9997341852356924,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,0.1591539469216723,0.03565252971702047,0.08927627271856821,0.22903162112477643,8.043245651525445e-6,ratio,1.172518438391484,1.093382686410283,1.2573817982079531,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00735730157632418,0.04571724080809865,-0.09696144703274234,0.08224684388009398,0.8721480855178652,ratio,0.9926696971138408,0.9075909957847348,1.085723781025482,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,0.10906994199107464,0.0270917964252803,0.05597099672103427,0.162168887261115,5.674820250857728e-5,ratio,1.115240349744287,1.0575670103807724,1.1760588459070307,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.1114681091181946,0.03495026267741587,0.04296685302024508,0.17996936521614412,0.00142600334384667,ratio,1.117918092043306,1.043903292035839,1.197180687188445,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,-0.10184111536365335,0.03685181251434315,-0.17406934065678836,-0.02961289007051837,0.00571797124899722,difference,-0.10184111536365335,-0.17406934065678836,-0.02961289007051837,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,3.348848850176416e-4,0.0453151598352377,-0.08848119634572425,0.08915096611575953,0.9941035836957408,difference,3.348848850176416e-4,-0.08848119634572425,0.08915096611575953,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,-0.01298336253440017,0.0100604137146327,-0.03270141108465308,0.00673468601585273,0.1968633633643368,ratio,0.987100557735244,0.967827499013004,1.0067574150092813,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02337993332894338,0.01248350335923937,-0.00108728365605056,0.04784715031393733,0.06108684338855404,ratio,1.02365538647326,0.9989133072226536,1.0490103021744546,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.03867241212408043,0.01142068802946233,0.01628827490766653,0.06105654934049433,7.087498912989098e-4,ratio,1.0931315072572745,1.038217332459701,1.1509502440376012,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01118846954936823,0.01358282700275912,-0.01543338218427777,0.03781032128301424,0.41009769817813585,ratio,1.0260971221134396,0.9650873382770428,1.0909637524508058,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.04375408710078728,0.05637031998848855,-0.06672970987364854,0.15423788407522313,0.4376367213751088,difference,0.04375408710078728,-0.06672970987364854,0.15423788407522313,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.23863280588051183,0.0710376612943551,0.09940154819762093,0.3778640635634028,7.815615247590129e-4,difference,0.23863280588051183,0.09940154819762093,0.3778640635634028,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,photoperiod_centered_hours,Photoperiod per hour,-0.126803251309752,0.05196369014431881,-0.22865021249641584,-0.02495629012308821,0.0146779950429836,difference,-0.126803251309752,-0.22865021249641584,-0.02495629012308821,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.22165924243859972,0.06631583522778696,0.09168259378744475,0.3516358910897547,8.30338372021556e-4,difference,0.22165924243859972,0.09168259378744475,0.3516358910897547,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.13000700730639692,0.05092171591411908,0.03020227808374344,0.2298117365290504,0.01067762154619186,difference,0.13000700730639692,0.03020227808374344,0.2298117365290504,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.38749142233619616,0.06829790812242685,0.253629982196814,0.5213528624755783,1.3987033653624407e-8,difference,0.38749142233619616,0.253629982196814,0.5213528624755783,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,-0.07088104718446796,0.08029841649902374,-0.2282630515381513,0.08650095716921537,0.3773873784464644,difference,-0.07088104718446796,-0.2282630515381513,0.08650095716921537,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.07464474537660755,0.10296811288012096,-0.12716904742448432,0.2764585381776994,0.4684945504127192,difference,0.07464474537660755,-0.12716904742448432,0.2764585381776994,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,photoperiod_centered_hours,Photoperiod per hour,0.3234223704172228,0.06278514573881282,0.2003657460050513,0.4464789948293943,2.5874744786741776e-7,difference,0.3234223704172228,0.2003657460050513,0.4464789948293943,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.4481549701950648,0.0784229288433298,0.294448854099991,0.6018610862901386,1.099681334222657e-8,difference,0.4481549701950648,0.294448854099991,0.6018610862901386,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.09790527042438228,0.02096891369954546,0.05680695477834464,0.1390035860704199,3.0257017549567338e-6,ratio,1.2528678659519068,1.1397430556835026,1.3772208408793956,wald_normal,PASS
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00961643967173854,0.02596245135591398,-0.06050190927970303,0.04126902993622594,0.7110859748427256,ratio,0.9781006788504116,0.869957608480511,1.0996868452459403,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,photoperiod_centered_hours,Photoperiod per hour,-0.01678904431185838,0.02072194207723659,-0.05740330447296721,0.02382521584925044,0.41782172005207774,odds_ratio,0.9833511062650612,0.9442131871641202,1.0241113038221548,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.0091938464878238,0.02518186841701288,-0.0401617086729481,0.0585494016485957,0.7150383518278587,odds_ratio,1.009236239713783,0.9606340837286336,1.0602973648386034,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,-0.01888291968490349,0.01917922790999093,-0.05647351563977113,0.01870767626996413,0.3248448820589703,difference,-0.01888291968490349,-0.05647351563977113,0.01870767626996413,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.03941167039524915,0.0227850508606792,-0.08406954946809372,0.00524620867759541,0.08368100225823624,difference,-0.03941167039524915,-0.08406954946809372,0.00524620867759541,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.0722049053622625,0.01382525162887849,0.04510791009245693,0.09930190063206806,1.763492247682617e-7,ratio,1.180877656524222,1.1094504485781496,1.2569033988541507,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.06216190360261903,0.01746198113035094,0.02793704948841317,0.0963867577168249,3.710771969002011e-4,ratio,1.1538833416917786,1.0664415304896775,1.2484948571183514,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.09433251231419724,0.02043368412273327,0.05428322736217211,0.13438179726622235,3.902283492345802e-6,ratio,1.24260332767718,1.13313910477087,1.362642082912339,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.09259092476557206,0.0249811683514279,0.04362873450504155,0.14155311502610257,2.1020219680229963e-4,ratio,1.2376302755749329,1.105678168314194,1.3853296039615943,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.03653008138238203,0.01124667179023282,0.01448700972758309,0.05857315303718097,0.00116186900783126,ratio,1.0877524781347567,1.0339201747188431,1.144387625485746,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.01713210540786493,0.01530249154444246,-0.01286022689297099,0.04712443770870087,0.2628999725073051,ratio,1.0402365409610324,0.9708223659299634,1.114613856381464,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,0.1871250211661591,0.03382503514286424,0.12082917051034356,0.2534208718219746,3.1633704391120754e-8,ratio,1.205778023401601,1.1284321264167825,1.2884254246952185,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02691826280852918,0.04416528800025686,-0.05964411103881326,0.11348063665587164,0.5422002778391373,ratio,1.0272838320364963,0.9420997568333772,1.1201701984413466,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,0.127103426716396,0.02907233011299234,0.07012270674827173,0.18408414668452025,1.2312905768548156e-5,ratio,1.1355344563084115,1.0726397933203122,1.2021169729982106,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.1091947427299688,0.03813499637521009,0.03445152328399155,0.18393796217594605,0.00419155984518297,ratio,1.1153795412494003,1.035051851245266,1.2019412549632045,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,photoperiod_centered_hours,Photoperiod per hour,-0.1335800529895413,0.03432093398507323,-0.20084784751606155,-0.06631225846302102,9.938568619606584e-5,difference,-0.1335800529895413,-0.20084784751606155,-0.06631225846302102,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.00204618998930766,0.0444607489426569,-0.08509527666397712,0.08918765664259246,0.96329240306821,difference,0.00204618998930766,-0.08509527666397712,0.08918765664259246,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,photoperiod_centered_hours,Photoperiod per hour,-0.01321585076233616,0.00970425835342275,-0.03223584763171672,0.00580414610704438,0.1732417634497789,ratio,0.98687109515049,0.9682781890295508,1.0058210227988564,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,-0.00235258646700558,0.01246019378432558,-0.02677411752467356,0.02206894459066239,0.8502431632029921,ratio,0.9976501786956836,0.973581131604682,1.0223142650793162,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,photoperiod_centered_hours,Photoperiod per hour,0.05101372251179566,0.01201954933162503,0.02745583871140811,0.07457160631218321,2.193460504085346e-5,ratio,1.1246405089540772,1.0652605370094024,1.1873304515074907,wald_normal,PASS
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,absolute_latitude_10deg_centered,Absolute latitude per 10 degrees,0.02530115364972958,0.01458566304655062,-0.00328622061214639,0.05388852791160557,0.08280119844801963,ratio,1.05998850023415,0.9924617535852112,1.1321097428387443,wald_normal,PASS
