path,sha256,bytes,producer,r_version
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_marginalization.csv,8897e33cea1adbecd4dfd6414e9b7a82a68060a8ad298e1d2d57562fe5a3695f,51580,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_model_diagnostics.csv,e72d7cdc759556456ba610a28ac3a359c731c6ff702e6f40e730a7384d4bb5b7,53452,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_model_level_tests.csv,b00b07a5fe949065f235280cbe83bba186b92a106036461e816da254443b8baa,230701,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_model_manifest.csv,ab6a54ef8afbb11263bee896c68b8225300b7e3bbb605d0850fb664066b09bac,479499,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_participant_influence.csv,e9205c2c6b452bb628deb353fe6929ea30df8058042fb9ae345c3dabd8195eae,155224,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_preregistered_scope.csv,751247d2a355b54813baa5d388137a07a5383db95612ad99a30a0d40233aa0f5,22483,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_r2_point.csv,cd6604b8dad88b383e18425bc7c34d0d218faae47fe83c39d46dda97ac405a8b,51943,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_random_site.csv,d6052c359c6d06151cd228f62d604453ec69b4a73821fa4ef9c1a4fab4eb206b,33276,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_site_deviations.csv,78d1852431b53711bbdd8e2f52913ae4de60fd4d56c66ee6bdee0a590aea2b6e,491425,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_site_estimates.csv,9068a5d89fbc948f4f8406e0c067faaaa563a94d543279dcfac8512ae0cdab36,445489,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_provisional_term_effects.csv,9980b74992ff7d2a097b6dfc94eb155b1960bef2939464b793f5e062771c2877,105137,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_r2_point_comparison.csv,cd45cba126e61b7ec0fcf14f17a35c5fd7347e9af6dd8e06bad72eb8cda38310,5772,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_term_effect_comparison.csv,2f96676bcab146ee1ff3301022564011d034dd07f6924be240298093c28fc269,12929,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/author_gate/H01_METRIC-010_upper_tail_rows.csv,a6da0e2f35f2c96bd5ccb0f7fded5aa54440d3124eaa01b8eef7b9fcadcb114a,6922,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/H01_METRIC-010_author_gate.md,3f70756cecbb3c6aba7945b2e5493f1c983aab24935f019a93cb59cc04cce623,8462,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
audit/hypotheses/H01/mder_METRIC-010/point_refit/artifacts/12_manifests/H01_model_results_artifacts.csv,01c2eed7db8bd2c7fcebb57a1390050a6724e9a2644614b58fffe5ff7f5a322f,24264,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,195059a5d2ae1885bac63c50ef31608b8e7c56eb575d5d2fdb12ab710dd2ed05,28451,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/build_h01_reporting_inputs.R,8d331dd3c8c1c5f2bc70c074d482481a7667b20d215f31a8e1248530da2096b3,38210,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/h01_contract.R,fb1e7b028ac2e1ea736aab3705e412b4e5fbcfa1ae5391015b67a66b6dff13c8,10553,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/h01_modeling.R,a8879209e0d7c42f2e0de0d459e3cfbf7218cec27afd8f39a50c846ed43f9388,54282,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
scripts/hypotheses/H01/run_h01_models.R,c0d2df783c02aaa1c85515d729e15012369d160c112f8b9217f9216b3c58383b,34276,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
tests/hypotheses/H01/test_h01_contract.R,e8837bef79e83a125ffcd3aaf3944624118f693f408a6b9776cae167382a59d8,2939,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
tests/hypotheses/H01/test_h01_mder_METRIC010_gate.R,77e3da38826e71f157f98ce33ddf529efde720c15e900546675867ca1c1360b3,4923,scripts/hypotheses/H01/audit_h01_mder_METRIC010.R,4.6.1
