run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,participants,participant_days,observations,sites,derivation_support_hours,derivation_support_status,derivation_support_unavailability_reason,sample_status
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,14873.716666666667,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,643,643,8,14873.716666666667,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,112,578,578,8,7170.2,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,110,505,505,8,1479.1833333333334,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,608,608,8,4966.766666666666,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,643,643,8,14873.716666666667,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,573,573,8,13312.683333333332,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,563,563,8,13055.283333333333,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,524,524,8,12226.583333333334,available,,FITTED
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,598,598,8,13915.166666666666,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,1,interdaily_stability,participant,gaussian,logit,141,816,141,9,18851,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,2,intradaily_variability,participant,gaussian,identity,141,816,141,9,18851,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,141,816,816,9,18851,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__all_available,main,glasses,all_available,primary,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__all_available,main,glasses,all_available,primary,6,duration_above_1000,participant_day,tweedie_log,identity,141,816,816,9,18851,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,7,duration_above_250_wake,participant_day,tweedie_log,identity,141,737,737,9,9174.283333333333,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,139,655,655,9,1925.5333333333333,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,141,778,778,9,6282.516666666666,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,141,816,816,9,18851,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,11,m10_midpoint,participant_day,gaussian,clock_hours,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,141,816,816,9,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,141,742,742,9,17209.633333333335,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,140,727,727,9,16832.5,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,141,687,687,9,15995.05,available,,FITTED
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,141,761,761,9,17678.816666666666,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,14874.116666666669,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,643,643,8,14874.116666666669,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,112,578,578,8,7172.933333333333,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,110,505,505,8,1479.2833333333333,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,608,608,8,4966.2,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,643,643,8,14874.116666666669,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,643,643,8,,unavailable,metric_producer_did_not_export_exact_support_minutes,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,573,573,8,13310.4,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,563,563,8,13059.716666666667,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,524,524,8,12226.083333333334,available,,FITTED
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,598,598,8,13912.883333333331,available,,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,1,interdaily_stability,participant,gaussian,logit,154,897,154,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,2,intradaily_variability,participant,gaussian,identity,154,897,154,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,6,duration_above_1000,participant_day,tweedie_log,identity,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,7,duration_above_250_wake,participant_day,tweedie_log,identity,153,839,839,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,154,867,867,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,154,878,878,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,11,m10_midpoint,participant_day,gaussian,clock_hours,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,13,mean_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,14,first_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,15,last_timing_above_250,participant_day,gaussian,clock_hours,154,867,867,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__all_available,manuscript_prepared_data,chest,all_available,complementary_chest,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,154,897,897,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,111,592,592,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,112,615,615,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,621,621,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__chest__paired_common_sample,manuscript_prepared_data,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,1,interdaily_stability,participant,gaussian,logit,141,811,141,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,2,intradaily_variability,participant,gaussian,identity,141,811,141,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,140,755,755,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,141,780,780,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,141,790,790,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,141,778,778,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__all_available,manuscript_prepared_data,glasses,all_available,manuscript_prepared_data_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,141,811,811,9,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,0,0,0,0,,not_applicable,prepared_scenario_unavailable,NON_ESTIMABLE
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,111,592,592,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,112,615,615,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,112,621,621,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,112,640,640,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
manuscript_prepared_data__glasses__paired_common_sample,manuscript_prepared_data,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,112,603,603,8,,unavailable,manuscript_prepared_artifacts_do_not_retain_exact_support_minutes,FITTED
