run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,converged,positive_definite_hessian,singular,max_gradient,timing_min_hour,timing_max_hour,timing_span_hours,early_cluster_fraction,late_cluster_fraction,timing_cutpoint_hour,observations_within_one_hour_of_cut,fraction_within_one_hour_of_cut,timing_status,shapiro_p,residual_variance_ratio,standardized_residual_over_3_fraction,standardized_residual_over_4_fraction,dharma_uniformity_p,dharma_dispersion_p,dharma_zero_inflation_p,dharma_outlier_p,observed_zero_fraction,simulated_zero_fraction,zero_fraction_ratio,residual_status,observed_below_bound_n,observed_above_bound_n,predicted_below_bound_n,predicted_above_bound_n,prediction_bound_status,audit_upper_threshold,observed_above_audit_threshold_n,predicted_above_audit_threshold_n,audit_threshold_status,fit_error,fit_warnings,diagnostic_status
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,6.97582436259836e-6,-5.350000000000001,13.366666666666667,18.71666666666667,0.5061274509803921,0.0159313725490196,16,0,0,PASS,1.8896893642640072e-27,3.3450550575511375,0.0159313725490196,0.01348039215686274,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__all_available,main,glasses,all_available,primary,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,5.184119800105691e-7,5.061091741938034,22.470391857140804,17.409300115202768,0,0.0013477088948787,,,,PASS,1.2151863120068994e-6,1.7269872502335326,0.00943396226415094,0.00269541778975741,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__all_available,main,glasses,all_available,primary,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.3574208423960954e-6,0,18.533333333333335,18.533333333333335,0.01788170563961485,0,,,,PASS,1.730111046771095e-20,1.4589502838128328,0.0233837689133425,0.00687757909215955,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__all_available,main,glasses,all_available,primary,15,last_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,7.79891706770286e-7,8.733333333333333,23.983333333333334,15.250000000000002,0,0.09170305676855896,,,,PASS,8.514648394931716e-12,3.089586054705343,0.01601164483260553,0,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__all_available,main,glasses,all_available,primary,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.241603038390169e-6,,,,,,,,,NOT_APPLICABLE,3.3296878278915923e-20,3.274681376840635,0.01314060446780551,0.00394218134034165,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,1,interdaily_stability,participant,gaussian,logit,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,2,intradaily_variability,participant,gaussian,identity,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepared scenario is unavailable for this metric,,NON_ESTIMABLE
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.830358087318018e-7,,,,,,,,,NOT_APPLICABLE,5.90257674425697e-13,2.124268368399187,0.01399688958009331,0.0046656298600311,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,3.001332515850663e-7,,,,,,,,,NOT_APPLICABLE,3.1009391463857254e-16,2.932321303251032,0.01088646967340591,0.00933125972006221,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,9.977327408705604e-5,,,,,,,,,NOT_APPLICABLE,4.552369776604756e-12,10.93348920096374,0.01399688958009331,0.0046656298600311,,,,,,,,WARN_STRONG_GAUSSIAN_MISFIT,0,0,0,,UPPER_BOUND_UNAVAILABLE,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.28299068268078553,0.136,0.92,0.01216157962187258,0.1104199066874028,0.10922550544323484,1.0109351862398903,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,0.0866321496918432,0.248,0.8,0.47587241829700966,0.03114186851211072,0.02860207612456747,1.0887974836680376,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,TRUE,TRUE,FALSE,3.442437446210534e-6,,,,,,,,,NOT_APPLICABLE,0.00290702228629014,1.512823103669933,0.00594059405940594,0.00198019801980198,,,,,,,,PASS,0,0,0,0,PASS,6,0,0,PASS,,,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,TRUE,TRUE,FALSE,,,,,,,,,,NOT_APPLICABLE,,,,,5.92486225446264e-9,0.296,0,4.840408779613881e-4,0.00493421052631578,0,Inf,WARN_STRONG_TWEEDIE_MISFIT,0,0,0,148,WARN_PREDICTED_BOUND,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,TRUE,TRUE,FALSE,1.3098429008095993e-5,,,,,,,,,NOT_APPLICABLE,0.00658165321639974,1.4131105308348288,0.0015552099533437,0,,,,,,,,PASS,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,PASS
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,1.177795638795942e-6,5,19,14,0,0,,,,PASS,5.149659951140836e-13,1.4735055179804122,0.01244167962674961,0.0062208398133748,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,TRUE,TRUE,FALSE,5.274614522932097e-5,-4.800000000000001,13.366666666666667,18.166666666666668,0.5225505443234837,0.02021772939346812,16,0,0,PASS,2.9793998461217767e-24,2.859831765847314,0.01710730948678071,0.01399688958009331,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,4.75210981676355e-7,5.061091741938034,22.470391857140804,17.409300115202768,0,0.00174520069808027,,,,PASS,1.916129847707066e-6,1.925185301096339,0.01047120418848167,0.00349040139616055,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,TRUE,TRUE,FALSE,3.776676749112085e-6,0,18.533333333333335,18.533333333333335,0.01420959147424511,0,,,,PASS,1.069886105008321e-17,1.6764171750819048,0.02309058614564831,0.00888099467140319,,,,,,,,WARN_GAUSSIAN_DIAGNOSTIC,0,0,0,0,PASS,,,,NOT_APPLICABLE,,,WARN_REVIEW
