run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,model_name,estimation_stage,formula,engine,estimation_method,family,link,observations,log_likelihood,aic,converged,positive_definite_hessian,singular,max_gradient,warnings,error,status,sensitivity_id
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1293.6140312848709,2595.2280625697417,TRUE,TRUE,FALSE,2.02817318495363e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1279.0789990104224,2578.157998020845,TRUE,TRUE,FALSE,2.219167072325945e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1288.3800044842067,2586.7600089684133,TRUE,TRUE,FALSE,1.3915268937125802e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1286.6342262840508,2583.2684525681016,TRUE,TRUE,FALSE,5.354650056688115e-4,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1283.455167880765,2588.91033576153,TRUE,TRUE,FALSE,1.070930011337623e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1297.2964833344336,2602.592966668867,TRUE,TRUE,FALSE,1.9122126104775816e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1284.160528180393,2588.321056360786,TRUE,TRUE,FALSE,4.716866897069849e-5,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1293.90896572423,2597.81793144846,TRUE,TRUE,FALSE,1.6757439880166203e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1615.5442877335997,3255.0885754671995,TRUE,TRUE,FALSE,1.6916601452976465e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1629.1873777488827,3266.3747554977654,TRUE,TRUE,FALSE,2.0258994481991976e-06,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1619.3237782831668,3260.6475565663336,TRUE,TRUE,FALSE,7.025846571195871e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1625.2673913891927,3260.5347827783853,TRUE,TRUE,FALSE,7.048583938740194e-7,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1625.7703003845388,3261.5406007690776,TRUE,TRUE,FALSE,3.9186488720588386e-4,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1622.8206323670418,3269.6412647340835,TRUE,TRUE,FALSE,2.098659024341032e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1632.9767634906384,3273.953526981277,TRUE,TRUE,FALSE,1.9963408703915775e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1624.3528388648224,3270.705677729645,TRUE,TRUE,FALSE,1.5620571502950042e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,811,-1630.8697178861844,3271.739435772369,TRUE,TRUE,FALSE,1.8985701899509877e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1293.567350249996,2609.134700499992,TRUE,TRUE,FALSE,3.935838321922347e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1307.1207987133,2622.2415974266,TRUE,TRUE,FALSE,1.7485035641584545e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1296.3238354399311,2612.6476708798623,TRUE,TRUE,FALSE,3.205968823749572e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1303.762329229576,2617.524658459152,TRUE,TRUE,FALSE,1.4711076801177114e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1302.953342594572,2615.906685189144,TRUE,TRUE,FALSE,8.243182492151391e-4,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1300.115509960912,2622.231019921824,TRUE,TRUE,FALSE,1.2005330063402653e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1310.6983631052685,2629.396726210537,TRUE,TRUE,FALSE,1.3278622645884752e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1300.7274585467464,2621.454917093493,TRUE,TRUE,FALSE,2.1873347577638924e-6,,,FITTED,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,640,-1309.0867184041788,2628.1734368083576,TRUE,TRUE,FALSE,9.686118573881686e-7,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1682.9363598509071,3387.8727197018143,TRUE,TRUE,FALSE,7.139533408917487e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1707.330454604785,3422.66090920957,TRUE,TRUE,FALSE,2.1805135475005955e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1685.2166077928496,3390.433215585699,TRUE,TRUE,FALSE,1.166881702374667e-5,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1697.7585221193217,3405.5170442386434,TRUE,TRUE,FALSE,9.588347893441096e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1694.4128190696351,3398.8256381392703,TRUE,TRUE,FALSE,1.493935997132212e-4,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1691.8573538603173,3405.7147077206346,TRUE,TRUE,FALSE,9.506493370281532e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1711.2467567864187,3430.4935135728374,TRUE,TRUE,FALSE,2.135038812411949e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1691.865407134369,3403.730814268738,TRUE,TRUE,FALSE,1.7007550923153758e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,902,-1703.9442238737868,3417.8884477475735,TRUE,TRUE,FALSE,2.121396391885355e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1221.0888207939488,2464.1776415878976,TRUE,TRUE,FALSE,2.8740032576024532e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1238.5956675902053,2485.1913351804105,TRUE,TRUE,FALSE,5.541096470551565e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1222.8216935747737,2465.6433871495474,TRUE,TRUE,FALSE,3.014974936377257e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1234.3937541999662,2478.7875083999324,TRUE,TRUE,FALSE,1.5188561519607902e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1231.6223152319203,2473.2446304638406,TRUE,TRUE,FALSE,0.0019129583961330354,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1228.9500998766237,2479.9001997532473,TRUE,TRUE,FALSE,5.470610631164163e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1242.3949862507484,2492.789972501497,TRUE,TRUE,FALSE,5.659330781782046e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1228.4767869964887,2476.9535739929775,TRUE,TRUE,FALSE,4.474713932722807e-6,,,FITTED,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1240.0775964589627,2490.1551929179254,TRUE,TRUE,FALSE,1.5370460459962487e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1621.5502511244504,3267.1005022489007,TRUE,TRUE,FALSE,1.056150722433813e-5,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,comparison,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1634.9700713938316,3277.9401427876633,TRUE,TRUE,FALSE,1.8121681932825595e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,comparison,response_value ~ site + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1625.8934284180405,3273.786856836081,TRUE,TRUE,FALSE,3.3583091862965375e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,comparison,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1632.7331953085284,3275.4663906170567,TRUE,TRUE,FALSE,1.9417711882852018e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,random_site,comparison,response_value ~ photoperiod_centered_hours + (1 | site) + (1 |      participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1631.8033504338573,3273.6067008677146,TRUE,TRUE,FALSE,9.457448868488427e-4,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,final,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1629.3779019483836,3282.7558038967672,TRUE,TRUE,FALSE,5.024958227295429e-7,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_site,final,response_value ~ photoperiod_centered_hours + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1638.8700504606672,3285.7401009213345,TRUE,TRUE,FALSE,2.0031620806548744e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,no_photoperiod,final,response_value ~ site + (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1631.3899733913902,3284.7799467827804,TRUE,TRUE,FALSE,3.919922164641321e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,latitude_full,final,response_value ~ absolute_latitude_10deg_centered + photoperiod_centered_hours +      (1 | participant_key),lmer,restricted_maximum_likelihood,Gaussian,identity_after_declared_transformation,816,-1638.4690663153174,3286.9381326306348,TRUE,TRUE,FALSE,1.9485923985484987e-6,,,FITTED,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_full,comparison,response_value ~ site + photoperiod_centered_hours + (1 | participant_key),lmer,maximum_likelihood,Gaussian,identity_after_declared_transformation,643,-1294.8866376401197,2611.7732752802394,TRUE,TRUE,FALSE,5.547917680814862e-7,,,FITTED,l10_midpoint_noon_conversion
