run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,estimand,site,estimate_model,std_error,conf_low_model,conf_high_model,estimate_practical,conf_low_practical,conf_high_practical,interval_method,sensitivity_id
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,2.82894393046343,0.27580053475535915,2.288384815426039,3.3695030455008212,2.82894393046343,2.288384815426039,3.3695030455008212,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,2.9657718257038983,0.26678021480355735,2.4428922129010666,3.48865143850673,2.9657718257038983,2.4428922129010666,3.48865143850673,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.2911903782726015,0.24425304400854142,2.8124632089015837,3.7699175476436193,3.2911903782726015,2.8124632089015837,3.7699175476436193,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,1.6207630971645695,0.2767092746332908,1.078422884695117,2.163103309634022,1.6207630971645695,1.078422884695117,2.163103309634022,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.2374803147430637,0.29174421024567515,1.6656721699634591,2.8092884595226684,2.2374803147430637,1.6656721699634591,2.8092884595226684,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.5686785124917484,0.27548196028733946,2.0287437919380698,3.108613233045427,2.5686785124917484,2.0287437919380698,3.108613233045427,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.508299748735623,0.3456133135203263,2.830910101658233,4.185689395813013,3.508299748735623,2.830910101658233,4.185689395813013,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,1.9764171488145021,0.42066549196857445,1.151927935017273,2.800906362611731,1.9764171488145021,1.151927935017273,2.800906362611731,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.6246931195486796,0.10140174113420798,2.4259493589559784,2.8234368801413807,2.6246931195486796,2.4259493589559784,2.8234368801413807,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.7032609581989684,0.09345143879120635,2.5200995038647545,2.8864224125331823,2.7032609581989684,2.5200995038647545,2.8864224125331823,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,2.871041490952901,0.2988452739240649,2.285315517111727,3.456767464794075,2.871041490952901,2.285315517111727,3.456767464794075,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,2.8358303098543525,0.2748555237750601,2.2971233823033423,3.3745372374053626,2.8358303098543525,2.2971233823033423,3.3745372374053626,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.290741083180814,0.26850487390667194,2.764481200650269,3.817000965711359,3.290741083180814,2.764481200650269,3.817000965711359,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,1.7629209997211954,0.29789170463968295,1.1790639873341737,2.346778012108217,1.7629209997211954,1.1790639873341737,2.346778012108217,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,MPI,2.9315566290259776,0.2274954998581368,2.4856736426590924,3.3774396153928627,2.9315566290259776,2.4856736426590924,3.3774396153928627,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.3233992250415003,0.3269682514273582,1.6825532281558413,2.9642452219271593,2.3233992250415003,1.6825532281558413,2.9642452219271593,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.578432377578992,0.3097415593649343,1.9713500767084458,3.185514678449538,2.578432377578992,1.9713500767084458,3.185514678449538,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.6784102477762293,0.38498387999290523,2.923855708361645,4.432964787190814,3.6784102477762293,2.923855708361645,4.432964787190814,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.130321886321007,0.4638614814147795,1.221170088932644,3.03947368370937,2.130321886321007,1.221170088932644,3.03947368370937,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.711406027716996,0.10306022245065521,2.5094117034750254,2.9134003519589666,2.711406027716996,2.5094117034750254,2.9134003519589666,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.7717148565587517,0.09267703167886875,2.590071212274091,2.9533585008434122,2.7717148565587517,2.590071212274091,2.9533585008434122,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,2.8190230434557337,0.30110704865371607,2.228864072603301,3.4091820143081666,2.8190230434557337,2.228864072603301,3.4091820143081666,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,2.8201028204654555,0.2909087873128101,2.249932074546125,3.390273566384786,2.8201028204654555,2.249932074546125,3.390273566384786,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.265475547509491,0.26681719380862784,2.742523457188537,3.788427637830445,3.265475547509491,2.742523457188537,3.788427637830445,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,1.7125660700269116,0.3008587683166652,1.1228937196931676,2.3022384203606556,1.7125660700269116,1.1228937196931676,2.3022384203606556,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.261112308973478,0.3187115275923408,1.6364491934347467,2.8857754245122096,2.261112308973478,1.6364491934347467,2.8857754245122096,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.5292775299914427,0.3009757118873898,1.9393759744708552,3.1191790855120303,2.5292775299914427,1.9393759744708552,3.1191790855120303,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.6053545519736083,0.3775577911368161,2.865354879262953,4.345354224684264,3.6053545519736083,2.865354879262953,4.345354224684264,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.0929658393681514,0.45672389443035655,1.197803455405779,2.9881282233305235,2.0929658393681514,1.197803455405779,2.9881282233305235,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.638234713970534,0.11050770730201899,2.421643587644483,2.854825840296585,2.638234713970534,2.421643587644483,2.854825840296585,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.6936381814295842,0.10193488118759937,2.49384948553352,2.8934268773256484,2.6936381814295842,2.49384948553352,2.8934268773256484,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,3.0790627233899803,0.24357726609652228,2.6016600543880677,3.556465392391893,3.0790627233899803,2.6016600543880677,3.556465392391893,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,3.3422633337520495,0.24261654271427965,2.866743647978438,3.817783019525661,3.3422633337520495,2.866743647978438,3.817783019525661,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.3264616394242266,0.23405469220231062,2.86772287229509,3.785200406553363,3.3264616394242266,2.86772287229509,3.785200406553363,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,2.0674907714541075,0.2566356989325062,1.564494044399131,2.5704874985090838,2.0674907714541075,1.564494044399131,2.5704874985090838,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.230897297760088,0.2476778741246196,1.7454575847083886,2.7163370108117872,2.230897297760088,1.7454575847083886,2.7163370108117872,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.838130723927878,0.24714854702422998,2.3537284729289834,3.322532974926773,2.838130723927878,2.3537284729289834,3.322532974926773,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.5666229945307433,0.33505736560168803,2.9099226251965655,4.223323363864921,3.5666229945307433,2.9099226251965655,4.223323363864921,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.1052008290531092,0.15523864165945148,1.8009386823916653,2.409462975714553,2.1052008290531092,1.8009386823916653,2.409462975714553,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.819516289161523,0.08347285769282951,2.65591249439694,2.9831200839261056,2.819516289161523,2.65591249439694,2.9831200839261056,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.7177225286094195,0.07702879983745269,2.5667488551556676,2.8686962020631714,2.7177225286094195,2.5667488551556676,2.8686962020631714,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,2.9569932703930006,0.26015825101148515,2.4470924681295587,3.4668940726564426,2.9569932703930006,2.4470924681295587,3.4668940726564426,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,3.335827317951595,0.2514930624848906,2.842909973119528,3.8287446627836617,3.335827317951595,2.842909973119528,3.8287446627836617,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.3090711824899817,0.23114851912893886,2.856028409917494,3.7621139550624694,3.3090711824899817,2.856028409917494,3.7621139550624694,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,2.0266350645834517,0.26013292505120295,1.516783900290037,2.5364862288768664,2.0266350645834517,1.516783900290037,2.5364862288768664,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.1850809757286678,0.275803271954266,1.6445164958800005,2.725645455577335,2.1850809757286678,1.6445164958800005,2.725645455577335,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.7479663788625834,0.26141569713597157,2.235601027482649,3.260331730242518,2.7479663788625834,2.235601027482649,3.260331730242518,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.5225116805583396,0.32673653831452715,2.8821198330285753,4.162903528088104,3.5225116805583396,2.8821198330285753,4.162903528088104,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.0397941732656935,0.38896277746109365,1.2774411381152824,2.8021472084161045,2.0397941732656935,1.2774411381152824,2.8021472084161045,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.7654850054791638,0.09524104366514381,2.5788159900454755,2.952154020912852,2.7654850054791638,2.5788159900454755,2.952154020912852,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.8603603322725406,0.08810399662934357,2.687679671984989,3.033040992560092,2.8603603322725406,2.687679671984989,3.033040992560092,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,3.048194885117976,0.28291140638235934,2.4936987177929764,3.6026910524429754,3.048194885117976,2.4936987177929764,3.6026910524429754,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,3.0620601394434668,0.2599522286890158,2.552563133512076,3.5715571453748574,3.0620601394434668,2.552563133512076,3.5715571453748574,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.2901413267119333,0.25466597651356804,2.791005184657617,3.7892774687662496,3.2901413267119333,2.791005184657617,3.7892774687662496,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,2.1770026349929177,0.2822722340919735,1.6237592223369908,2.7302460476488446,2.1770026349929177,1.6237592223369908,2.7302460476488446,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,MPI,3.0347694399954976,0.21578857149202185,2.6118316115957882,3.457707268395207,3.0347694399954976,2.6118316115957882,3.457707268395207,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.3814325295178764,0.3098756518731323,1.7740874121606656,2.9887776468750875,2.3814325295178764,1.7740874121606656,2.9887776468750875,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.322318443468582,0.29351912772370353,1.747031524356511,2.897605362580653,2.322318443468582,1.747031524356511,2.897605362580653,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.7254941484033752,0.3648630043824627,3.0103758005226684,4.440612496284082,3.7254941484033752,3.0103758005226684,4.440612496284082,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.138795332333175,0.4338687344530278,1.2884282387872683,2.989162425879082,2.138795332333175,1.2884282387872683,2.989162425879082,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_equal_site_mean,,2.797800986664978,0.09735442932875542,2.6069898114451675,2.988612161884788,2.797800986664978,2.6069898114451675,2.988612161884788,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,overall_observed_sample_mean,,2.8724058695579595,0.08773521034801628,2.7004480170998018,3.0443637220161173,2.8724058695579595,2.7004480170998018,3.0443637220161173,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,BAUA,2.9934663929696192,0.27798087487160344,2.4486338898303415,3.538298896108897,2.9934663929696192,2.4486338898303415,3.538298896108897,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,FUSPCEU,3.035534447695066,0.2690107524694739,2.5082830614008778,3.5627858339892544,3.035534447695066,2.5082830614008778,3.5627858339892544,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,IZTECH,3.2603838981270545,0.24696845325671316,2.776334624426333,3.744433171827776,3.2603838981270545,2.776334624426333,3.744433171827776,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,KNUST,2.1273061162906006,0.278849820557074,1.580770510903279,2.6738417216779222,2.1273061162906006,1.580770510903279,2.6738417216779222,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,RISE,2.322978627739941,0.29460703415322415,1.7455594512074601,2.900397804272422,2.322978627739941,1.7455594512074601,2.900397804272422,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,THUAS,2.283936168593256,0.27933045637754983,1.7364585343081218,2.83141380287839,2.283936168593256,1.7364585343081218,2.83141380287839,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,TUM,3.658282353025051,0.34901609791621657,2.9742233710845616,4.34234133496554,3.658282353025051,2.9742233710845616,4.34234133496554,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,site_mean,UCR,2.101699872872774,0.4168437516618659,1.2847011324349589,2.918698613310589,2.101699872872774,1.2847011324349589,2.918698613310589,emmeans_wald_normal,l10_midpoint_noon_conversion
