run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,site,reference,estimate_model,std_error,conf_low_model,conf_high_model,z_value,p_raw,effect_type,estimate_practical,conf_low_practical,conf_high_practical,p_adjusted_within_metric,contrast_family_n,contrast_adjustment_method,interval_method,sensitivity_id
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.3771224049970558,0.2977148946634931,-0.960632876198638,0.20638806620452638,-1.2667233375183224,0.20525423227428538,difference,-0.3771224049970558,-0.960632876198638,0.20638806620452638,0.3284067716388566,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.10895718397909127,0.2817213973100747,-0.6611209763811366,0.4432066084229541,-0.38675508860680646,0.6989375287843416,difference,-0.10895718397909127,-0.6611209763811366,0.4432066084229541,0.6989375287843416,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.9671198380030743,0.34880189585415927,0.2834806843896316,1.650758991616517,2.7726908869997815,0.005559490244406199,difference,0.9671198380030743,0.2834806843896316,1.650758991616517,0.022237960977624795,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.5452688746023826,0.412474665652894,-1.353704363817255,0.2631666146124898,-1.321945127803892,0.1861864236450013,difference,-0.5452688746023826,-1.353704363817255,0.2631666146124898,0.3284067716388566,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.2595464342284572,0.22695124363411956,-0.1852698295409922,0.7043626979979065,1.1436219959511926,0.2527804355329941,difference,0.2595464342284572,-0.1852698295409922,0.7043626979979065,0.2888919263234218,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.5227470445905269,0.24258575706635577,0.04728769757808682,0.998206391602967,2.1548958640945153,0.031169984114771104,difference,0.5227470445905269,0.04728769757808682,0.998206391602967,0.0415599788196948,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.5069453502627039,0.22278281928035934,0.0702990480989042,0.9435916524265037,2.2755136679760857,0.02287513370450798,difference,0.5069453502627039,0.0702990480989042,0.9435916524265037,0.036600213927212764,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.7520255177074151,0.24298243275266684,-1.2282623347785675,-0.27578870063626265,-3.0949789628327,0.001968268570037416,difference,-0.7520255177074151,-1.2282623347785675,-0.27578870063626265,0.007873074280149665,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.5886189914014348,0.22856460742395382,-1.0365973900929204,-0.14064059270994922,-2.5752849403741362,0.0100157537447269,difference,-0.5886189914014348,-1.0365973900929204,-0.14064059270994922,0.026708676652605068,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,0.018614434766355492,0.22818162001425107,-0.4286133223955804,0.4658421919282914,0.0815772750022238,0.934982872971902,difference,0.018614434766355492,-0.4286133223955804,0.4658421919282914,0.934982872971902,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.7471067053692206,0.30417731201229087,0.15093012891092794,1.3432832818275133,2.4561552616357933,0.014043246938602604,difference,0.7471067053692206,0.15093012891092794,1.3432832818275133,0.02808649387720521,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__all_available,main,chest,all_available,complementary_chest,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.7143154601084134,0.16131888883995668,-1.0304946722607489,-0.39813624795607794,-4.427971611043519,9.512341782560595e-6,difference,-0.7143154601084134,-1.0304946722607489,-0.39813624795607794,7.609873426048476e-5,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.19150826491383655,0.2459034760764866,-0.2904536918692838,0.6734702216969569,0.7787944602062852,0.43610080157640546,difference,0.19150826491383655,-0.2904536918692838,0.6734702216969569,0.4984009160873205,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.5703423124724307,0.25697555741411565,0.06667947503365934,1.0740051499112022,2.2194418730390186,0.02645667760374342,difference,0.5703423124724307,0.06667947503365934,1.0740051499112022,0.04233068416598948,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.5435861770108175,0.2266159092186629,0.09942715661843993,0.987745197403195,2.3987114536001455,0.016452873946740207,difference,0.5435861770108175,0.09942715661843993,0.987745197403195,0.04233068416598948,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.7388499408957125,0.2517267276304914,-1.2322252609975992,-0.24547462079382582,-2.9351271033096937,0.0033341108480906293,difference,-0.7388499408957125,-1.2322252609975992,-0.24547462079382582,0.026672886784725035,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.5804040297504964,0.25746090862920623,-1.0850181380906982,-0.07578992141029472,-2.2543384657528382,0.024174883198388557,difference,-0.5804040297504964,-1.0850181380906982,-0.07578992141029472,0.04233068416598948,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.017518626616580657,0.2443989501635921,-0.49653176679662053,0.4614945135634592,-0.07168044954716173,0.94285621513471,difference,-0.017518626616580657,-0.49653176679662053,0.4614945135634592,0.94285621513471,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.7570266750791756,0.30169413636032666,0.16571703346601963,1.3483363166923317,2.509252198972224,0.012098706991949915,difference,0.7570266750791756,0.16571703346601963,1.3483363166923317,0.04233068416598948,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__chest__paired_common_sample,main,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.7256908322134703,0.35164617174675705,-1.4149046641385001,-0.036477000288440364,-2.063696097155543,0.0390465396382247,difference,-0.7256908322134703,-1.4149046641385001,-0.036477000288440364,0.05206205285096627,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.25039389845299875,0.2675058152412186,-0.27390786507481535,0.7746956619808129,0.9360316082370417,0.34925691379673124,difference,0.25039389845299875,-0.27390786507481535,0.7746956619808129,0.34925691379673124,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.2642591527784892,0.266573799315977,-0.25821589310283366,0.7867341986598121,0.9913170516253768,0.3215307892938184,difference,0.2642591527784892,-0.25821589310283366,0.7867341986598121,0.34925691379673124,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.4923403400469556,0.24858534899658088,0.005122008929337174,0.9795586711645741,1.9805686136946365,0.04763967163230934,difference,0.4923403400469556,0.005122008929337174,0.9795586711645741,0.14291901489692801,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,KNUST,equally_weighted_overall_site_mean,-0.6207983516720601,0.27321128774829,-1.1562826358285176,-0.08531406751560255,-2.272228050270026,0.023072739898885208,difference,-0.6207983516720601,-1.1562826358285176,-0.08531406751560255,0.10382732954498343,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,MPI,equally_weighted_overall_site_mean,0.23696845333051983,0.22150288519816888,-0.19716922412960128,0.671106130790641,1.0698210685540939,0.2846998570212295,difference,0.23696845333051983,-0.19716922412960128,0.671106130790641,0.34925691379673124,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,RISE,equally_weighted_overall_site_mean,-0.4163684571471013,0.28872121942877144,-0.9822516487999793,0.14951473450577663,-1.4421124223944368,0.14927066118100635,difference,-0.4163684571471013,-0.9822516487999793,0.14951473450577663,0.22390599177150952,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,THUAS,equally_weighted_overall_site_mean,-0.4754825431963958,0.27436772610394605,-1.01323340488028,0.06226831848748826,-1.7330119323737665,0.0830935479597944,difference,-0.4754825431963958,-1.01323340488028,0.06226831848748826,0.1726333931551573,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,TUM,equally_weighted_overall_site_mean,0.9276931617383976,0.3369576960865948,0.26726821309507887,1.5881181103817164,2.7531443042036634,0.005902587237422044,difference,0.9276931617383976,0.26726821309507887,1.5881181103817164,0.05312328513679839,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__all_available,main,glasses,all_available,primary,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,UCR,equally_weighted_overall_site_mean,-0.6590056543318024,0.39579285860237995,-1.4347454025306208,0.11673409386701616,-1.6650266421149613,0.09590744064175405,difference,-0.6590056543318024,-1.4347454025306208,0.11673409386701616,0.1726333931551573,9,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,BAUA,equally_weighted_overall_site_mean,0.27051790830544886,0.26279833734050323,-0.2445573680789449,0.7855931846898426,1.0293745045842642,0.3033037249298898,difference,0.27051790830544886,-0.2445573680789449,0.7855931846898426,0.3033037249298898,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,FUSPCEU,equally_weighted_overall_site_mean,0.3125859630308957,0.27482449866631503,-0.22606015642435773,0.8512320824861491,1.1374021040621625,0.25537022811798205,difference,0.3125859630308957,-0.22606015642435773,0.8512320824861491,0.2918516892776937,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
main__glasses__paired_common_sample,main,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_12,IZTECH,equally_weighted_overall_site_mean,0.5374354134628844,0.24217188240701523,0.06278724587686552,1.0120835810489033,2.2192312671527383,0.026470994920953072,difference,0.5374354134628844,0.06278724587686552,1.0120835810489033,0.07255525014778098,8,BH,emmeans_wald_normal,l10_midpoint_noon_conversion
