run_id,data_scenario_id,placement,sample_scenario,analytical_role,metric_order,metric_id,analysis_unit,response_family,response_transform,equal_site_estimate_model,observed_sample_estimate_model,equal_site_estimate_practical,observed_sample_estimate_practical,practical_difference,observed_site_weights
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,0.8483138332539443,0.8864764849158,2.335705141331332,2.42656453375343,0.09085939242209795,BAUA=0.13344595;FUSPCEU=0.1875;IZTECH=0.16554054;KNUST=0.13006757;RISE=0.125;THUAS=0.11148649;TUM=0.10135135;UCR=0.045608108
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,1.8536568753273888,1.815788309522299,1.8536568753273888,1.815788309522299,-0.03786856580508968,BAUA=0.14308943;FUSPCEU=0.1902439;IZTECH=0.16260163;KNUST=0.12520325;RISE=0.12357724;THUAS=0.11382114;TUM=0.095934959;UCR=0.045528455
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,1.9411949520343117,1.956514129436456,6.967071314481746,7.074622812847904,0.10755149836615807,BAUA=0.14170692;FUSPCEU=0.1884058;IZTECH=0.15942029;KNUST=0.12399356;RISE=0.12560386;THUAS=0.11594203;TUM=0.096618357;UCR=0.048309179
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,-0.20328980467392752,-0.19525870360195483,0.5261958647704363,0.5378833941118417,0.011687529341405378,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,13.841414077061145,13.987079964605767,13.841414077061145,13.987079964605767,0.14566588754462195,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.710653936806298,2.7785205861256257,2.710653936806298,2.7785205861256257,0.06786664931932762,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.416733535418805,13.655901202860564,13.416733535418805,13.655901202860564,0.23916766744175888,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.441397066601663,9.573718231176722,9.441397066601663,9.573718231176722,0.1323211645750586,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.87910316323081,18.138455362354446,17.87910316323081,18.138455362354446,0.2593521991236365,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.667708708418361,3.6891053493814887,4652.639186204962,4887.6090901426605,234.9699039376983,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__chest__paired_common_sample,alternative_preprocessing,chest,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7433387878799771,0.742803681919435,0.7433387878799771,0.742803681919435,-5.351059605420705e-4,BAUA=0.15481172;FUSPCEU=0.14644351;IZTECH=0.18619247;KNUST=0.077405858;RISE=0.14853556;THUAS=0.12343096;TUM=0.10041841;UCR=0.062761506
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,1,interdaily_stability,participant,gaussian,logit,-0.7996089310097502,-0.7869590943585042,0.3101091785356823,0.31282198348011314,0.0027128049444308244,BAUA=0.12765957;FUSPCEU=0.16312057;IZTECH=0.12056738;KNUST=0.10638298;MPI=0.18439716;RISE=0.092198582;THUAS=0.092198582;TUM=0.070921986;UCR=0.042553191
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,2,intradaily_variability,participant,gaussian,identity,1.2985983499093627,1.2771272347100884,1.2985983499093627,1.2771272347100884,-0.02147111519927436,BAUA=0.12765957;FUSPCEU=0.16312057;IZTECH=0.12056738;KNUST=0.10638298;MPI=0.18439716;RISE=0.092198582;THUAS=0.092198582;TUM=0.070921986;UCR=0.042553191
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.6716655461875893,0.6855544986804779,4.595323785261278,4.7479094418039995,0.15258565654272171,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,1.9472662740180438,1.973345462783535,88.46584570585983,93.94711178631964,5.481266080459804,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,-0.6423963456636238,-0.6485256709205303,0.12782619364232897,0.124633399243571,-0.00319279439875797,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,6,duration_above_1000,participant_day,tweedie_log,identity,-0.1876521166751594,-0.12478709862201814,0.8289030186184986,0.882684807393107,0.053781788774608374,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,7,duration_above_250_wake,participant_day,tweedie_log,identity,0.8612195854191924,0.9112485022762876,2.366044528214858,2.4874261527575565,0.12138162454269841,BAUA=0.1205298;FUSPCEU=0.14966887;IZTECH=0.12980132;KNUST=0.10596026;MPI=0.19337748;RISE=0.098013245;THUAS=0.087417219;TUM=0.079470199;UCR=0.035761589
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,1.7749966331501033,1.7277243231161827,1.7749966331501033,1.7277243231161827,-0.04727231003392052,BAUA=0.12948718;FUSPCEU=0.15512821;IZTECH=0.12820513;KNUST=0.1025641;MPI=0.18589744;RISE=0.097435897;THUAS=0.08974359;TUM=0.075641026;UCR=0.035897436
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,1.9202582714086398,1.930428280755126,6.822720355355491,6.892461518172379,0.06974116281688758,BAUA=0.1278481;FUSPCEU=0.15189873;IZTECH=0.12531646;KNUST=0.10126582;MPI=0.18987342;RISE=0.098734177;THUAS=0.091139241;TUM=0.075949367;UCR=0.037974684
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,-0.17560022437380352,-0.15694500642784748,0.5674208590422252,0.5967147316859676,0.02929387264374239,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,11,m10_midpoint,participant_day,gaussian,clock_hours,13.84143465684881,13.969558028940837,13.84143465684881,13.969558028940837,0.12812337209202695,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.8247160467883283,2.862400859074953,2.8247160467883283,2.862400859074953,0.03768481228662468,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.303556706302949,13.51130094306574,13.303556706302949,13.51130094306574,0.20774423676279063,BAUA=0.12724936;FUSPCEU=0.15424165;IZTECH=0.12339332;KNUST=0.095115681;MPI=0.18894602;RISE=0.10025707;THUAS=0.096401028;TUM=0.075835476;UCR=0.038560411
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.344425748091146,9.461798179879295,9.344425748091146,9.461798179879295,0.11737243178814971,BAUA=0.12724936;FUSPCEU=0.15424165;IZTECH=0.12339332;KNUST=0.095115681;MPI=0.18894602;RISE=0.10025707;THUAS=0.096401028;TUM=0.075835476;UCR=0.038560411
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.616167705516297,17.82557836739742,17.616167705516297,17.82557836739742,0.20941066188112245,BAUA=0.12724936;FUSPCEU=0.15424165;IZTECH=0.12339332;KNUST=0.095115681;MPI=0.18894602;RISE=0.10025707;THUAS=0.096401028;TUM=0.075835476;UCR=0.038560411
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.581912278922227,3.6133741319782215,3818.571315232987,4105.476340653294,286.90502542030663,BAUA=0.13070284;FUSPCEU=0.15659679;IZTECH=0.12577065;KNUST=0.09864365;MPI=0.18495684;RISE=0.096177559;THUAS=0.096177559;TUM=0.073982737;UCR=0.036991369
alternative_preprocessing__glasses__all_available,alternative_preprocessing,glasses,all_available,alternative_preprocessing_sensitivity,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7261170000536055,0.723887030126548,0.7261170000536055,0.723887030126548,-0.0022299699270574846,BAUA=0.1411936;FUSPCEU=0.12081514;IZTECH=0.13245997;KNUST=0.069868996;MPI=0.20960699;RISE=0.1077147;THUAS=0.094614265;TUM=0.080058224;UCR=0.043668122
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,3,daily_geometric_mean_medi,participant_day,gaussian,log10_offset_0.1,0.6766274006892314,0.677532862758659,4.649275909581785,4.6591880206808725,0.009912111099087184,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,4,m10_mean_medi,participant_day,gaussian,log10_offset_0.1,1.9663253552908795,1.9816567809862626,92.43911787499653,95.76427253688095,3.325154661884426,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,5,l10_mean_medi,participant_day,gaussian,log10_offset_0.1,-0.6499264673176436,-0.6671890244371304,0.12391002203073032,0.11518449514385282,-0.0087255268868775,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,6,duration_above_1000,participant_day,tweedie_log,identity,-0.1241948887728547,-0.07587994765038614,0.8832076968446116,0.9269274797018073,0.04371978285719569,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,7,duration_above_250_wake,participant_day,tweedie_log,identity,0.9192536404234862,0.9661643937940506,2.507418255753059,2.6278457229837935,0.12042746723073439,BAUA=0.13344595;FUSPCEU=0.1875;IZTECH=0.16554054;KNUST=0.13006757;RISE=0.125;THUAS=0.11148649;TUM=0.10135135;UCR=0.045608108
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,8,duration_below_10_pre_sleep,participant_day,gaussian,identity,1.7710686018309985,1.733639172664159,1.7710686018309985,1.733639172664159,-0.037429429166839556,BAUA=0.14308943;FUSPCEU=0.1902439;IZTECH=0.16260163;KNUST=0.12520325;RISE=0.12357724;THUAS=0.11382114;TUM=0.095934959;UCR=0.045528455
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,9,duration_below_1_sleep_environment,participant_day,tweedie_log,identity,1.9202796845919967,1.9345096530936448,6.822866453081657,6.920649704069097,0.09778325098744034,BAUA=0.14170692;FUSPCEU=0.1884058;IZTECH=0.15942029;KNUST=0.12399356;RISE=0.12560386;THUAS=0.11594203;TUM=0.096618357;UCR=0.048309179
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,10,longest_bout_above_250,participant_day,gaussian,log10_offset_0.1,-0.15740749908227483,-0.1402114010528371,0.5959731751007862,0.6240834129816782,0.028110237880892064,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,11,m10_midpoint,participant_day,gaussian,clock_hours,13.817569289453095,13.950024291417948,13.817569289453095,13.950024291417948,0.13245500196485338,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,12,l10_midpoint,participant_day,gaussian,clock_hours_midnight_after_16,2.7643285936468165,2.8076590485893846,2.7643285936468165,2.8076590485893846,0.04333045494256815,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,13,mean_timing_above_250,participant_day,gaussian,clock_hours,13.314622857797893,13.54501354351546,13.314622857797893,13.54501354351546,0.23039068571756616,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,14,first_timing_above_250,participant_day,gaussian,clock_hours,9.23909698580655,9.370377414468264,9.23909698580655,9.370377414468264,0.1312804286617144,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,15,last_timing_above_250,participant_day,gaussian,clock_hours,17.81202475521156,18.07023011463814,17.81202475521156,18.07023011463814,0.2582053594265794,BAUA=0.14096186;FUSPCEU=0.19237148;IZTECH=0.15754561;KNUST=0.11774461;RISE=0.12935323;THUAS=0.11940299;TUM=0.094527363;UCR=0.048092869
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,16,dose_time_sensitive_corrected_medi,participant_day,gaussian,log10_offset_0.1,3.610014694759326,3.640805104066477,4073.8406212941295,4373.158048316863,299.3174270227332,BAUA=0.1453125;FUSPCEU=0.190625;IZTECH=0.159375;KNUST=0.1203125;RISE=0.121875;THUAS=0.121875;TUM=0.09375;UCR=0.046875
alternative_preprocessing__glasses__paired_common_sample,alternative_preprocessing,glasses,paired_common_sample,paired_placement_comparison,17,mder_mean_of_viable_ratios,participant_day,gaussian,identity,0.7386831230514118,0.7399601975516891,0.7386831230514118,0.7399601975516891,0.0012770745002772532,BAUA=0.15481172;FUSPCEU=0.14644351;IZTECH=0.18619247;KNUST=0.077405858;RISE=0.14853556;THUAS=0.12343096;TUM=0.10041841;UCR=0.062761506
